number,value,datetime_start,datetime_complete,duration,params_activation,params_base_dim,params_batch_size,params_do_layer,params_dropout_rate,params_lr,params_n_layers,params_norm,params_norm_layer,params_pca_frac,params_pooling,params_use_pca,params_wd,user_attrs_final_train_loss,state,final_train_loss
0,0.2231,2025-08-14 17:41:15.776188,2025-08-14 17:41:37.243990,0 days 00:00:21.467802,elu,256,32,0,0.5,1e-05,3,minmax,0,,max,False,0.0001,0.947124794748435,COMPLETE,0.947124794748435
1,0.3408,2025-08-14 17:41:37.244992,2025-08-14 17:41:46.127977,0 days 00:00:08.882985,gelu,128,128,1,0.4,0.0001,3,minmax,0,0.8,mean,True,1e-05,0.8404071754581292,COMPLETE,0.8404071754581292
2,0.2176,2025-08-14 17:41:46.128979,2025-08-14 17:42:28.170383,0 days 00:00:42.041404,gelu,256,16,3,0.1,1e-05,3,minmax,0,,max,False,1e-05,0.9903141217983037,COMPLETE,0.9903141217983037
3,0.4087,2025-08-14 17:42:28.171384,2025-08-14 17:42:58.563689,0 days 00:00:30.392305,gelu,256,16,0,0.2,0.001,1,L2,0,0.8,max,True,1e-06,0.560275484702978,COMPLETE,0.560275484702978
4,0.392,2025-08-14 17:42:58.565297,2025-08-14 17:43:29.683731,0 days 00:00:31.118434,gelu,256,16,1,0.3,0.001,1,minmax,0,0.75,mean,True,0.0,0.020857582928858386,COMPLETE,0.020857582928858386
5,0.2176,2025-08-14 17:43:29.683731,2025-08-14 17:43:42.200092,0 days 00:00:12.516361,gelu,512,64,3,0.5,1e-05,3,L2,1,0.9,max,True,1e-05,0.9824246643440516,COMPLETE,0.9824246643440516
6,0.3858,2025-08-14 17:43:42.201492,2025-08-14 17:44:21.583550,0 days 00:00:39.382058,gelu,256,16,1,0.4,0.0001,2,minmax,1,,mean,False,1e-05,0.014340237429499992,COMPLETE,0.014340237429499992
7,0.1929,2025-08-14 17:44:21.584550,2025-08-14 17:44:29.653658,0 days 00:00:08.069108,relu,128,128,2,0.4,1e-05,2,L2,0,0.75,mean,True,0.0001,1.0639136270694793,COMPLETE,1.0639136270694793
8,0.4087,2025-08-14 17:44:29.653658,2025-08-14 17:44:49.711417,0 days 00:00:20.057759,tanh,512,32,2,0.3,0.0001,2,L2,1,0.9,max,True,0.0,0.005274826642036007,COMPLETE,0.005274826642036007
9,0.4197,2025-08-14 17:44:49.713418,2025-08-14 17:45:02.258852,0 days 00:00:12.545434,relu,128,64,0,0.3,0.001,3,L2,1,0.9,max,True,0.0001,7.529802761672116e-05,COMPLETE,7.529802761672116e-05
10,0.3592,2025-08-14 17:45:02.259850,2025-08-14 17:45:14.725986,0 days 00:00:12.466136,relu,128,64,0,0.3,0.001,3,L2,3,,max,False,0.0001,0.1805991019658337,COMPLETE,0.1805991019658337
11,0.4059,2025-08-14 17:45:14.732799,2025-08-14 17:45:25.269282,0 days 00:00:10.536483,leakyrelu,128,64,0,0.2,0.001,1,L2,1,0.85,max,True,1e-06,0.0005376212165235779,COMPLETE,0.0005376212165235779
12,0.3972,2025-08-14 17:45:25.269282,2025-08-14 17:45:35.770537,0 days 00:00:10.501255,relu,128,64,0,0.2,0.001,1,L2,1,0.8,max,True,1e-06,0.0009445886522938776,COMPLETE,0.0009445886522938776
13,0.3739,2025-08-14 17:45:35.770537,2025-08-14 17:46:09.025107,0 days 00:00:33.254570,tanh,256,16,0,0.2,0.001,1,L2,1,0.95,max,True,1e-06,0.00011974995746857477,COMPLETE,0.00011974995746857477
14,0.3874,2025-08-14 17:46:09.025107,2025-08-14 17:46:46.703868,0 days 00:00:37.678761,leakyrelu,512,16,0,0.1,0.001,2,L2,2,0.7,max,True,1e-06,1.3668702472810981e-05,COMPLETE,1.3668702472810981e-05
15,0.3703,2025-08-14 17:46:46.703868,2025-08-14 17:46:58.503831,0 days 00:00:11.799963,elu,256,64,1,0.3,0.001,2,L2,2,0.8,max,True,0.0001,0.01817097742457865,COMPLETE,0.01817097742457865
16,0.3934,2025-08-14 17:46:58.503831,2025-08-14 17:47:05.786286,0 days 00:00:07.282455,relu,128,128,0,0.2,0.001,1,L2,0,0.9,max,True,0.0001,0.4948511551047445,COMPLETE,0.4948511551047445
17,0.4163,2025-08-14 17:47:05.786286,2025-08-14 17:47:26.114860,0 days 00:00:20.328574,relu,256,32,0,0.3,0.001,2,L2,2,0.7,max,True,1e-06,0.0001342161456564699,COMPLETE,0.0001342161456564699
18,0.3606,2025-08-14 17:47:26.115861,2025-08-14 17:47:46.839104,0 days 00:00:20.723243,relu,128,32,1,0.3,0.001,2,L2,2,,mean,False,0.0,0.3287965043468874,COMPLETE,0.3287965043468874
19,0.3874,2025-08-14 17:47:46.840105,2025-08-14 17:48:07.779440,0 days 00:00:20.939335,relu,512,32,1,0.3,0.0001,2,L2,2,0.7,max,True,0.0001,0.06607821325013875,COMPLETE,0.06607821325013875
20,0.3987,2025-08-14 17:48:07.780441,2025-08-14 17:48:30.392630,0 days 00:00:22.612189,relu,128,32,2,0.3,0.001,3,L2,3,0.7,max,True,1e-06,0.0016505173405623392,COMPLETE,0.0016505173405623392
21,0.3908,2025-08-14 17:48:30.393630,2025-08-14 17:49:00.581375,0 days 00:00:30.187745,relu,256,16,0,0.2,0.001,1,L2,0,0.85,max,True,1e-06,0.0613528330513902,COMPLETE,0.0613528330513902
22,0.3801,2025-08-14 17:49:00.582376,2025-08-14 17:49:20.700268,0 days 00:00:20.117892,tanh,256,32,0,0.3,0.001,2,L2,2,0.95,max,True,1e-06,0.000825777289778042,COMPLETE,0.000825777289778042
23,0.3987,2025-08-14 17:49:20.701269,2025-08-14 17:49:30.500599,0 days 00:00:09.799330,elu,256,64,0,0.1,0.001,1,L2,0,0.9,max,True,1e-06,0.352261404515846,COMPLETE,0.352261404515846
24,0.382,2025-08-14 17:49:30.500599,2025-08-14 17:49:53.465453,0 days 00:00:22.964854,leakyrelu,256,32,1,0.5,0.001,3,L2,3,0.8,max,True,1e-06,0.011780827190544324,COMPLETE,0.011780827190544324
