number,value,datetime_start,datetime_complete,duration,params_activation,params_base_dim,params_batch_size,params_do_layer,params_dropout_rate,params_lr,params_n_layers,params_norm,params_norm_layer,params_pca_frac,params_pooling,params_use_pca,params_wd,user_attrs_final_train_loss,state,final_train_loss
0,0.2176,2025-08-14 18:58:43.102537,2025-08-14 18:59:00.813169,0 days 00:00:17.710632,leakyrelu,512,32,1,0.2,1e-05,1,L2,0,0.85,mean,True,0.0,1.0175574025157181,COMPLETE,1.0175574025157181
1,0.3594,2025-08-14 18:59:00.814169,2025-08-14 18:59:13.963905,0 days 00:00:13.149736,elu,128,64,3,0.3,0.001,3,minmax,3,0.8,max,True,0.0001,0.06904216685670748,COMPLETE,0.06904216685670748
2,0.3432,2025-08-14 18:59:13.964904,2025-08-14 18:59:30.946997,0 days 00:00:16.982093,elu,256,32,0,0.2,0.001,1,L2,0,0.85,max,True,1e-05,0.6769949816814189,COMPLETE,0.6769949816814189
3,0.3229,2025-08-14 18:59:30.947997,2025-08-14 18:59:38.050381,0 days 00:00:07.102384,leakyrelu,256,128,0,0.1,0.001,1,L2,0,0.95,max,True,1e-05,0.699890613747563,COMPLETE,0.699890613747563
4,0.2176,2025-08-14 18:59:38.051381,2025-08-14 18:59:48.522344,0 days 00:00:10.470963,leakyrelu,128,64,1,0.4,1e-05,1,minmax,0,,max,False,0.0,0.9968398088810911,COMPLETE,0.9968398088810911
5,0.2176,2025-08-14 18:59:48.523345,2025-08-14 19:00:05.066387,0 days 00:00:16.543042,relu,256,32,0,0.4,0.0001,1,L2,0,0.75,max,True,0.0,0.9917864096126372,COMPLETE,0.9917864096126372
6,0.2176,2025-08-14 19:00:05.067388,2025-08-14 19:00:13.633291,0 days 00:00:08.565903,relu,512,128,0,0.1,1e-05,3,L2,0,0.9,mean,True,0.0001,1.0595284075599007,COMPLETE,1.0595284075599007
7,0.3785,2025-08-14 19:00:13.634290,2025-08-14 19:00:57.415010,0 days 00:00:43.780720,elu,256,16,0,0.5,0.001,3,minmax,2,,mean,False,0.0001,0.0007715348272780525,COMPLETE,0.0007715348272780525
8,0.3912,2025-08-14 19:00:57.416010,2025-08-14 19:01:15.233633,0 days 00:00:17.817623,relu,256,32,0,0.5,0.001,1,minmax,1,0.75,mean,True,0.0,0.0010296611008279242,COMPLETE,0.0010296611008279242
9,0.2239,2025-08-14 19:01:15.234634,2025-08-14 19:01:37.095496,0 days 00:00:21.860862,leakyrelu,256,32,0,0.4,1e-05,3,minmax,0,0.9,max,True,1e-06,0.9482063214111941,COMPLETE,0.9482063214111941
10,0.3567,2025-08-14 19:01:37.097497,2025-08-14 19:02:13.432884,0 days 00:00:36.335387,tanh,512,16,2,0.5,0.0001,2,minmax,1,,mean,False,1e-06,0.0015766310331133161,COMPLETE,0.0015766310331133161
11,0.4126,2025-08-14 19:02:13.433884,2025-08-14 19:02:54.051775,0 days 00:00:40.617891,gelu,256,16,1,0.5,0.001,2,minmax,2,,mean,False,0.0001,0.09550567488770009,COMPLETE,0.09550567488770009
12,0.3826,2025-08-14 19:02:54.052775,2025-08-14 19:03:33.642451,0 days 00:00:39.589676,gelu,256,16,1,0.5,0.001,2,minmax,1,,mean,False,0.0,0.4740457530956943,COMPLETE,0.4740457530956943
13,0.3912,2025-08-14 19:03:33.643452,2025-08-14 19:04:14.631840,0 days 00:00:40.988388,gelu,256,16,2,0.5,0.001,2,minmax,2,,mean,False,0.0001,0.2734178527051709,COMPLETE,0.2734178527051709
14,0.3532,2025-08-14 19:04:14.632841,2025-08-14 19:04:35.987866,0 days 00:00:21.355025,gelu,256,32,1,0.5,0.001,2,minmax,2,,mean,False,0.0,0.05566131537989788,COMPLETE,0.05566131537989788
15,0.4079,2025-08-14 19:04:35.988866,2025-08-14 19:05:16.549105,0 days 00:00:40.560239,relu,128,16,2,0.3,0.001,2,minmax,1,,mean,False,0.0001,0.0004466857825341512,COMPLETE,0.0004466857825341512
16,0.3789,2025-08-14 19:05:16.550106,2025-08-14 19:05:56.832096,0 days 00:00:40.281990,tanh,128,16,2,0.3,0.0001,2,minmax,2,,mean,False,0.0001,0.07105206015408998,COMPLETE,0.07105206015408998
17,0.3759,2025-08-14 19:05:56.833097,2025-08-14 19:06:37.095205,0 days 00:00:40.262108,gelu,128,16,2,0.3,0.001,2,minmax,1,,mean,False,0.0001,0.000524473789874599,COMPLETE,0.000524473789874599
18,0.3584,2025-08-14 19:06:37.096206,2025-08-14 19:07:17.865235,0 days 00:00:40.769029,relu,128,16,2,0.3,0.001,2,minmax,2,,mean,False,0.0001,0.04192285843409143,COMPLETE,0.04192285843409143
19,0.3782,2025-08-14 19:07:17.866235,2025-08-14 19:08:01.816975,0 days 00:00:43.950740,gelu,128,16,3,0.3,0.0001,3,minmax,3,,mean,False,0.0001,0.11447810614930759,COMPLETE,0.11447810614930759
20,0.3748,2025-08-14 19:08:01.817975,2025-08-14 19:08:14.198287,0 days 00:00:12.380312,relu,128,64,1,0.2,0.001,2,minmax,1,,mean,False,1e-05,0.2544814586351922,COMPLETE,0.2544814586351922
21,0.4064,2025-08-14 19:08:14.199287,2025-08-14 19:08:21.571713,0 days 00:00:07.372426,relu,256,128,0,0.5,0.001,1,minmax,1,0.7,mean,True,1e-06,0.009136430823342976,COMPLETE,0.009136430823342976
22,0.3739,2025-08-14 19:08:21.572714,2025-08-14 19:08:30.564409,0 days 00:00:08.991695,relu,256,128,1,0.5,0.001,2,minmax,1,,mean,False,1e-06,0.06368310204512437,COMPLETE,0.06368310204512437
23,0.4285,2025-08-14 19:08:30.565409,2025-08-14 19:08:37.976491,0 days 00:00:07.411082,relu,512,128,0,0.5,0.001,1,minmax,1,0.7,mean,True,1e-06,0.005250840739817194,COMPLETE,0.005250840739817194
24,0.3891,2025-08-14 19:08:37.977492,2025-08-14 19:08:45.884663,0 days 00:00:07.907171,relu,512,128,0,0.1,0.001,1,minmax,1,,mean,False,1e-06,0.0026448756925031014,COMPLETE,0.0026448756925031014
25,0.3704,2025-08-14 19:08:45.885664,2025-08-14 19:08:53.920911,0 days 00:00:08.035247,tanh,512,128,1,0.3,0.001,2,minmax,1,,mean,False,1e-06,0.004699338176602144,COMPLETE,0.004699338176602144
26,0.3925,2025-08-14 19:08:53.922912,2025-08-14 19:09:34.466894,0 days 00:00:40.543982,gelu,512,16,3,0.5,0.001,3,L2,3,0.7,mean,True,0.0001,0.259723229184028,COMPLETE,0.259723229184028
27,0.3513,2025-08-14 19:09:34.467893,2025-08-14 19:10:10.792096,0 days 00:00:36.324203,relu,512,16,1,0.5,0.001,2,minmax,1,,mean,False,0.0001,0.16230505234726564,COMPLETE,0.16230505234726564
28,0.3066,2025-08-14 19:10:10.793096,2025-08-14 19:10:18.087730,0 days 00:00:07.294634,relu,512,128,0,0.3,1e-05,1,minmax,1,0.7,mean,True,1e-06,0.9406643017311955,COMPLETE,0.9406643017311955
