number,value,state,datetime_start,datetime_complete,duration,layer_sizes,dropout_layers,norm_layers,num_layers,native_mode,dropout,architecture_pattern,activation,batch_size,bidirectional,fc_hidden,lr,norm,norm_post_lstm,optimizer,pooling,weight_decay,momentum_sgd
35,0.43007949269739176,COMPLETE,2025-12-09 04:17:54.243330,2025-12-09 04:18:28.522338,0 days 00:00:34.279008,[256],[],[],1,True,0.0,increasing,leakyrelu,64,False,128.0,0.0001,minmax,True,Adam,last,0.0,
36,0.21758419036095988,COMPLETE,2025-12-09 04:18:28.524376,2025-12-09 04:20:42.090081,0 days 00:02:13.565705,"[896, 896, 896, 896]","[1, 2]",[1],4,False,0.2,uniform,tanh,96,False,256.0,0.0002,L2,True,AdamW,last,1e-07,
37,0.25299437473010666,COMPLETE,2025-12-09 04:20:42.091086,2025-12-09 04:21:09.241409,0 days 00:00:27.150323,[128],[],[],1,True,0.0,decreasing,silu,32,True,256.0,1e-05,minmax,False,Adam,max,1e-06,
38,0.2825399676174431,COMPLETE,2025-12-09 04:21:09.241409,2025-12-09 04:21:43.538382,0 days 00:00:34.296973,"[448, 448]",[],[],2,True,0.5,uniform,gelu,96,False,768.0,5e-05,minmax,True,RMSprop,last,1e-05,
39,0.22692988163316552,COMPLETE,2025-12-09 04:21:43.539885,2025-12-09 04:22:02.926054,0 days 00:00:19.386169,[192],[],[],1,True,0.0,increasing,relu,32,False,1024.0,0.001,L2,True,SGD,last,0.0,0.0
40,0.2728179617732939,COMPLETE,2025-12-09 04:22:02.927062,2025-12-09 04:22:53.203357,0 days 00:00:50.276295,[64],[],[],1,True,0.0,decreasing,,16,True,,0.0001,minmax,True,AdamW,attention,1e-07,
41,0.4448688280135145,COMPLETE,2025-12-09 04:22:53.204358,2025-12-09 04:23:25.725461,0 days 00:00:32.521103,[192],[],[],1,True,0.0,decreasing,tanh,64,False,256.0,0.0001,minmax,True,AdamW,last,0.0,
42,0.41245691856483013,COMPLETE,2025-12-09 04:23:25.727662,2025-12-09 04:23:51.504867,0 days 00:00:25.777205,[192],[],[],1,True,0.0,decreasing,tanh,64,False,256.0,0.0001,minmax,True,AdamW,last,0.0,
43,0.4516865302184515,COMPLETE,2025-12-09 04:23:51.506250,2025-12-09 04:24:30.244574,0 days 00:00:38.738324,[256],[],[],1,True,0.0,decreasing,tanh,64,False,256.0,0.0001,minmax,True,AdamW,last,0.0,
44,0.25531877938165615,COMPLETE,2025-12-09 04:24:30.245620,2025-12-09 04:24:42.235946,0 days 00:00:11.990326,[64],[],[],1,True,0.0,uniform,gelu,64,False,128.0,0.0001,minmax,False,AdamW,last,1e-05,
45,0.2438017822710182,COMPLETE,2025-12-09 04:24:42.238116,2025-12-09 04:24:53.259297,0 days 00:00:11.021181,[256],[],[],1,True,0.0,decreasing,leakyrelu,128,False,512.0,0.0002,L2,True,SGD,mean,0.0,0.7
46,0.3579777500030602,COMPLETE,2025-12-09 04:24:53.260737,2025-12-09 04:27:02.519469,0 days 00:02:09.258732,"[640, 512, 448]",[],[2],3,False,0.0,decreasing,tanh,48,False,256.0,2e-05,minmax,True,Adam,last,0.0,
47,0.3115495553670401,COMPLETE,2025-12-09 04:27:02.520492,2025-12-09 04:27:51.881813,0 days 00:00:49.361321,[128],[],[],1,True,0.0,decreasing,relu,16,False,256.0,0.001,minmax,True,AdamW,max,0.0,
48,0.43582542053909795,COMPLETE,2025-12-09 04:27:51.882810,2025-12-09 04:29:17.980079,0 days 00:01:26.097269,"[256, 384]",[1],[1],2,False,0.1,increasing,tanh,32,False,768.0,0.0001,minmax,True,Adam,last,0.0,
49,0.21758419036095988,COMPLETE,2025-12-09 04:29:17.981168,2025-12-09 04:29:35.766283,0 days 00:00:17.785115,[448],[],[],1,True,0.0,decreasing,silu,64,False,256.0,5e-05,minmax,False,RMSprop,attention,1e-05,
