id,timestamp,target_embedding,source_params,model,seed,input_dim,hidden_layers,pca_frac,norm_layers,dropout_layers,dropout_rate,pooling,norm,batch_size,num_layers,base_dim,activation,optimizer,momentum_sgd,learning_rate,weight_decay,use_pca,train_loss,test_loss,accuracy,f1_macro,f1_per_class,best_accuracy,best_f1,best_f1_per_class,epochs_trained,best_epoch,train_loss_best_state,test_loss_best_state,training
70,20251127_194136,gaitgl_GREW_BNNeck.csv,gaitgl_OUMVLP.csv,MLP,42,256,"[256, 128]",,[1],[1],0.4,max,minmax,16,2,256,leakyrelu,AdamW,,0.0001,0.0001,False,0.08156,1.52075,0.56818,0.52153,"[0.68182, 0.4, 0.48276]",0.61364,0.54359,"[0.69231, 0.4, 0.53846]",91,77,0.12607,1.54008,COMPLETED
71,20251127_194136,gaitgl_OUMVLP.csv,gaitgl_OUMVLP.csv,MLP,42,256,"[256, 128]",,[1],[1],0.4,max,minmax,16,2,256,leakyrelu,AdamW,,0.0001,0.0001,False,0.07888,2.55337,0.5,0.37062,"[0.59574, 0.0, 0.51613]",0.47727,0.43624,"[0.48649, 0.26667, 0.55556]",203,157,0.12649,2.36405,COMPLETED
72,20251127_194136,gaitpart_GREW.csv,gaitgl_OUMVLP.csv,MLP,42,256,"[256, 128]",,[1],[1],0.4,max,minmax,16,2,256,leakyrelu,AdamW,,0.0001,0.0001,False,0.08783,2.20817,0.40909,0.36266,"[0.54545, 0.26667, 0.27586]",0.43182,0.38796,"[0.53333, 0.28571, 0.34483]",105,61,0.31682,1.47613,COMPLETED
73,20251127_194136,gaitpart_OUMVLP.csv,gaitgl_OUMVLP.csv,MLP,42,256,"[256, 128]",,[1],[1],0.4,max,minmax,16,2,256,leakyrelu,AdamW,,0.0001,0.0001,False,0.07226,1.79551,0.56818,0.41479,"[0.6383, 0.0, 0.60606]",0.61364,0.51229,"[0.65116, 0.2, 0.68571]",167,98,0.2786,1.26393,COMPLETED
74,20251127_194136,gaitset.csv,gaitgl_OUMVLP.csv,MLP,42,256,"[256, 128]",,[1],[1],0.4,max,minmax,16,2,256,leakyrelu,AdamW,,0.0001,0.0001,False,0.09727,1.90011,0.47727,0.40322,"[0.55814, 0.16667, 0.48485]",0.47727,0.45031,"[0.56522, 0.42857, 0.35714]",99,66,0.29007,1.51377,COMPLETED
75,20251127_194136,gaitset_GREW.csv,gaitgl_OUMVLP.csv,MLP,42,256,"[256, 128]",,[1],[1],0.4,max,minmax,16,2,256,leakyrelu,AdamW,,0.0001,0.0001,False,0.08707,1.866,0.38636,0.27083,"[0.5, 0.0, 0.3125]",0.45455,0.39457,"[0.47368, 0.22222, 0.4878]",102,68,0.26517,1.47095,COMPLETED
76,20251127_194136,gaitset_OUMVLP.csv,gaitgl_OUMVLP.csv,MLP,42,256,"[256, 128]",,[1],[1],0.4,max,minmax,16,2,256,leakyrelu,AdamW,,0.0001,0.0001,False,0.09466,1.7398,0.47727,0.39207,"[0.59574, 0.16667, 0.41379]",0.54545,0.4848,"[0.6383, 0.33333, 0.48276]",215,109,0.39568,1.28237,COMPLETED
77,20251127_194136,gln_phase1.csv,gaitgl_OUMVLP.csv,MLP,42,256,"[256, 128]",,[1],[1],0.4,max,minmax,16,2,256,leakyrelu,AdamW,,0.0001,0.0001,False,0.07899,1.69309,0.52273,0.37749,"[0.68085, 0.0, 0.45161]",0.63636,0.45202,"[0.75, 0.0, 0.60606]",116,45,0.53795,1.02147,COMPLETED
78,20251127_194136,gln_phase2.csv,gaitgl_OUMVLP.csv,MLP,42,256,"[256, 128]",,[1],[1],0.4,max,minmax,16,2,256,leakyrelu,AdamW,,0.0001,0.0001,False,0.07934,1.7917,0.52273,0.43452,"[0.65116, 0.18182, 0.47059]",0.54545,0.44311,"[0.68085, 0.18182, 0.46667]",119,46,0.54218,1.12301,COMPLETED

79,20251127_194425,baseline_CASIAB.csv,gaitpart_GREW.csv,MLP,42,256,"[128, 64]",,[1],[1],0.2,max,L2,48,2,128,gelu,AdamW,,0.0005,1e-07,False,0.04558,2.55986,0.45455,0.39143,"[0.4878, 0.2, 0.48649]",0.56818,0.51073,"[0.63636, 0.33333, 0.5625]",415,380,0.23672,1.93922,COMPLETED
80,20251127_194425,baseline_OUMVLP.csv,gaitpart_GREW.csv,MLP,42,256,"[128, 64]",,[1],[1],0.2,max,L2,48,2,128,gelu,AdamW,,0.0005,1e-07,False,0.05938,3.1535,0.43182,0.32634,"[0.56522, 0.0, 0.41379]",0.52273,0.38388,"[0.52941, 0.0, 0.62222]",728,683,0.22619,2.45557,COMPLETED
81,20251127_194425,gaitgl.csv,gaitpart_GREW.csv,MLP,42,128,"[128, 64]",,[1],[1],0.2,max,L2,48,2,128,gelu,AdamW,,0.0005,1e-07,False,0.05151,2.53673,0.47727,0.45801,"[0.54545, 0.42857, 0.4]",0.65909,0.59215,"[0.75472, 0.5, 0.52174]",329,235,0.39638,1.63339,COMPLETED
82,20251127_194425,gaitgl_GREW.csv,gaitpart_GREW.csv,MLP,42,256,"[128, 64]",,[1],[1],0.2,max,L2,48,2,128,gelu,AdamW,,0.0005,1e-07,False,0.06847,4.3225,0.43182,0.35233,"[0.53846, 0.22222, 0.2963]",0.45455,0.38428,"[0.53061, 0.22222, 0.4]",267,172,0.33395,1.95035,COMPLETED
83,20251127_194425,gaitgl_GREW_BNNeck.csv,gaitpart_GREW.csv,MLP,42,256,"[128, 64]",,[1],[1],0.2,max,L2,48,2,128,gelu,AdamW,,0.0005,1e-07,False,0.07473,2.62706,0.45455,0.36162,"[0.65217, 0.125, 0.30769]",0.56818,0.4877,"[0.69388, 0.30769, 0.46154]",253,121,0.65965,1.1201,COMPLETED
84,20251127_194425,gaitgl_OUMVLP.csv,gaitpart_GREW.csv,MLP,42,256,"[128, 64]",,[1],[1],0.2,max,L2,48,2,128,gelu,AdamW,,0.0005,1e-07,False,0.38552,2.19166,0.52273,0.50245,"[0.52632, 0.44444, 0.53659]",0.56818,0.53618,"[0.6, 0.44444, 0.5641]",1429,941,0.57499,1.27737,STOPPED
85,20251127_194425,gaitpart_GREW.csv,gaitpart_GREW.csv,MLP,42,256,"[128, 64]",,[1],[1],0.2,max,L2,48,2,128,gelu,AdamW,,0.0005,1e-07,False,0.04383,3.82042,0.38636,0.32902,"[0.55319, 0.28571, 0.14815]",0.47727,0.46766,"[0.55814, 0.5, 0.34483]",562,317,0.61172,1.29735,COMPLETED
86,20251127_194425,gaitpart_OUMVLP.csv,gaitpart_GREW.csv,MLP,42,256,"[128, 64]",,[1],[1],0.2,max,L2,48,2,128,gelu,AdamW,,0.0005,1e-07,False,0.79416,1.1109,0.5,0.35983,"[0.51429, 0.0, 0.56522]",0.54545,0.45999,"[0.59459, 0.2, 0.58537]",1374,1189,0.64296,1.31642,STOPPED
87,20251127_194425,gaitset.csv,gaitpart_GREW.csv,MLP,42,256,"[128, 64]",,[1],[1],0.2,max,L2,48,2,128,gelu,AdamW,,0.0005,1e-07,False,0.09563,3.5264,0.40909,0.34571,"[0.48, 0.2, 0.35714]",0.47727,0.44444,"[0.5, 0.33333, 0.5]",455,444,0.04946,3.15265,COMPLETED
88,20251127_194425,gaitset_GREW.csv,gaitpart_GREW.csv,MLP,42,256,"[128, 64]",,[1],[1],0.2,max,L2,48,2,128,gelu,AdamW,,0.0005,1e-07,False,0.26619,3.09898,0.34091,0.24285,"[0.30303, 0.0, 0.42553]",0.45455,0.41587,"[0.54054, 0.22222, 0.48485]",651,552,0.32306,1.81774,STOPPED
89,20251127_194425,gaitset_OUMVLP.csv,gaitpart_GREW.csv,MLP,42,256,"[128, 64]",,[1],[1],0.2,max,L2,48,2,128,gelu,AdamW,,0.0005,1e-07,False,1.00606,1.01531,0.47727,0.21538,"[0.64615, 0.0, 0.0]",0.47727,0.21538,"[0.64615, 0.0, 0.0]",129,129,1.00606,1.01531,STOPPED
90,20251127_194425,gln_phase1.csv,gaitpart_GREW.csv,MLP,42,256,"[128, 64]",,[1],[1],0.2,max,L2,48,2,128,gelu,AdamW,,0.0005,1e-07,False,0.0426,3.01511,0.54545,0.40489,"[0.65217, 0.0, 0.5625]",0.59091,0.48056,"[0.70833, 0.2, 0.53333]",543,242,0.60058,1.31463,COMPLETED
91,20251127_194425,gln_phase2.csv,gaitpart_GREW.csv,MLP,42,256,"[128, 64]",,[1],[1],0.2,max,L2,48,2,128,gelu,AdamW,,0.0005,1e-07,False,0.04986,3.21477,0.45455,0.31102,"[0.58824, 0.0, 0.34483]",0.52273,0.47778,"[0.6, 0.33333, 0.5]",665,478,0.33749,1.64098,COMPLETED

92,20251127_195009,baseline_CASIAB.csv,gaitpart_OUMVLP.csv,MLP,42,19,"[640, 320, 160, 80, 64, 64]",0.6,"[1, 2]","[2, 3, 4]",0.4,mean,L2,48,6,640,tanh,AdamW,,0.001,1e-06,True,0.06129,2.68004,0.47727,0.40696,"[0.57143, 0.13333, 0.51613]",0.56818,0.51073,"[0.63636, 0.33333, 0.5625]",146,86,0.34309,1.37277,COMPLETED
93,20251127_195009,baseline_OUMVLP.csv,gaitpart_OUMVLP.csv,MLP,42,15,"[640, 320, 160, 80, 64, 64]",0.6,"[1, 2]","[2, 3, 4]",0.4,mean,L2,48,6,640,tanh,AdamW,,0.001,1e-06,True,0.05227,2.49843,0.45455,0.33939,"[0.53333, 0.0, 0.48485]",0.5,0.41987,"[0.57778, 0.18182, 0.5]",203,141,0.25825,1.71161,COMPLETED
94,20251127_195009,gaitgl.csv,gaitpart_OUMVLP.csv,MLP,42,15,"[640, 320, 160, 80, 64, 64]",0.6,"[1, 2]","[2, 3, 4]",0.4,mean,L2,48,6,640,tanh,AdamW,,0.001,1e-06,True,0.06129,2.49921,0.47727,0.36831,"[0.55319, 0.0, 0.55172]",0.54545,0.53492,"[0.57143, 0.5, 0.53333]",178,125,0.21925,1.70385,COMPLETED
95,20251127_195009,gaitgl_GREW.csv,gaitpart_OUMVLP.csv,MLP,42,38,"[640, 320, 160, 80, 64, 64]",0.6,"[1, 2]","[2, 3, 4]",0.4,mean,L2,48,6,640,tanh,AdamW,,0.001,1e-06,True,0.05133,3.11371,0.40909,0.35934,"[0.42857, 0.13333, 0.51613]",0.5,0.36825,"[0.53333, 0.0, 0.57143]",190,182,0.08569,2.44051,COMPLETED
96,20251127_195009,gaitgl_GREW_BNNeck.csv,gaitpart_OUMVLP.csv,MLP,42,24,"[640, 320, 160, 80, 64, 64]",0.6,"[1, 2]","[2, 3, 4]",0.4,mean,L2,48,6,640,tanh,AdamW,,0.001,1e-06,True,0.05527,3.30746,0.40909,0.2996,"[0.54167, 0.0, 0.35714]",0.43182,0.39181,"[0.51163, 0.25, 0.41379]",139,126,0.10656,3.01482,COMPLETED
97,20251127_195009,gaitgl_OUMVLP.csv,gaitpart_OUMVLP.csv,MLP,42,13,"[640, 320, 160, 80, 64, 64]",0.6,"[1, 2]","[2, 3, 4]",0.4,mean,L2,48,6,640,tanh,AdamW,,0.001,1e-06,True,1.00826,1.01554,0.47727,0.21538,"[0.64615, 0.0, 0.0]",0.47727,0.21538,"[0.64615, 0.0, 0.0]",112,112,1.00826,1.01554,STOPPED
98,20251127_195009,gaitpart_GREW.csv,gaitpart_OUMVLP.csv,MLP,42,30,"[640, 320, 160, 80, 64, 64]",0.6,"[1, 2]","[2, 3, 4]",0.4,mean,L2,48,6,640,tanh,AdamW,,0.001,1e-06,True,0.04128,2.53575,0.52273,0.50495,"[0.61224, 0.54545, 0.35714]",0.59091,0.55597,"[0.69388, 0.54545, 0.42857]",150,142,0.11495,2.42071,COMPLETED
99,20251127_195009,gaitpart_OUMVLP.csv,gaitpart_OUMVLP.csv,MLP,42,24,"[640, 320, 160, 80, 64, 64]",0.6,"[1, 2]","[2, 3, 4]",0.4,mean,L2,48,6,640,tanh,AdamW,,0.001,1e-06,True,0.08851,2.44764,0.5,0.42412,"[0.55, 0.18182, 0.54054]",0.56818,0.54839,"[0.53659, 0.46154, 0.64706]",346,298,0.11674,2.02354,COMPLETED
100,20251127_195009,gaitset.csv,gaitpart_OUMVLP.csv,MLP,42,12,"[640, 320, 160, 80, 64, 64]",0.6,"[1, 2]","[2, 3, 4]",0.4,mean,L2,48,6,640,tanh,AdamW,,0.001,1e-06,True,0.08969,2.9736,0.54545,0.45466,"[0.61224, 0.2, 0.55172]",0.56818,0.475,"[0.625, 0.2, 0.6]",281,268,0.08999,2.71602,COMPLETED
101,20251127_195009,gaitset_GREW.csv,gaitpart_OUMVLP.csv,MLP,42,31,"[640, 320, 160, 80, 64, 64]",0.6,"[1, 2]","[2, 3, 4]",0.4,mean,L2,48,6,640,tanh,AdamW,,0.001,1e-06,True,0.04125,2.09973,0.59091,0.49386,"[0.65, 0.2, 0.63158]",0.63636,0.56863,"[0.66667, 0.33333, 0.70588]",123,98,0.37841,1.45453,COMPLETED
102,20251127_195009,gaitset_OUMVLP.csv,gaitpart_OUMVLP.csv,MLP,42,20,"[640, 320, 160, 80, 64, 64]",0.6,"[1, 2]","[2, 3, 4]",0.4,mean,L2,48,6,640,tanh,AdamW,,0.001,1e-06,True,0.08059,2.66988,0.47727,0.37231,"[0.56522, 0.0, 0.55172]",0.59091,0.51151,"[0.70833, 0.30769, 0.51852]",316,217,0.29173,1.40666,COMPLETED
103,20251127_195009,gln_phase1.csv,gaitpart_OUMVLP.csv,MLP,42,17,"[640, 320, 160, 80, 64, 64]",0.6,"[1, 2]","[2, 3, 4]",0.4,mean,L2,48,6,640,tanh,AdamW,,0.001,1e-06,True,0.0615,2.17845,0.45455,0.34278,"[0.4878, 0.0, 0.54054]",0.59091,0.55854,"[0.64706, 0.42857, 0.6]",154,141,0.14021,2.1354,COMPLETED
104,20251127_195009,gln_phase2.csv,gaitpart_OUMVLP.csv,MLP,42,19,"[640, 320, 160, 80, 64, 64]",0.6,"[1, 2]","[2, 3, 4]",0.4,mean,L2,48,6,640,tanh,AdamW,,0.001,1e-06,True,0.04656,2.83055,0.38636,0.37475,"[0.41176, 0.26087, 0.45161]",0.56818,0.55107,"[0.625, 0.54545, 0.48276]",153,95,0.38067,1.65245,COMPLETED

105,20251127_195304,baseline_CASIAB.csv,gaitset.csv,MLP,42,19,"[768, 384, 192, 96, 64, 64]",0.6,"[1, 3, 5]","[1, 3, 5]",0.3,mean,L2,32,6,768,relu,RMSprop,,0.0002,1e-07,True,0.0628,2.99726,0.5,0.38678,"[0.65385, 0.14286, 0.36364]",0.59091,0.49517,"[0.6383, 0.22222, 0.625]",382,349,0.06526,2.40491,COMPLETED
106,20251127_195304,baseline_OUMVLP.csv,gaitset.csv,MLP,42,15,"[768, 384, 192, 96, 64, 64]",0.6,"[1, 3, 5]","[1, 3, 5]",0.3,mean,L2,32,6,768,relu,RMSprop,,0.0002,1e-07,True,0.0736,3.13539,0.43182,0.36216,"[0.54167, 0.22222, 0.32258]",0.56818,0.57344,"[0.59091, 0.6, 0.52941]",507,485,0.09664,2.149,COMPLETED
107,20251127_195304,gaitgl.csv,gaitset.csv,MLP,42,15,"[768, 384, 192, 96, 64, 64]",0.6,"[1, 3, 5]","[1, 3, 5]",0.3,mean,L2,32,6,768,relu,RMSprop,,0.0002,1e-07,True,0.08142,2.59197,0.43182,0.36239,"[0.53333, 0.15385, 0.4]",0.56818,0.52536,"[0.60465, 0.4, 0.57143]",509,443,0.11951,2.22697,COMPLETED
108,20251127_195304,gaitgl_GREW.csv,gaitset.csv,MLP,42,38,"[768, 384, 192, 96, 64, 64]",0.6,"[1, 3, 5]","[1, 3, 5]",0.3,mean,L2,32,6,768,relu,RMSprop,,0.0002,1e-07,True,0.0748,3.03231,0.43182,0.37578,"[0.43902, 0.14286, 0.54545]",0.47727,0.44451,"[0.41176, 0.36364, 0.55814]",321,157,0.48357,1.45593,COMPLETED
109,20251127_195304,gaitgl_GREW_BNNeck.csv,gaitset.csv,MLP,42,24,"[768, 384, 192, 96, 64, 64]",0.6,"[1, 3, 5]","[1, 3, 5]",0.3,mean,L2,32,6,768,relu,RMSprop,,0.0002,1e-07,True,0.06786,3.33968,0.43182,0.3476,"[0.5283, 0.16667, 0.34783]",0.45455,0.42063,"[0.35714, 0.33333, 0.57143]",264,112,0.46299,1.48931,COMPLETED
110,20251127_195304,gaitgl_OUMVLP.csv,gaitset.csv,MLP,42,13,"[768, 384, 192, 96, 64, 64]",0.6,"[1, 3, 5]","[1, 3, 5]",0.3,mean,L2,32,6,768,relu,RMSprop,,0.0002,1e-07,True,0.08636,3.32284,0.47727,0.43182,"[0.54545, 0.25, 0.5]",0.52273,0.47293,"[0.57778, 0.30769, 0.53333]",1522,1228,0.26571,2.31652,COMPLETED
111,20251127_195304,gaitpart_GREW.csv,gaitset.csv,MLP,42,30,"[768, 384, 192, 96, 64, 64]",0.6,"[1, 3, 5]","[1, 3, 5]",0.3,mean,L2,32,6,768,relu,RMSprop,,0.0002,1e-07,True,0.08998,2.2869,0.59091,0.53473,"[0.7, 0.36364, 0.54054]",0.63636,0.61045,"[0.69767, 0.54545, 0.58824]",339,335,0.06223,2.22226,COMPLETED
112,20251127_195304,gaitpart_OUMVLP.csv,gaitset.csv,MLP,42,24,"[768, 384, 192, 96, 64, 64]",0.6,"[1, 3, 5]","[1, 3, 5]",0.3,mean,L2,32,6,768,relu,RMSprop,,0.0002,1e-07,True,0.08634,2.19699,0.54545,0.39466,"[0.59574, 0.0, 0.58824]",0.63636,0.60458,"[0.66667, 0.5, 0.64706]",735,684,0.09349,1.99502,COMPLETED
113,20251127_195304,gaitset.csv,gaitset.csv,MLP,42,12,"[768, 384, 192, 96, 64, 64]",0.6,"[1, 3, 5]","[1, 3, 5]",0.3,mean,L2,32,6,768,relu,RMSprop,,0.0002,1e-07,True,0.04784,3.36019,0.45455,0.34848,"[0.54545, 0.0, 0.5]",0.52273,0.43697,"[0.59574, 0.18182, 0.53333]",443,151,0.63741,1.29648,COMPLETED
114,20251127_195304,gaitset_GREW.csv,gaitset.csv,MLP,42,31,"[768, 384, 192, 96, 64, 64]",0.6,"[1, 3, 5]","[1, 3, 5]",0.3,mean,L2,32,6,768,relu,RMSprop,,0.0002,1e-07,True,0.07888,3.11861,0.38636,0.29952,"[0.56522, 0.33333, 0.0]",0.54545,0.51679,"[0.57895, 0.4, 0.57143]",239,234,0.10504,2.03979,COMPLETED
115,20251127_195304,gaitset_OUMVLP.csv,gaitset.csv,MLP,42,20,"[768, 384, 192, 96, 64, 64]",0.6,"[1, 3, 5]","[1, 3, 5]",0.3,mean,L2,32,6,768,relu,RMSprop,,0.0002,1e-07,True,0.05161,3.03963,0.40909,0.33429,"[0.56522, 0.11765, 0.32]",0.56818,0.54372,"[0.65116, 0.5, 0.48]",802,676,0.23146,1.91747,COMPLETED
116,20251127_195304,gln_phase1.csv,gaitset.csv,MLP,42,17,"[768, 384, 192, 96, 64, 64]",0.6,"[1, 3, 5]","[1, 3, 5]",0.3,mean,L2,32,6,768,relu,RMSprop,,0.0002,1e-07,True,0.08114,2.16249,0.59091,0.49483,"[0.65116, 0.22222, 0.61111]",0.65909,0.63211,"[0.68421, 0.54545, 0.66667]",391,314,0.13495,1.81664,COMPLETED
117,20251127_195304,gln_phase2.csv,gaitset.csv,MLP,42,19,"[768, 384, 192, 96, 64, 64]",0.6,"[1, 3, 5]","[1, 3, 5]",0.3,mean,L2,32,6,768,relu,RMSprop,,0.0002,1e-07,True,0.09805,2.8862,0.47727,0.45316,"[0.55556, 0.33333, 0.47059]",0.56818,0.55938,"[0.61538, 0.53333, 0.52941]",357,241,0.27409,1.94954,COMPLETED

118,20251127_200413,baseline_CASIAB.csv,gaitset_GREW.csv,MLP,42,256,"[384, 384, 384]",,[],[],,max,minmax,32,3,384,silu,AdamW,,0.0002,0.0001,False,0.07395,4.85085,0.36364,0.27302,"[0.53333, 0.0, 0.28571]",0.52273,0.47719,"[0.63158, 0.2, 0.6]",207,56,0.57766,1.24525,COMPLETED
119,20251127_200413,baseline_OUMVLP.csv,gaitset_GREW.csv,MLP,42,256,"[384, 384, 384]",,[],[],,max,minmax,32,3,384,silu,AdamW,,0.0002,0.0001,False,0.08577,6.51447,0.31818,0.27513,"[0.42857, 0.11111, 0.28571]",0.40909,0.35475,"[0.48649, 0.13333, 0.44444]",225,199,0.10066,5.51019,COMPLETED
120,20251127_200413,gaitgl.csv,gaitset_GREW.csv,MLP,42,128,"[384, 384, 384]",,[],[],,max,minmax,32,3,384,silu,AdamW,,0.0002,0.0001,False,0.05227,8.44634,0.40909,0.40023,"[0.41026, 0.35294, 0.4375]",0.59091,0.56909,"[0.61905, 0.5, 0.58824]",401,136,0.65956,1.44703,COMPLETED
121,20251127_200413,gaitgl_GREW.csv,gaitset_GREW.csv,MLP,42,256,"[384, 384, 384]",,[],[],,max,minmax,32,3,384,silu,AdamW,,0.0002,0.0001,False,0.08038,6.15951,0.31818,0.28002,"[0.36364, 0.15385, 0.32258]",0.36364,0.31306,"[0.43478, 0.18182, 0.32258]",99,83,0.27097,4.35365,COMPLETED
122,20251127_200413,gaitgl_GREW_BNNeck.csv,gaitset_GREW.csv,MLP,42,256,"[384, 384, 384]",,[],[],,max,minmax,32,3,384,silu,AdamW,,0.0002,0.0001,False,0.05437,4.89587,0.54545,0.48984,"[0.66667, 0.22222, 0.58065]",0.61364,0.54487,"[0.71795, 0.25, 0.66667]",147,115,0.17682,3.73084,COMPLETED
123,20251127_200413,gaitgl_OUMVLP.csv,gaitset_GREW.csv,MLP,42,256,"[384, 384, 384]",,[],[],,max,minmax,32,3,384,silu,AdamW,,0.0002,0.0001,False,0.04754,5.0065,0.52273,0.43863,"[0.60465, 0.18182, 0.52941]",0.56818,0.53182,"[0.65, 0.4, 0.54545]",306,214,0.16593,2.9102,COMPLETED
124,20251127_200413,gaitpart_GREW.csv,gaitset_GREW.csv,MLP,42,256,"[384, 384, 384]",,[],[],,max,minmax,32,3,384,silu,AdamW,,0.0002,0.0001,False,0.08394,5.94134,0.34091,0.31198,"[0.4878, 0.3, 0.14815]",0.45455,0.43721,"[0.51163, 0.4, 0.4]",146,59,0.38756,2.07866,COMPLETED
125,20251127_200413,gaitpart_OUMVLP.csv,gaitset_GREW.csv,MLP,42,256,"[384, 384, 384]",,[],[],,max,minmax,32,3,384,silu,AdamW,,0.0002,0.0001,False,0.07091,4.50603,0.52273,0.43939,"[0.59091, 0.18182, 0.54545]",0.56818,0.48057,"[0.59091, 0.22222, 0.62857]",355,202,0.28838,2.01454,COMPLETED
126,20251127_200413,gaitset.csv,gaitset_GREW.csv,MLP,42,256,"[384, 384, 384]",,[],[],,max,minmax,32,3,384,silu,AdamW,,0.0002,0.0001,False,0.04397,6.30713,0.36364,0.3155,"[0.51282, 0.11111, 0.32258]",0.45455,0.41597,"[0.56522, 0.375, 0.30769]",182,81,0.396,2.14014,COMPLETED
127,20251127_200413,gaitset_GREW.csv,gaitset_GREW.csv,MLP,42,256,"[384, 384, 384]",,[],[],,max,minmax,32,3,384,silu,AdamW,,0.0002,0.0001,False,0.06643,5.09723,0.34091,0.25641,"[0.41026, 0.0, 0.35897]",0.40909,0.35702,"[0.45, 0.2, 0.42105]",154,108,0.1664,2.90957,COMPLETED
128,20251127_200413,gaitset_OUMVLP.csv,gaitset_GREW.csv,MLP,42,256,"[384, 384, 384]",,[],[],,max,minmax,32,3,384,silu,AdamW,,0.0002,0.0001,False,0.08829,4.61546,0.45455,0.4084,"[0.54545, 0.23529, 0.44444]",0.54545,0.45999,"[0.59459, 0.2, 0.58537]",370,103,0.55593,1.47595,COMPLETED
129,20251127_200413,gln_phase1.csv,gaitset_GREW.csv,MLP,42,256,"[384, 384, 384]",,[],[],,max,minmax,32,3,384,silu,AdamW,,0.0002,0.0001,False,0.0614,5.54245,0.40909,0.30794,"[0.52381, 0.0, 0.4]",0.59091,0.42751,"[0.71111, 0.0, 0.57143]",212,46,0.62907,1.28581,COMPLETED
130,20251127_200413,gln_phase2.csv,gaitset_GREW.csv,MLP,42,256,"[384, 384, 384]",,[],[],,max,minmax,32,3,384,silu,AdamW,,0.0002,0.0001,False,0.05378,5.1136,0.40909,0.29551,"[0.55319, 0.0, 0.33333]",0.52273,0.4436,"[0.63636, 0.25, 0.44444]",229,205,0.18702,3.92746,COMPLETED

131,20251127_200742,baseline_CASIAB.csv,gaitset_OUMVLP.csv,MLP,42,87,"[1024, 512]",0.9,[1],[1],0.5,mean,L2,48,2,1024,gelu,Adam,,0.001,1e-07,True,0.07549,2.96797,0.40909,0.30838,"[0.45455, 0.0, 0.47059]",0.45455,0.39206,"[0.47619, 0.2, 0.5]",26,20,0.15094,2.11284,COMPLETED
132,20251127_200742,baseline_OUMVLP.csv,gaitset_OUMVLP.csv,MLP,42,81,"[1024, 512]",0.9,[1],[1],0.5,mean,L2,48,2,1024,gelu,Adam,,0.001,1e-07,True,0.02964,2.13914,0.56818,0.53535,"[0.6, 0.4, 0.60606]",0.61364,0.55177,"[0.66667, 0.36364, 0.625]",36,21,0.52566,1.16121,COMPLETED
133,20251127_200742,gaitgl.csv,gaitset_OUMVLP.csv,MLP,42,67,"[1024, 512]",0.9,[1],[1],0.5,mean,L2,48,2,1024,gelu,Adam,,0.001,1e-07,True,0.04772,3.33297,0.43182,0.37797,"[0.45714, 0.22222, 0.45455]",0.5,0.48728,"[0.54545, 0.42857, 0.4878]",44,28,0.22727,2.3872,COMPLETED
134,20251127_200742,gaitgl_GREW.csv,gaitset_OUMVLP.csv,MLP,42,125,"[1024, 512]",0.9,[1],[1],0.5,mean,L2,48,2,1024,gelu,Adam,,0.001,1e-07,True,0.01513,2.77074,0.5,0.42284,"[0.61905, 0.13333, 0.51613]",0.5,0.45068,"[0.58537, 0.26667, 0.5]",33,31,0.04032,2.59842,COMPLETED
135,20251127_200742,gaitgl_GREW_BNNeck.csv,gaitset_OUMVLP.csv,MLP,42,103,"[1024, 512]",0.9,[1],[1],0.5,mean,L2,48,2,1024,gelu,Adam,,0.001,1e-07,True,0.04345,3.28765,0.5,0.33427,"[0.61818, 0.0, 0.38462]",0.47727,0.39746,"[0.54902, 0.18182, 0.46154]",24,17,0.17932,2.12489,COMPLETED
136,20251127_200742,gaitgl_OUMVLP.csv,gaitset_OUMVLP.csv,MLP,42,96,"[1024, 512]",0.9,[1],[1],0.5,mean,L2,48,2,1024,gelu,Adam,,0.001,1e-07,True,0.04786,3.63539,0.5,0.47436,"[0.53659, 0.4, 0.48649]",0.61364,0.5825,"[0.69565, 0.53333, 0.51852]",78,64,0.2349,2.16887,COMPLETED
137,20251127_200742,gaitpart_GREW.csv,gaitset_OUMVLP.csv,MLP,42,109,"[1024, 512]",0.9,[1],[1],0.5,mean,L2,48,2,1024,gelu,Adam,,0.001,1e-07,True,0.0116,2.33086,0.5,0.40754,"[0.61224, 0.18182, 0.42857]",0.56818,0.50779,"[0.6383, 0.33333, 0.55172]",31,15,0.6566,1.08772,COMPLETED
138,20251127_200742,gaitpart_OUMVLP.csv,gaitset_OUMVLP.csv,MLP,42,98,"[1024, 512]",0.9,[1],[1],0.5,mean,L2,48,2,1024,gelu,Adam,,0.001,1e-07,True,0.02402,3.0058,0.5,0.3684,"[0.59091, 0.0, 0.51429]",0.61364,0.56053,"[0.63158, 0.4, 0.65]",52,24,0.62928,1.32128,COMPLETED
139,20251127_200742,gaitset.csv,gaitset_OUMVLP.csv,MLP,42,72,"[1024, 512]",0.9,[1],[1],0.5,mean,L2,48,2,1024,gelu,Adam,,0.001,1e-07,True,0.05601,2.87205,0.45455,0.31576,"[0.57692, 0.0, 0.37037]",0.40909,0.32009,"[0.53846, 0.18182, 0.24]",31,29,0.09361,2.93266,COMPLETED
