id,timestamp,target_embedding,source_params,model,seed,input_dim,hidden_layers,pca_frac,norm_layers,dropout_layers,dropout_rate,pooling,norm,batch_size,num_layers,base_dim,activation,optimizer,momentum_sgd,learning_rate,weight_decay,use_pca,train_loss,test_loss,accuracy,f1_macro,f1_per_class,best_accuracy,best_f1,best_f1_per_class,epochs_trained,best_epoch,train_loss_best_state,test_loss_best_state,training
46,20251127_185755,gaitpart_GREW.csv,gaitgl_GREW.csv,MLP,42,256,[768],,[],[],,max,L2,16,1,768,elu,Adam,,0.0002,1e-07,False,0.0937,3.75716,0.36364,0.33104,"[0.51282, 0.22222, 0.25806]",0.47727,0.48141,"[0.52381, 0.53333, 0.3871]",1393,226,0.67388,1.20527,COMPLETED
47,20251127_185755,gaitpart_OUMVLP.csv,gaitgl_GREW.csv,MLP,42,256,[768],,[],[],,max,L2,16,1,768,elu,Adam,,0.0002,1e-07,False,0.36103,1.52835,0.59091,0.49237,"[0.66667, 0.22222, 0.58824]",0.61364,0.5161,"[0.68293, 0.25, 0.61538]",2609,2525,0.37598,1.6745,STOPPED
48,20251127_185755,gaitset.csv,gaitgl_GREW.csv,MLP,42,256,[768],,[],[],,max,L2,16,1,768,elu,Adam,,0.0002,1e-07,False,0.09437,4.21627,0.34091,0.29815,"[0.45, 0.11111, 0.33333]",0.45455,0.42297,"[0.52381, 0.33333, 0.41176]",1453,271,0.63705,1.33566,COMPLETED
49,20251127_185755,gaitset_GREW.csv,gaitgl_GREW.csv,MLP,42,256,[768],,[],[],,max,L2,16,1,768,elu,Adam,,0.0002,1e-07,False,0.09472,3.63149,0.31818,0.2386,"[0.4, 0.0, 0.31579]",0.38636,0.33193,"[0.47619, 0.16667, 0.35294]",1548,862,0.30227,1.94458,COMPLETED
50,20251127_185755,gaitset_OUMVLP.csv,gaitgl_GREW.csv,MLP,42,256,[768],,[],[],,max,L2,16,1,768,elu,Adam,,0.0002,1e-07,False,0.47208,1.38709,0.45455,0.33623,"[0.6087, 0.0, 0.4]",0.54545,0.4805,"[0.64151, 0.4, 0.4]",2303,884,0.68839,1.11653,STOPPED
51,20251127_185755,gln_phase1.csv,gaitgl_GREW.csv,MLP,42,256,[768],,[],[],,max,L2,16,1,768,elu,Adam,,0.0002,1e-07,False,0.08341,4.70096,0.38636,0.29223,"[0.4878, 0.0, 0.38889]",0.54545,0.43619,"[0.68, 0.2, 0.42857]",1725,321,0.61949,1.21438,COMPLETED
52,20251127_185755,gln_phase2.csv,gaitgl_GREW.csv,MLP,42,256,[768],,[],[],,max,L2,16,1,768,elu,Adam,,0.0002,1e-07,False,0.09049,3.63508,0.38636,0.33181,"[0.46512, 0.16667, 0.36364]",0.54545,0.4517,"[0.68085, 0.25, 0.42424]",1905,1203,0.22225,2.47826,COMPLETED

53,20251127_192631,baseline_CASIAB.csv,gaitgl_GREW_BNNeck.csv,MLP,42,12,"[768, 384]",0.5,[],[],,max,L2,96,2,768,leakyrelu,RMSprop,,0.0002,1e-07,True,0.08559,2.05745,0.47727,0.34222,"[0.56, 0.0, 0.46667]",0.52273,0.52735,"[0.53659, 0.54545, 0.5]",2183,1695,0.29465,1.52177,COMPLETED
54,20251127_192631,baseline_OUMVLP.csv,gaitgl_GREW_BNNeck.csv,MLP,42,13,"[768, 384]",0.5,[],[],,max,L2,96,2,768,leakyrelu,RMSprop,,0.0002,1e-07,True,0.0946,2.06964,0.34091,0.26695,"[0.36842, 0.0, 0.43243]",0.54545,0.4821,"[0.62963, 0.4, 0.41667]",2788,1551,0.60423,1.36617,COMPLETED
