id,timestamp,target_embedding,source_params,model,seed,pooling,norm,batch_size,n_layers,base_dim,activation,dropout_rate,learning_rate,weight_decay,use_pca,pca_frac,norm_layer,do_layer,train_loss,accuracy,epochs_trained,f1_macro,best_f1,best_epoch,best_state_loss
120,20250824_201923,gaitpart_GREW.csv,gaitpart_OUMVLP.csv,MLP,42,mean,minmax,128,1,512,relu,0.4,0.001,1e-06,False,,0,0,0.00459,0.38636,1558,0.333,0.44311,622,0.19773
121,20250824_201923,gaitpart_OUMVLP.csv,gaitpart_OUMVLP.csv,MLP,42,mean,minmax,128,1,512,relu,0.4,0.001,1e-06,False,,0,0,0.00498,0.52273,1378,0.40357,0.47626,703,0.08042
122,20250824_201923,gaitset.csv,gaitpart_OUMVLP.csv,MLP,42,mean,minmax,128,1,512,relu,0.4,0.001,1e-06,False,,0,0,0.00491,0.38636,1711,0.31673,0.43444,1465,0.01173
123,20250824_201923,gaitset_GREW.csv,gaitpart_OUMVLP.csv,MLP,42,mean,minmax,128,1,512,relu,0.4,0.001,1e-06,False,,0,0,0.00482,0.52273,1498,0.39394,0.44082,715,0.12279
124,20250824_201923,gaitset_OUMVLP.csv,gaitpart_OUMVLP.csv,MLP,42,mean,minmax,128,1,512,relu,0.4,0.001,1e-06,False,,0,0,0.00451,0.36364,1679,0.28114,0.37696,806,0.14471
125,20250824_201923,gln_phase1.csv,gaitpart_OUMVLP.csv,MLP,42,mean,minmax,128,1,512,relu,0.4,0.001,1e-06,False,,0,0,0.00482,0.52273,1438,0.44211,0.52487,628,0.1789
126,20250824_201923,gln_phase2.csv,gaitpart_OUMVLP.csv,MLP,42,mean,minmax,128,1,512,relu,0.4,0.001,1e-06,False,,0,0,0.00492,0.52273,1373,0.43945,0.46152,942,0.03033

127,20250824_202334,baseline_CASIAB.csv,gaitset.csv,MLP,42,mean,L2,64,1,512,tanh,0.5,0.001,1e-06,False,,0,1,0.0099,0.5,1283,0.44599,0.51173,637,0.14261
128,20250824_202334,baseline_OUMVLP.csv,gaitset.csv,MLP,42,mean,L2,64,1,512,tanh,0.5,0.001,1e-06,False,,0,1,0.0095,0.5,2419,0.44008,0.53114,1859,0.11189
129,20250824_202334,gaitgl.csv,gaitset.csv,MLP,42,mean,L2,64,1,512,tanh,0.5,0.001,1e-06,False,,0,1,0.51771,0.40909,3000,0.36882,0.36882,3000,0.51771
130,20250824_202334,gaitgl_GREW.csv,gaitset.csv,MLP,42,mean,L2,64,1,512,tanh,0.5,0.001,1e-06,False,,0,1,0.00912,0.38636,2542,0.29296,0.39061,959,0.17399
131,20250824_202334,gaitgl_GREW_BNNeck.csv,gaitset.csv,MLP,42,mean,L2,64,1,512,tanh,0.5,0.001,1e-06,False,,0,1,0.00619,0.40909,1443,0.35215,0.37115,1113,0.04232
132,20250824_202334,gaitgl_OUMVLP.csv,gaitset.csv,MLP,42,mean,L2,64,1,512,tanh,0.5,0.001,1e-06,False,,0,1,0.32632,0.45455,3000,0.38759,0.38759,3000,0.32632
133,20250824_202334,gaitpart.csv,gaitset.csv,MLP,42,mean,L2,64,1,512,tanh,0.5,0.001,1e-06,False,,0,1,0.00768,0.16667,1563,0.09524,0.11111,426,0.19819
134,20250824_202334,gaitpart_GREW.csv,gaitset.csv,MLP,42,mean,L2,64,1,512,tanh,0.5,0.001,1e-06,False,,0,1,0.00919,0.5,2398,0.4457,0.49098,1948,0.04115
135,20250824_202334,gaitpart_OUMVLP.csv,gaitset.csv,MLP,42,mean,L2,64,1,512,tanh,0.5,0.001,1e-06,False,,0,1,0.19765,0.43182,3000,0.35367,0.43684,2987,0.19997
136,20250824_202334,gaitset.csv,gaitset.csv,MLP,42,mean,L2,64,1,512,tanh,0.5,0.001,1e-06,False,,0,1,0.00995,0.5,1838,0.48861,0.56307,905,0.1131
137,20250824_202334,gaitset_GREW.csv,gaitset.csv,MLP,42,mean,L2,64,1,512,tanh,0.5,0.001,1e-06,False,,0,1,0.00824,0.31818,2675,0.24486,0.37804,1276,0.17912
138,20250824_202334,gaitset_OUMVLP.csv,gaitset.csv,MLP,42,mean,L2,64,1,512,tanh,0.5,0.001,1e-06,False,,0,1,0.24328,0.36364,3000,0.2902,0.3956,2693,0.19932
139,20250824_202334,gln_phase1.csv,gaitset.csv,MLP,42,mean,L2,64,1,512,tanh,0.5,0.001,1e-06,False,,0,1,0.00902,0.47727,2017,0.46394,0.50771,1161,0.07615
140,20250824_202334,gln_phase2.csv,gaitset.csv,MLP,42,mean,L2,64,1,512,tanh,0.5,0.001,1e-06,False,,0,1,0.00443,0.47727,1342,0.44064,0.46131,553,0.1184

141,20250824_203108,baseline_CASIAB.csv,gaitset_GREW.csv,MLP,42,max,L2,32,2,256,relu,0.1,0.001,1e-05,True,0.7,2,1,0.0036,0.5,164,0.43254,0.52132,108,0.07993
142,20250824_203108,baseline_OUMVLP.csv,gaitset_GREW.csv,MLP,42,max,L2,32,2,256,relu,0.1,0.001,1e-05,True,0.7,2,1,0.00278,0.40909,256,0.29167,0.392,80,0.07337
143,20250824_203108,gaitgl.csv,gaitset_GREW.csv,MLP,42,max,L2,32,2,256,relu,0.1,0.001,1e-05,True,0.7,2,1,0.00312,0.54545,173,0.51672,0.6395,143,0.00261
144,20250824_203108,gaitgl_GREW.csv,gaitset_GREW.csv,MLP,42,max,L2,32,2,256,relu,0.1,0.001,1e-05,True,0.7,2,1,0.00211,0.38636,115,0.34524,0.44414,41,0.04012
145,20250824_203108,gaitgl_GREW_BNNeck.csv,gaitset_GREW.csv,MLP,42,max,L2,32,2,256,relu,0.1,0.001,1e-05,True,0.7,2,1,0.00159,0.47727,142,0.38294,0.46734,110,0.02119
146,20250824_203108,gaitgl_OUMVLP.csv,gaitset_GREW.csv,MLP,42,max,L2,32,2,256,relu,0.1,0.001,1e-05,True,0.7,2,1,0.00988,0.43182,463,0.36364,0.46089,165,0.11164
147,20250824_203108,gaitpart.csv,gaitset_GREW.csv,MLP,42,max,L2,32,2,256,relu,0.1,0.001,1e-05,True,0.7,2,1,0.00326,0.5,302,0.35556,0.84127,276,0.01245
148,20250824_203108,gaitpart_GREW.csv,gaitset_GREW.csv,MLP,42,max,L2,32,2,256,relu,0.1,0.001,1e-05,True,0.7,2,1,0.00744,0.56818,158,0.49603,0.5708,55,0.08007
149,20250824_203108,gaitpart_OUMVLP.csv,gaitset_GREW.csv,MLP,42,max,L2,32,2,256,relu,0.1,0.001,1e-05,True,0.7,2,1,0.00232,0.40909,419,0.31559,0.47416,108,0.17561
150,20250824_203108,gaitset.csv,gaitset_GREW.csv,MLP,42,max,L2,32,2,256,relu,0.1,0.001,1e-05,True,0.7,2,1,0.00534,0.45455,307,0.41355,0.51577,41,0.18898
151,20250824_203108,gaitset_GREW.csv,gaitset_GREW.csv,MLP,42,max,L2,32,2,256,relu,0.1,0.001,1e-05,True,0.7,2,1,0.00387,0.40909,154,0.30303,0.41351,50,0.10947
152,20250824_203108,gaitset_OUMVLP.csv,gaitset_GREW.csv,MLP,42,max,L2,32,2,256,relu,0.1,0.001,1e-05,True,0.7,2,1,0.00721,0.52273,344,0.42986,0.56165,204,0.0247
153,20250824_203108,gln_phase1.csv,gaitset_GREW.csv,MLP,42,max,L2,32,2,256,relu,0.1,0.001,1e-05,True,0.7,2,1,0.00439,0.43182,287,0.31469,0.51345,249,0.02208
154,20250824_203108,gln_phase2.csv,gaitset_GREW.csv,MLP,42,max,L2,32,2,256,relu,0.1,0.001,1e-05,True,0.7,2,1,0.0012,0.5,215,0.39015,0.4975,154,0.02138

155,20250824_203249,baseline_CASIAB.csv,gaitset_OUMVLP.csv,MLP,42,max,minmax,128,3,256,relu,0.2,0.0001,1e-05,True,0.85,3,2,0.00474,0.47727,822,0.35106,0.38799,336,0.05877
156,20250824_203249,baseline_OUMVLP.csv,gaitset_OUMVLP.csv,MLP,42,max,minmax,128,3,256,relu,0.2,0.0001,1e-05,True,0.85,3,2,0.0047,0.5,722,0.35201,0.46954,195,0.16813
157,20250824_203249,gaitgl.csv,gaitset_OUMVLP.csv,MLP,42,max,minmax,128,3,256,relu,0.2,0.0001,1e-05,True,0.85,3,2,0.00431,0.5,702,0.44734,0.54949,529,0.0106
158,20250824_203249,gaitgl_GREW.csv,gaitset_OUMVLP.csv,MLP,42,max,minmax,128,3,256,relu,0.2,0.0001,1e-05,True,0.85,3,2,0.00471,0.27273,594,0.1767,0.32124,173,0.11393
159,20250824_203249,gaitgl_GREW_BNNeck.csv,gaitset_OUMVLP.csv,MLP,42,max,minmax,128,3,256,relu,0.2,0.0001,1e-05,True,0.85,3,2,0.00469,0.56818,655,0.5101,0.55556,176,0.18729
160,20250824_203249,gaitgl_OUMVLP.csv,gaitset_OUMVLP.csv,MLP,42,max,minmax,128,3,256,relu,0.2,0.0001,1e-05,True,0.85,3,2,0.00405,0.47727,870,0.39296,0.43545,638,0.01142
161,20250824_203249,gaitpart.csv,gaitset_OUMVLP.csv,MLP,42,max,minmax,128,3,256,relu,0.2,0.0001,1e-05,True,0.85,3,2,0.00478,0.5,1134,0.25,0.25,135,0.19668
162,20250824_203249,gaitpart_GREW.csv,gaitset_OUMVLP.csv,MLP,42,max,minmax,128,3,256,relu,0.2,0.0001,1e-05,True,0.85,3,2,0.00496,0.43182,641,0.34476,0.38571,562,0.00748
163,20250824_203249,gaitpart_OUMVLP.csv,gaitset_OUMVLP.csv,MLP,42,max,minmax,128,3,256,relu,0.2,0.0001,1e-05,True,0.85,3,2,0.00462,0.47727,748,0.36932,0.47601,312,0.05784
164,20250824_203249,gaitset.csv,gaitset_OUMVLP.csv,MLP,42,max,minmax,128,3,256,relu,0.2,0.0001,1e-05,True,0.85,3,2,0.00428,0.45455,735,0.38033,0.41775,265,0.09201
165,20250824_203249,gaitset_GREW.csv,gaitset_OUMVLP.csv,MLP,42,max,minmax,128,3,256,relu,0.2,0.0001,1e-05,True,0.85,3,2,0.00461,0.45455,686,0.32985,0.42116,375,0.02612
166,20250824_203249,gaitset_OUMVLP.csv,gaitset_OUMVLP.csv,MLP,42,max,minmax,128,3,256,relu,0.2,0.0001,1e-05,True,0.85,3,2,0.00499,0.56818,746,0.47407,0.55051,254,0.12855
167,20250824_203249,gln_phase1.csv,gaitset_OUMVLP.csv,MLP,42,max,minmax,128,3,256,relu,0.2,0.0001,1e-05,True,0.85,3,2,0.00427,0.54545,737,0.39942,0.41525,552,0.01201
168,20250824_203249,gln_phase2.csv,gaitset_OUMVLP.csv,MLP,42,max,minmax,128,3,256,relu,0.2,0.0001,1e-05,True,0.85,3,2,0.00497,0.54545,736,0.39259,0.51508,197,0.18381

169,20250824_203508,baseline_CASIAB.csv,gln_phase1.csv,MLP,42,mean,L2,64,2,512,elu,0.3,0.001,1e-06,True,0.8,2,0,0.00488,0.31818,354,0.26429,0.37611,192,0.13134
170,20250824_203508,baseline_OUMVLP.csv,gln_phase1.csv,MLP,42,mean,L2,64,2,512,elu,0.3,0.001,1e-06,True,0.8,2,0,0.00484,0.5,413,0.42691,0.5014,237,0.13499
171,20250824_203508,gaitgl.csv,gln_phase1.csv,MLP,42,mean,L2,64,2,512,elu,0.3,0.001,1e-06,True,0.8,2,0,0.00479,0.45455,374,0.38944,0.4494,189,0.08671
172,20250824_203508,gaitgl_GREW.csv,gln_phase1.csv,MLP,42,mean,L2,64,2,512,elu,0.3,0.001,1e-06,True,0.8,2,0,0.00464,0.40909,294,0.31196,0.36789,244,0.01123
173,20250824_203508,gaitgl_GREW_BNNeck.csv,gln_phase1.csv,MLP,42,mean,L2,64,2,512,elu,0.3,0.001,1e-06,True,0.8,2,0,0.00476,0.40909,278,0.3826,0.45686,142,0.10279
174,20250824_203508,gaitgl_OUMVLP.csv,gln_phase1.csv,MLP,42,mean,L2,64,2,512,elu,0.3,0.001,1e-06,True,0.8,2,0,0.0048,0.40909,608,0.39265,0.46974,356,0.18362
175,20250824_203508,gaitpart.csv,gln_phase1.csv,MLP,42,mean,L2,64,2,512,elu,0.3,0.001,1e-06,True,0.8,2,0,0.00483,0.16667,338,0.11111,0.38889,142,0.19949
176,20250824_203508,gaitpart_GREW.csv,gln_phase1.csv,MLP,42,mean,L2,64,2,512,elu,0.3,0.001,1e-06,True,0.8,2,0,0.0048,0.40909,348,0.35472,0.37422,281,0.01496
177,20250824_203508,gaitpart_OUMVLP.csv,gln_phase1.csv,MLP,42,mean,L2,64,2,512,elu,0.3,0.001,1e-06,True,0.8,2,0,0.00465,0.52273,466,0.4407,0.49495,364,0.02736
178,20250824_203508,gaitset.csv,gln_phase1.csv,MLP,42,mean,L2,64,2,512,elu,0.3,0.001,1e-06,True,0.8,2,0,0.00454,0.43182,405,0.41096,0.50155,233,0.07266
179,20250824_203508,gaitset_GREW.csv,gln_phase1.csv,MLP,42,mean,L2,64,2,512,elu,0.3,0.001,1e-06,True,0.8,2,0,0.00476,0.47727,288,0.39836,0.50372,161,0.18558
180,20250824_203508,gaitset_OUMVLP.csv,gln_phase1.csv,MLP,42,mean,L2,64,2,512,elu,0.3,0.001,1e-06,True,0.8,2,0,0.00471,0.52273,517,0.44003,0.47295,289,0.19081
181,20250824_203508,gln_phase1.csv,gln_phase1.csv,MLP,42,mean,L2,64,2,512,elu,0.3,0.001,1e-06,True,0.8,2,0,0.00499,0.54545,324,0.53567,0.6026,197,0.03297
182,20250824_203508,gln_phase2.csv,gln_phase1.csv,MLP,42,mean,L2,64,2,512,elu,0.3,0.001,1e-06,True,0.8,2,0,0.00472,0.38636,315,0.35178,0.50656,159,0.11808

183,20250824_203646,baseline_CASIAB.csv,gln_phase2.csv,MLP,42,max,minmax,32,2,256,gelu,0.3,0.0001,0.0,False,,2,1,0.0031,0.43182,569,0.35463,0.46674,159,0.1862
184,20250824_203646,baseline_OUMVLP.csv,gln_phase2.csv,MLP,42,max,minmax,32,2,256,gelu,0.3,0.0001,0.0,False,,2,1,0.00335,0.38636,548,0.33135,0.37115,474,0.00849
185,20250824_203646,gaitgl.csv,gln_phase2.csv,MLP,42,max,minmax,32,2,256,gelu,0.3,0.0001,0.0,False,,2,1,0.00403,0.47727,641,0.4647,0.50236,624,0.0054
186,20250824_203646,gaitgl_GREW.csv,gln_phase2.csv,MLP,42,max,minmax,32,2,256,gelu,0.3,0.0001,0.0,False,,2,1,0.00398,0.38636,477,0.33603,0.39496,174,0.09726
187,20250824_203646,gaitgl_GREW_BNNeck.csv,gln_phase2.csv,MLP,42,max,minmax,32,2,256,gelu,0.3,0.0001,0.0,False,,2,1,0.00379,0.56818,505,0.49242,0.56196,239,0.03439
188,20250824_203646,gaitgl_OUMVLP.csv,gln_phase2.csv,MLP,42,max,minmax,32,2,256,gelu,0.3,0.0001,0.0,False,,2,1,0.00344,0.5,649,0.37867,0.52764,236,0.10405
189,20250824_203646,gaitpart.csv,gln_phase2.csv,MLP,42,max,minmax,32,2,256,gelu,0.3,0.0001,0.0,False,,2,1,0.00476,0.33333,624,0.16667,0.19048,130,0.16943
190,20250824_203646,gaitpart_GREW.csv,gln_phase2.csv,MLP,42,max,minmax,32,2,256,gelu,0.3,0.0001,0.0,False,,2,1,0.00453,0.40909,480,0.37685,0.43815,248,0.03267
191,20250824_203646,gaitpart_OUMVLP.csv,gln_phase2.csv,MLP,42,max,minmax,32,2,256,gelu,0.3,0.0001,0.0,False,,2,1,0.00401,0.5,596,0.37441,0.51087,236,0.1102
192,20250824_203646,gaitset.csv,gln_phase2.csv,MLP,42,max,minmax,32,2,256,gelu,0.3,0.0001,0.0,False,,2,1,0.00402,0.45455,525,0.39003,0.43302,154,0.15784
193,20250824_203646,gaitset_GREW.csv,gln_phase2.csv,MLP,42,max,minmax,32,2,256,gelu,0.3,0.0001,0.0,False,,2,1,0.00327,0.36364,528,0.27043,0.44258,327,0.02249
194,20250824_203646,gaitset_OUMVLP.csv,gln_phase2.csv,MLP,42,max,minmax,32,2,256,gelu,0.3,0.0001,0.0,False,,2,1,0.00465,0.38636,625,0.33282,0.45299,487,0.01836
195,20250824_203646,gln_phase1.csv,gln_phase2.csv,MLP,42,max,minmax,32,2,256,gelu,0.3,0.0001,0.0,False,,2,1,0.00467,0.54545,532,0.38314,0.42735,447,0.01459
196,20250824_203646,gln_phase2.csv,gln_phase2.csv,MLP,42,max,minmax,32,2,256,gelu,0.3,0.0001,0.0,False,,2,1,0.00381,0.52273,568,0.44312,0.47698,284,0.03847
