id,timestamp,target_embedding,source_params,model,seed,input_dim,hidden_layers,pooling,norm,batch_size,num_layers,base_dim,activation,dropout_rate,optimizer,learning_rate,weight_decay,use_pca,pca_frac,norm_layer,do_layer,train_loss,accuracy,epochs_trained,f1_macro,best_f1,best_epoch,best_state_loss,training
10,20250826_192433,gaitset_GREW.csv,baseline_CASIAB.csv,MLP,42,256,"[512, 256]",mean,L2,64,2,512,leakyrelu,0.4,Adam,0.0001,1e-06,False,,[2],[2],0.00443,0.5,335,0.37636,0.42204,102,0.19432,COMPLETED
11,20250826_192433,gaitset_OUMVLP.csv,baseline_CASIAB.csv,MLP,42,256,"[512, 256]",mean,L2,64,2,512,leakyrelu,0.4,Adam,0.0001,1e-06,False,,[2],[2],0.00378,0.45455,753,0.35238,0.49167,360,0.14765,COMPLETED
12,20250826_192433,gln_phase1.csv,baseline_CASIAB.csv,MLP,42,256,"[512, 256]",mean,L2,64,2,512,leakyrelu,0.4,Adam,0.0001,1e-06,False,,[2],[2],0.00487,0.59091,291,0.54841,0.60489,89,0.1409,COMPLETED
13,20250826_192433,gln_phase2.csv,baseline_CASIAB.csv,MLP,42,256,"[512, 256]",mean,L2,64,2,512,leakyrelu,0.4,Adam,0.0001,1e-06,False,,[2],[2],0.00459,0.52273,290,0.44108,0.45879,115,0.05499,COMPLETED

14,20250826_192643,baseline_CASIAB.csv,baseline_OUMVLP.csv,MLP,42,256,"[512, 256]",mean,minmax,16,2,512,leakyrelu,0.5,Adam,0.001,0.0001,False,,[1],[2],0.00076,0.45455,155,0.32778,0.4623,105,0.08913,COMPLETED
15,20250826_192643,baseline_OUMVLP.csv,baseline_OUMVLP.csv,MLP,42,256,"[512, 256]",mean,minmax,16,2,512,leakyrelu,0.5,Adam,0.001,0.0001,False,,[1],[2],0.00035,0.5,155,0.4548,0.53434,115,0.11765,COMPLETED
16,20250826_192643,gaitgl.csv,baseline_OUMVLP.csv,MLP,42,128,"[512, 256]",mean,minmax,16,2,512,leakyrelu,0.5,Adam,0.001,0.0001,False,,[1],[2],0.00092,0.43182,161,0.31561,0.38128,142,0.08826,COMPLETED
17,20250826_192643,gaitgl_GREW.csv,baseline_OUMVLP.csv,MLP,42,256,"[512, 256]",mean,minmax,16,2,512,leakyrelu,0.5,Adam,0.001,0.0001,False,,[1],[2],0.00103,0.43182,138,0.30256,0.39879,95,0.13468,COMPLETED
18,20250826_192643,gaitgl_GREW_BNNeck.csv,baseline_OUMVLP.csv,MLP,42,256,"[512, 256]",mean,minmax,16,2,512,leakyrelu,0.5,Adam,0.001,0.0001,False,,[1],[2],0.00165,0.29545,134,0.2282,0.32458,106,0.19393,COMPLETED
