id,timestamp,target_embedding,source_params,model,seed,input_dim,hidden_layers,pooling,norm,batch_size,num_layers,base_dim,activation,dropout_rate,optimizer,learning_rate,weight_decay,use_pca,pca_frac,norm_layer,do_layer,train_loss,accuracy,epochs_trained,f1_macro,best_f1,best_epoch,best_state_loss,training
99,20250826_195901,gaitpart_OUMVLP.csv,gaitpart_OUMVLP.csv,MLP,42,256,[512],mean,minmax,128,1,512,relu,0.4,Adam,0.001,1e-06,False,,[0],[0],0.0048,0.59091,1437,0.45235,0.49238,688,0.12131,COMPLETED
100,20250826_195901,gaitset.csv,gaitpart_OUMVLP.csv,MLP,42,256,[512],mean,minmax,128,1,512,relu,0.4,Adam,0.001,1e-06,False,,[0],[0],0.00464,0.34091,1818,0.24831,0.41606,886,0.13253,COMPLETED
101,20250826_195901,gaitset_GREW.csv,gaitpart_OUMVLP.csv,MLP,42,256,[512],mean,minmax,128,1,512,relu,0.4,Adam,0.001,1e-06,False,,[0],[0],0.00453,0.5,1645,0.37879,0.45584,913,0.07673,COMPLETED
102,20250826_195901,gaitset_OUMVLP.csv,gaitpart_OUMVLP.csv,MLP,42,256,[512],mean,minmax,128,1,512,relu,0.4,Adam,0.001,1e-06,False,,[0],[0],0.00458,0.34091,1515,0.26349,0.37803,761,0.09762,COMPLETED
103,20250826_195901,gln_phase1.csv,gaitpart_OUMVLP.csv,MLP,42,256,[512],mean,minmax,128,1,512,relu,0.4,Adam,0.001,1e-06,False,,[0],[0],0.00499,0.43182,1562,0.3631,0.51129,818,0.09427,COMPLETED
104,20250826_195901,gln_phase2.csv,gaitpart_OUMVLP.csv,MLP,42,256,[512],mean,minmax,128,1,512,relu,0.4,Adam,0.001,1e-06,False,,[0],[0],0.00469,0.52273,1633,0.43837,0.45795,625,0.18248,COMPLETED

105,20250826_200344,baseline_CASIAB.csv,gaitset.csv,MLP,42,256,[512],mean,L2,64,1,512,tanh,0.5,Adam,0.001,1e-06,False,,[0],[1],0.00908,0.5,1424,0.44599,0.51515,491,0.18267,STOPPED
106,20250826_200344,baseline_OUMVLP.csv,gaitset.csv,MLP,42,256,[512],mean,L2,64,1,512,tanh,0.5,Adam,0.001,1e-06,False,,[0],[1],0.00978,0.54545,2570,0.48677,0.54885,1809,0.05174,STOPPED
107,20250826_200344,gaitgl.csv,gaitset.csv,MLP,42,128,[512],mean,L2,64,1,512,tanh,0.5,Adam,0.001,1e-06,False,,[0],[1],0.51478,0.43182,3000,0.3908,0.3908,3000,0.51478,STOPPED
108,20250826_200344,gaitgl_GREW.csv,gaitset.csv,MLP,42,256,[512],mean,L2,64,1,512,tanh,0.5,Adam,0.001,1e-06,False,,[0],[1],0.00924,0.38636,2684,0.29367,0.38651,2592,0.13699,STOPPED
109,20250826_200344,gaitgl_GREW_BNNeck.csv,gaitset.csv,MLP,42,256,[512],mean,L2,64,1,512,tanh,0.5,Adam,0.001,1e-06,False,,[0],[1],0.00942,0.38636,1477,0.33183,0.37271,860,0.09144,STOPPED
110,20250826_200344,gaitgl_OUMVLP.csv,gaitset.csv,MLP,42,256,[512],mean,L2,64,1,512,tanh,0.5,Adam,0.001,1e-06,False,,[0],[1],0.58777,0.56818,3000,0.48333,0.48333,3000,0.58777,STOPPED
111,20250826_200344,gaitpart_GREW.csv,gaitset.csv,MLP,42,256,[512],mean,L2,64,1,512,tanh,0.5,Adam,0.001,1e-06,False,,[0],[1],0.00991,0.5,2348,0.4457,0.48826,2088,0.1569,STOPPED
112,20250826_200344,gaitpart_OUMVLP.csv,gaitset.csv,MLP,42,256,[512],mean,L2,64,1,512,tanh,0.5,Adam,0.001,1e-06,False,,[0],[1],0.179,0.45455,3000,0.36869,0.43684,2675,0.18276,STOPPED
113,20250826_200344,gaitset.csv,gaitset.csv,MLP,42,256,[512],mean,L2,64,1,512,tanh,0.5,Adam,0.001,1e-06,False,,[0],[1],0.00781,0.5,2039,0.49856,0.56307,850,0.12597,STOPPED
114,20250826_200344,gaitset_GREW.csv,gaitset.csv,MLP,42,256,[512],mean,L2,64,1,512,tanh,0.5,Adam,0.001,1e-06,False,,[0],[1],0.00917,0.31818,2783,0.24486,0.34682,976,0.17664,STOPPED
115,20250826_200344,gaitset_OUMVLP.csv,gaitset.csv,MLP,42,256,[512],mean,L2,64,1,512,tanh,0.5,Adam,0.001,1e-06,False,,[0],[1],0.16595,0.40909,3000,0.3045,0.39337,2845,0.19913,STOPPED
116,20250826_200344,gln_phase1.csv,gaitset.csv,MLP,42,256,[512],mean,L2,64,1,512,tanh,0.5,Adam,0.001,1e-06,False,,[0],[1],0.0088,0.45455,2036,0.42461,0.49106,1282,0.06033,STOPPED
117,20250826_200344,gln_phase2.csv,gaitset.csv,MLP,42,256,[512],mean,L2,64,1,512,tanh,0.5,Adam,0.001,1e-06,False,,[0],[1],0.00408,0.5,1399,0.46131,0.47963,1237,0.05996,COMPLETED

118,20250826_201235,baseline_CASIAB.csv,gaitset_GREW.csv,MLP,42,35,"[256, 128]",max,L2,32,2,256,relu,0.1,Adam,0.001,1e-05,True,0.7,[2],[1],0.0019,0.45455,259,0.3327,0.47436,152,0.03274,COMPLETED
119,20250826_201235,baseline_OUMVLP.csv,gaitset_GREW.csv,MLP,42,35,"[256, 128]",max,L2,32,2,256,relu,0.1,Adam,0.001,1e-05,True,0.7,[2],[1],0.00446,0.38636,191,0.28506,0.32778,113,0.02012,COMPLETED
120,20250826_201235,gaitgl.csv,gaitset_GREW.csv,MLP,42,49,"[256, 128]",max,L2,32,2,256,relu,0.1,Adam,0.001,1e-05,True,0.7,[2],[1],0.00126,0.45455,245,0.40332,0.56999,30,0.16447,COMPLETED
121,20250826_201235,gaitgl_GREW.csv,gaitset_GREW.csv,MLP,42,68,"[256, 128]",max,L2,32,2,256,relu,0.1,Adam,0.001,1e-05,True,0.7,[2],[1],0.0005,0.38636,195,0.32544,0.51063,64,0.01329,COMPLETED
122,20250826_201235,gaitgl_GREW_BNNeck.csv,gaitset_GREW.csv,MLP,42,53,"[256, 128]",max,L2,32,2,256,relu,0.1,Adam,0.001,1e-05,True,0.7,[2],[1],0.00279,0.45455,142,0.30725,0.45823,34,0.16665,COMPLETED
123,20250826_201235,gaitgl_OUMVLP.csv,gaitset_GREW.csv,MLP,42,23,"[256, 128]",max,L2,32,2,256,relu,0.1,Adam,0.001,1e-05,True,0.7,[2],[1],0.00507,0.43182,430,0.3692,0.44732,267,0.02776,STOPPED
124,20250826_201235,gaitpart_GREW.csv,gaitset_GREW.csv,MLP,42,52,"[256, 128]",max,L2,32,2,256,relu,0.1,Adam,0.001,1e-05,True,0.7,[2],[1],0.00174,0.38636,156,0.31671,0.51177,70,0.03078,COMPLETED
125,20250826_201235,gaitpart_OUMVLP.csv,gaitset_GREW.csv,MLP,42,31,"[256, 128]",max,L2,32,2,256,relu,0.1,Adam,0.001,1e-05,True,0.7,[2],[1],0.00204,0.5,321,0.42569,0.475,297,0.02173,COMPLETED
126,20250826_201235,gaitset.csv,gaitset_GREW.csv,MLP,42,34,"[256, 128]",max,L2,32,2,256,relu,0.1,Adam,0.001,1e-05,True,0.7,[2],[1],0.00186,0.43182,216,0.31389,0.45627,127,0.10556,COMPLETED
127,20250826_201235,gaitset_GREW.csv,gaitset_GREW.csv,MLP,42,55,"[256, 128]",max,L2,32,2,256,relu,0.1,Adam,0.001,1e-05,True,0.7,[2],[1],0.00091,0.47727,145,0.34,0.48775,102,0.02292,COMPLETED
128,20250826_201235,gaitset_OUMVLP.csv,gaitset_GREW.csv,MLP,42,31,"[256, 128]",max,L2,32,2,256,relu,0.1,Adam,0.001,1e-05,True,0.7,[2],[1],0.00496,0.47727,509,0.40067,0.54975,136,0.11193,COMPLETED
129,20250826_201235,gln_phase1.csv,gaitset_GREW.csv,MLP,42,32,"[256, 128]",max,L2,32,2,256,relu,0.1,Adam,0.001,1e-05,True,0.7,[2],[1],0.00195,0.52273,245,0.43569,0.52178,157,0.01652,COMPLETED
130,20250826_201235,gln_phase2.csv,gaitset_GREW.csv,MLP,42,32,"[256, 128]",max,L2,32,2,256,relu,0.1,Adam,0.001,1e-05,True,0.7,[2],[1],0.00268,0.47727,258,0.40056,0.47933,216,0.02388,COMPLETED

131,20250826_201427,baseline_CASIAB.csv,gaitset_OUMVLP.csv,MLP,42,67,"[256, 128, 64]",max,minmax,128,3,256,relu,0.2,Adam,0.0001,1e-05,True,0.85,[3],[2],0.00446,0.54545,741,0.39111,0.50764,221,0.18248,COMPLETED
132,20250826_201427,baseline_OUMVLP.csv,gaitset_OUMVLP.csv,MLP,42,76,"[256, 128, 64]",max,minmax,128,3,256,relu,0.2,Adam,0.0001,1e-05,True,0.85,[3],[2],0.00464,0.47727,669,0.40404,0.45528,628,0.00559,COMPLETED
133,20250826_201427,gaitgl.csv,gaitset_OUMVLP.csv,MLP,42,70,"[256, 128, 64]",max,minmax,128,3,256,relu,0.2,Adam,0.0001,1e-05,True,0.85,[3],[2],0.00458,0.52273,705,0.47535,0.56902,220,0.1284,COMPLETED
134,20250826_201427,gaitgl_GREW.csv,gaitset_OUMVLP.csv,MLP,42,115,"[256, 128, 64]",max,minmax,128,3,256,relu,0.2,Adam,0.0001,1e-05,True,0.85,[3],[2],0.00453,0.36364,589,0.2376,0.31481,142,0.1801,COMPLETED
135,20250826_201427,gaitgl_GREW_BNNeck.csv,gaitset_OUMVLP.csv,MLP,42,98,"[256, 128, 64]",max,minmax,128,3,256,relu,0.2,Adam,0.0001,1e-05,True,0.85,[3],[2],0.00494,0.47727,654,0.37201,0.46453,163,0.19315,COMPLETED
136,20250826_201427,gaitgl_OUMVLP.csv,gaitset_OUMVLP.csv,MLP,42,59,"[256, 128, 64]",max,minmax,128,3,256,relu,0.2,Adam,0.0001,1e-05,True,0.85,[3],[2],0.00479,0.47727,784,0.41084,0.45795,684,0.00744,COMPLETED
137,20250826_201427,gaitpart_GREW.csv,gaitset_OUMVLP.csv,MLP,42,96,"[256, 128, 64]",max,minmax,128,3,256,relu,0.2,Adam,0.0001,1e-05,True,0.85,[3],[2],0.00479,0.40909,611,0.34113,0.38719,156,0.18168,COMPLETED
138,20250826_201427,gaitpart_OUMVLP.csv,gaitset_OUMVLP.csv,MLP,42,61,"[256, 128, 64]",max,minmax,128,3,256,relu,0.2,Adam,0.0001,1e-05,True,0.85,[3],[2],0.00403,0.56818,715,0.48234,0.51678,328,0.03878,COMPLETED
139,20250826_201427,gaitset.csv,gaitset_OUMVLP.csv,MLP,42,74,"[256, 128, 64]",max,minmax,128,3,256,relu,0.2,Adam,0.0001,1e-05,True,0.85,[3],[2],0.00466,0.45455,740,0.38033,0.42311,212,0.16232,COMPLETED
140,20250826_201427,gaitset_GREW.csv,gaitset_OUMVLP.csv,MLP,42,87,"[256, 128, 64]",max,minmax,128,3,256,relu,0.2,Adam,0.0001,1e-05,True,0.85,[3],[2],0.00484,0.43182,637,0.31662,0.36111,171,0.17067,COMPLETED
141,20250826_201427,gaitset_OUMVLP.csv,gaitset_OUMVLP.csv,MLP,42,55,"[256, 128, 64]",max,minmax,128,3,256,relu,0.2,Adam,0.0001,1e-05,True,0.85,[3],[2],0.00463,0.47727,758,0.40089,0.50631,210,0.17602,COMPLETED
142,20250826_201427,gln_phase1.csv,gaitset_OUMVLP.csv,MLP,42,69,"[256, 128, 64]",max,minmax,128,3,256,relu,0.2,Adam,0.0001,1e-05,True,0.85,[3],[2],0.00491,0.5,701,0.35528,0.48064,209,0.18689,COMPLETED
143,20250826_201427,gln_phase2.csv,gaitset_OUMVLP.csv,MLP,42,69,"[256, 128, 64]",max,minmax,128,3,256,relu,0.2,Adam,0.0001,1e-05,True,0.85,[3],[2],0.00471,0.43182,691,0.32361,0.35926,252,0.07606,COMPLETED

144,20250826_201652,baseline_CASIAB.csv,gln_phase1.csv,MLP,42,51,"[512, 256]",mean,L2,64,2,512,elu,0.3,Adam,0.001,1e-06,True,0.8,[2],[0],0.00455,0.43182,356,0.36508,0.43571,219,0.06978,COMPLETED
145,20250826_201652,baseline_OUMVLP.csv,gln_phase1.csv,MLP,42,45,"[512, 256]",mean,L2,64,2,512,elu,0.3,Adam,0.001,1e-06,True,0.8,[2],[0],0.00482,0.61364,436,0.5524,0.60795,259,0.09208,COMPLETED
146,20250826_201652,gaitgl.csv,gln_phase1.csv,MLP,42,42,"[512, 256]",mean,L2,64,2,512,elu,0.3,Adam,0.001,1e-06,True,0.8,[2],[0],0.00471,0.45455,381,0.38975,0.44103,178,0.16947,COMPLETED
147,20250826_201652,gaitgl_GREW.csv,gln_phase1.csv,MLP,42,84,"[512, 256]",mean,L2,64,2,512,elu,0.3,Adam,0.001,1e-06,True,0.8,[2],[0],0.0044,0.43182,337,0.33333,0.43554,245,0.03005,COMPLETED
148,20250826_201652,gaitgl_GREW_BNNeck.csv,gln_phase1.csv,MLP,42,63,"[512, 256]",mean,L2,64,2,512,elu,0.3,Adam,0.001,1e-06,True,0.8,[2],[0],0.00475,0.40909,270,0.34017,0.42659,134,0.14916,COMPLETED
149,20250826_201652,gaitgl_OUMVLP.csv,gln_phase1.csv,MLP,42,53,"[512, 256]",mean,L2,64,2,512,elu,0.3,Adam,0.001,1e-06,True,0.8,[2],[0],0.00463,0.36364,616,0.34353,0.4615,352,0.18553,COMPLETED
150,20250826_201652,gaitpart_GREW.csv,gln_phase1.csv,MLP,42,70,"[512, 256]",mean,L2,64,2,512,elu,0.3,Adam,0.001,1e-06,True,0.8,[2],[0],0.00475,0.40909,339,0.32782,0.36797,193,0.12705,COMPLETED
151,20250826_201652,gaitpart_OUMVLP.csv,gln_phase1.csv,MLP,42,61,"[512, 256]",mean,L2,64,2,512,elu,0.3,Adam,0.001,1e-06,True,0.8,[2],[0],0.00471,0.54545,453,0.45551,0.49495,271,0.19597,COMPLETED
152,20250826_201652,gaitset.csv,gln_phase1.csv,MLP,42,39,"[512, 256]",mean,L2,64,2,512,elu,0.3,Adam,0.001,1e-06,True,0.8,[2],[0],0.00484,0.45455,435,0.42653,0.48394,243,0.07007,COMPLETED
153,20250826_201652,gaitset_GREW.csv,gln_phase1.csv,MLP,42,74,"[512, 256]",mean,L2,64,2,512,elu,0.3,Adam,0.001,1e-06,True,0.8,[2],[0],0.00458,0.47727,279,0.40404,0.45589,176,0.08545,COMPLETED
154,20250826_201652,gaitset_OUMVLP.csv,gln_phase1.csv,MLP,42,55,"[512, 256]",mean,L2,64,2,512,elu,0.3,Adam,0.001,1e-06,True,0.8,[2],[0],0.00479,0.52273,475,0.50594,0.53361,334,0.05497,COMPLETED
155,20250826_201652,gln_phase1.csv,gln_phase1.csv,MLP,42,51,"[512, 256]",mean,L2,64,2,512,elu,0.3,Adam,0.001,1e-06,True,0.8,[2],[0],0.00464,0.5,316,0.47494,0.57335,193,0.05722,COMPLETED
156,20250826_201652,gln_phase2.csv,gln_phase1.csv,MLP,42,55,"[512, 256]",mean,L2,64,2,512,elu,0.3,Adam,0.001,1e-06,True,0.8,[2],[0],0.0047,0.36364,331,0.31223,0.41395,176,0.09844,COMPLETED

157,20250826_201839,baseline_CASIAB.csv,gln_phase2.csv,MLP,42,256,"[256, 128]",max,minmax,32,2,256,gelu,0.3,Adam,0.0001,0.0,False,,[2],[1],0.00472,0.43182,574,0.35507,0.44011,194,0.09479,COMPLETED
158,20250826_201839,baseline_OUMVLP.csv,gln_phase2.csv,MLP,42,256,"[256, 128]",max,minmax,32,2,256,gelu,0.3,Adam,0.0001,0.0,False,,[2],[1],0.00384,0.43182,560,0.32341,0.40113,388,0.01488,COMPLETED
159,20250826_201839,gaitgl.csv,gln_phase2.csv,MLP,42,128,"[256, 128]",max,minmax,32,2,256,gelu,0.3,Adam,0.0001,0.0,False,,[2],[1],0.00452,0.5,648,0.47435,0.55952,182,0.19481,COMPLETED
160,20250826_201839,gaitgl_GREW.csv,gln_phase2.csv,MLP,42,256,"[256, 128]",max,minmax,32,2,256,gelu,0.3,Adam,0.0001,0.0,False,,[2],[1],0.00454,0.36364,490,0.31306,0.31306,145,0.12174,COMPLETED
161,20250826_201839,gaitgl_GREW_BNNeck.csv,gln_phase2.csv,MLP,42,256,"[256, 128]",max,minmax,32,2,256,gelu,0.3,Adam,0.0001,0.0,False,,[2],[1],0.0032,0.56818,527,0.50043,0.54939,316,0.0173,COMPLETED
162,20250826_201839,gaitgl_OUMVLP.csv,gln_phase2.csv,MLP,42,256,"[256, 128]",max,minmax,32,2,256,gelu,0.3,Adam,0.0001,0.0,False,,[2],[1],0.00337,0.54545,657,0.45798,0.53182,334,0.04799,COMPLETED
163,20250826_201839,gaitpart_GREW.csv,gln_phase2.csv,MLP,42,256,"[256, 128]",max,minmax,32,2,256,gelu,0.3,Adam,0.0001,0.0,False,,[2],[1],0.00308,0.40909,546,0.37083,0.44995,117,0.19806,COMPLETED
164,20250826_201839,gaitpart_OUMVLP.csv,gln_phase2.csv,MLP,42,256,"[256, 128]",max,minmax,32,2,256,gelu,0.3,Adam,0.0001,0.0,False,,[2],[1],0.004,0.54545,596,0.40212,0.46323,297,0.04893,COMPLETED
165,20250826_201839,gaitset.csv,gln_phase2.csv,MLP,42,256,"[256, 128]",max,minmax,32,2,256,gelu,0.3,Adam,0.0001,0.0,False,,[2],[1],0.00498,0.43182,490,0.3842,0.44566,229,0.07228,COMPLETED
166,20250826_201839,gaitset_GREW.csv,gln_phase2.csv,MLP,42,256,"[256, 128]",max,minmax,32,2,256,gelu,0.3,Adam,0.0001,0.0,False,,[2],[1],0.00336,0.38636,521,0.33673,0.39826,411,0.01275,COMPLETED
167,20250826_201839,gaitset_OUMVLP.csv,gln_phase2.csv,MLP,42,256,"[256, 128]",max,minmax,32,2,256,gelu,0.3,Adam,0.0001,0.0,False,,[2],[1],0.00439,0.38636,658,0.33588,0.49276,581,0.06823,COMPLETED
168,20250826_201839,gln_phase1.csv,gln_phase2.csv,MLP,42,256,"[256, 128]",max,minmax,32,2,256,gelu,0.3,Adam,0.0001,0.0,False,,[2],[1],0.00455,0.47727,559,0.35414,0.43274,192,0.11246,COMPLETED
169,20250826_201839,gln_phase2.csv,gln_phase2.csv,MLP,42,256,"[256, 128]",max,minmax,32,2,256,gelu,0.3,Adam,0.0001,0.0,False,,[2],[1],0.00401,0.5,528,0.40846,0.46089,286,0.07574,COMPLETED
