id,timestamp,target_embedding,source_params,model,seed,pooling,norm,batch_size,num_layers,base_dim,activation,dropout_rate,optimizer,learning_rate,weight_decay,use_pca,pca_frac,momentum_sgd,norm_layer,do_layer,hidden_layers,input_dim,label_smoothing,clip_grad_norm,class_weights,train_loss,test_loss,accuracy,epochs_trained,f1_macro,best_f1,best_state_loss,training,duration_sec
74,20251019_192157,gaitset_62steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,64,4,768,leakyrelu,0.4,Adam,0.0002,5e-07,True,0.85,,"[1, 2, 3]","[1, 2]","[768, 512, 384, 256]",80,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14397,2.61394,0.40909,361,0.31677,0.3496,0.14097,STOPPED,17.593
75,20251019_192157,gln_93steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,64,4,768,leakyrelu,0.4,Adam,0.0002,5e-07,True,0.85,,"[1, 2, 3]","[1, 2]","[768, 512, 384, 256]",64,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14067,2.60336,0.38636,288,0.33784,0.41857,0.1414,STOPPED,16.797

76,20251019_192157,baseline_31steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,80,3,768,silu,0.4,Adam,0.00015,2e-07,True,0.8,,"[1, 2]","[1, 2]","[768, 512, 256]",58,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14448,1.41919,0.63636,274,0.53131,0.53283,0.19798,STOPPED,32.9
77,20251019_192157,gaitgl_64steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,80,3,768,silu,0.4,Adam,0.00015,2e-07,True,0.8,,"[1, 2]","[1, 2]","[768, 512, 256]",74,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14359,1.87498,0.45455,373,0.3877,0.46507,0.20906,STOPPED,28.735
78,20251019_192157,gaitpart_16steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,80,3,768,silu,0.4,Adam,0.00015,2e-07,True,0.8,,"[1, 2]","[1, 2]","[768, 512, 256]",66,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14377,1.71767,0.5,395,0.45141,0.49034,0.21511,STOPPED,30.64
79,20251019_192157,gaitset_62steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,80,3,768,silu,0.4,Adam,0.00015,2e-07,True,0.8,,"[1, 2]","[1, 2]","[768, 512, 256]",63,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14385,2.10371,0.38636,409,0.292,0.3619,0.16819,STOPPED,33.715
80,20251019_192157,gln_93steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,80,3,768,silu,0.4,Adam,0.00015,2e-07,True,0.8,,"[1, 2]","[1, 2]","[768, 512, 256]",48,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14878,1.84334,0.45455,206,0.37909,0.46748,0.31846,STOPPED,28.897

81,20251019_192157,baseline_31steps_mean.csv,mlp_results_v1_Optuna.csv,MLP,42,mean,minmax,128,2,512,silu,0.3,Adam,0.0001,1e-06,True,0.8,,[1],[1],"[512, 256]",59,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15269,1.15849,0.59091,1209,0.50583,0.5711,0.15499,STOPPED,41.686
82,20251019_192157,gaitgl_64steps_mean.csv,mlp_results_v1_Optuna.csv,MLP,42,mean,minmax,128,2,512,silu,0.3,Adam,0.0001,1e-06,True,0.8,,[1],[1],"[512, 256]",65,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15832,1.53893,0.45455,986,0.34848,0.39858,0.15776,STOPPED,33.724
83,20251019_192157,gaitpart_16steps_mean.csv,mlp_results_v1_Optuna.csv,MLP,42,mean,minmax,128,2,512,silu,0.3,Adam,0.0001,1e-06,True,0.8,,[1],[1],"[512, 256]",65,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15707,1.1245,0.59091,728,0.53892,0.57897,0.16538,STOPPED,27.523
84,20251019_192157,gaitset_62steps_mean.csv,mlp_results_v1_Optuna.csv,MLP,42,mean,minmax,128,2,512,silu,0.3,Adam,0.0001,1e-06,True,0.8,,[1],[1],"[512, 256]",63,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.16302,1.49668,0.40909,205,0.31638,0.40075,0.27538,STOPPED,25.034
85,20251019_192157,gln_93steps_mean.csv,mlp_results_v1_Optuna.csv,MLP,42,mean,minmax,128,2,512,silu,0.3,Adam,0.0001,1e-06,True,0.8,,[1],[1],"[512, 256]",50,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.16747,1.58435,0.45455,827,0.41368,0.43182,0.17283,STOPPED,27.622

86,20251019_192157,baseline_31steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,64,3,768,silu,0.4,AdamW,0.0002,1e-05,True,0.7,,"[1, 2, 3]","[2, 3]","[768, 512, 256]",35,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14288,1.42497,0.56818,196,0.47601,0.64637,0.20212,STOPPED,25.051
87,20251019_192157,gaitgl_64steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,64,3,768,silu,0.4,AdamW,0.0002,1e-05,True,0.7,,"[1, 2, 3]","[2, 3]","[768, 512, 256]",47,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14206,1.89361,0.45455,351,0.32844,0.46011,0.16767,STOPPED,34.518
88,20251019_192157,gaitpart_16steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,64,3,768,silu,0.4,AdamW,0.0002,1e-05,True,0.7,,"[1, 2, 3]","[2, 3]","[768, 512, 256]",42,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14405,1.61974,0.54545,861,0.49671,0.56815,0.14354,STOPPED,43.554
89,20251019_192157,gaitset_62steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,64,3,768,silu,0.4,AdamW,0.0002,1e-05,True,0.7,,"[1, 2, 3]","[2, 3]","[768, 512, 256]",38,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14252,1.99074,0.45455,224,0.33881,0.47429,0.33877,STOPPED,35.251
90,20251019_192157,gln_93steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,64,3,768,silu,0.4,AdamW,0.0002,1e-05,True,0.7,,"[1, 2, 3]","[2, 3]","[768, 512, 256]",28,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14264,1.79302,0.52273,312,0.48207,0.57125,0.15704,STOPPED,33.645

91,20251019_192157,baseline_31steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,96,3,576,elu,0.5,RMSprop,0.0002,5e-05,True,0.8,,[2],"[1, 3]","[576, 384, 192]",59,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15347,1.32173,0.63636,769,0.62069,0.71935,0.15536,STOPPED,36.902
92,20251019_192157,gaitgl_64steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,96,3,576,elu,0.5,RMSprop,0.0002,5e-05,True,0.8,,[2],"[1, 3]","[576, 384, 192]",65,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15247,1.67462,0.45455,281,0.34609,0.43871,0.20733,STOPPED,31.242
93,20251019_192157,gaitpart_16steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,96,3,576,elu,0.5,RMSprop,0.0002,5e-05,True,0.8,,[2],"[1, 3]","[576, 384, 192]",65,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15089,1.60959,0.56818,216,0.4998,0.58058,0.20677,STOPPED,30.169
94,20251019_192157,gaitset_62steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,96,3,576,elu,0.5,RMSprop,0.0002,5e-05,True,0.8,,[2],"[1, 3]","[576, 384, 192]",63,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.1552,1.66309,0.47727,563,0.4303,0.52863,0.16187,STOPPED,20.226
95,20251019_192157,gln_93steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,96,3,576,elu,0.5,RMSprop,0.0002,5e-05,True,0.8,,[2],"[1, 3]","[576, 384, 192]",50,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15526,1.83074,0.36364,171,0.31821,0.47828,0.30932,STOPPED,30.547

96,20251019_192157,baseline_31steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,64,3,512,silu,0.5,Adam,0.0001,0.0,True,0.7,,[3],[3],"[512, 256, 128]",35,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.34557,1.05933,0.65909,1128,0.61337,0.61337,0.34861,STOPPED,50.786
97,20251019_192157,gaitgl_64steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,64,3,512,silu,0.5,Adam,0.0001,0.0,True,0.7,,[3],[3],"[512, 256, 128]",47,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.33188,2.10386,0.36364,1717,0.31054,0.38364,0.33484,STOPPED,75.251
98,20251019_192157,gaitpart_16steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,64,3,512,silu,0.5,Adam,0.0001,0.0,True,0.7,,[3],[3],"[512, 256, 128]",42,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.43196,1.63761,0.38636,1307,0.36171,0.36171,0.43196,STOPPED,52.42
99,20251019_192157,gaitset_62steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,64,3,512,silu,0.5,Adam,0.0001,0.0,True,0.7,,[3],[3],"[512, 256, 128]",38,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.39063,1.60198,0.47727,1358,0.40742,0.40742,0.39063,STOPPED,55.214
100,20251019_192157,gln_93steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,64,3,512,silu,0.5,Adam,0.0001,0.0,True,0.7,,[3],[3],"[512, 256, 128]",28,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.35378,1.45073,0.38636,1811,0.38704,0.43981,0.33998,STOPPED,79.655

101,20251019_192157,baseline_31steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,64,4,1280,silu,0.45,Adam,0.0002,2e-07,True,0.8,,"[1, 2]","[1, 2, 3]","[1280, 896, 512, 256]",58,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.1427,1.35916,0.61364,234,0.47727,0.62372,0.16168,STOPPED,21.294
102,20251019_192157,gaitgl_64steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,64,4,1280,silu,0.45,Adam,0.0002,2e-07,True,0.8,,"[1, 2]","[1, 2, 3]","[1280, 896, 512, 256]",74,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14167,1.98871,0.43182,257,0.37474,0.43468,0.19102,STOPPED,26.522
103,20251019_192157,gaitpart_16steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,64,4,1280,silu,0.45,Adam,0.0002,2e-07,True,0.8,,"[1, 2]","[1, 2, 3]","[1280, 896, 512, 256]",66,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.1409,1.73461,0.52273,593,0.47611,0.54558,0.14119,STOPPED,31.632
104,20251019_192157,gaitset_62steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,64,4,1280,silu,0.45,Adam,0.0002,2e-07,True,0.8,,"[1, 2]","[1, 2, 3]","[1280, 896, 512, 256]",63,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14153,2.22185,0.40909,276,0.31638,0.36655,0.16337,STOPPED,27.878
105,20251019_192157,gln_93steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,64,4,1280,silu,0.45,Adam,0.0002,2e-07,True,0.8,,"[1, 2]","[1, 2, 3]","[1280, 896, 512, 256]",48,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14531,1.75064,0.47727,181,0.4626,0.5,0.21244,STOPPED,24.31

106,20251019_192157,baseline_31steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,96,4,896,silu,0.4,Adam,0.0002,1e-07,True,0.75,,"[1, 2, 3, 4]","[1, 2, 3]","[896, 640, 320, 192]",45,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15261,1.72067,0.59091,487,0.53075,0.59211,0.1464,STOPPED,22.251
107,20251019_192157,gaitgl_64steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,96,4,896,silu,0.4,Adam,0.0002,1e-07,True,0.75,,"[1, 2, 3, 4]","[1, 2, 3]","[896, 640, 320, 192]",59,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14431,1.85759,0.52273,335,0.39054,0.47374,0.3221,STOPPED,29.822
108,20251019_192157,gaitpart_16steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,96,4,896,silu,0.4,Adam,0.0002,1e-07,True,0.75,,"[1, 2, 3, 4]","[1, 2, 3]","[896, 640, 320, 192]",52,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14328,2.24511,0.5,453,0.47589,0.53367,0.19995,STOPPED,30.281
109,20251019_192157,gaitset_62steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,96,4,896,silu,0.4,Adam,0.0002,1e-07,True,0.75,,"[1, 2, 3, 4]","[1, 2, 3]","[896, 640, 320, 192]",49,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14167,1.98522,0.52273,451,0.44033,0.49335,0.14888,STOPPED,29.515
110,20251019_192157,gln_93steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,96,4,896,silu,0.4,Adam,0.0002,1e-07,True,0.75,,"[1, 2, 3, 4]","[1, 2, 3]","[896, 640, 320, 192]",37,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15124,2.20156,0.40909,549,0.3619,0.46184,0.1516,STOPPED,23.252

111,20251019_192157,baseline_31steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,64,3,768,elu,0.55,RMSprop,8e-05,5e-05,True,0.8,,"[1, 3]","[1, 2]","[768, 512, 256]",59,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15507,1.27262,0.61364,897,0.55395,0.63533,0.17379,STOPPED,51.252
112,20251019_192157,gaitgl_64steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,64,3,768,elu,0.55,RMSprop,8e-05,5e-05,True,0.8,,"[1, 3]","[1, 2]","[768, 512, 256]",65,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15597,1.84807,0.5,1115,0.37494,0.45223,0.16063,STOPPED,63.654
113,20251019_192157,gaitpart_16steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,64,3,768,elu,0.55,RMSprop,8e-05,5e-05,True,0.8,,"[1, 3]","[1, 2]","[768, 512, 256]",65,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15122,1.72369,0.5,471,0.38889,0.57672,0.23988,STOPPED,56.878
114,20251019_192157,gaitset_62steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,64,3,768,elu,0.55,RMSprop,8e-05,5e-05,True,0.8,,"[1, 3]","[1, 2]","[768, 512, 256]",63,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15632,1.87987,0.47727,1010,0.40322,0.5,0.16262,STOPPED,53.912
115,20251019_192157,gln_93steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,64,3,768,elu,0.55,RMSprop,8e-05,5e-05,True,0.8,,"[1, 3]","[1, 2]","[768, 512, 256]",50,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15938,1.97361,0.38636,654,0.3032,0.3988,0.21312,STOPPED,56.83

116,20251019_192157,baseline_31steps_mean.csv,mlp_results_v2.csv,MLP,42,attention,L2,80,3,768,leakyrelu,0.45,SGD,0.003,1e-05,True,0.75,0.9,"[1, 2, 3]","[2, 3]","[768, 384, 256]",57,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.17799,1.9614,0.56818,1735,0.41941,0.47719,0.24848,STOPPED,74.434
117,20251019_192157,gaitgl_64steps_mean.csv,mlp_results_v2.csv,MLP,42,attention,L2,80,3,768,leakyrelu,0.45,SGD,0.003,1e-05,True,0.75,0.9,"[1, 2, 3]","[2, 3]","[768, 384, 256]",78,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15969,2.11733,0.43182,1275,0.31605,0.35877,0.20839,STOPPED,68.142
118,20251019_192157,gaitpart_16steps_mean.csv,mlp_results_v2.csv,MLP,42,attention,L2,80,3,768,leakyrelu,0.45,SGD,0.003,1e-05,True,0.75,0.9,"[1, 2, 3]","[2, 3]","[768, 384, 256]",49,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.1184,1.09632,0.36364,168,0.17778,0.17778,1.1184,STOPPED,5.389
119,20251019_192157,gaitset_62steps_mean.csv,mlp_results_v2.csv,MLP,42,attention,L2,80,3,768,leakyrelu,0.45,SGD,0.003,1e-05,True,0.75,0.9,"[1, 2, 3]","[2, 3]","[768, 384, 256]",49,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.11774,1.11836,0.15909,146,0.0915,0.0915,1.11774,STOPPED,5.025
120,20251019_192157,gln_93steps_mean.csv,mlp_results_v2.csv,MLP,42,attention,L2,80,3,768,leakyrelu,0.45,SGD,0.003,1e-05,True,0.75,0.9,"[1, 2, 3]","[2, 3]","[768, 384, 256]",37,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.09222,1.09819,0.40909,162,0.38075,0.38075,1.09222,STOPPED,5.497

121,20251019_192157,baseline_31steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,88,3,768,silu,0.4,Adam,0.0002,1e-07,True,0.8,,"[1, 2, 3]","[1, 2]","[768, 512, 256]",58,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14237,1.49099,0.61364,291,0.51503,0.56721,0.15082,STOPPED,21.989
122,20251019_192157,gaitgl_64steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,88,3,768,silu,0.4,Adam,0.0002,1e-07,True,0.8,,"[1, 2, 3]","[1, 2]","[768, 512, 256]",74,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14146,2.04472,0.45455,266,0.35253,0.43468,0.21278,STOPPED,20.099
123,20251019_192157,gaitpart_16steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,88,3,768,silu,0.4,Adam,0.0002,1e-07,True,0.8,,"[1, 2, 3]","[1, 2]","[768, 512, 256]",66,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14015,1.96122,0.5,577,0.45319,0.51093,0.14294,STOPPED,25.943
124,20251019_192157,gaitset_62steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,88,3,768,silu,0.4,Adam,0.0002,1e-07,True,0.8,,"[1, 2, 3]","[1, 2]","[768, 512, 256]",63,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14138,2.14951,0.47727,484,0.3596,0.37022,0.15047,STOPPED,21.764
125,20251019_192157,gln_93steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,88,3,768,silu,0.4,Adam,0.0002,1e-07,True,0.8,,"[1, 2, 3]","[1, 2]","[768, 512, 256]",48,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.1432,1.97043,0.47727,182,0.40725,0.52286,0.2614,STOPPED,24.586

126,20251019_192157,baseline_31steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,128,3,512,leakyrelu,0.5,Adam,0.001,1e-05,True,0.8,,[1],[2],"[512, 256, 128]",59,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14454,1.23869,0.54545,243,0.46331,0.55806,0.14519,STOPPED,10.184
127,20251019_192157,gaitgl_64steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,128,3,512,leakyrelu,0.5,Adam,0.001,1e-05,True,0.8,,[1],[2],"[512, 256, 128]",65,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14185,1.64425,0.38636,223,0.29599,0.39054,0.14619,STOPPED,14.241
128,20251019_192157,gaitpart_16steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,128,3,512,leakyrelu,0.5,Adam,0.001,1e-05,True,0.8,,[1],[2],"[512, 256, 128]",65,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14322,1.32851,0.47727,115,0.41005,0.52097,0.15235,STOPPED,11.292
129,20251019_192157,gaitset_62steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,128,3,512,leakyrelu,0.5,Adam,0.001,1e-05,True,0.8,,[1],[2],"[512, 256, 128]",63,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14362,1.65891,0.43182,238,0.3102,0.37591,0.1474,STOPPED,11.711
130,20251019_192157,gln_93steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,128,3,512,leakyrelu,0.5,Adam,0.001,1e-05,True,0.8,,[1],[2],"[512, 256, 128]",50,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14602,1.55571,0.47727,128,0.40056,0.46275,0.15435,STOPPED,9.635

131,20251019_192157,baseline_31steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,96,3,768,silu,0.4,Adam,0.00025,5e-07,True,0.85,,[2],[1],"[768, 512, 256]",75,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14525,0.97907,0.61364,179,0.51503,0.65542,0.15164,STOPPED,18.374
132,20251019_192157,gaitgl_64steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,96,3,768,silu,0.4,Adam,0.00025,5e-07,True,0.85,,[2],[1],"[768, 512, 256]",83,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14423,1.43648,0.45455,222,0.33481,0.44197,0.15165,STOPPED,19.976
133,20251019_192157,gaitpart_16steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,96,3,768,silu,0.4,Adam,0.00025,5e-07,True,0.85,,[2],[1],"[768, 512, 256]",82,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14419,1.04348,0.56818,131,0.46856,0.61921,0.15645,STOPPED,15.477
134,20251019_192157,gaitset_62steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,96,3,768,silu,0.4,Adam,0.00025,5e-07,True,0.85,,[2],[1],"[768, 512, 256]",80,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14856,1.38211,0.47727,356,0.39444,0.49056,0.14631,STOPPED,14.618
135,20251019_192157,gln_93steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,96,3,768,silu,0.4,Adam,0.00025,5e-07,True,0.85,,[2],[1],"[768, 512, 256]",65,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14599,1.772,0.40909,449,0.30083,0.42108,0.14724,STOPPED,18.764

136,20251019_192157,baseline_31steps_mean.csv,mlp_results_v2.csv,MLP,42,attention,minmax,80,3,896,silu,0.45,AdamW,0.001,5e-05,False,,,"[1, 2, 3]","[1, 2]","[896, 576, 288]",256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15039,2.25076,0.45455,256,0.34548,0.466,0.2025,STOPPED,17.87
137,20251019_192157,gaitgl_64steps_mean.csv,mlp_results_v2.csv,MLP,42,attention,minmax,80,3,896,silu,0.45,AdamW,0.001,5e-05,False,,,"[1, 2, 3]","[1, 2]","[896, 576, 288]",256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14881,2.93899,0.31818,178,0.30262,0.3705,0.16274,STOPPED,12.623
138,20251019_192157,gaitpart_16steps_mean.csv,mlp_results_v2.csv,MLP,42,attention,minmax,80,3,896,silu,0.45,AdamW,0.001,5e-05,False,,,"[1, 2, 3]","[1, 2]","[896, 576, 288]",256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15797,2.29863,0.45455,399,0.43981,0.48715,0.17129,STOPPED,18.616
139,20251019_192157,gaitset_62steps_mean.csv,mlp_results_v2.csv,MLP,42,attention,minmax,80,3,896,silu,0.45,AdamW,0.001,5e-05,False,,,"[1, 2, 3]","[1, 2]","[896, 576, 288]",256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.19126,1.90979,0.52273,186,0.4875,0.54265,0.32882,STOPPED,18.847
140,20251019_192157,gln_93steps_mean.csv,mlp_results_v2.csv,MLP,42,attention,minmax,80,3,896,silu,0.45,AdamW,0.001,5e-05,False,,,"[1, 2, 3]","[1, 2]","[896, 576, 288]",256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14971,2.13402,0.45455,510,0.38803,0.43372,0.14905,STOPPED,18.728

141,20251019_192157,baseline_31steps_mean.csv,mlp_results_v2.csv,MLP,42,attention,L2,80,3,512,silu,0.55,SGD,0.003,1e-05,True,0.75,0.9,"[1, 2, 3]","[2, 3]","[512, 384, 256]",57,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.19883,2.2879,0.54545,2080,0.40649,0.4817,0.23776,STOPPED,81.309
142,20251019_192157,gaitgl_64steps_mean.csv,mlp_results_v2.csv,MLP,42,attention,L2,80,3,512,silu,0.55,SGD,0.003,1e-05,True,0.75,0.9,"[1, 2, 3]","[2, 3]","[512, 384, 256]",78,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.19145,2.82479,0.34091,1382,0.26075,0.34022,0.24981,STOPPED,56.971
143,20251019_192157,gaitpart_16steps_mean.csv,mlp_results_v2.csv,MLP,42,attention,L2,80,3,512,silu,0.55,SGD,0.003,1e-05,True,0.75,0.9,"[1, 2, 3]","[2, 3]","[512, 384, 256]",49,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.11155,1.10587,0.15909,362,0.12037,0.12037,1.11155,STOPPED,11.893
144,20251019_192157,gaitset_62steps_mean.csv,mlp_results_v2.csv,MLP,42,attention,L2,80,3,512,silu,0.55,SGD,0.003,1e-05,True,0.75,0.9,"[1, 2, 3]","[2, 3]","[512, 384, 256]",49,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.51662,1.65424,0.47727,2005,0.40598,0.40598,0.51662,STOPPED,68.433
145,20251019_192157,gln_93steps_mean.csv,mlp_results_v2.csv,MLP,42,attention,L2,80,3,512,silu,0.55,SGD,0.003,1e-05,True,0.75,0.9,"[1, 2, 3]","[2, 3]","[512, 384, 256]",37,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.19249,2.43768,0.40909,2650,0.30388,0.40855,0.23229,STOPPED,103.283

146,20251019_192157,baseline_31steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,96,4,1024,silu,0.45,Adam,0.0001,1e-07,True,0.8,,"[1, 2, 3, 4]","[1, 2]","[1024, 768, 512, 256]",59,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14495,1.4578,0.59091,179,0.49684,0.58906,0.1841,STOPPED,16.281
147,20251019_192157,gaitgl_64steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,96,4,1024,silu,0.45,Adam,0.0001,1e-07,True,0.8,,"[1, 2, 3, 4]","[1, 2]","[1024, 768, 512, 256]",65,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14206,1.86342,0.5,489,0.37802,0.5632,0.15212,STOPPED,23.662
148,20251019_192157,gaitpart_16steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,96,4,1024,silu,0.45,Adam,0.0001,1e-07,True,0.8,,"[1, 2, 3, 4]","[1, 2]","[1024, 768, 512, 256]",65,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14399,1.71897,0.54545,102,0.45974,0.5339,0.23143,STOPPED,15.537
149,20251019_192157,gaitset_62steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,96,4,1024,silu,0.45,Adam,0.0001,1e-07,True,0.8,,"[1, 2, 3, 4]","[1, 2]","[1024, 768, 512, 256]",63,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15072,1.94794,0.5,485,0.37062,0.43697,0.14372,STOPPED,20.885
