id,timestamp,target_embedding,top_variant,source_params,model,seed,input_dim,hidden_layers,norm_layers,dropout_layers,dropout_rate,activation,base_dim,batch_size,num_layers,pooling,norm,optimizer,momentum_sgd,learning_rate,weight_decay,use_pca,pca_frac,train_loss,test_loss,accuracy,f1_macro,f1_per_class,epochs_trained,train_loss_best_state,test_loss_best_state,best_accuracy,best_f1,best_f1_per_class,best_epoch,training,duration_sec
11,20260111_181512,gaitset_OUMVLP_LOW50.csv,50%,Preset_11,MLP,42,41,"[768, 512, 384, 256]","[2, 4]","[1, 3]",0.45,leakyrelu,768,80,4,mean,L2,Adam,,0.0002,0.0,True,0.75,0.13652,1.98668,0.56818,0.42929,"[0.68182, 0.0, 0.60606]",979,0.14067,1.73181,0.63636,0.48336,"[0.74419, 0.0, 0.70588]",887,STOPPED,36.695
12,20260111_181512,gln_phase1_LOW50.csv,50%,Preset_11,MLP,42,41,"[768, 512, 384, 256]","[2, 4]","[1, 3]",0.45,leakyrelu,768,80,4,mean,L2,Adam,,0.0002,0.0,True,0.75,0.10496,2.08401,0.5,0.36906,"[0.57778, 0.0, 0.52941]",519,0.14156,2.10731,0.54545,0.45443,"[0.65116, 0.16667, 0.54545]",362,COMPLETED,17.845
13,20260111_181512,gln_phase2_LOW50.csv,50%,Preset_11,MLP,42,41,"[768, 512, 384, 256]","[2, 4]","[1, 3]",0.45,leakyrelu,768,80,4,mean,L2,Adam,,0.0002,0.0,True,0.75,0.11919,2.51826,0.43182,0.32099,"[0.66667, 0.0, 0.2963]",455,0.13938,2.36471,0.52273,0.43837,"[0.63415, 0.16667, 0.51429]",429,COMPLETED,17.86

14,20260111_181512,baseline_CASIAB_LOW50.csv,50%,Preset_15,MLP,42,46,"[576, 384, 192]",[2],"[1, 3]",0.5,elu,576,96,3,mean,minmax,RMSprop,,0.0002,5e-05,True,0.8,0.11895,1.44061,0.61364,0.51398,"[0.65306, 0.22222, 0.66667]",724,0.12174,1.47436,0.65909,0.62311,"[0.68182, 0.5, 0.6875]",674,COMPLETED,25.821
15,20260111_181512,baseline_OUMVLP_LOW50.csv,50%,Preset_15,MLP,42,45,"[576, 384, 192]",[2],"[1, 3]",0.5,elu,576,96,3,mean,minmax,RMSprop,,0.0002,5e-05,True,0.8,0.1172,2.05318,0.45455,0.39123,"[0.5, 0.2, 0.47368]",711,0.67303,1.29245,0.54545,0.51679,"[0.57895, 0.4, 0.57143]",70,COMPLETED,25.469
16,20260111_181512,gaitgl_GREW_BNNeck_LOW50.csv,50%,Preset_15,MLP,42,59,"[576, 384, 192]",[2],"[1, 3]",0.5,elu,576,96,3,mean,minmax,RMSprop,,0.0002,5e-05,True,0.8,0.11619,2.16344,0.45455,0.41792,"[0.53333, 0.33333, 0.3871]",585,0.43108,1.69231,0.52273,0.51179,"[0.6, 0.61538, 0.32]",121,COMPLETED,21.012
17,20260111_181512,gaitgl_GREW_LOW50.csv,50%,Preset_15,MLP,42,79,"[576, 384, 192]",[2],"[1, 3]",0.5,elu,576,96,3,mean,minmax,RMSprop,,0.0002,5e-05,True,0.8,0.11774,2.00851,0.40909,0.35481,"[0.4878, 0.125, 0.45161]",408,0.1679,2.14898,0.47727,0.40833,"[0.6, 0.125, 0.5]",195,COMPLETED,15.063
18,20260111_181512,gaitgl_LOW50.csv,50%,Preset_15,MLP,42,40,"[576, 384, 192]",[2],"[1, 3]",0.5,elu,576,96,3,mean,minmax,RMSprop,,0.0002,5e-05,True,0.8,0.11937,2.0273,0.38636,0.33913,"[0.43902, 0.2, 0.37838]",911,0.16574,2.53452,0.45455,0.4489,"[0.47368, 0.42857, 0.44444]",378,STOPPED,31.802
19,20260111_181512,gaitgl_OUMVLP_LOW50.csv,50%,Preset_15,MLP,42,44,"[576, 384, 192]",[2],"[1, 3]",0.5,elu,576,96,3,mean,minmax,RMSprop,,0.0002,5e-05,True,0.8,0.11883,2.2433,0.45455,0.38702,"[0.52381, 0.16667, 0.47059]",887,0.34723,1.8672,0.52273,0.44211,"[0.6, 0.2, 0.52632]",217,COMPLETED,31.814
20,20260111_181512,gaitpart_GREW_LOW50.csv,50%,Preset_15,MLP,42,59,"[576, 384, 192]",[2],"[1, 3]",0.5,elu,576,96,3,mean,minmax,RMSprop,,0.0002,5e-05,True,0.8,0.11911,1.85581,0.45455,0.33622,"[0.6383, 0.0, 0.37037]",468,0.71321,1.13222,0.56818,0.47434,"[0.6383, 0.22222, 0.5625]",61,COMPLETED,16.774
21,20260111_181512,gaitpart_OUMVLP_LOW50.csv,50%,Preset_15,MLP,42,49,"[576, 384, 192]",[2],"[1, 3]",0.5,elu,576,96,3,mean,minmax,RMSprop,,0.0002,5e-05,True,0.8,0.11944,1.95836,0.45455,0.3868,"[0.53659, 0.16667, 0.45714]",618,0.26444,1.38207,0.59091,0.5363,"[0.63415, 0.36364, 0.61111]",156,COMPLETED,19.89
22,20260111_181512,gaitset_GREW_LOW50.csv,50%,Preset_15,MLP,42,71,"[576, 384, 192]",[2],"[1, 3]",0.5,elu,576,96,3,mean,minmax,RMSprop,,0.0002,5e-05,True,0.8,0.11864,1.65716,0.52273,0.39811,"[0.57895, 0.0, 0.61538]",423,0.12017,1.52598,0.61364,0.50885,"[0.69767, 0.18182, 0.64706]",397,COMPLETED,13.537
23,20260111_181512,gaitset_LOW50.csv,50%,Preset_15,MLP,42,39,"[576, 384, 192]",[2],"[1, 3]",0.5,elu,576,96,3,mean,minmax,RMSprop,,0.0002,5e-05,True,0.8,0.11689,2.28019,0.38636,0.34222,"[0.53333, 0.33333, 0.16]",771,0.65505,1.33313,0.54545,0.53271,"[0.61538, 0.5, 0.48276]",87,COMPLETED,24.164
24,20260111_181512,gaitset_OUMVLP_LOW50.csv,50%,Preset_15,MLP,42,51,"[576, 384, 192]",[2],"[1, 3]",0.5,elu,576,96,3,mean,minmax,RMSprop,,0.0002,5e-05,True,0.8,0.118,1.84062,0.45455,0.34197,"[0.51163, 0.0, 0.51429]",681,0.4266,1.49859,0.54545,0.49449,"[0.59459, 0.22222, 0.66667]",133,COMPLETED,21.26
25,20260111_181512,gln_phase1_LOW50.csv,50%,Preset_15,MLP,42,53,"[576, 384, 192]",[2],"[1, 3]",0.5,elu,576,96,3,mean,minmax,RMSprop,,0.0002,5e-05,True,0.8,0.11923,2.15897,0.38636,0.29293,"[0.54545, 0.0, 0.33333]",653,0.15853,2.46467,0.43182,0.37226,"[0.52632, 0.13333, 0.45714]",276,COMPLETED,20.283
26,20260111_181512,gln_phase2_LOW50.csv,50%,Preset_15,MLP,42,54,"[576, 384, 192]",[2],"[1, 3]",0.5,elu,576,96,3,mean,minmax,RMSprop,,0.0002,5e-05,True,0.8,0.11782,2.39542,0.47727,0.39748,"[0.68293, 0.16667, 0.34286]",664,0.12186,2.55672,0.54545,0.48207,"[0.71429, 0.30769, 0.42424]",522,COMPLETED,21.204

27,20260111_181512,baseline_CASIAB_LOW50.csv,50%,Preset_22,MLP,42,46,"[1024, 768, 512, 256]","[1, 2, 3, 4]","[1, 2, 3]",0.4,silu,1024,64,4,mean,minmax,Adam,,0.0001,1e-07,True,0.8,0.1189,2.27358,0.47727,0.40056,"[0.55319, 0.18182, 0.46667]",242,0.13573,2.10527,0.59091,0.56852,"[0.63415, 0.5, 0.57143]",184,COMPLETED,12.608
28,20260111_181512,baseline_OUMVLP_LOW50.csv,50%,Preset_22,MLP,42,45,"[1024, 768, 512, 256]","[1, 2, 3, 4]","[1, 2, 3]",0.4,silu,1024,64,4,mean,minmax,Adam,,0.0001,1e-07,True,0.8,0.10952,2.11982,0.52273,0.49231,"[0.5641, 0.4, 0.51282]",270,0.11622,1.95429,0.61364,0.58704,"[0.65, 0.5, 0.61111]",258,COMPLETED,13.115
29,20260111_181512,gaitgl_GREW_BNNeck_LOW50.csv,50%,Preset_22,MLP,42,59,"[1024, 768, 512, 256]","[1, 2, 3, 4]","[1, 2, 3]",0.4,silu,1024,64,4,mean,minmax,Adam,,0.0001,1e-07,True,0.8,0.11392,2.2707,0.45455,0.38256,"[0.6, 0.30769, 0.24]",236,0.12663,2.26824,0.52273,0.48248,"[0.62745, 0.5, 0.32]",209,COMPLETED,11.878
30,20260111_181512,gaitgl_GREW_LOW50.csv,50%,Preset_22,MLP,42,79,"[1024, 768, 512, 256]","[1, 2, 3, 4]","[1, 2, 3]",0.4,silu,1024,64,4,mean,minmax,Adam,,0.0001,1e-07,True,0.8,0.11144,2.31778,0.47727,0.40708,"[0.5641, 0.14286, 0.51429]",170,0.13307,2.31927,0.56818,0.47784,"[0.60465, 0.18182, 0.64706]",129,COMPLETED,8.576
31,20260111_181512,gaitgl_LOW50.csv,50%,Preset_22,MLP,42,40,"[1024, 768, 512, 256]","[1, 2, 3, 4]","[1, 2, 3]",0.4,silu,1024,64,4,mean,minmax,Adam,,0.0001,1e-07,True,0.8,0.11999,2.04345,0.40909,0.3515,"[0.51163, 0.2, 0.34286]",311,0.24236,2.14331,0.54545,0.50178,"[0.61538, 0.36364, 0.52632]",116,COMPLETED,16.112
32,20260111_181512,gaitgl_OUMVLP_LOW50.csv,50%,Preset_22,MLP,42,44,"[1024, 768, 512, 256]","[1, 2, 3, 4]","[1, 2, 3]",0.4,silu,1024,64,4,mean,minmax,Adam,,0.0001,1e-07,True,0.8,0.11571,2.11375,0.54545,0.44949,"[0.66667, 0.18182, 0.5]",364,0.14939,2.04524,0.56818,0.51814,"[0.6383, 0.4, 0.51613]",306,COMPLETED,19.193
33,20260111_181512,gaitpart_GREW_LOW50.csv,50%,Preset_22,MLP,42,59,"[1024, 768, 512, 256]","[1, 2, 3, 4]","[1, 2, 3]",0.4,silu,1024,64,4,mean,minmax,Adam,,0.0001,1e-07,True,0.8,0.11502,1.46899,0.61364,0.49814,"[0.72, 0.18182, 0.59259]",206,0.48267,1.26658,0.59091,0.54791,"[0.68182, 0.42857, 0.53333]",38,COMPLETED,11.088
34,20260111_181512,gaitpart_OUMVLP_LOW50.csv,50%,Preset_22,MLP,42,49,"[1024, 768, 512, 256]","[1, 2, 3, 4]","[1, 2, 3]",0.4,silu,1024,64,4,mean,minmax,Adam,,0.0001,1e-07,True,0.8,0.11547,1.80933,0.56818,0.50538,"[0.66667, 0.33333, 0.51613]",237,0.11807,1.84453,0.63636,0.56566,"[0.72727, 0.36364, 0.60606]",211,COMPLETED,12.373
35,20260111_181512,gaitset_GREW_LOW50.csv,50%,Preset_22,MLP,42,71,"[1024, 768, 512, 256]","[1, 2, 3, 4]","[1, 2, 3]",0.4,silu,1024,64,4,mean,minmax,Adam,,0.0001,1e-07,True,0.8,0.11346,1.82472,0.52273,0.3904,"[0.6087, 0.0, 0.5625]",163,0.14082,1.93232,0.56818,0.53606,"[0.63415, 0.42857, 0.54545]",113,COMPLETED,8.689
36,20260111_181512,gaitset_LOW50.csv,50%,Preset_22,MLP,42,39,"[1024, 768, 512, 256]","[1, 2, 3, 4]","[1, 2, 3]",0.4,silu,1024,64,4,mean,minmax,Adam,,0.0001,1e-07,True,0.8,0.1144,2.05854,0.45455,0.3956,"[0.57143, 0.30769, 0.30769]",296,0.14106,2.20597,0.52273,0.48166,"[0.56522, 0.36364, 0.51613]",211,COMPLETED,14.689
37,20260111_181512,gaitset_OUMVLP_LOW50.csv,50%,Preset_22,MLP,42,51,"[1024, 768, 512, 256]","[1, 2, 3, 4]","[1, 2, 3]",0.4,silu,1024,64,4,mean,minmax,Adam,,0.0001,1e-07,True,0.8,0.11209,2.23445,0.47727,0.36252,"[0.55814, 0.0, 0.52941]",244,0.68605,1.48401,0.5,0.45485,"[0.52632, 0.25, 0.58824]",26,COMPLETED,12.46
38,20260111_181512,gln_phase1_LOW50.csv,50%,Preset_22,MLP,42,53,"[1024, 768, 512, 256]","[1, 2, 3, 4]","[1, 2, 3]",0.4,silu,1024,64,4,mean,minmax,Adam,,0.0001,1e-07,True,0.8,0.11121,2.17097,0.43182,0.36382,"[0.55814, 0.13333, 0.4]",265,0.11344,1.94318,0.56818,0.4772,"[0.65217, 0.25, 0.52941]",226,COMPLETED,13.242
39,20260111_181512,gln_phase2_LOW50.csv,50%,Preset_22,MLP,42,54,"[1024, 768, 512, 256]","[1, 2, 3, 4]","[1, 2, 3]",0.4,silu,1024,64,4,mean,minmax,Adam,,0.0001,1e-07,True,0.8,0.11583,2.83493,0.43182,0.3607,"[0.63415, 0.15385, 0.29412]",250,0.13868,2.729,0.52273,0.46746,"[0.68293, 0.30769, 0.41176]",195,COMPLETED,12.408

40,20260111_181512,baseline_CASIAB_LOW50.csv,50%,Preset_23,MLP,42,46,"[1024, 768, 512, 256]","[1, 2, 3, 4]","[1, 2]",0.45,silu,1024,96,4,mean,minmax,Adam,,0.0001,1e-07,True,0.8,0.11684,2.17572,0.43182,0.32104,"[0.47826, 0.0, 0.48485]",267,0.20902,1.94872,0.59091,0.56629,"[0.63636, 0.5, 0.5625]",112,COMPLETED,10.045
41,20260111_181512,baseline_OUMVLP_LOW50.csv,50%,Preset_23,MLP,42,45,"[1024, 768, 512, 256]","[1, 2, 3, 4]","[1, 2]",0.45,silu,1024,96,4,mean,minmax,Adam,,0.0001,1e-07,True,0.8,0.11462,1.93806,0.47727,0.40839,"[0.4878, 0.18182, 0.55556]",302,0.17288,1.75676,0.59091,0.56337,"[0.6, 0.46154, 0.62857]",133,COMPLETED,11.183
42,20260111_181512,gaitgl_GREW_BNNeck_LOW50.csv,50%,Preset_23,MLP,42,59,"[1024, 768, 512, 256]","[1, 2, 3, 4]","[1, 2]",0.45,silu,1024,96,4,mean,minmax,Adam,,0.0001,1e-07,True,0.8,0.11733,2.23891,0.47727,0.42911,"[0.60465, 0.30769, 0.375]",266,0.13517,1.99123,0.56818,0.47974,"[0.70588, 0.33333, 0.4]",188,COMPLETED,10.007
43,20260111_181512,gaitgl_GREW_LOW50.csv,50%,Preset_23,MLP,42,79,"[1024, 768, 512, 256]","[1, 2, 3, 4]","[1, 2]",0.45,silu,1024,96,4,mean,minmax,Adam,,0.0001,1e-07,True,0.8,0.11729,2.00696,0.5,0.3951,"[0.60465, 0.0, 0.58065]",221,0.12541,2.06802,0.52273,0.44259,"[0.55, 0.16667, 0.61111]",170,COMPLETED,8.298
44,20260111_181512,gaitgl_LOW50.csv,50%,Preset_23,MLP,42,40,"[1024, 768, 512, 256]","[1, 2, 3, 4]","[1, 2]",0.45,silu,1024,96,4,mean,minmax,Adam,,0.0001,1e-07,True,0.8,0.11614,1.99764,0.40909,0.29539,"[0.46512, 0.0, 0.42105]",374,0.45103,1.56086,0.5,0.49194,"[0.51429, 0.46154, 0.5]",75,COMPLETED,14.602
45,20260111_181512,gaitgl_OUMVLP_LOW50.csv,50%,Preset_23,MLP,42,44,"[1024, 768, 512, 256]","[1, 2, 3, 4]","[1, 2]",0.45,silu,1024,96,4,mean,minmax,Adam,,0.0001,1e-07,True,0.8,0.11831,2.01564,0.43182,0.36237,"[0.54545, 0.16667, 0.375]",367,0.11766,1.90049,0.56818,0.5098,"[0.66667, 0.33333, 0.52941]",349,COMPLETED,14.556
46,20260111_181512,gaitpart_GREW_LOW50.csv,50%,Preset_23,MLP,42,59,"[1024, 768, 512, 256]","[1, 2, 3, 4]","[1, 2]",0.45,silu,1024,96,4,mean,minmax,Adam,,0.0001,1e-07,True,0.8,0.11476,1.73936,0.5,0.38009,"[0.57778, 0.0, 0.5625]",227,0.13906,1.62184,0.63636,0.51897,"[0.73469, 0.22222, 0.6]",154,COMPLETED,8.656
47,20260111_181512,gaitpart_OUMVLP_LOW50.csv,50%,Preset_23,MLP,42,49,"[1024, 768, 512, 256]","[1, 2, 3, 4]","[1, 2]",0.45,silu,1024,96,4,mean,minmax,Adam,,0.0001,1e-07,True,0.8,0.11543,1.67808,0.63636,0.56566,"[0.72727, 0.36364, 0.60606]",269,0.20192,1.64925,0.63636,0.60125,"[0.69767, 0.5, 0.60606]",106,COMPLETED,10.039
48,20260111_181512,gaitset_GREW_LOW50.csv,50%,Preset_23,MLP,42,71,"[1024, 768, 512, 256]","[1, 2, 3, 4]","[1, 2]",0.45,silu,1024,96,4,mean,minmax,Adam,,0.0001,1e-07,True,0.8,0.11702,1.48935,0.59091,0.49259,"[0.66667, 0.2, 0.61111]",192,0.12421,1.50374,0.65909,0.58788,"[0.71429, 0.36364, 0.68571]",181,COMPLETED,7.505
49,20260111_181512,gaitset_LOW50.csv,50%,Preset_23,MLP,42,39,"[1024, 768, 512, 256]","[1, 2, 3, 4]","[1, 2]",0.45,silu,1024,96,4,mean,minmax,Adam,,0.0001,1e-07,True,0.8,0.11676,2.10543,0.45455,0.3875,"[0.52381, 0.15385, 0.48485]",349,0.11923,1.97137,0.52273,0.48312,"[0.57143, 0.36364, 0.51429]",267,COMPLETED,12.886
50,20260111_181512,gaitset_OUMVLP_LOW50.csv,50%,Preset_23,MLP,42,51,"[1024, 768, 512, 256]","[1, 2, 3, 4]","[1, 2]",0.45,silu,1024,96,4,mean,minmax,Adam,,0.0001,1e-07,True,0.8,0.1181,2.1457,0.5,0.3951,"[0.60465, 0.0, 0.58065]",258,0.16365,2.30016,0.52273,0.41081,"[0.58537, 0.0, 0.64706]",170,COMPLETED,10.543
51,20260111_181512,gln_phase1_LOW50.csv,50%,Preset_23,MLP,42,53,"[1024, 768, 512, 256]","[1, 2, 3, 4]","[1, 2]",0.45,silu,1024,96,4,mean,minmax,Adam,,0.0001,1e-07,True,0.8,0.11547,2.07405,0.45455,0.38416,"[0.58537, 0.14286, 0.42424]",244,0.18725,1.86843,0.54545,0.48844,"[0.63415, 0.28571, 0.54545]",109,COMPLETED,10.197
52,20260111_181512,gln_phase2_LOW50.csv,50%,Preset_23,MLP,42,54,"[1024, 768, 512, 256]","[1, 2, 3, 4]","[1, 2]",0.45,silu,1024,96,4,mean,minmax,Adam,,0.0001,1e-07,True,0.8,0.11774,2.43418,0.43182,0.35864,"[0.61905, 0.15385, 0.30303]",281,0.38316,2.21802,0.45455,0.42023,"[0.5641, 0.30769, 0.38889]",66,COMPLETED,11.557

53,20260111_181512,baseline_CASIAB_LOW50.csv,50%,Preset_66,MLP,42,46,"[1024, 768, 512, 256]","[1, 2, 3]","[1, 2]",0.4,silu,1024,64,4,mean,minmax,Adam,,0.0002,1e-07,True,0.8,0.11516,2.48676,0.47727,0.35465,"[0.53061, 0.0, 0.53333]",148,0.13662,2.552,0.52273,0.50656,"[0.55814, 0.46154, 0.5]",102,COMPLETED,7.659
54,20260111_181512,baseline_OUMVLP_LOW50.csv,50%,Preset_66,MLP,42,45,"[1024, 768, 512, 256]","[1, 2, 3]","[1, 2]",0.4,silu,1024,64,4,mean,minmax,Adam,,0.0002,1e-07,True,0.8,0.11294,1.93117,0.5,0.42408,"[0.52632, 0.18182, 0.5641]",170,0.5839,1.39004,0.56818,0.53954,"[0.57895, 0.42857, 0.61111]",17,COMPLETED,8.83
55,20260111_181512,gaitgl_GREW_BNNeck_LOW50.csv,50%,Preset_66,MLP,42,59,"[1024, 768, 512, 256]","[1, 2, 3]","[1, 2]",0.4,silu,1024,64,4,mean,minmax,Adam,,0.0002,1e-07,True,0.8,0.11325,2.09952,0.47727,0.41998,"[0.6, 0.36364, 0.2963]",147,0.17712,2.33671,0.59091,0.49359,"[0.73077, 0.33333, 0.41667]",63,COMPLETED,7.676
56,20260111_181512,gaitgl_GREW_LOW50.csv,50%,Preset_66,MLP,42,79,"[1024, 768, 512, 256]","[1, 2, 3]","[1, 2]",0.4,silu,1024,64,4,mean,minmax,Adam,,0.0002,1e-07,True,0.8,0.11331,2.21454,0.40909,0.3254,"[0.47619, 0.0, 0.5]",106,0.35298,1.9052,0.54545,0.41107,"[0.60465, 0.0, 0.62857]",18,COMPLETED,5.57
57,20260111_181512,gaitgl_LOW50.csv,50%,Preset_66,MLP,42,40,"[1024, 768, 512, 256]","[1, 2, 3]","[1, 2]",0.4,silu,1024,64,4,mean,minmax,Adam,,0.0002,1e-07,True,0.8,0.11486,1.86323,0.5,0.4746,"[0.5, 0.4, 0.52381]",185,0.12364,1.64372,0.59091,0.58002,"[0.6, 0.54545, 0.59459]",158,COMPLETED,9.759
58,20260111_181512,gaitgl_OUMVLP_LOW50.csv,50%,Preset_66,MLP,42,44,"[1024, 768, 512, 256]","[1, 2, 3]","[1, 2]",0.4,silu,1024,64,4,mean,minmax,Adam,,0.0002,1e-07,True,0.8,0.11279,1.89474,0.5,0.47201,"[0.54545, 0.4, 0.47059]",202,0.12487,1.98832,0.52273,0.52525,"[0.54545, 0.54545, 0.48485]",186,COMPLETED,10.565
59,20260111_181512,gaitpart_GREW_LOW50.csv,50%,Preset_66,MLP,42,59,"[1024, 768, 512, 256]","[1, 2, 3]","[1, 2]",0.4,silu,1024,64,4,mean,minmax,Adam,,0.0002,1e-07,True,0.8,0.11548,1.61477,0.45455,0.33838,"[0.59091, 0.0, 0.42424]",112,0.2733,1.37242,0.63636,0.52525,"[0.72727, 0.18182, 0.66667]",26,COMPLETED,5.793
60,20260111_181512,gaitpart_OUMVLP_LOW50.csv,50%,Preset_66,MLP,42,49,"[1024, 768, 512, 256]","[1, 2, 3]","[1, 2]",0.4,silu,1024,64,4,mean,minmax,Adam,,0.0002,1e-07,True,0.8,0.11556,1.6936,0.56818,0.4183,"[0.66667, 0.0, 0.58824]",137,0.22519,2.09719,0.54545,0.50297,"[0.65116, 0.375, 0.48276]",43,COMPLETED,7.081
61,20260111_181512,gaitset_GREW_LOW50.csv,50%,Preset_66,MLP,42,71,"[1024, 768, 512, 256]","[1, 2, 3]","[1, 2]",0.4,silu,1024,64,4,mean,minmax,Adam,,0.0002,1e-07,True,0.8,0.11642,1.5831,0.56818,0.42042,"[0.66667, 0.0, 0.59459]",104,0.13023,1.51597,0.63636,0.58659,"[0.66667, 0.44444, 0.64865]",77,COMPLETED,5.563
62,20260111_181512,gaitset_LOW50.csv,50%,Preset_66,MLP,42,39,"[1024, 768, 512, 256]","[1, 2, 3]","[1, 2]",0.4,silu,1024,64,4,mean,minmax,Adam,,0.0002,1e-07,True,0.8,0.11918,2.09668,0.40909,0.37331,"[0.51163, 0.28571, 0.32258]",142,0.39215,1.63884,0.52273,0.50594,"[0.57143, 0.46154, 0.48485]",27,COMPLETED,7.417
63,20260111_181512,gaitset_OUMVLP_LOW50.csv,50%,Preset_66,MLP,42,51,"[1024, 768, 512, 256]","[1, 2, 3]","[1, 2]",0.4,silu,1024,64,4,mean,minmax,Adam,,0.0002,1e-07,True,0.8,0.11735,2.37095,0.43182,0.33189,"[0.57143, 0.0, 0.42424]",158,0.6372,1.47229,0.52273,0.47304,"[0.54054, 0.25, 0.62857]",13,COMPLETED,8.131
64,20260111_181512,gln_phase1_LOW50.csv,50%,Preset_66,MLP,42,53,"[1024, 768, 512, 256]","[1, 2, 3]","[1, 2]",0.4,silu,1024,64,4,mean,minmax,Adam,,0.0002,1e-07,True,0.8,0.11613,1.81383,0.45455,0.38387,"[0.53333, 0.16667, 0.45161]",130,0.16547,2.24063,0.56818,0.4792,"[0.6, 0.22222, 0.61538]",64,COMPLETED,6.936
