run_id,arch,preset_rank,source_params,target_embedding,embedding_relpath,split_seed,best_val_f1,best_epoch,best_f1_per_class,model_path,cfg_json
43,Transformer,5,Preset_13,gln_93steps_mean.csv,Gait_Embeddings_Combined/mean/gln_93steps_mean.csv,33,0.5754,1196,"[0.6977, 0.4, 0.6286]",,"{""norm"": ""nan"", ""model_dims"": [256], ""num_heads"": 8, ""num_layers"": 1, ""dim_feedforward"": 512, ""dropout"": 0.1, ""activation"": ""mish"", ""norm_type"": ""postnorm"", ""pos_encoding"": ""learned"", ""pooling"": ""max"", ""use_cls_token"": false, ""batch_size"": 96, ""optimizer"": ""Adam"", ""learning_rate"": 7e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
44,Transformer,5,Preset_13,gln_93steps_mean.csv,Gait_Embeddings_Combined/mean/gln_93steps_mean.csv,888,0.4724,294,"[0.6316, 0.2857, 0.5]",,"{""norm"": ""nan"", ""model_dims"": [256], ""num_heads"": 8, ""num_layers"": 1, ""dim_feedforward"": 512, ""dropout"": 0.1, ""activation"": ""mish"", ""norm_type"": ""postnorm"", ""pos_encoding"": ""learned"", ""pooling"": ""max"", ""use_cls_token"": false, ""batch_size"": 96, ""optimizer"": ""Adam"", ""learning_rate"": 7e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
45,Transformer,5,Preset_13,gln_93steps_mean.csv,Gait_Embeddings_Combined/mean/gln_93steps_mean.csv,800,0.5235,354,"[0.7234, 0.2222, 0.625]",,"{""norm"": ""nan"", ""model_dims"": [256], ""num_heads"": 8, ""num_layers"": 1, ""dim_feedforward"": 512, ""dropout"": 0.1, ""activation"": ""mish"", ""norm_type"": ""postnorm"", ""pos_encoding"": ""learned"", ""pooling"": ""max"", ""use_cls_token"": false, ""batch_size"": 96, ""optimizer"": ""Adam"", ""learning_rate"": 7e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
46,Transformer,5,Preset_13,gln_93steps_mean.csv,Gait_Embeddings_Combined/mean/gln_93steps_mean.csv,123,0.4897,1109,"[0.6667, 0.1818, 0.6207]",,"{""norm"": ""nan"", ""model_dims"": [256], ""num_heads"": 8, ""num_layers"": 1, ""dim_feedforward"": 512, ""dropout"": 0.1, ""activation"": ""mish"", ""norm_type"": ""postnorm"", ""pos_encoding"": ""learned"", ""pooling"": ""max"", ""use_cls_token"": false, ""batch_size"": 96, ""optimizer"": ""Adam"", ""learning_rate"": 7e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
47,Transformer,5,Preset_13,gln_93steps_mean.csv,Gait_Embeddings_Combined/mean/gln_93steps_mean.csv,111,0.5057,428,"[0.7111, 0.2, 0.6061]",,"{""norm"": ""nan"", ""model_dims"": [256], ""num_heads"": 8, ""num_layers"": 1, ""dim_feedforward"": 512, ""dropout"": 0.1, ""activation"": ""mish"", ""norm_type"": ""postnorm"", ""pos_encoding"": ""learned"", ""pooling"": ""max"", ""use_cls_token"": false, ""batch_size"": 96, ""optimizer"": ""Adam"", ""learning_rate"": 7e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
48,Transformer,5,Preset_13,gln_93steps_mean.csv,Gait_Embeddings_Combined/mean/gln_93steps_mean.csv,425,0.528,307,"[0.6316, 0.2857, 0.6667]",,"{""norm"": ""nan"", ""model_dims"": [256], ""num_heads"": 8, ""num_layers"": 1, ""dim_feedforward"": 512, ""dropout"": 0.1, ""activation"": ""mish"", ""norm_type"": ""postnorm"", ""pos_encoding"": ""learned"", ""pooling"": ""max"", ""use_cls_token"": false, ""batch_size"": 96, ""optimizer"": ""Adam"", ""learning_rate"": 7e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
49,Transformer,5,Preset_13,gln_93steps_mean.csv,Gait_Embeddings_Combined/mean/gln_93steps_mean.csv,672,0.5091,1020,"[0.6316, 0.3333, 0.5625]",,"{""norm"": ""nan"", ""model_dims"": [256], ""num_heads"": 8, ""num_layers"": 1, ""dim_feedforward"": 512, ""dropout"": 0.1, ""activation"": ""mish"", ""norm_type"": ""postnorm"", ""pos_encoding"": ""learned"", ""pooling"": ""max"", ""use_cls_token"": false, ""batch_size"": 96, ""optimizer"": ""Adam"", ""learning_rate"": 7e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
50,Transformer,5,Preset_13,gln_93steps_mean.csv,Gait_Embeddings_Combined/mean/gln_93steps_mean.csv,69,0.5797,680,"[0.7391, 0.4286, 0.5714]",,"{""norm"": ""nan"", ""model_dims"": [256], ""num_heads"": 8, ""num_layers"": 1, ""dim_feedforward"": 512, ""dropout"": 0.1, ""activation"": ""mish"", ""norm_type"": ""postnorm"", ""pos_encoding"": ""learned"", ""pooling"": ""max"", ""use_cls_token"": false, ""batch_size"": 96, ""optimizer"": ""Adam"", ""learning_rate"": 7e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
51,Transformer,6,Preset_3,gaitpart_16steps_mean.csv,Gait_Embeddings_Combined/mean/gaitpart_16steps_mean.csv,8,0.5364,1572,"[0.8444, 0.0, 0.7647]",,"{""norm"": ""minmax"", ""model_dims"": [768, 768], ""num_heads"": 16, ""num_layers"": 2, ""dim_feedforward"": 1536, ""dropout"": 0.1, ""activation"": ""gelu"", ""norm_type"": ""prenorm"", ""pos_encoding"": ""learned"", ""pooling"": ""max"", ""use_cls_token"": false, ""batch_size"": 32, ""optimizer"": ""AdamW"", ""learning_rate"": 2e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
52,Transformer,6,Preset_3,gaitpart_16steps_mean.csv,Gait_Embeddings_Combined/mean/gaitpart_16steps_mean.csv,24,0.5718,2708,"[0.6667, 0.4, 0.6486]",,"{""norm"": ""minmax"", ""model_dims"": [768, 768], ""num_heads"": 16, ""num_layers"": 2, ""dim_feedforward"": 1536, ""dropout"": 0.1, ""activation"": ""gelu"", ""norm_type"": ""prenorm"", ""pos_encoding"": ""learned"", ""pooling"": ""max"", ""use_cls_token"": false, ""batch_size"": 32, ""optimizer"": ""AdamW"", ""learning_rate"": 2e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
53,Transformer,6,Preset_3,gaitpart_16steps_mean.csv,Gait_Embeddings_Combined/mean/gaitpart_16steps_mean.csv,33,0.6183,988,"[0.7083, 0.6667, 0.48]",,"{""norm"": ""minmax"", ""model_dims"": [768, 768], ""num_heads"": 16, ""num_layers"": 2, ""dim_feedforward"": 1536, ""dropout"": 0.1, ""activation"": ""gelu"", ""norm_type"": ""prenorm"", ""pos_encoding"": ""learned"", ""pooling"": ""max"", ""use_cls_token"": false, ""batch_size"": 32, ""optimizer"": ""AdamW"", ""learning_rate"": 2e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
54,Transformer,6,Preset_3,gaitpart_16steps_mean.csv,Gait_Embeddings_Combined/mean/gaitpart_16steps_mean.csv,888,0.4792,947,"[0.6154, 0.2222, 0.6]",,"{""norm"": ""minmax"", ""model_dims"": [768, 768], ""num_heads"": 16, ""num_layers"": 2, ""dim_feedforward"": 1536, ""dropout"": 0.1, ""activation"": ""gelu"", ""norm_type"": ""prenorm"", ""pos_encoding"": ""learned"", ""pooling"": ""max"", ""use_cls_token"": false, ""batch_size"": 32, ""optimizer"": ""AdamW"", ""learning_rate"": 2e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
55,Transformer,6,Preset_3,gaitpart_16steps_mean.csv,Gait_Embeddings_Combined/mean/gaitpart_16steps_mean.csv,800,0.6591,1092,"[0.7273, 0.5, 0.75]",,"{""norm"": ""minmax"", ""model_dims"": [768, 768], ""num_heads"": 16, ""num_layers"": 2, ""dim_feedforward"": 1536, ""dropout"": 0.1, ""activation"": ""gelu"", ""norm_type"": ""prenorm"", ""pos_encoding"": ""learned"", ""pooling"": ""max"", ""use_cls_token"": false, ""batch_size"": 32, ""optimizer"": ""AdamW"", ""learning_rate"": 2e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
56,Transformer,6,Preset_3,gaitpart_16steps_mean.csv,Gait_Embeddings_Combined/mean/gaitpart_16steps_mean.csv,123,0.5956,1274,"[0.8, 0.2222, 0.7647]",,"{""norm"": ""minmax"", ""model_dims"": [768, 768], ""num_heads"": 16, ""num_layers"": 2, ""dim_feedforward"": 1536, ""dropout"": 0.1, ""activation"": ""gelu"", ""norm_type"": ""prenorm"", ""pos_encoding"": ""learned"", ""pooling"": ""max"", ""use_cls_token"": false, ""batch_size"": 32, ""optimizer"": ""AdamW"", ""learning_rate"": 2e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
57,Transformer,6,Preset_3,gaitpart_16steps_mean.csv,Gait_Embeddings_Combined/mean/gaitpart_16steps_mean.csv,111,0.5402,1013,"[0.8095, 0.2, 0.6111]",,"{""norm"": ""minmax"", ""model_dims"": [768, 768], ""num_heads"": 16, ""num_layers"": 2, ""dim_feedforward"": 1536, ""dropout"": 0.1, ""activation"": ""gelu"", ""norm_type"": ""prenorm"", ""pos_encoding"": ""learned"", ""pooling"": ""max"", ""use_cls_token"": false, ""batch_size"": 32, ""optimizer"": ""AdamW"", ""learning_rate"": 2e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
58,Transformer,6,Preset_3,gaitpart_16steps_mean.csv,Gait_Embeddings_Combined/mean/gaitpart_16steps_mean.csv,425,0.4576,955,"[0.5143, 0.2222, 0.6364]",,"{""norm"": ""minmax"", ""model_dims"": [768, 768], ""num_heads"": 16, ""num_layers"": 2, ""dim_feedforward"": 1536, ""dropout"": 0.1, ""activation"": ""gelu"", ""norm_type"": ""prenorm"", ""pos_encoding"": ""learned"", ""pooling"": ""max"", ""use_cls_token"": false, ""batch_size"": 32, ""optimizer"": ""AdamW"", ""learning_rate"": 2e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
59,Transformer,6,Preset_3,gaitpart_16steps_mean.csv,Gait_Embeddings_Combined/mean/gaitpart_16steps_mean.csv,672,0.5828,2075,"[0.7556, 0.25, 0.7429]",,"{""norm"": ""minmax"", ""model_dims"": [768, 768], ""num_heads"": 16, ""num_layers"": 2, ""dim_feedforward"": 1536, ""dropout"": 0.1, ""activation"": ""gelu"", ""norm_type"": ""prenorm"", ""pos_encoding"": ""learned"", ""pooling"": ""max"", ""use_cls_token"": false, ""batch_size"": 32, ""optimizer"": ""AdamW"", ""learning_rate"": 2e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
60,Transformer,6,Preset_3,gaitpart_16steps_mean.csv,Gait_Embeddings_Combined/mean/gaitpart_16steps_mean.csv,69,0.2374,232,"[0.0, 0.1667, 0.5455]",,"{""norm"": ""minmax"", ""model_dims"": [768, 768], ""num_heads"": 16, ""num_layers"": 2, ""dim_feedforward"": 1536, ""dropout"": 0.1, ""activation"": ""gelu"", ""norm_type"": ""prenorm"", ""pos_encoding"": ""learned"", ""pooling"": ""max"", ""use_cls_token"": false, ""batch_size"": 32, ""optimizer"": ""AdamW"", ""learning_rate"": 2e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
61,Transformer,7,Preset_12,gaitpart_OUMVLP.csv,Gait_Embeddings_good/gaitpart_OUMVLP.csv,8,0.6435,545,"[0.7805, 0.4, 0.75]",,"{""norm"": ""nan"", ""model_dims"": [320, 480, 640], ""num_heads"": 8, ""num_layers"": 3, ""dim_feedforward"": 960, ""dropout"": 0.15, ""activation"": ""gelu"", ""norm_type"": ""prenorm"", ""pos_encoding"": ""learned"", ""pooling"": ""mean"", ""use_cls_token"": false, ""batch_size"": 48, ""optimizer"": ""AdamW"", ""learning_rate"": 7e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
62,Transformer,7,Preset_12,gaitpart_OUMVLP.csv,Gait_Embeddings_good/gaitpart_OUMVLP.csv,24,0.5321,848,"[0.6977, 0.25, 0.6486]",,"{""norm"": ""nan"", ""model_dims"": [320, 480, 640], ""num_heads"": 8, ""num_layers"": 3, ""dim_feedforward"": 960, ""dropout"": 0.15, ""activation"": ""gelu"", ""norm_type"": ""prenorm"", ""pos_encoding"": ""learned"", ""pooling"": ""mean"", ""use_cls_token"": false, ""batch_size"": 48, ""optimizer"": ""AdamW"", ""learning_rate"": 7e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
63,Transformer,7,Preset_12,gaitpart_OUMVLP.csv,Gait_Embeddings_good/gaitpart_OUMVLP.csv,33,0.554,200,"[0.6667, 0.3636, 0.6316]",,"{""norm"": ""nan"", ""model_dims"": [320, 480, 640], ""num_heads"": 8, ""num_layers"": 3, ""dim_feedforward"": 960, ""dropout"": 0.15, ""activation"": ""gelu"", ""norm_type"": ""prenorm"", ""pos_encoding"": ""learned"", ""pooling"": ""mean"", ""use_cls_token"": false, ""batch_size"": 48, ""optimizer"": ""AdamW"", ""learning_rate"": 7e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
64,Transformer,7,Preset_12,gaitpart_OUMVLP.csv,Gait_Embeddings_good/gaitpart_OUMVLP.csv,888,0.5347,211,"[0.619, 0.4444, 0.5405]",,"{""norm"": ""nan"", ""model_dims"": [320, 480, 640], ""num_heads"": 8, ""num_layers"": 3, ""dim_feedforward"": 960, ""dropout"": 0.15, ""activation"": ""gelu"", ""norm_type"": ""prenorm"", ""pos_encoding"": ""learned"", ""pooling"": ""mean"", ""use_cls_token"": false, ""batch_size"": 48, ""optimizer"": ""AdamW"", ""learning_rate"": 7e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
65,Transformer,7,Preset_12,gaitpart_OUMVLP.csv,Gait_Embeddings_good/gaitpart_OUMVLP.csv,800,0.6782,204,"[0.7692, 0.5455, 0.72]",,"{""norm"": ""nan"", ""model_dims"": [320, 480, 640], ""num_heads"": 8, ""num_layers"": 3, ""dim_feedforward"": 960, ""dropout"": 0.15, ""activation"": ""gelu"", ""norm_type"": ""prenorm"", ""pos_encoding"": ""learned"", ""pooling"": ""mean"", ""use_cls_token"": false, ""batch_size"": 48, ""optimizer"": ""AdamW"", ""learning_rate"": 7e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
66,Transformer,7,Preset_12,gaitpart_OUMVLP.csv,Gait_Embeddings_good/gaitpart_OUMVLP.csv,123,0.5469,677,"[0.5946, 0.4211, 0.625]",,"{""norm"": ""nan"", ""model_dims"": [320, 480, 640], ""num_heads"": 8, ""num_layers"": 3, ""dim_feedforward"": 960, ""dropout"": 0.15, ""activation"": ""gelu"", ""norm_type"": ""prenorm"", ""pos_encoding"": ""learned"", ""pooling"": ""mean"", ""use_cls_token"": false, ""batch_size"": 48, ""optimizer"": ""AdamW"", ""learning_rate"": 7e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
67,Transformer,7,Preset_12,gaitpart_OUMVLP.csv,Gait_Embeddings_good/gaitpart_OUMVLP.csv,111,0.5052,788,"[0.7179, 0.2353, 0.5625]",,"{""norm"": ""nan"", ""model_dims"": [320, 480, 640], ""num_heads"": 8, ""num_layers"": 3, ""dim_feedforward"": 960, ""dropout"": 0.15, ""activation"": ""gelu"", ""norm_type"": ""prenorm"", ""pos_encoding"": ""learned"", ""pooling"": ""mean"", ""use_cls_token"": false, ""batch_size"": 48, ""optimizer"": ""AdamW"", ""learning_rate"": 7e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
68,Transformer,7,Preset_12,gaitpart_OUMVLP.csv,Gait_Embeddings_good/gaitpart_OUMVLP.csv,425,0.5336,869,"[0.6842, 0.25, 0.6667]",,"{""norm"": ""nan"", ""model_dims"": [320, 480, 640], ""num_heads"": 8, ""num_layers"": 3, ""dim_feedforward"": 960, ""dropout"": 0.15, ""activation"": ""gelu"", ""norm_type"": ""prenorm"", ""pos_encoding"": ""learned"", ""pooling"": ""mean"", ""use_cls_token"": false, ""batch_size"": 48, ""optimizer"": ""AdamW"", ""learning_rate"": 7e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
69,Transformer,7,Preset_12,gaitpart_OUMVLP.csv,Gait_Embeddings_good/gaitpart_OUMVLP.csv,672,0.6188,597,"[0.6667, 0.5, 0.6897]",,"{""norm"": ""nan"", ""model_dims"": [320, 480, 640], ""num_heads"": 8, ""num_layers"": 3, ""dim_feedforward"": 960, ""dropout"": 0.15, ""activation"": ""gelu"", ""norm_type"": ""prenorm"", ""pos_encoding"": ""learned"", ""pooling"": ""mean"", ""use_cls_token"": false, ""batch_size"": 48, ""optimizer"": ""AdamW"", ""learning_rate"": 7e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
70,Transformer,7,Preset_12,gaitpart_OUMVLP.csv,Gait_Embeddings_good/gaitpart_OUMVLP.csv,69,0.7048,324,"[0.8, 0.6, 0.7143]",saved_models/MODELS_EVALUATION/Transformer\transformer_gaitpart_OUMVLP_rank7_seed69_run70.pth,"{""norm"": ""nan"", ""model_dims"": [320, 480, 640], ""num_heads"": 8, ""num_layers"": 3, ""dim_feedforward"": 960, ""dropout"": 0.15, ""activation"": ""gelu"", ""norm_type"": ""prenorm"", ""pos_encoding"": ""learned"", ""pooling"": ""mean"", ""use_cls_token"": false, ""batch_size"": 48, ""optimizer"": ""AdamW"", ""learning_rate"": 7e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
71,Transformer,8,Preset_11,gaitpart_OUMVLP_TOP30.csv,Gait_Embeddings_TopSteps/30%/gaitpart_OUMVLP_TOP30.csv,8,0.5031,520,"[0.6522, 0.1429, 0.7143]",,"{""norm"": ""nan"", ""model_dims"": [512, 640, 768, 640], ""num_heads"": 16, ""num_layers"": 4, ""dim_feedforward"": 1280, ""dropout"": 0.1, ""activation"": ""silu"", ""norm_type"": ""postnorm"", ""pos_encoding"": ""sinusoidal"", ""pooling"": ""cls"", ""use_cls_token"": true, ""batch_size"": 32, ""optimizer"": ""Adam"", ""learning_rate"": 5e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
72,Transformer,8,Preset_11,gaitpart_OUMVLP_TOP30.csv,Gait_Embeddings_TopSteps/30%/gaitpart_OUMVLP_TOP30.csv,24,0.5842,131,"[0.6809, 0.5333, 0.5385]",,"{""norm"": ""nan"", ""model_dims"": [512, 640, 768, 640], ""num_heads"": 16, ""num_layers"": 4, ""dim_feedforward"": 1280, ""dropout"": 0.1, ""activation"": ""silu"", ""norm_type"": ""postnorm"", ""pos_encoding"": ""sinusoidal"", ""pooling"": ""cls"", ""use_cls_token"": true, ""batch_size"": 32, ""optimizer"": ""Adam"", ""learning_rate"": 5e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
73,Transformer,8,Preset_11,gaitpart_OUMVLP_TOP30.csv,Gait_Embeddings_TopSteps/30%/gaitpart_OUMVLP_TOP30.csv,33,0.6409,169,"[0.6486, 0.5714, 0.7027]",,"{""norm"": ""nan"", ""model_dims"": [512, 640, 768, 640], ""num_heads"": 16, ""num_layers"": 4, ""dim_feedforward"": 1280, ""dropout"": 0.1, ""activation"": ""silu"", ""norm_type"": ""postnorm"", ""pos_encoding"": ""sinusoidal"", ""pooling"": ""cls"", ""use_cls_token"": true, ""batch_size"": 32, ""optimizer"": ""Adam"", ""learning_rate"": 5e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
74,Transformer,8,Preset_11,gaitpart_OUMVLP_TOP30.csv,Gait_Embeddings_TopSteps/30%/gaitpart_OUMVLP_TOP30.csv,888,0.4618,234,"[0.6316, 0.1429, 0.6111]",,"{""norm"": ""nan"", ""model_dims"": [512, 640, 768, 640], ""num_heads"": 16, ""num_layers"": 4, ""dim_feedforward"": 1280, ""dropout"": 0.1, ""activation"": ""silu"", ""norm_type"": ""postnorm"", ""pos_encoding"": ""sinusoidal"", ""pooling"": ""cls"", ""use_cls_token"": true, ""batch_size"": 32, ""optimizer"": ""Adam"", ""learning_rate"": 5e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
75,Transformer,8,Preset_11,gaitpart_OUMVLP_TOP30.csv,Gait_Embeddings_TopSteps/30%/gaitpart_OUMVLP_TOP30.csv,800,0.5693,193,"[0.6829, 0.4, 0.625]",,"{""norm"": ""nan"", ""model_dims"": [512, 640, 768, 640], ""num_heads"": 16, ""num_layers"": 4, ""dim_feedforward"": 1280, ""dropout"": 0.1, ""activation"": ""silu"", ""norm_type"": ""postnorm"", ""pos_encoding"": ""sinusoidal"", ""pooling"": ""cls"", ""use_cls_token"": true, ""batch_size"": 32, ""optimizer"": ""Adam"", ""learning_rate"": 5e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
76,Transformer,8,Preset_11,gaitpart_OUMVLP_TOP30.csv,Gait_Embeddings_TopSteps/30%/gaitpart_OUMVLP_TOP30.csv,123,0.5456,151,"[0.72, 0.25, 0.6667]",,"{""norm"": ""nan"", ""model_dims"": [512, 640, 768, 640], ""num_heads"": 16, ""num_layers"": 4, ""dim_feedforward"": 1280, ""dropout"": 0.1, ""activation"": ""silu"", ""norm_type"": ""postnorm"", ""pos_encoding"": ""sinusoidal"", ""pooling"": ""cls"", ""use_cls_token"": true, ""batch_size"": 32, ""optimizer"": ""Adam"", ""learning_rate"": 5e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
77,Transformer,8,Preset_11,gaitpart_OUMVLP_TOP30.csv,Gait_Embeddings_TopSteps/30%/gaitpart_OUMVLP_TOP30.csv,111,0.6744,366,"[0.7429, 0.5, 0.7805]",,"{""norm"": ""nan"", ""model_dims"": [512, 640, 768, 640], ""num_heads"": 16, ""num_layers"": 4, ""dim_feedforward"": 1280, ""dropout"": 0.1, ""activation"": ""silu"", ""norm_type"": ""postnorm"", ""pos_encoding"": ""sinusoidal"", ""pooling"": ""cls"", ""use_cls_token"": true, ""batch_size"": 32, ""optimizer"": ""Adam"", ""learning_rate"": 5e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
78,Transformer,8,Preset_11,gaitpart_OUMVLP_TOP30.csv,Gait_Embeddings_TopSteps/30%/gaitpart_OUMVLP_TOP30.csv,425,0.5113,582,"[0.5946, 0.3077, 0.6316]",,"{""norm"": ""nan"", ""model_dims"": [512, 640, 768, 640], ""num_heads"": 16, ""num_layers"": 4, ""dim_feedforward"": 1280, ""dropout"": 0.1, ""activation"": ""silu"", ""norm_type"": ""postnorm"", ""pos_encoding"": ""sinusoidal"", ""pooling"": ""cls"", ""use_cls_token"": true, ""batch_size"": 32, ""optimizer"": ""Adam"", ""learning_rate"": 5e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
79,Transformer,8,Preset_11,gaitpart_OUMVLP_TOP30.csv,Gait_Embeddings_TopSteps/30%/gaitpart_OUMVLP_TOP30.csv,672,0.5948,168,"[0.65, 0.4286, 0.7059]",,"{""norm"": ""nan"", ""model_dims"": [512, 640, 768, 640], ""num_heads"": 16, ""num_layers"": 4, ""dim_feedforward"": 1280, ""dropout"": 0.1, ""activation"": ""silu"", ""norm_type"": ""postnorm"", ""pos_encoding"": ""sinusoidal"", ""pooling"": ""cls"", ""use_cls_token"": true, ""batch_size"": 32, ""optimizer"": ""Adam"", ""learning_rate"": 5e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
80,Transformer,8,Preset_11,gaitpart_OUMVLP_TOP30.csv,Gait_Embeddings_TopSteps/30%/gaitpart_OUMVLP_TOP30.csv,69,0.6468,257,"[0.7619, 0.4286, 0.75]",,"{""norm"": ""nan"", ""model_dims"": [512, 640, 768, 640], ""num_heads"": 16, ""num_layers"": 4, ""dim_feedforward"": 1280, ""dropout"": 0.1, ""activation"": ""silu"", ""norm_type"": ""postnorm"", ""pos_encoding"": ""sinusoidal"", ""pooling"": ""cls"", ""use_cls_token"": true, ""batch_size"": 32, ""optimizer"": ""Adam"", ""learning_rate"": 5e-05, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
81,Transformer,9,Preset_15,gaitpart_OUMVLP_TOP30.csv,Gait_Embeddings_TopSteps/30%/gaitpart_OUMVLP_TOP30.csv,8,0.5124,256,"[0.7805, 0.0, 0.7568]",,"{""norm"": ""nan"", ""model_dims"": [160, 320, 640], ""num_heads"": 10, ""num_layers"": 3, ""dim_feedforward"": 1024, ""dropout"": 0.25, ""activation"": ""gelu"", ""norm_type"": ""postnorm"", ""pos_encoding"": ""sinusoidal"", ""pooling"": ""mean"", ""use_cls_token"": false, ""batch_size"": 32, ""optimizer"": ""AdamW"", ""learning_rate"": 0.00015, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
82,Transformer,9,Preset_15,gaitpart_OUMVLP_TOP30.csv,Gait_Embeddings_TopSteps/30%/gaitpart_OUMVLP_TOP30.csv,24,0.5798,445,"[0.6667, 0.4615, 0.6111]",,"{""norm"": ""nan"", ""model_dims"": [160, 320, 640], ""num_heads"": 10, ""num_layers"": 3, ""dim_feedforward"": 1024, ""dropout"": 0.25, ""activation"": ""gelu"", ""norm_type"": ""postnorm"", ""pos_encoding"": ""sinusoidal"", ""pooling"": ""mean"", ""use_cls_token"": false, ""batch_size"": 32, ""optimizer"": ""AdamW"", ""learning_rate"": 0.00015, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
83,Transformer,9,Preset_15,gaitpart_OUMVLP_TOP30.csv,Gait_Embeddings_TopSteps/30%/gaitpart_OUMVLP_TOP30.csv,33,0.553,247,"[0.6667, 0.3636, 0.6286]",,"{""norm"": ""nan"", ""model_dims"": [160, 320, 640], ""num_heads"": 10, ""num_layers"": 3, ""dim_feedforward"": 1024, ""dropout"": 0.25, ""activation"": ""gelu"", ""norm_type"": ""postnorm"", ""pos_encoding"": ""sinusoidal"", ""pooling"": ""mean"", ""use_cls_token"": false, ""batch_size"": 32, ""optimizer"": ""AdamW"", ""learning_rate"": 0.00015, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
84,Transformer,9,Preset_15,gaitpart_OUMVLP_TOP30.csv,Gait_Embeddings_TopSteps/30%/gaitpart_OUMVLP_TOP30.csv,888,0.5267,266,"[0.5946, 0.4, 0.5854]",,"{""norm"": ""nan"", ""model_dims"": [160, 320, 640], ""num_heads"": 10, ""num_layers"": 3, ""dim_feedforward"": 1024, ""dropout"": 0.25, ""activation"": ""gelu"", ""norm_type"": ""postnorm"", ""pos_encoding"": ""sinusoidal"", ""pooling"": ""mean"", ""use_cls_token"": false, ""batch_size"": 32, ""optimizer"": ""AdamW"", ""learning_rate"": 0.00015, ""weight_decay"": 1e-06, ""momentum_sgd"": 0.0, ""epochs"": 5000}"
