id,timestamp,target_embedding,source_params,model,seed,num_layers,layer_sizes,bidirectional,norm,dropout,dropout_layers,norm_layers,pooling,fc_hidden,activation,norm_post_lstm,batch_size,optimizer,learning_rate,weight_decay,momentum_sgd,input_dim,native_mode,train_loss,test_loss,accuracy,f1_macro,f1_per_class,best_accuracy,best_f1,best_f1_per_class,best_epoch,train_loss_best_state,test_loss_best_state,epochs_trained,training,duration_sec
35,20251210_084200,gaitset.csv,gaitgl.csv,LSTM,42,1,[64],True,minmax,0.0,[],[],last,768,silu,False,48,AdamW,0.0002,1e-07,,256,True,0.08412,3.15111,0.47727,0.40357,"[0.61905, 0.125, 0.46667]",0.56818,0.51245,"[0.60465, 0.30769, 0.625]",288,0.44449,1.87936,360,COMPLETED,52.92
36,20251210_084200,gaitset_GREW.csv,gaitgl.csv,LSTM,42,1,[64],True,minmax,0.0,[],[],last,768,silu,False,48,AdamW,0.0002,1e-07,,256,True,0.0745,4.02,0.36364,0.31659,"[0.48889, 0.2, 0.26087]",0.52273,0.47865,"[0.62963, 0.54545, 0.26087]",253,0.29903,2.30918,309,COMPLETED,45.332
37,20251210_084200,gaitset_OUMVLP.csv,gaitgl.csv,LSTM,42,1,[64],True,minmax,0.0,[],[],last,768,silu,False,48,AdamW,0.0002,1e-07,,256,True,0.07793,3.65917,0.45455,0.4123,"[0.5641, 0.23529, 0.4375]",0.47727,0.45316,"[0.55556, 0.33333, 0.47059]",684,0.27623,3.2975,709,COMPLETED,104.534
38,20251210_084200,gln_phase1.csv,gaitgl.csv,LSTM,42,1,[64],True,minmax,0.0,[],[],last,768,silu,False,48,AdamW,0.0002,1e-07,,256,True,0.06361,4.93567,0.5,0.45141,"[0.57143, 0.26667, 0.51613]",0.61364,0.60616,"[0.6, 0.57143, 0.64706]",313,0.30473,2.4112,399,COMPLETED,75.483
39,20251210_084200,gln_phase2.csv,gaitgl.csv,LSTM,42,1,[64],True,minmax,0.0,[],[],last,768,silu,False,48,AdamW,0.0002,1e-07,,256,True,0.04851,3.44334,0.38636,0.32774,"[0.48889, 0.18182, 0.3125]",0.52273,0.45023,"[0.5641, 0.25, 0.53659]",221,0.59522,1.42902,305,COMPLETED,57.514

40,20251210_085254,baseline_CASIAB.csv,gaitgl_GREW.csv,LSTM,42,3,"[768, 640, 512]",False,minmax,0.1,[2],"[1, 2]",max,768,relu,True,64,AdamW,2e-05,1e-07,,256,False,0.0624,2.65974,0.43182,0.32963,"[0.48889, 0.0, 0.5]",0.47727,0.43651,"[0.52381, 0.28571, 0.5]",520,0.15861,2.08318,545,COMPLETED,108.689
41,20251210_085254,baseline_OUMVLP.csv,gaitgl_GREW.csv,LSTM,42,3,"[768, 640, 512]",False,minmax,0.1,[2],"[1, 2]",max,768,relu,True,64,AdamW,2e-05,1e-07,,256,False,0.08736,2.27525,0.47727,0.40643,"[0.52632, 0.16667, 0.52632]",0.59091,0.54899,"[0.66667, 0.42857, 0.55172]",499,0.37798,1.30107,555,COMPLETED,110.66
42,20251210_085254,gaitgl.csv,gaitgl_GREW.csv,LSTM,42,3,"[768, 640, 512]",False,minmax,0.1,[2],"[1, 2]",max,768,relu,True,64,AdamW,2e-05,1e-07,,128,False,0.06202,1.7131,0.5,0.36252,"[0.57143, 0.0, 0.51613]",0.59091,0.49785,"[0.60465, 0.22222, 0.66667]",252,0.34217,1.29957,292,COMPLETED,85.001
43,20251210_085254,gaitgl_GREW.csv,gaitgl_GREW.csv,LSTM,42,3,"[768, 640, 512]",False,minmax,0.1,[2],"[1, 2]",max,768,relu,True,64,AdamW,2e-05,1e-07,,256,False,0.05557,1.82975,0.52273,0.36806,"[0.66667, 0.0, 0.4375]",0.61364,0.54575,"[0.71111, 0.36364, 0.5625]",213,0.11261,1.55527,229,COMPLETED,69.369
44,20251210_085254,gaitgl_GREW_BNNeck.csv,gaitgl_GREW.csv,LSTM,42,3,"[768, 640, 512]",False,minmax,0.1,[2],"[1, 2]",max,768,relu,True,64,AdamW,2e-05,1e-07,,256,False,1.01266,1.02174,0.47727,0.21538,"[0.64615, 0.0, 0.0]",0.47727,0.21538,"[0.64615, 0.0, 0.0]",188,1.01266,1.02174,188,STOPPED,57.162
45,20251210_085254,gaitgl_OUMVLP.csv,gaitgl_GREW.csv,LSTM,42,3,"[768, 640, 512]",False,minmax,0.1,[2],"[1, 2]",max,768,relu,True,64,AdamW,2e-05,1e-07,,256,False,0.05182,1.54649,0.5,0.42222,"[0.6, 0.16667, 0.5]",0.61364,0.56053,"[0.65, 0.4, 0.63158]",495,0.29389,1.26938,542,COMPLETED,164.371
46,20251210_085254,gaitpart_GREW.csv,gaitgl_GREW.csv,LSTM,42,3,"[768, 640, 512]",False,minmax,0.1,[2],"[1, 2]",max,768,relu,True,64,AdamW,2e-05,1e-07,,256,False,0.09764,1.57468,0.52273,0.50964,"[0.58824, 0.32, 0.62069]",0.68182,0.65625,"[0.77273, 0.61538, 0.58065]",375,0.55497,1.0575,457,COMPLETED,70.571
47,20251210_085254,gaitpart_OUMVLP.csv,gaitgl_GREW.csv,LSTM,42,3,"[768, 640, 512]",False,minmax,0.1,[2],"[1, 2]",max,768,relu,True,64,AdamW,2e-05,1e-07,,256,False,1.00995,1.0179,0.47727,0.21538,"[0.64615, 0.0, 0.0]",0.47727,0.21538,"[0.64615, 0.0, 0.0]",118,1.00995,1.0179,118,STOPPED,18.126
48,20251210_085254,gaitset.csv,gaitgl_GREW.csv,LSTM,42,3,"[768, 640, 512]",False,minmax,0.1,[2],"[1, 2]",max,768,relu,True,64,AdamW,2e-05,1e-07,,256,False,0.04427,2.17226,0.43182,0.31349,"[0.58333, 0.0, 0.35714]",0.52273,0.42564,"[0.61538, 0.2, 0.46154]",485,0.55408,1.25528,569,COMPLETED,168.557
49,20251210_085254,gaitset_GREW.csv,gaitgl_GREW.csv,LSTM,42,3,"[768, 640, 512]",False,minmax,0.1,[2],"[1, 2]",max,768,relu,True,64,AdamW,2e-05,1e-07,,256,False,0.08923,2.26781,0.43182,0.31744,"[0.56522, 0.0, 0.3871]",0.5,0.42174,"[0.56522, 0.2, 0.5]",527,0.57284,1.36562,604,COMPLETED,179.262
50,20251210_085254,gaitset_OUMVLP.csv,gaitgl_GREW.csv,LSTM,42,3,"[768, 640, 512]",False,minmax,0.1,[2],"[1, 2]",max,768,relu,True,64,AdamW,2e-05,1e-07,,256,False,1.00629,1.01621,0.47727,0.21538,"[0.64615, 0.0, 0.0]",0.47727,0.21538,"[0.64615, 0.0, 0.0]",135,1.00629,1.01621,135,STOPPED,39.989
51,20251210_085254,gln_phase1.csv,gaitgl_GREW.csv,LSTM,42,3,"[768, 640, 512]",False,minmax,0.1,[2],"[1, 2]",max,768,relu,True,64,AdamW,2e-05,1e-07,,256,False,1.01073,1.02352,0.47727,0.21538,"[0.64615, 0.0, 0.0]",0.47727,0.21538,"[0.64615, 0.0, 0.0]",127,1.01073,1.02352,127,STOPPED,51.276
52,20251210_085254,gln_phase2.csv,gaitgl_GREW.csv,LSTM,42,3,"[768, 640, 512]",False,minmax,0.1,[2],"[1, 2]",max,768,relu,True,64,AdamW,2e-05,1e-07,,256,False,1.01208,1.01447,0.47727,0.21538,"[0.64615, 0.0, 0.0]",0.47727,0.21538,"[0.64615, 0.0, 0.0]",121,1.01208,1.01447,121,STOPPED,48.602

53,20251210_091240,baseline_CASIAB.csv,gaitgl_GREW_BNNeck.csv,LSTM,42,1,[64],True,L2,0.0,[],[],max,256,tanh,False,16,RMSprop,0.0002,1e-05,,256,True,0.05533,2.17374,0.54545,0.39458,"[0.6383, 0.0, 0.54545]",0.54545,0.48673,"[0.63636, 0.30769, 0.51613]",94,0.24386,1.56977,123,COMPLETED,34.191
54,20251210_091240,baseline_OUMVLP.csv,gaitgl_GREW_BNNeck.csv,LSTM,42,1,[64],True,L2,0.0,[],[],max,256,tanh,False,16,RMSprop,0.0002,1e-05,,256,True,0.0681,2.09334,0.54545,0.49145,"[0.5, 0.30769, 0.66667]",0.68182,0.61551,"[0.68182, 0.4, 0.76471]",166,0.07233,1.9792,173,COMPLETED,47.63
55,20251210_091240,gaitgl.csv,gaitgl_GREW_BNNeck.csv,LSTM,42,1,[64],True,L2,0.0,[],[],max,256,tanh,False,16,RMSprop,0.0002,1e-05,,128,True,0.05442,1.35955,0.52273,0.49293,"[0.53333, 0.4, 0.54545]",0.52273,0.49293,"[0.53333, 0.4, 0.54545]",65,0.05442,1.35955,65,COMPLETED,23.76
56,20251210_091240,gaitgl_GREW.csv,gaitgl_GREW_BNNeck.csv,LSTM,42,1,[64],True,L2,0.0,[],[],max,256,tanh,False,16,RMSprop,0.0002,1e-05,,256,True,0.05245,1.30901,0.56818,0.40519,"[0.65306, 0.0, 0.5625]",0.54545,0.46346,"[0.63158, 0.22222, 0.53659]",43,0.26293,1.14538,57,COMPLETED,21.429
57,20251210_091240,gaitgl_GREW_BNNeck.csv,gaitgl_GREW_BNNeck.csv,LSTM,42,1,[64],True,L2,0.0,[],[],max,256,tanh,False,16,RMSprop,0.0002,1e-05,,256,True,0.08042,1.80948,0.54545,0.44496,"[0.65306, 0.18182, 0.5]",0.56818,0.46954,"[0.65306, 0.22222, 0.53333]",77,0.24686,1.45202,96,COMPLETED,36.07
58,20251210_091240,gaitgl_OUMVLP.csv,gaitgl_GREW_BNNeck.csv,LSTM,42,1,[64],True,L2,0.0,[],[],max,256,tanh,False,16,RMSprop,0.0002,1e-05,,256,True,0.04984,1.67373,0.47727,0.42154,"[0.46667, 0.09524, 0.7027]",0.61364,0.51053,"[0.7, 0.2, 0.63158]",132,0.10482,1.31032,148,COMPLETED,63.913
59,20251210_091240,gaitpart_GREW.csv,gaitgl_GREW_BNNeck.csv,LSTM,42,1,[64],True,L2,0.0,[],[],max,256,tanh,False,16,RMSprop,0.0002,1e-05,,256,True,0.08228,2.54925,0.59091,0.50256,"[0.72, 0.30769, 0.48]",0.63636,0.59699,"[0.73913, 0.53333, 0.51852]",183,0.54259,1.94548,188,COMPLETED,45.392
60,20251210_091240,gaitpart_OUMVLP.csv,gaitgl_GREW_BNNeck.csv,LSTM,42,1,[64],True,L2,0.0,[],[],max,256,tanh,False,16,RMSprop,0.0002,1e-05,,256,True,0.05903,1.6373,0.5,0.44067,"[0.68293, 0.21053, 0.42857]",0.59091,0.5467,"[0.69565, 0.44444, 0.5]",171,0.57631,1.09574,382,COMPLETED,88.839
61,20251210_091240,gaitset.csv,gaitgl_GREW_BNNeck.csv,LSTM,42,1,[64],True,L2,0.0,[],[],max,256,tanh,False,16,RMSprop,0.0002,1e-05,,256,True,0.04437,3.0302,0.36364,0.27937,"[0.57143, 0.0, 0.26667]",0.52273,0.37433,"[0.6087, 0.0, 0.51429]",45,0.65134,1.24248,106,COMPLETED,40.226
62,20251210_091240,gaitset_GREW.csv,gaitgl_GREW_BNNeck.csv,LSTM,42,1,[64],True,L2,0.0,[],[],max,256,tanh,False,16,RMSprop,0.0002,1e-05,,256,True,0.05226,1.73033,0.56818,0.47877,"[0.65, 0.22222, 0.5641]",0.56818,0.47877,"[0.65, 0.22222, 0.5641]",116,0.06657,1.71689,123,COMPLETED,46.979
63,20251210_091240,gaitset_OUMVLP.csv,gaitgl_GREW_BNNeck.csv,LSTM,42,1,[64],True,L2,0.0,[],[],max,256,tanh,False,16,RMSprop,0.0002,1e-05,,256,True,0.05138,2.89972,0.29545,0.26514,"[0.4, 0.27778, 0.11765]",0.54545,0.50377,"[0.6383, 0.42857, 0.44444]",189,0.46619,1.15237,380,COMPLETED,145.005
64,20251210_091240,gln_phase1.csv,gaitgl_GREW_BNNeck.csv,LSTM,42,1,[64],True,L2,0.0,[],[],max,256,tanh,False,16,RMSprop,0.0002,1e-05,,256,True,0.08223,1.47765,0.52273,0.44423,"[0.69565, 0.26667, 0.37037]",0.54545,0.48299,"[0.68085, 0.33333, 0.43478]",95,0.11481,1.52335,103,COMPLETED,49.729
65,20251210_091240,gln_phase2.csv,gaitgl_GREW_BNNeck.csv,LSTM,42,1,[64],True,L2,0.0,[],[],max,256,tanh,False,16,RMSprop,0.0002,1e-05,,256,True,0.05532,1.52586,0.56818,0.51687,"[0.69767, 0.35294, 0.5]",0.56818,0.51687,"[0.69767, 0.35294, 0.5]",94,0.05532,1.52586,94,COMPLETED,45.592

66,20251210_092423,baseline_CASIAB.csv,gaitgl_OUMVLP.csv,LSTM,42,4,"[384, 256, 192, 128]",False,L2,0.5,"[1, 3]","[1, 3]",max,1024,leakyrelu,True,32,AdamW,0.0002,1e-07,,256,False,0.07307,4.40316,0.29545,0.2408,"[0.45455, 0.125, 0.14286]",0.43182,0.35638,"[0.54167, 0.14286, 0.38462]",170,0.18917,3.57531,179,COMPLETED,63.43
67,20251210_092423,baseline_OUMVLP.csv,gaitgl_OUMVLP.csv,LSTM,42,4,"[384, 256, 192, 128]",False,L2,0.5,"[1, 3]","[1, 3]",max,1024,leakyrelu,True,32,AdamW,0.0002,1e-07,,256,False,0.05652,3.64591,0.38636,0.32165,"[0.57143, 0.11765, 0.27586]",0.54545,0.48838,"[0.65, 0.28571, 0.52941]",199,0.11752,2.51436,225,COMPLETED,82.746
68,20251210_092423,gaitgl.csv,gaitgl_OUMVLP.csv,LSTM,42,4,"[384, 256, 192, 128]",False,L2,0.5,"[1, 3]","[1, 3]",max,1024,leakyrelu,True,32,AdamW,0.0002,1e-07,,128,False,0.01998,3.7025,0.43182,0.3561,"[0.54167, 0.18182, 0.34483]",0.5,0.4241,"[0.56522, 0.22222, 0.48485]",62,0.72066,1.32501,130,COMPLETED,70.915
69,20251210_092423,gaitgl_GREW.csv,gaitgl_OUMVLP.csv,LSTM,42,4,"[384, 256, 192, 128]",False,L2,0.5,"[1, 3]","[1, 3]",max,1024,leakyrelu,True,32,AdamW,0.0002,1e-07,,256,False,0.03565,2.58608,0.5,0.44099,"[0.6087, 0.28571, 0.42857]",0.59091,0.56093,"[0.66667, 0.5, 0.51613]",42,0.66946,1.13824,104,COMPLETED,57.817
70,20251210_092423,gaitgl_GREW_BNNeck.csv,gaitgl_OUMVLP.csv,LSTM,42,4,"[384, 256, 192, 128]",False,L2,0.5,"[1, 3]","[1, 3]",max,1024,leakyrelu,True,32,AdamW,0.0002,1e-07,,256,False,0.05696,3.75476,0.36364,0.2585,"[0.4898, 0.0, 0.28571]",0.38636,0.32222,"[0.5, 0.2, 0.26667]",134,0.71146,1.66531,227,COMPLETED,126.131
