id,timestamp,target_embedding,source_params,model,seed,num_layers,layer_sizes,bidirectional,norm,dropout,dropout_layers,norm_layers,pooling,fc_hidden,activation,norm_post_lstm,batch_size,optimizer,learning_rate,weight_decay,momentum_sgd,input_dim,native_mode,train_loss,test_loss,accuracy,f1_macro,f1_per_class,best_accuracy,best_f1,best_f1_per_class,best_epoch,train_loss_best_state,test_loss_best_state,epochs_trained,training,duration_sec
71,20251210_092423,gaitgl_OUMVLP.csv,gaitgl_OUMVLP.csv,LSTM,42,4,"[384, 256, 192, 128]",False,L2,0.5,"[1, 3]","[1, 3]",max,1024,leakyrelu,True,32,AdamW,0.0002,1e-07,,256,False,0.03191,2.43777,0.47727,0.40643,"[0.48649, 0.15385, 0.57895]",0.54545,0.51028,"[0.61538, 0.35294, 0.5625]",154,0.14661,2.20586,173,COMPLETED,96.661
72,20251210_092423,gaitpart_GREW.csv,gaitgl_OUMVLP.csv,LSTM,42,4,"[384, 256, 192, 128]",False,L2,0.5,"[1, 3]","[1, 3]",max,1024,leakyrelu,True,32,AdamW,0.0002,1e-07,,256,False,0.05411,2.76846,0.59091,0.51738,"[0.71111, 0.30769, 0.53333]",0.65909,0.60003,"[0.78049, 0.35294, 0.66667]",334,0.12143,1.79188,347,COMPLETED,104.688
73,20251210_092423,gaitpart_OUMVLP.csv,gaitgl_OUMVLP.csv,LSTM,42,4,"[384, 256, 192, 128]",False,L2,0.5,"[1, 3]","[1, 3]",max,1024,leakyrelu,True,32,AdamW,0.0002,1e-07,,256,False,0.03272,3.07383,0.47727,0.40404,"[0.54545, 0.18182, 0.48485]",0.59091,0.49307,"[0.59459, 0.16667, 0.71795]",304,0.55048,1.32764,454,COMPLETED,136.72
74,20251210_092423,gaitset.csv,gaitgl_OUMVLP.csv,LSTM,42,4,"[384, 256, 192, 128]",False,L2,0.5,"[1, 3]","[1, 3]",max,1024,leakyrelu,True,32,AdamW,0.0002,1e-07,,256,False,0.08965,2.57971,0.52273,0.49741,"[0.53659, 0.375, 0.58065]",0.59091,0.54722,"[0.66667, 0.375, 0.6]",139,0.19047,2.05154,146,COMPLETED,79.138
75,20251210_092423,gaitset_GREW.csv,gaitgl_OUMVLP.csv,LSTM,42,4,"[384, 256, 192, 128]",False,L2,0.5,"[1, 3]","[1, 3]",max,1024,leakyrelu,True,32,AdamW,0.0002,1e-07,,256,False,0.08137,3.72748,0.38636,0.29293,"[0.54545, 0.0, 0.33333]",0.52273,0.43071,"[0.6383, 0.15385, 0.5]",175,0.69353,1.35961,261,COMPLETED,141.921
76,20251210_092423,gaitset_OUMVLP.csv,gaitgl_OUMVLP.csv,LSTM,42,4,"[384, 256, 192, 128]",False,L2,0.5,"[1, 3]","[1, 3]",max,1024,leakyrelu,True,32,AdamW,0.0002,1e-07,,256,False,0.05448,3.27449,0.40909,0.34017,"[0.53333, 0.15385, 0.33333]",0.54545,0.48087,"[0.65217, 0.30769, 0.48276]",332,0.58972,1.58866,448,COMPLETED,243.255
77,20251210_092423,gln_phase1.csv,gaitgl_OUMVLP.csv,LSTM,42,4,"[384, 256, 192, 128]",False,L2,0.5,"[1, 3]","[1, 3]",max,1024,leakyrelu,True,32,AdamW,0.0002,1e-07,,256,False,0.08765,2.99322,0.47727,0.39207,"[0.59574, 0.16667, 0.41379]",0.59091,0.53093,"[0.66667, 0.36364, 0.5625]",107,0.3677,1.47799,141,COMPLETED,100.006
78,20251210_092423,gln_phase2.csv,gaitgl_OUMVLP.csv,LSTM,42,4,"[384, 256, 192, 128]",False,L2,0.5,"[1, 3]","[1, 3]",max,1024,leakyrelu,True,32,AdamW,0.0002,1e-07,,256,False,0.05712,3.55918,0.43182,0.28058,"[0.62745, 0.0, 0.21429]",0.52273,0.47535,"[0.61224, 0.4, 0.41379]",121,0.47334,1.95129,176,COMPLETED,123.418

79,20251210_094824,baseline_CASIAB.csv,gaitpart_GREW.csv,LSTM,42,2,"[64, 128]",False,L2,0.0,[],[1],max,512,gelu,True,128,RMSprop,0.0002,1e-06,,256,False,0.05711,2.10154,0.47727,0.34534,"[0.52174, 0.0, 0.51429]",0.54545,0.46373,"[0.59574, 0.25, 0.54545]",150,0.13222,1.57986,179,COMPLETED,14.364
80,20251210_094824,baseline_OUMVLP.csv,gaitpart_GREW.csv,LSTM,42,2,"[64, 128]",False,L2,0.0,[],[1],max,512,gelu,True,128,RMSprop,0.0002,1e-06,,256,False,0.05912,1.82151,0.5,0.42409,"[0.6, 0.14286, 0.52941]",0.59091,0.48756,"[0.68085, 0.18182, 0.6]",287,0.17962,1.73753,295,COMPLETED,23.573
81,20251210_094824,gaitgl.csv,gaitpart_GREW.csv,LSTM,42,2,"[64, 128]",False,L2,0.0,[],[1],max,512,gelu,True,128,RMSprop,0.0002,1e-06,,128,False,0.05364,1.54078,0.47727,0.34603,"[0.57143, 0.0, 0.46667]",0.5,0.44678,"[0.59091, 0.26667, 0.48276]",82,0.18375,1.31054,100,COMPLETED,10.54
82,20251210_094824,gaitgl_GREW.csv,gaitpart_GREW.csv,LSTM,42,2,"[64, 128]",False,L2,0.0,[],[1],max,512,gelu,True,128,RMSprop,0.0002,1e-06,,256,False,0.0602,1.39599,0.5,0.35462,"[0.61224, 0.0, 0.45161]",0.52273,0.43863,"[0.60465, 0.18182, 0.52941]",79,0.06167,1.29963,81,COMPLETED,9.176
83,20251210_094824,gaitgl_GREW_BNNeck.csv,gaitpart_GREW.csv,LSTM,42,2,"[64, 128]",False,L2,0.0,[],[1],max,512,gelu,True,128,RMSprop,0.0002,1e-06,,256,False,0.04853,2.18833,0.31818,0.2386,"[0.31579, 0.0, 0.4]",0.47727,0.32099,"[0.59259, 0.0, 0.37037]",85,0.72251,1.24128,177,COMPLETED,20.372
84,20251210_094824,gaitgl_OUMVLP.csv,gaitpart_GREW.csv,LSTM,42,2,"[64, 128]",False,L2,0.0,[],[1],max,512,gelu,True,128,RMSprop,0.0002,1e-06,,256,False,0.07962,1.46267,0.52273,0.46906,"[0.62222, 0.33333, 0.45161]",0.54545,0.50311,"[0.65217, 0.38095, 0.47619]",218,0.29964,1.48378,254,COMPLETED,29.035
85,20251210_094824,gaitpart_GREW.csv,gaitpart_GREW.csv,LSTM,42,2,"[64, 128]",False,L2,0.0,[],[1],max,512,gelu,True,128,RMSprop,0.0002,1e-06,,256,False,0.06477,1.4004,0.59091,0.54746,"[0.68085, 0.46154, 0.5]",0.59091,0.56801,"[0.65217, 0.53333, 0.51852]",311,0.08652,1.31382,317,COMPLETED,21.066
86,20251210_094824,gaitpart_OUMVLP.csv,gaitpart_GREW.csv,LSTM,42,2,"[64, 128]",False,L2,0.0,[],[1],max,512,gelu,True,128,RMSprop,0.0002,1e-06,,256,False,0.06547,1.55807,0.52273,0.37438,"[0.6383, 0.0, 0.48485]",0.59091,0.51151,"[0.70833, 0.30769, 0.51852]",296,0.63594,1.04997,475,COMPLETED,31.807
87,20251210_094824,gaitset.csv,gaitpart_GREW.csv,LSTM,42,2,"[64, 128]",False,L2,0.0,[],[1],max,512,gelu,True,128,RMSprop,0.0002,1e-06,,256,False,0.07303,1.80187,0.36364,0.32308,"[0.41026, 0.2, 0.35897]",0.38636,0.39585,"[0.4, 0.42857, 0.35897]",120,0.17682,1.57876,148,COMPLETED,16.548
88,20251210_094824,gaitset_GREW.csv,gaitpart_GREW.csv,LSTM,42,2,"[64, 128]",False,L2,0.0,[],[1],max,512,gelu,True,128,RMSprop,0.0002,1e-06,,256,False,0.04498,1.579,0.43182,0.39144,"[0.55, 0.21053, 0.41379]",0.54545,0.45308,"[0.65217, 0.22222, 0.48485]",212,0.24627,1.39766,245,COMPLETED,27.142
89,20251210_094824,gaitset_OUMVLP.csv,gaitpart_GREW.csv,LSTM,42,2,"[64, 128]",False,L2,0.0,[],[1],max,512,gelu,True,128,RMSprop,0.0002,1e-06,,256,False,0.0657,2.44994,0.43182,0.20765,"[0.62295, 0.0, 0.0]",0.5,0.43338,"[0.52632, 0.25, 0.52381]",326,0.73629,1.38141,571,COMPLETED,63.548
90,20251210_094824,gln_phase1.csv,gaitpart_GREW.csv,LSTM,42,2,"[64, 128]",False,L2,0.0,[],[1],max,512,gelu,True,128,RMSprop,0.0002,1e-06,,256,False,0.07423,1.35633,0.52273,0.37846,"[0.58537, 0.0, 0.55]",0.56818,0.50147,"[0.67925, 0.46154, 0.36364]",110,0.61887,1.15558,162,COMPLETED,23.078
91,20251210_094824,gln_phase2.csv,gaitpart_GREW.csv,LSTM,42,2,"[64, 128]",False,L2,0.0,[],[1],max,512,gelu,True,128,RMSprop,0.0002,1e-06,,256,False,0.03488,1.87765,0.56818,0.43443,"[0.68966, 0.25, 0.36364]",0.54545,0.51679,"[0.57143, 0.4, 0.57895]",159,0.05027,1.61783,161,COMPLETED,23.102

92,20251210_095352,baseline_CASIAB.csv,gaitpart_OUMVLP.csv,LSTM,42,1,[448],True,L2,0.0,[],[],max,256,silu,True,16,AdamW,0.001,1e-05,,256,True,0.0017,3.0578,0.5,0.36649,"[0.58333, 0.0, 0.51613]",0.5,0.45072,"[0.63158, 0.25, 0.47059]",18,0.66212,1.13197,33,COMPLETED,11.286
93,20251210_095352,baseline_OUMVLP.csv,gaitpart_OUMVLP.csv,LSTM,42,1,[448],True,L2,0.0,[],[],max,256,silu,True,16,AdamW,0.001,1e-05,,256,True,0.00121,3.53118,0.47727,0.34821,"[0.55814, 0.0, 0.48649]",0.54545,0.4627,"[0.6087, 0.25, 0.52941]",26,0.37862,1.4319,51,COMPLETED,17.395
94,20251210_095352,gaitgl.csv,gaitpart_OUMVLP.csv,LSTM,42,1,[448],True,L2,0.0,[],[],max,256,silu,True,16,AdamW,0.001,1e-05,,128,True,0.0008,1.99801,0.5,0.36402,"[0.57778, 0.0, 0.51429]",0.5,0.41902,"[0.60465, 0.18182, 0.47059]",12,0.00539,1.83205,15,COMPLETED,6.783
95,20251210_095352,gaitgl_GREW.csv,gaitpart_OUMVLP.csv,LSTM,42,1,[448],True,L2,0.0,[],[],max,256,silu,True,16,AdamW,0.001,1e-05,,256,True,0.03957,2.41017,0.5,0.28523,"[0.64516, 0.0, 0.21053]",0.45455,0.42632,"[0.4, 0.3, 0.57895]",10,0.02811,1.86289,13,COMPLETED,6.165
96,20251210_095352,gaitgl_GREW_BNNeck.csv,gaitpart_OUMVLP.csv,LSTM,42,1,[448],True,L2,0.0,[],[],max,256,silu,True,16,AdamW,0.001,1e-05,,256,True,0.04619,2.7786,0.54545,0.42963,"[0.66667, 0.22222, 0.4]",0.56818,0.44841,"[0.67857, 0.25, 0.41667]",19,0.01501,3.45922,21,COMPLETED,9.743
97,20251210_095352,gaitgl_OUMVLP.csv,gaitpart_OUMVLP.csv,LSTM,42,1,[448],True,L2,0.0,[],[],max,256,silu,True,16,AdamW,0.001,1e-05,,256,True,0.00689,2.62386,0.45455,0.39186,"[0.51282, 0.13333, 0.52941]",0.59091,0.49859,"[0.65116, 0.25, 0.59459]",39,0.02819,2.22844,42,COMPLETED,19.668
98,20251210_095352,gaitpart_GREW.csv,gaitpart_OUMVLP.csv,LSTM,42,1,[448],True,L2,0.0,[],[],max,256,silu,True,16,AdamW,0.001,1e-05,,256,True,0.00659,2.19149,0.54545,0.50301,"[0.66667, 0.42857, 0.41379]",0.56818,0.51796,"[0.68085, 0.42857, 0.44444]",42,0.19174,1.87482,47,COMPLETED,13.254
99,20251210_095352,gaitpart_OUMVLP.csv,gaitpart_OUMVLP.csv,LSTM,42,1,[448],True,L2,0.0,[],[],max,256,silu,True,16,AdamW,0.001,1e-05,,256,True,0.02017,2.00153,0.56818,0.48172,"[0.66667, 0.13333, 0.64516]",0.59091,0.579,"[0.68571, 0.38462, 0.66667]",98,0.27423,1.10794,121,COMPLETED,34.198
100,20251210_095352,gaitset.csv,gaitpart_OUMVLP.csv,LSTM,42,1,[448],True,L2,0.0,[],[],max,256,silu,True,16,AdamW,0.001,1e-05,,256,True,0.00167,3.30707,0.36364,0.25623,"[0.51064, 0.0, 0.25806]",0.38636,0.37012,"[0.24, 0.37037, 0.5]",13,0.49657,1.45553,25,COMPLETED,11.824
101,20251210_095352,gaitset_GREW.csv,gaitpart_OUMVLP.csv,LSTM,42,1,[448],True,L2,0.0,[],[],max,256,silu,True,16,AdamW,0.001,1e-05,,256,True,0.00306,3.00199,0.5,0.37066,"[0.57143, 0.0, 0.54054]",0.56818,0.4152,"[0.57895, 0.0, 0.66667]",29,0.17425,2.28908,35,COMPLETED,15.925
102,20251210_095352,gaitset_OUMVLP.csv,gaitpart_OUMVLP.csv,LSTM,42,1,[448],True,L2,0.0,[],[],max,256,silu,True,16,AdamW,0.001,1e-05,,256,True,0.00352,3.22441,0.47727,0.40337,"[0.57143, 0.15385, 0.48485]",0.59091,0.49984,"[0.63415, 0.25, 0.61538]",111,0.14349,2.34146,117,COMPLETED,53.687
103,20251210_095352,gln_phase1.csv,gaitpart_OUMVLP.csv,LSTM,42,1,[448],True,L2,0.0,[],[],max,256,silu,True,16,AdamW,0.001,1e-05,,256,True,0.001,2.47988,0.47727,0.35002,"[0.56522, 0.0, 0.48485]",0.54545,0.51597,"[0.68421, 0.38095, 0.48276]",14,0.38514,1.34052,28,COMPLETED,15.981
104,20251210_095352,gln_phase2.csv,gaitpart_OUMVLP.csv,LSTM,42,1,[448],True,L2,0.0,[],[],max,256,silu,True,16,AdamW,0.001,1e-05,,256,True,0.00319,2.36907,0.5,0.36957,"[0.6087, 0.0, 0.5]",0.59091,0.48717,"[0.68085, 0.2, 0.58065]",14,0.51848,1.31387,24,COMPLETED,13.838

105,20251210_095756,baseline_CASIAB.csv,gaitset.csv,LSTM,42,1,[256],False,L2,0.0,[],[],max,,,False,64,AdamW,0.001,1e-05,,256,True,0.07587,3.09453,0.5,0.41425,"[0.62222, 0.15385, 0.46667]",0.54545,0.46549,"[0.59091, 0.25, 0.55556]",112,0.34281,1.59159,135,COMPLETED,10.154
106,20251210_095756,baseline_OUMVLP.csv,gaitset.csv,LSTM,42,1,[256],False,L2,0.0,[],[],max,,,False,64,AdamW,0.001,1e-05,,256,True,0.05664,2.67394,0.43182,0.37086,"[0.43243, 0.15385, 0.52632]",0.59091,0.5285,"[0.65217, 0.33333, 0.6]",103,0.43404,1.46349,184,COMPLETED,13.862
107,20251210_095756,gaitgl.csv,gaitset.csv,LSTM,42,1,[256],False,L2,0.0,[],[],max,,,False,64,AdamW,0.001,1e-05,,128,True,0.02983,3.07768,0.45455,0.43485,"[0.5, 0.35294, 0.45161]",0.61364,0.60631,"[0.6383, 0.6, 0.58065]",94,0.09883,2.54318,100,COMPLETED,9.323
108,20251210_095756,gaitgl_GREW.csv,gaitset.csv,LSTM,42,1,[256],False,L2,0.0,[],[],max,,,False,64,AdamW,0.001,1e-05,,256,True,0.02578,2.73143,0.38636,0.32889,"[0.57143, 0.09524, 0.32]",0.47727,0.45417,"[0.5625, 0.28571, 0.51429]",81,0.131,1.95905,87,COMPLETED,8.919
109,20251210_095756,gaitgl_GREW_BNNeck.csv,gaitset.csv,LSTM,42,1,[256],False,L2,0.0,[],[],max,,,False,64,AdamW,0.001,1e-05,,256,True,0.04749,3.05019,0.36364,0.30577,"[0.52381, 0.11765, 0.27586]",0.52273,0.43795,"[0.61224, 0.25, 0.45161]",53,0.66301,1.16097,114,COMPLETED,11.733
110,20251210_095756,gaitgl_OUMVLP.csv,gaitset.csv,LSTM,42,1,[256],False,L2,0.0,[],[],max,,,False,64,AdamW,0.001,1e-05,,256,True,0.05874,1.90769,0.56818,0.52936,"[0.63636, 0.4, 0.55172]",0.56818,0.52936,"[0.63636, 0.4, 0.55172]",177,0.05874,1.90769,177,COMPLETED,18.654
111,20251210_095756,gaitpart_GREW.csv,gaitset.csv,LSTM,42,1,[256],False,L2,0.0,[],[],max,,,False,64,AdamW,0.001,1e-05,,256,True,0.06231,1.99033,0.54545,0.50914,"[0.63158, 0.33333, 0.5625]",0.59091,0.53214,"[0.7234, 0.42857, 0.44444]",153,0.17744,1.72626,207,COMPLETED,12.993
112,20251210_095756,gaitpart_OUMVLP.csv,gaitset.csv,LSTM,42,1,[256],False,L2,0.0,[],[],max,,,False,64,AdamW,0.001,1e-05,,256,True,0.05933,2.08209,0.5,0.42551,"[0.66667, 0.125, 0.48485]",0.68182,0.60679,"[0.7234, 0.36364, 0.73333]",277,0.30872,1.39497,383,COMPLETED,24.529
113,20251210_095756,gaitset.csv,gaitset.csv,LSTM,42,1,[256],False,L2,0.0,[],[],max,,,False,64,AdamW,0.001,1e-05,,256,True,0.05172,3.44756,0.40909,0.33549,"[0.53061, 0.2, 0.27586]",0.47727,0.37298,"[0.60377, 0.18182, 0.33333]",137,0.39248,1.72914,161,COMPLETED,16.536
114,20251210_095756,gaitset_GREW.csv,gaitset.csv,LSTM,42,1,[256],False,L2,0.0,[],[],max,,,False,64,AdamW,0.001,1e-05,,256,True,0.0344,2.95824,0.34091,0.29119,"[0.48649, 0.0, 0.3871]",0.45455,0.40035,"[0.2963, 0.33333, 0.57143]",135,0.41767,2.61468,149,COMPLETED,15.449
115,20251210_095756,gaitset_OUMVLP.csv,gaitset.csv,LSTM,42,1,[256],False,L2,0.0,[],[],max,,,False,64,AdamW,0.001,1e-05,,256,True,0.09515,2.67475,0.43182,0.37156,"[0.46154, 0.16667, 0.48649]",0.59091,0.5363,"[0.63415, 0.36364, 0.61111]",329,0.33003,1.5301,384,COMPLETED,39.668
116,20251210_095756,gln_phase1.csv,gaitset.csv,LSTM,42,1,[256],False,L2,0.0,[],[],max,,,False,64,AdamW,0.001,1e-05,,256,True,0.05567,2.97315,0.34091,0.30078,"[0.42105, 0.11765, 0.36364]",0.52273,0.43859,"[0.6087, 0.22222, 0.48485]",76,0.48407,1.28612,161,COMPLETED,21.147
117,20251210_095756,gln_phase2.csv,gaitset.csv,LSTM,42,1,[256],False,L2,0.0,[],[],max,,,False,64,AdamW,0.001,1e-05,,256,True,0.03795,2.39172,0.45455,0.39586,"[0.53659, 0.11765, 0.53333]",0.54545,0.47912,"[0.65217, 0.26667, 0.51852]",97,0.2367,1.55683,146,COMPLETED,18.935

118,20251210_100153,baseline_CASIAB.csv,gaitset_GREW.csv,LSTM,42,3,"[256, 256, 256]",False,L2,0.0,[],[],last,256,silu,True,32,Adam,0.001,1e-06,,256,True,0.06422,3.984,0.40909,0.37302,"[0.5, 0.28571, 0.33333]",0.47727,0.44862,"[0.51163, 0.36364, 0.47059]",107,0.6154,1.51246,163,COMPLETED,38.398
119,20251210_100153,baseline_OUMVLP.csv,gaitset_GREW.csv,LSTM,42,3,"[256, 256, 256]",False,L2,0.0,[],[],last,256,silu,True,32,Adam,0.001,1e-06,,256,True,0.06152,2.57041,0.5,0.42735,"[0.46154, 0.15385, 0.66667]",0.56818,0.52751,"[0.57143, 0.4, 0.61111]",137,0.35723,1.33907,199,COMPLETED,46.592
120,20251210_100153,gaitgl.csv,gaitset_GREW.csv,LSTM,42,3,"[256, 256, 256]",False,L2,0.0,[],[],last,256,silu,True,32,Adam,0.001,1e-06,,128,True,0.0232,3.27518,0.47727,0.35714,"[0.57143, 0.0, 0.5]",0.52273,0.49174,"[0.61538, 0.375, 0.48485]",52,0.23859,2.47612,89,COMPLETED,29.901
121,20251210_100153,gaitgl_GREW.csv,gaitset_GREW.csv,LSTM,42,3,"[256, 256, 256]",False,L2,0.0,[],[],last,256,silu,True,32,Adam,0.001,1e-06,,256,True,0.01439,4.03505,0.47727,0.42464,"[0.59574, 0.33333, 0.34483]",0.52273,0.48564,"[0.625, 0.46154, 0.37037]",43,0.36351,3.22281,53,COMPLETED,18.409
122,20251210_100153,gaitgl_GREW_BNNeck.csv,gaitset_GREW.csv,LSTM,42,3,"[256, 256, 256]",False,L2,0.0,[],[],last,256,silu,True,32,Adam,0.001,1e-06,,256,True,0.06517,3.43148,0.40909,0.35267,"[0.47619, 0.18182, 0.4]",0.52273,0.52785,"[0.52381, 0.54545, 0.51429]",102,0.0878,3.01182,105,COMPLETED,36.238
123,20251210_100153,gaitgl_OUMVLP.csv,gaitset_GREW.csv,LSTM,42,3,"[256, 256, 256]",False,L2,0.0,[],[],last,256,silu,True,32,Adam,0.001,1e-06,,256,True,0.05486,4.50135,0.36364,0.28427,"[0.42857, 0.0, 0.42424]",0.5,0.42616,"[0.55319, 0.15385, 0.57143]",178,0.5239,3.18031,411,COMPLETED,142.178
124,20251210_100153,gaitpart_GREW.csv,gaitset_GREW.csv,LSTM,42,3,"[256, 256, 256]",False,L2,0.0,[],[],last,256,silu,True,32,Adam,0.001,1e-06,,256,True,0.04002,2.97263,0.5,0.44678,"[0.59091, 0.26667, 0.48276]",0.54545,0.53361,"[0.57143, 0.5, 0.52941]",186,0.28072,1.8469,214,COMPLETED,39.262
125,20251210_100153,gaitpart_OUMVLP.csv,gaitset_GREW.csv,LSTM,42,3,"[256, 256, 256]",False,L2,0.0,[],[],last,256,silu,True,32,Adam,0.001,1e-06,,256,True,0.08592,2.97432,0.52273,0.44033,"[0.60465, 0.15385, 0.5625]",0.61364,0.63123,"[0.65, 0.71429, 0.52941]",311,0.45058,1.72461,520,COMPLETED,94.427
126,20251210_100153,gaitset.csv,gaitset_GREW.csv,LSTM,42,3,"[256, 256, 256]",False,L2,0.0,[],[],last,256,silu,True,32,Adam,0.001,1e-06,,256,True,0.05482,2.95218,0.45455,0.42029,"[0.55319, 0.4, 0.30769]",0.52273,0.475,"[0.625, 0.4, 0.4]",192,0.0761,2.67621,196,COMPLETED,66.525
127,20251210_100153,gaitset_GREW.csv,gaitset_GREW.csv,LSTM,42,3,"[256, 256, 256]",False,L2,0.0,[],[],last,256,silu,True,32,Adam,0.001,1e-06,,256,True,1.00662,1.01436,0.47727,0.21538,"[0.64615, 0.0, 0.0]",0.47727,0.21538,"[0.64615, 0.0, 0.0]",135,1.00662,1.01436,135,STOPPED,46.343
128,20251210_100153,gaitset_OUMVLP.csv,gaitset_GREW.csv,LSTM,42,3,"[256, 256, 256]",False,L2,0.0,[],[],last,256,silu,True,32,Adam,0.001,1e-06,,256,True,1.01373,1.01406,0.47727,0.21538,"[0.64615, 0.0, 0.0]",0.47727,0.21538,"[0.64615, 0.0, 0.0]",120,1.01373,1.01406,120,STOPPED,41.009
129,20251210_100153,gln_phase1.csv,gaitset_GREW.csv,LSTM,42,3,"[256, 256, 256]",False,L2,0.0,[],[],last,256,silu,True,32,Adam,0.001,1e-06,,256,True,0.04256,3.47878,0.45455,0.41618,"[0.52632, 0.22222, 0.5]",0.56818,0.53768,"[0.66667, 0.46154, 0.48485]",101,0.49191,1.61055,182,COMPLETED,80.884
130,20251210_100153,gln_phase2.csv,gaitset_GREW.csv,LSTM,42,3,"[256, 256, 256]",False,L2,0.0,[],[],last,256,silu,True,32,Adam,0.001,1e-06,,256,True,0.03001,4.03189,0.40909,0.34808,"[0.52381, 0.13333, 0.3871]",0.54545,0.51483,"[0.65306, 0.57143, 0.32]",75,0.39956,2.05115,142,COMPLETED,63.243

131,20251210_101431,baseline_CASIAB.csv,gaitset_OUMVLP.csv,LSTM,42,2,"[256, 384]",True,L2,0.0,[],[1],max,512,gelu,True,32,Adam,0.0002,1e-05,,256,False,0.00766,2.24678,0.54545,0.44667,"[0.64, 0.2, 0.5]",0.54545,0.46649,"[0.58537, 0.25, 0.5641]",39,0.01648,2.20407,40,COMPLETED,13.213
132,20251210_101431,baseline_OUMVLP.csv,gaitset_OUMVLP.csv,LSTM,42,2,"[256, 384]",True,L2,0.0,[],[1],max,512,gelu,True,32,Adam,0.0002,1e-05,,256,False,0.00953,2.03181,0.61364,0.44877,"[0.69767, 0.0, 0.64865]",0.63636,0.55624,"[0.72, 0.33333, 0.61538]",46,0.1485,1.70815,52,COMPLETED,17.33
133,20251210_101431,gaitgl.csv,gaitset_OUMVLP.csv,LSTM,42,2,"[256, 384]",True,L2,0.0,[],[1],max,512,gelu,True,32,Adam,0.0002,1e-05,,128,False,0.04463,1.88248,0.5,0.45,"[0.6, 0.25, 0.5]",0.54545,0.45833,"[0.5, 0.25, 0.625]",17,0.04369,2.47178,18,COMPLETED,8.169
134,20251210_101431,gaitgl_GREW.csv,gaitset_OUMVLP.csv,LSTM,42,2,"[256, 384]",True,L2,0.0,[],[1],max,512,gelu,True,32,Adam,0.0002,1e-05,,256,False,0.00467,1.98388,0.47727,0.30905,"[0.60714, 0.0, 0.32]",0.47727,0.40598,"[0.5641, 0.15385, 0.5]",18,0.00788,1.72446,19,COMPLETED,8.879
135,20251210_101431,gaitgl_GREW_BNNeck.csv,gaitset_OUMVLP.csv,LSTM,42,2,"[256, 384]",True,L2,0.0,[],[1],max,512,gelu,True,32,Adam,0.0002,1e-05,,256,False,0.0124,2.19179,0.45455,0.32982,"[0.56522, 0.0, 0.42424]",0.47727,0.40664,"[0.52381, 0.18182, 0.51429]",36,0.02672,2.00106,38,COMPLETED,17.835
136,20251210_101431,gaitgl_OUMVLP.csv,gaitset_OUMVLP.csv,LSTM,42,2,"[256, 384]",True,L2,0.0,[],[1],max,512,gelu,True,32,Adam,0.0002,1e-05,,256,False,0.00738,1.87571,0.56818,0.47155,"[0.65217, 0.18182, 0.58065]",0.54545,0.48909,"[0.61905, 0.28571, 0.5625]",43,0.21134,1.39275,48,COMPLETED,22.66
137,20251210_101431,gaitpart_GREW.csv,gaitset_OUMVLP.csv,LSTM,42,2,"[256, 384]",True,L2,0.0,[],[1],max,512,gelu,True,32,Adam,0.0002,1e-05,,256,False,0.00888,1.77542,0.56818,0.49322,"[0.72727, 0.28571, 0.46667]",0.63636,0.60813,"[0.70588, 0.6, 0.51852]",51,0.32169,1.37093,64,COMPLETED,16.728
138,20251210_101431,gaitpart_OUMVLP.csv,gaitset_OUMVLP.csv,LSTM,42,2,"[256, 384]",True,L2,0.0,[],[1],max,512,gelu,True,32,Adam,0.0002,1e-05,,256,False,0.01525,2.43316,0.52273,0.37276,"[0.66667, 0.0, 0.45161]",0.56818,0.42222,"[0.66667, 0.0, 0.6]",88,0.55238,1.30053,99,COMPLETED,25.726
139,20251210_101431,gaitset.csv,gaitset_OUMVLP.csv,LSTM,42,2,"[256, 384]",True,L2,0.0,[],[1],max,512,gelu,True,32,Adam,0.0002,1e-05,,256,False,0.00401,2.51725,0.47727,0.32574,"[0.59259, 0.0, 0.38462]",0.47727,0.33333,"[0.61538, 0.0, 0.38462]",34,0.00527,2.32883,35,COMPLETED,16.218
140,20251210_101431,gaitset_GREW.csv,gaitset_OUMVLP.csv,LSTM,42,2,"[256, 384]",True,L2,0.0,[],[1],max,512,gelu,True,32,Adam,0.0002,1e-05,,256,False,0.01854,2.1391,0.36364,0.31341,"[0.5, 0.11765, 0.32258]",0.47727,0.34553,"[0.53659, 0.0, 0.5]",34,0.30725,1.56276,41,COMPLETED,18.761
141,20251210_101431,gaitset_OUMVLP.csv,gaitset_OUMVLP.csv,LSTM,42,2,"[256, 384]",True,L2,0.0,[],[1],max,512,gelu,True,32,Adam,0.0002,1e-05,,256,False,0.02648,2.52688,0.45455,0.29384,"[0.64151, 0.0, 0.24]",0.47727,0.39444,"[0.58333, 0.2, 0.4]",81,0.73176,1.21456,108,COMPLETED,49.931
142,20251210_101431,gln_phase1.csv,gaitset_OUMVLP.csv,LSTM,42,2,"[256, 384]",True,L2,0.0,[],[1],max,512,gelu,True,32,Adam,0.0002,1e-05,,256,False,0.01517,1.67768,0.54545,0.39855,"[0.69565, 0.0, 0.5]",0.52273,0.51323,"[0.61111, 0.42857, 0.5]",29,0.10219,1.68069,34,COMPLETED,20.565
