id,timestamp,target_embedding,top_variant,source_params,model,seed,input_dim,num_layers,layer_sizes,bidirectional,norm,dropout,dropout_layers,norm_layers,pooling,fc_hidden,activation,norm_post_lstm,native_mode,batch_size,optimizer,momentum_sgd,learning_rate,weight_decay,class_weights,label_smoothing,clip_grad_norm,train_loss,test_loss,accuracy,f1_macro,f1_per_class,epochs_trained,train_loss_best_state,test_loss_best_state,best_accuracy,best_f1,best_f1_per_class,best_epoch,training,duration_sec
1,20251230_210437,baseline_CASIAB_TOP70.csv,70%,Preset_1,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,1024,silu,True,True,32,Adam,,0.001,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11419,2.60465,0.38636,0.36257,"[0.4, 0.26667, 0.42105]",89,0.38679,2.86518,0.43182,0.4368,"[0.32258, 0.5, 0.4878]",56,COMPLETED,12.772
2,20251230_210437,baseline_OUMVLP_TOP70.csv,70%,Preset_1,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,1024,silu,True,True,32,Adam,,0.001,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10667,1.84837,0.47727,0.40794,"[0.5, 0.2, 0.52381]",107,0.14695,1.77581,0.61364,0.55906,"[0.65217, 0.4, 0.625]",92,COMPLETED,13.301
3,20251230_210437,gaitgl_GREW_BNNeck_TOP70.csv,70%,Preset_1,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,1024,silu,True,True,32,Adam,,0.001,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11496,1.99672,0.47727,0.46422,"[0.4, 0.42857, 0.5641]",58,0.13129,1.98289,0.59091,0.55305,"[0.63415, 0.4, 0.625]",55,COMPLETED,8.922
4,20251230_210437,gaitgl_GREW_TOP70.csv,70%,Preset_1,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,1024,silu,True,True,32,Adam,,0.001,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12971,1.50655,0.56818,0.47631,"[0.55556, 0.22222, 0.65116]",30,0.53277,1.41553,0.65909,0.61133,"[0.64865, 0.42857, 0.75676]",10,COMPLETED,4.53
5,20251230_210437,gaitgl_OUMVLP_TOP70.csv,70%,Preset_1,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,1024,silu,True,True,32,Adam,,0.001,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11252,2.36958,0.45455,0.33889,"[0.6, 0.0, 0.41667]",136,0.36438,4.46469,0.40909,0.3969,"[0.2963, 0.2069, 0.6875]",79,COMPLETED,20.37
6,20251230_210437,gaitgl_TOP70.csv,70%,Preset_1,LSTM,42,128,1,[448],False,L2,0.0,[],[],last,1024,silu,True,True,32,Adam,,0.001,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12566,2.3002,0.45455,0.41499,"[0.51163, 0.26667, 0.46667]",38,0.74027,1.44898,0.45455,0.46919,"[0.45, 0.53333, 0.42424]",15,COMPLETED,5.387
7,20251230_210437,gaitpart_GREW_TOP70.csv,70%,Preset_1,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,1024,silu,True,True,32,Adam,,0.001,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13687,2.80659,0.5,0.45039,"[0.65116, 0.4, 0.3]",98,0.20506,2.06503,0.56818,0.55815,"[0.46667, 0.57143, 0.63636]",82,COMPLETED,10.744
8,20251230_210437,gaitpart_OUMVLP_TOP70.csv,70%,Preset_1,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,1024,silu,True,True,32,Adam,,0.001,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,1.10484,1.09224,0.36364,0.17778,"[0.0, 0.0, 0.53333]",136,1.10484,1.09224,0.36364,0.17778,"[0.0, 0.0, 0.53333]",136,STOPPED,14.948
9,20251230_210437,gaitset_GREW_TOP70.csv,70%,Preset_1,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,1024,silu,True,True,32,Adam,,0.001,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11038,2.74981,0.34091,0.3049,"[0.46512, 0.23529, 0.21429]",102,0.15851,3.05546,0.47727,0.43021,"[0.6087, 0.42105, 0.26087]",86,COMPLETED,15.38
10,20251230_210437,gaitset_OUMVLP_TOP70.csv,70%,Preset_1,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,1024,silu,True,True,32,Adam,,0.001,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10645,2.22621,0.5,0.42063,"[0.61905, 0.14286, 0.5]",394,0.22416,3.16383,0.52273,0.50442,"[0.64865, 0.38462, 0.48]",277,COMPLETED,59.248
