id,timestamp,target_embedding,source_params,model,seed,input_dim,num_layers,layer_sizes,bidirectional,norm,dropout,dropout_layers,norm_layers,pooling,fc_hidden,activation,norm_post_lstm,batch_size,optimizer,momentum_sgd,learning_rate,weight_decay,native_mode,label_smoothing,clip_grad_norm,class_weights,train_loss,accuracy,epochs_trained,f1_macro,best_f1,best_epoch,best_state_loss,training,duration_sec
12,20251013_165256,gln_phase1.csv,Personalizado,LSTM,42,256,4,"[896, 768, 640, 512]",False,L2,0.4,"[1, 2]","[1, 2]",max,512.0,elu,True,16,AdamW,,1e-05,0.0,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14535,0.5,744,0.36822,0.4574,278,0.33019,STOPPED,1784.355
13,20251013_165256,gln_phase2.csv,Personalizado,LSTM,42,256,4,"[896, 768, 640, 512]",False,L2,0.4,"[1, 2]","[1, 2]",max,512.0,elu,True,16,AdamW,,1e-05,0.0,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14526,0.45455,708,0.34683,0.42593,454,0.16794,STOPPED,1938.435
14,20251013_165256,baseline_CASIAB.csv,Personalizado,LSTM,42,256,1,[512],False,L2,0.1,[],[],max,128.0,leakyrelu,False,64,AdamW,,0.001,0.0,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13961,0.5,181,0.41201,0.49878,61,0.28248,STOPPED,18.407
15,20251013_165256,baseline_OUMVLP.csv,Personalizado,LSTM,42,256,1,[512],False,L2,0.1,[],[],max,128.0,leakyrelu,False,64,AdamW,,0.001,0.0,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.1412,0.45455,244,0.41604,0.47033,171,0.1696,STOPPED,24.931
16,20251013_165256,gaitgl.csv,Personalizado,LSTM,42,128,1,[512],False,L2,0.1,[],[],max,128.0,leakyrelu,False,64,AdamW,,0.001,0.0,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14114,0.54545,160,0.39546,0.48057,41,0.18535,STOPPED,23.566
17,20251013_165256,gaitgl_GREW.csv,Personalizado,LSTM,42,256,1,[512],False,L2,0.1,[],[],max,128.0,leakyrelu,False,64,AdamW,,0.001,0.0,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13979,0.54545,135,0.5,0.51884,38,0.14371,STOPPED,22.578
18,20251013_165256,gaitgl_GREW_BNNeck.csv,Personalizado,LSTM,42,256,1,[512],False,L2,0.1,[],[],max,128.0,leakyrelu,False,64,AdamW,,0.001,0.0,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14024,0.40909,164,0.34682,0.46012,78,0.15241,STOPPED,27.378
19,20251013_165256,gaitgl_OUMVLP.csv,Personalizado,LSTM,42,256,1,[512],False,L2,0.1,[],[],max,128.0,leakyrelu,False,64,AdamW,,0.001,0.0,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13986,0.52273,261,0.47416,0.50137,87,0.20479,STOPPED,43.662
20,20251013_165256,gaitpart_GREW.csv,Personalizado,LSTM,42,256,1,[512],False,L2,0.1,[],[],max,128.0,leakyrelu,False,64,AdamW,,0.001,0.0,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13986,0.38636,310,0.35932,0.52695,228,0.14869,STOPPED,23.353
21,20251013_165256,gaitpart_OUMVLP.csv,Personalizado,LSTM,42,256,1,[512],False,L2,0.1,[],[],max,128.0,leakyrelu,False,64,AdamW,,0.001,0.0,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14004,0.56818,326,0.50833,0.54722,196,0.24975,STOPPED,24.612
22,20251013_165256,gaitset.csv,Personalizado,LSTM,42,256,1,[512],False,L2,0.1,[],[],max,128.0,leakyrelu,False,64,AdamW,,0.001,0.0,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14115,0.31818,166,0.24438,0.35929,63,0.20084,STOPPED,27.052
23,20251013_165256,gaitset_GREW.csv,Personalizado,LSTM,42,256,1,[512],False,L2,0.1,[],[],max,128.0,leakyrelu,False,64,AdamW,,0.001,0.0,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14047,0.47727,156,0.40664,0.47898,85,0.2864,STOPPED,25.772
24,20251013_165256,gaitset_OUMVLP.csv,Personalizado,LSTM,42,256,1,[512],False,L2,0.1,[],[],max,128.0,leakyrelu,False,64,AdamW,,0.001,0.0,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.78533,0.34091,256,0.26648,0.37834,179,0.27587,STOPPED,41.708
25,20251013_165256,gln_phase1.csv,Personalizado,LSTM,42,256,1,[512],False,L2,0.1,[],[],max,128.0,leakyrelu,False,64,AdamW,,0.001,0.0,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14013,0.40909,200,0.32353,0.48737,139,0.14313,STOPPED,44.003
26,20251013_165256,gln_phase2.csv,Personalizado,LSTM,42,256,1,[512],False,L2,0.1,[],[],max,128.0,leakyrelu,False,64,AdamW,,0.001,0.0,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14052,0.45455,162,0.35107,0.47573,58,0.1664,STOPPED,35.588
53,20251013_165256,baseline_CASIAB.csv,Personalizado,LSTM,42,256,3,"[256, 192, 128]",True,L2,0.4,[2],"[1, 2]",last,512.0,elu,False,16,Adam,,0.0001,5e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14295,0.52273,233,0.43345,0.53203,199,0.14517,STOPPED,162.651
54,20251013_165256,baseline_OUMVLP.csv,Personalizado,LSTM,42,256,3,"[256, 192, 128]",True,L2,0.4,[2],"[1, 2]",last,512.0,elu,False,16,Adam,,0.0001,5e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14583,0.34091,346,0.32116,0.48308,102,0.26435,STOPPED,241.798
55,20251013_165256,gaitgl.csv,Personalizado,LSTM,42,128,3,"[256, 192, 128]",True,L2,0.4,[2],"[1, 2]",last,512.0,elu,False,16,Adam,,0.0001,5e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14259,0.56818,203,0.46453,0.48756,161,0.1434,STOPPED,219.475
56,20251013_165256,gaitgl_GREW.csv,Personalizado,LSTM,42,256,3,"[256, 192, 128]",True,L2,0.4,[2],"[1, 2]",last,512.0,elu,False,16,Adam,,0.0001,5e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14209,0.47727,165,0.40613,0.4914,29,0.28201,STOPPED,180.611
57,20251013_165256,gaitgl_GREW_BNNeck.csv,Personalizado,LSTM,42,256,3,"[256, 192, 128]",True,L2,0.4,[2],"[1, 2]",last,512.0,elu,False,16,Adam,,0.0001,5e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.1422,0.36364,236,0.32176,0.4529,100,0.16873,STOPPED,258.453
58,20251013_165256,gaitgl_OUMVLP.csv,Personalizado,LSTM,42,256,3,"[256, 192, 128]",True,L2,0.4,[2],"[1, 2]",last,512.0,elu,False,16,Adam,,0.0001,5e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14217,0.59091,177,0.48717,0.5625,97,0.14543,STOPPED,194.278
59,20251013_165256,gaitpart_GREW.csv,Personalizado,LSTM,42,256,3,"[256, 192, 128]",True,L2,0.4,[2],"[1, 2]",last,512.0,elu,False,16,Adam,,0.0001,5e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14389,0.47727,232,0.41534,0.47078,172,0.159,STOPPED,120.79
60,20251013_165256,gaitpart_OUMVLP.csv,Personalizado,LSTM,42,256,3,"[256, 192, 128]",True,L2,0.4,[2],"[1, 2]",last,512.0,elu,False,16,Adam,,0.0001,5e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14316,0.47727,307,0.36015,0.4385,203,0.20885,STOPPED,160.385
61,20251013_165256,gaitset.csv,Personalizado,LSTM,42,256,3,"[256, 192, 128]",True,L2,0.4,[2],"[1, 2]",last,512.0,elu,False,16,Adam,,0.0001,5e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14508,0.38636,228,0.28354,0.35536,78,0.19469,STOPPED,245.739
62,20251013_165256,gaitset_GREW.csv,Personalizado,LSTM,42,256,3,"[256, 192, 128]",True,L2,0.4,[2],"[1, 2]",last,512.0,elu,False,16,Adam,,0.0001,5e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15502,0.43182,250,0.30256,0.43045,133,0.18588,STOPPED,259.028
63,20251013_165256,gaitset_OUMVLP.csv,Personalizado,LSTM,42,256,3,"[256, 192, 128]",True,L2,0.4,[2],"[1, 2]",last,512.0,elu,False,16,Adam,,0.0001,5e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.19747,0.43182,331,0.30989,0.38164,304,0.22772,STOPPED,332.309
64,20251013_165256,gln_phase1.csv,Personalizado,LSTM,42,256,3,"[256, 192, 128]",True,L2,0.4,[2],"[1, 2]",last,512.0,elu,False,16,Adam,,0.0001,5e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.17158,0.52273,236,0.37778,0.51515,84,0.20137,STOPPED,320.485
65,20251013_165256,gln_phase2.csv,Personalizado,LSTM,42,256,3,"[256, 192, 128]",True,L2,0.4,[2],"[1, 2]",last,512.0,elu,False,16,Adam,,0.0001,5e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14361,0.54545,201,0.41313,0.50466,159,0.14273,STOPPED,271.175
66,20251013_165256,baseline_CASIAB.csv,Personalizado,LSTM,42,256,1,[384],False,L2,0.4,[],[],max,512.0,tanh,True,16,RMSprop,,5e-05,1e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14703,0.47727,182,0.43734,0.48978,46,0.17245,STOPPED,35.013
67,20251013_165256,baseline_OUMVLP.csv,Personalizado,LSTM,42,256,1,[384],False,L2,0.4,[],[],max,512.0,tanh,True,16,RMSprop,,5e-05,1e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14873,0.38636,319,0.35811,0.52764,76,0.18168,STOPPED,63.958
68,20251013_165256,gaitgl.csv,Personalizado,LSTM,42,128,1,[384],False,L2,0.4,[],[],max,512.0,tanh,True,16,RMSprop,,5e-05,1e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14272,0.38636,139,0.29175,0.38012,62,0.14443,STOPPED,35.653
69,20251013_165256,gaitgl_GREW.csv,Personalizado,LSTM,42,256,1,[384],False,L2,0.4,[],[],max,512.0,tanh,True,16,RMSprop,,5e-05,1e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.1448,0.54545,87,0.50268,0.51806,55,0.14559,STOPPED,24.136
70,20251013_165256,gaitgl_GREW_BNNeck.csv,Personalizado,LSTM,42,256,1,[384],False,L2,0.4,[],[],max,512.0,tanh,True,16,RMSprop,,5e-05,1e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14453,0.36364,179,0.32373,0.42977,144,0.14519,STOPPED,50.237
71,20251013_165256,gaitgl_OUMVLP.csv,Personalizado,LSTM,42,256,1,[384],False,L2,0.4,[],[],max,512.0,tanh,True,16,RMSprop,,5e-05,1e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14558,0.40909,332,0.38368,0.51493,73,0.17801,STOPPED,91.816
72,20251013_165256,gaitpart_GREW.csv,Personalizado,LSTM,42,256,1,[384],False,L2,0.4,[],[],max,512.0,tanh,True,16,RMSprop,,5e-05,1e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14751,0.34091,345,0.336,0.56931,156,0.1616,STOPPED,56.738
73,20251013_165256,gaitpart_OUMVLP.csv,Personalizado,LSTM,42,256,1,[384],False,L2,0.4,[],[],max,512.0,tanh,True,16,RMSprop,,5e-05,1e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.16561,0.47727,465,0.45,0.61167,386,0.17639,STOPPED,76.824
74,20251013_165256,gaitset.csv,Personalizado,LSTM,42,256,1,[384],False,L2,0.4,[],[],max,512.0,tanh,True,16,RMSprop,,5e-05,1e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14528,0.34091,192,0.3213,0.3763,173,0.14727,STOPPED,52.694
75,20251013_165256,gaitset_GREW.csv,Personalizado,LSTM,42,256,1,[384],False,L2,0.4,[],[],max,512.0,tanh,True,16,RMSprop,,5e-05,1e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14687,0.54545,183,0.38462,0.45285,161,0.14733,STOPPED,51.99
76,20251013_165256,gaitset_OUMVLP.csv,Personalizado,LSTM,42,256,1,[384],False,L2,0.4,[],[],max,512.0,tanh,True,16,RMSprop,,5e-05,1e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15982,0.38636,540,0.37908,0.52182,238,0.2484,STOPPED,147.527
77,20251013_165256,gln_phase1.csv,Personalizado,LSTM,42,256,1,[384],False,L2,0.4,[],[],max,512.0,tanh,True,16,RMSprop,,5e-05,1e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14561,0.43182,194,0.39438,0.49055,161,0.14603,STOPPED,67.093
78,20251013_165256,gln_phase2.csv,Personalizado,LSTM,42,256,1,[384],False,L2,0.4,[],[],max,512.0,tanh,True,16,RMSprop,,5e-05,1e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14402,0.54545,279,0.50152,0.55226,221,0.14444,STOPPED,94.286
92,20251013_165256,baseline_CASIAB.csv,Personalizado,LSTM,42,256,1,[256],False,minmax,0.0,[],[],last,128.0,gelu,True,96,Adam,,0.0002,1e-06,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14375,0.43182,673,0.37409,0.43202,544,0.1504,STOPPED,37.054
93,20251013_165256,baseline_OUMVLP.csv,Personalizado,LSTM,42,256,1,[256],False,minmax,0.0,[],[],last,128.0,gelu,True,96,Adam,,0.0002,1e-06,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15028,0.36364,662,0.34343,0.478,316,0.33541,STOPPED,37.595
94,20251013_165256,gaitgl.csv,Personalizado,LSTM,42,128,1,[256],False,minmax,0.0,[],[],last,128.0,gelu,True,96,Adam,,0.0002,1e-06,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14038,0.27273,527,0.2062,0.41671,356,0.16688,STOPPED,36.457
95,20251013_165256,gaitgl_GREW.csv,Personalizado,LSTM,42,256,1,[256],False,minmax,0.0,[],[],last,128.0,gelu,True,96,Adam,,0.0002,1e-06,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14073,0.47727,299,0.40404,0.47672,126,0.29605,STOPPED,23.885
96,20251013_165256,gaitgl_GREW_BNNeck.csv,Personalizado,LSTM,42,256,1,[256],False,minmax,0.0,[],[],last,128.0,gelu,True,96,Adam,,0.0002,1e-06,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.10816,0.47727,70,0.21538,0.21538,70,1.10816,STOPPED,5.497
97,20251013_165256,gaitgl_OUMVLP.csv,Personalizado,LSTM,42,256,1,[256],False,minmax,0.0,[],[],last,128.0,gelu,True,96,Adam,,0.0002,1e-06,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.1082,0.36364,75,0.17778,0.17778,75,1.1082,STOPPED,5.859
98,20251013_165256,gaitpart_GREW.csv,Personalizado,LSTM,42,256,1,[256],False,minmax,0.0,[],[],last,128.0,gelu,True,96,Adam,,0.0002,1e-06,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.10693,0.36364,54,0.18079,0.18079,54,1.10693,STOPPED,2.401
99,20251013_165256,gaitpart_OUMVLP.csv,Personalizado,LSTM,42,256,1,[256],False,minmax,0.0,[],[],last,128.0,gelu,True,96,Adam,,0.0002,1e-06,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.10817,0.45455,64,0.264,0.264,64,1.10817,STOPPED,2.98
100,20251013_165256,gaitset.csv,Personalizado,LSTM,42,256,1,[256],False,minmax,0.0,[],[],last,128.0,gelu,True,96,Adam,,0.0002,1e-06,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.17359,0.38636,506,0.33748,0.47343,297,0.2343,STOPPED,38.635
101,20251013_165256,gaitset_GREW.csv,Personalizado,LSTM,42,256,1,[256],False,minmax,0.0,[],[],last,128.0,gelu,True,96,Adam,,0.0002,1e-06,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14872,0.45455,566,0.41669,0.49671,290,0.2957,STOPPED,43.302
102,20251013_165256,gaitset_OUMVLP.csv,Personalizado,LSTM,42,256,1,[256],False,minmax,0.0,[],[],last,128.0,gelu,True,96,Adam,,0.0002,1e-06,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.10695,0.36364,58,0.25926,0.25926,58,1.10695,STOPPED,4.443
103,20251013_165256,gln_phase1.csv,Personalizado,LSTM,42,256,1,[256],False,minmax,0.0,[],[],last,128.0,gelu,True,96,Adam,,0.0002,1e-06,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15255,0.52273,637,0.50127,0.69444,303,0.33306,STOPPED,63.232
104,20251013_165256,gln_phase2.csv,Personalizado,LSTM,42,256,1,[256],False,minmax,0.0,[],[],last,128.0,gelu,True,96,Adam,,0.0002,1e-06,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.16648,0.34091,641,0.3222,0.45803,456,0.19903,STOPPED,63.408
105,20251013_165256,baseline_CASIAB.csv,Personalizado,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,64.0,tanh,True,16,AdamW,,0.0001,1e-06,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14136,0.40909,326,0.37917,0.50855,186,0.17314,STOPPED,60.208
106,20251013_165256,baseline_OUMVLP.csv,Personalizado,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,64.0,tanh,True,16,AdamW,,0.0001,1e-06,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14225,0.45455,339,0.44103,0.4726,270,0.14818,STOPPED,63.579
107,20251013_165256,gaitgl.csv,Personalizado,LSTM,42,128,1,[448],False,L2,0.0,[],[],last,64.0,tanh,True,16,AdamW,,0.0001,1e-06,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14427,0.47727,195,0.43155,0.47944,121,0.14558,STOPPED,47.901
108,20251013_165256,gaitgl_GREW.csv,Personalizado,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,64.0,tanh,True,16,AdamW,,0.0001,1e-06,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14137,0.36364,144,0.31766,0.40585,33,0.32084,STOPPED,39.161
109,20251013_165256,gaitgl_GREW_BNNeck.csv,Personalizado,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,64.0,tanh,True,16,AdamW,,0.0001,1e-06,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14413,0.38636,269,0.35504,0.46662,95,0.3012,STOPPED,69.896
110,20251013_165256,gaitgl_OUMVLP.csv,Personalizado,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,64.0,tanh,True,16,AdamW,,0.0001,1e-06,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14135,0.47727,279,0.36464,0.44566,149,0.23096,STOPPED,71.664
111,20251013_165256,gaitpart_GREW.csv,Personalizado,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,64.0,tanh,True,16,AdamW,,0.0001,1e-06,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14136,0.5,239,0.4547,0.5967,165,0.15383,STOPPED,37.39
112,20251013_165256,gaitpart_OUMVLP.csv,Personalizado,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,64.0,tanh,True,16,AdamW,,0.0001,1e-06,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14211,0.45455,397,0.4084,0.50899,317,0.17224,STOPPED,62.664
113,20251013_165256,gaitset.csv,Personalizado,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,64.0,tanh,True,16,AdamW,,0.0001,1e-06,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.25145,0.36364,390,0.27619,0.4299,279,0.15141,STOPPED,102.993
114,20251013_165256,gaitset_GREW.csv,Personalizado,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,64.0,tanh,True,16,AdamW,,0.0001,1e-06,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14183,0.34091,254,0.26263,0.36257,130,0.20206,STOPPED,67.609
115,20251013_165256,gaitset_OUMVLP.csv,Personalizado,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,64.0,tanh,True,16,AdamW,,0.0001,1e-06,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.24713,0.52273,534,0.42924,0.54915,325,0.22471,STOPPED,142.538
116,20251013_165256,gln_phase1.csv,Personalizado,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,64.0,tanh,True,16,AdamW,,0.0001,1e-06,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15115,0.47727,294,0.45089,0.57673,279,0.14872,STOPPED,97.321
117,20251013_165256,gln_phase2.csv,Personalizado,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,64.0,tanh,True,16,AdamW,,0.0001,1e-06,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.1417,0.43182,270,0.37221,0.39076,211,0.14536,STOPPED,90.13
157,20251013_165256,baseline_CASIAB.csv,Personalizado,LSTM,42,256,1,[64],False,L2,0.4,[],[],last,,,False,64,Adam,,0.01,1e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14023,0.5,192,0.42312,0.42312,170,0.14036,STOPPED,13.122
158,20251013_165256,baseline_OUMVLP.csv,Personalizado,LSTM,42,256,1,[64],False,L2,0.4,[],[],last,,,False,64,Adam,,0.01,1e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14079,0.34091,267,0.30158,0.47436,103,0.31069,STOPPED,18.222
159,20251013_165256,gaitgl.csv,Personalizado,LSTM,42,128,1,[64],False,L2,0.4,[],[],last,,,False,64,Adam,,0.01,1e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14039,0.43182,147,0.31117,0.4359,54,0.20172,STOPPED,11.937
160,20251013_165256,gaitgl_GREW.csv,Personalizado,LSTM,42,256,1,[64],False,L2,0.4,[],[],last,,,False,64,Adam,,0.01,1e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14023,0.5,159,0.42105,0.51207,79,0.14163,STOPPED,14.882
161,20251013_165256,gaitgl_GREW_BNNeck.csv,Personalizado,LSTM,42,256,1,[64],False,L2,0.4,[],[],last,,,False,64,Adam,,0.01,1e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14264,0.38636,188,0.36895,0.43651,62,0.20079,STOPPED,17.41
162,20251013_165256,gaitgl_OUMVLP.csv,Personalizado,LSTM,42,256,1,[64],False,L2,0.4,[],[],last,,,False,64,Adam,,0.01,1e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14217,0.38636,387,0.28418,0.38294,165,0.20491,STOPPED,35.23
163,20251013_165256,gaitpart_GREW.csv,Personalizado,LSTM,42,256,1,[64],False,L2,0.4,[],[],last,,,False,64,Adam,,0.01,1e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14036,0.34091,280,0.28816,0.41706,111,0.19404,STOPPED,16.964
164,20251013_165256,gaitpart_OUMVLP.csv,Personalizado,LSTM,42,256,1,[64],False,L2,0.4,[],[],last,,,False,64,Adam,,0.01,1e-07,False,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.10698,0.36364,54,0.17778,0.17778,54,1.10698,STOPPED,3.226
