id,timestamp,target_embedding,source_params,model,seed,input_dim,architecture_pattern,num_layers,layer_sizes,bidirectional,norm,dropout,dropout_layers,norm_layers,pooling,fc_hidden,activation,norm_post_lstm,batch_size,optimizer,momentum_sgd,learning_rate,weight_decay,train_loss,accuracy,epochs_trained,f1_macro,best_f1,best_epoch,best_state_loss,training
21,20250916_150010,gaitpart.csv,baseline_OUMVLP.csv,LSTM,42,128,uniform,1,[512],False,L2,0.1,[],[],attention,128.0,leakyrelu,False,64,AdamW,,0.001,0.0,0.88838,0.5,412,0.22222,0.22222,412,0.88838,STOPPED
22,20250916_150010,gaitpart_GREW.csv,baseline_OUMVLP.csv,LSTM,42,256,uniform,1,[512],False,L2,0.1,[],[],attention,128.0,leakyrelu,False,64,AdamW,,0.001,0.0,0.05988,0.38636,218,0.36177,0.44803,214,0.13497,COMPLETED
23,20250916_150010,gaitpart_OUMVLP.csv,baseline_OUMVLP.csv,LSTM,42,256,uniform,1,[512],False,L2,0.1,[],[],attention,128.0,leakyrelu,False,64,AdamW,,0.001,0.0,0.08876,0.5,844,0.35054,0.36471,756,0.18505,COMPLETED
24,20250916_150010,gaitset.csv,baseline_OUMVLP.csv,LSTM,42,256,uniform,1,[512],False,L2,0.1,[],[],attention,128.0,leakyrelu,False,64,AdamW,,0.001,0.0,0.06438,0.31818,160,0.25129,0.35449,126,0.17433,COMPLETED
25,20250916_150010,gaitset_GREW.csv,baseline_OUMVLP.csv,LSTM,42,256,uniform,1,[512],False,L2,0.1,[],[],attention,128.0,leakyrelu,False,64,AdamW,,0.001,0.0,0.07655,0.40909,275,0.33191,0.38943,270,0.11056,COMPLETED
26,20250916_150010,gaitset_OUMVLP.csv,baseline_OUMVLP.csv,LSTM,42,256,uniform,1,[512],False,L2,0.1,[],[],attention,128.0,leakyrelu,False,64,AdamW,,0.001,0.0,0.09427,0.31818,637,0.27491,0.33659,552,0.19221,COMPLETED
27,20250916_150010,gln_phase1.csv,baseline_OUMVLP.csv,LSTM,42,256,uniform,1,[512],False,L2,0.1,[],[],attention,128.0,leakyrelu,False,64,AdamW,,0.001,0.0,0.08874,0.43182,156,0.38881,0.44502,155,0.0974,COMPLETED
28,20250916_150010,gln_phase2.csv,baseline_OUMVLP.csv,LSTM,42,256,uniform,1,[512],False,L2,0.1,[],[],attention,128.0,leakyrelu,False,64,AdamW,,0.001,0.0,0.08298,0.43182,237,0.37289,0.45443,230,0.10101,COMPLETED

29,20250916_150714,baseline_CASIAB.csv,gaitgl.csv,LSTM,42,256,decreasing,3,"[448, 384, 256]",True,minmax,0.4,[1],[],attention,128.0,gelu,True,96,AdamW,,0.0001,5e-07,1.00589,0.47727,108,0.21538,0.21538,108,1.00589,STOPPED
