id,timestamp,target_embedding,source_params,model,seed,num_layers,layer_sizes,bidirectional,norm,dropout,dropout_layers,norm_layers,pooling,fc_hidden,activation,norm_post_lstm,batch_size,optimizer,learning_rate,weight_decay,momentum_sgd,native_mode,input_dim,label_smoothing,clip_grad_norm,class_weights,train_loss,test_loss,accuracy,epochs_trained,f1_macro,best_f1,best_epoch,best_state_loss,training,duration_sec
77,20251020_191923,gaitgl_64steps_mean.csv,lstm_results_v2.csv,LSTM,42,3,"[128, 128, 128]",True,L2,0.3,[],[],max,,,True,128,AdamW,0.0008,5e-06,,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14,2.19357,0.38636,165,0.27251,0.45198,165,0.14468,STOPPED,50.307
78,20251020_191923,gaitpart_16steps_mean.csv,lstm_results_v2.csv,LSTM,42,3,"[128, 128, 128]",True,L2,0.3,[],[],max,,,True,128,AdamW,0.0008,5e-06,,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14034,1.9234,0.56818,670,0.48333,0.56389,670,0.21609,STOPPED,68.692
79,20251020_191923,gaitset_62steps_mean.csv,lstm_results_v2.csv,LSTM,42,3,"[128, 128, 128]",True,L2,0.3,[],[],max,,,True,128,AdamW,0.0008,5e-06,,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15519,1.8365,0.5,525,0.36427,0.45121,525,0.14121,STOPPED,89.44
80,20251020_191923,gln_93steps_mean.csv,lstm_results_v2.csv,LSTM,42,3,"[128, 128, 128]",True,L2,0.3,[],[],max,,,True,128,AdamW,0.0008,5e-06,,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14037,1.75964,0.5,148,0.4256,0.51798,148,0.19125,STOPPED,91.517

81,20251020_191923,baseline_31steps_mean.csv,lstm_results_v2.csv,LSTM,42,3,"[448, 320, 256]",True,L2,0.25,"[1, 2]",[],attention,,,False,64,Adam,0.0007,1e-06,,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.10824,1.09819,0.36364,131,0.17778,0.17778,131,1.10824,STOPPED,33.285
82,20251020_191923,gaitgl_64steps_mean.csv,lstm_results_v2.csv,LSTM,42,3,"[448, 320, 256]",True,L2,0.25,"[1, 2]",[],attention,,,False,64,Adam,0.0007,1e-06,,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13975,2.28824,0.45455,150,0.34188,0.36906,150,0.15742,STOPPED,118.499
83,20251020_191923,gaitpart_16steps_mean.csv,lstm_results_v2.csv,LSTM,42,3,"[448, 320, 256]",True,L2,0.25,"[1, 2]",[],attention,,,False,64,Adam,0.0007,1e-06,,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.23153,2.33933,0.43182,1237,0.36489,0.47111,1237,0.24079,STOPPED,206.16
84,20251020_191923,gaitset_62steps_mean.csv,lstm_results_v2.csv,LSTM,42,3,"[448, 320, 256]",True,L2,0.25,"[1, 2]",[],attention,,,False,64,Adam,0.0007,1e-06,,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.69216,3.15795,0.36364,859,0.28746,0.52833,859,0.23344,STOPPED,445.59
85,20251020_191923,gln_93steps_mean.csv,lstm_results_v2.csv,LSTM,42,3,"[448, 320, 256]",True,L2,0.25,"[1, 2]",[],attention,,,False,64,Adam,0.0007,1e-06,,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.70965,1.93152,0.25,389,0.24259,0.24259,389,0.70965,STOPPED,240.102

86,20251020_191923,baseline_31steps_mean.csv,lstm_results_v2.csv,LSTM,42,3,"[512, 256, 128]",True,L2,0.2,[],[],max,256,elu,False,32,RMSprop,0.001,1e-06,,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.108,1.09439,0.47727,139,0.21538,0.21538,139,1.108,STOPPED,57.662
87,20251020_191923,gaitgl_64steps_mean.csv,lstm_results_v2.csv,LSTM,42,3,"[512, 256, 128]",True,L2,0.2,[],[],max,256,elu,False,32,RMSprop,0.001,1e-06,,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.36801,1.84139,0.45455,195,0.40155,0.54177,195,0.24349,STOPPED,203.241
88,20251020_191923,gaitpart_16steps_mean.csv,lstm_results_v2.csv,LSTM,42,3,"[512, 256, 128]",True,L2,0.2,[],[],max,256,elu,False,32,RMSprop,0.001,1e-06,,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.10788,1.09646,0.36364,159,0.17778,0.17778,159,1.10788,STOPPED,42.46
89,20251020_191923,gaitset_62steps_mean.csv,lstm_results_v2.csv,LSTM,42,3,"[512, 256, 128]",True,L2,0.2,[],[],max,256,elu,False,32,RMSprop,0.001,1e-06,,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.9697,1.15534,0.36364,205,0.3337,0.32439,205,0.28756,STOPPED,210.583
90,20251020_191923,gln_93steps_mean.csv,lstm_results_v2.csv,LSTM,42,3,"[512, 256, 128]",True,L2,0.2,[],[],max,256,elu,False,32,RMSprop,0.001,1e-06,,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.10765,1.09655,0.47727,173,0.21538,0.21538,173,1.10765,STOPPED,144.515

91,20251020_191923,baseline_31steps_mean.csv,lstm_results_v1_Optuna.csv,LSTM,42,4,"[896, 768, 640, 512]",False,L2,0.4,"[1, 2]","[1, 2]",max,512,elu,True,16,AdamW,1e-05,0.0,,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14933,2.45155,0.45455,782,0.42063,0.53312,782,0.18413,STOPPED,737.788
92,20251020_191923,gaitgl_64steps_mean.csv,lstm_results_v1_Optuna.csv,LSTM,42,4,"[896, 768, 640, 512]",False,L2,0.4,"[1, 2]","[1, 2]",max,512,elu,True,16,AdamW,1e-05,0.0,,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14311,2.29004,0.45455,419,0.38987,0.46834,419,0.14895,STOPPED,1084.552
93,20251020_191923,gaitpart_16steps_mean.csv,lstm_results_v1_Optuna.csv,LSTM,42,4,"[896, 768, 640, 512]",False,L2,0.4,"[1, 2]","[1, 2]",max,512,elu,True,16,AdamW,1e-05,0.0,,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15522,2.5799,0.45455,1339,0.36694,0.44242,1339,0.21671,STOPPED,907.36
94,20251020_191923,gaitset_62steps_mean.csv,lstm_results_v1_Optuna.csv,LSTM,42,4,"[896, 768, 640, 512]",False,L2,0.4,"[1, 2]","[1, 2]",max,512,elu,True,16,AdamW,1e-05,0.0,,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15208,2.85972,0.31818,935,0.27115,0.40972,935,0.16527,STOPPED,2120.343
95,20251020_191923,gln_93steps_mean.csv,lstm_results_v1_Optuna.csv,LSTM,42,4,"[896, 768, 640, 512]",False,L2,0.4,"[1, 2]","[1, 2]",max,512,elu,True,16,AdamW,1e-05,0.0,,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14267,1.87439,0.47727,348,0.36618,0.47201,348,0.2512,STOPPED,1883.418
