id,timestamp,target_embedding,top_variant,source_params,model,seed,input_dim,num_layers,layer_sizes,bidirectional,norm,dropout,dropout_layers,norm_layers,pooling,fc_hidden,activation,norm_post_lstm,native_mode,batch_size,optimizer,momentum_sgd,learning_rate,weight_decay,label_smoothing,clip_grad_norm,train_loss,test_loss,accuracy,f1_macro,f1_per_class,epochs_trained,train_loss_best_state,test_loss_best_state,best_accuracy,best_f1,best_f1_per_class,best_epoch,training,duration_sec
1,20260111_191136,baseline_CASIAB_LOW30.csv,30%,Preset_21,LSTM,42,256,3,"[256, 256, 256]",False,L2,0.0,[],[],last,256,silu,True,True,32,Adam,,0.001,1e-06,0.02,1.0,0.10321,2.45143,0.43182,0.39916,"[0.5, 0.28571, 0.41176]",214,0.16813,2.09019,0.52273,0.48045,"[0.57143, 0.33333, 0.53659]",155,COMPLETED,40.206
2,20260111_191136,baseline_OUMVLP_LOW30.csv,30%,Preset_21,LSTM,42,256,3,"[256, 256, 256]",False,L2,0.0,[],[],last,256,silu,True,True,32,Adam,,0.001,1e-06,0.02,1.0,0.10455,2.57392,0.40909,0.39108,"[0.37838, 0.33333, 0.46154]",550,0.40857,1.78257,0.56818,0.49728,"[0.66667, 0.36364, 0.46154]",524,COMPLETED,104.607
3,20260111_191136,gaitgl_GREW_BNNeck_LOW30.csv,30%,Preset_21,LSTM,42,256,3,"[256, 256, 256]",False,L2,0.0,[],[],last,256,silu,True,True,32,Adam,,0.001,1e-06,0.02,1.0,0.11152,2.616,0.36364,0.31287,"[0.45833, 0.22222, 0.25806]",116,0.45602,1.45461,0.5,0.45424,"[0.57778, 0.33333, 0.45161]",64,COMPLETED,25.725
4,20260111_191136,gaitgl_GREW_LOW30.csv,30%,Preset_21,LSTM,42,256,3,"[256, 256, 256]",False,L2,0.0,[],[],last,256,silu,True,True,32,Adam,,0.001,1e-06,0.02,1.0,0.10197,1.94164,0.5,0.42174,"[0.56522, 0.2, 0.5]",65,0.57763,1.33832,0.61364,0.60489,"[0.59459, 0.57143, 0.64865]",22,COMPLETED,14.073
5,20260111_191136,gaitgl_LOW30.csv,30%,Preset_21,LSTM,42,128,3,"[256, 256, 256]",False,L2,0.0,[],[],last,256,silu,True,True,32,Adam,,0.001,1e-06,0.02,1.0,0.10609,2.45668,0.45455,0.33493,"[0.55319, 0.0, 0.45161]",69,0.64241,1.30863,0.45455,0.38384,"[0.54545, 0.18182, 0.42424]",28,COMPLETED,14.549
6,20260111_191136,gaitgl_OUMVLP_LOW30.csv,30%,Preset_21,LSTM,42,256,3,"[256, 256, 256]",False,L2,0.0,[],[],last,256,silu,True,True,32,Adam,,0.001,1e-06,0.02,1.0,0.10523,2.8627,0.40909,0.40654,"[0.41026, 0.34783, 0.46154]",316,0.26202,2.02279,0.52273,0.46496,"[0.6, 0.33333, 0.46154]",207,COMPLETED,64.824
7,20260111_191136,gaitpart_GREW_LOW30.csv,30%,Preset_21,LSTM,42,256,3,"[256, 256, 256]",False,L2,0.0,[],[],last,256,silu,True,True,32,Adam,,0.001,1e-06,0.02,1.0,0.10782,2.73058,0.40909,0.36932,"[0.5641, 0.21053, 0.33333]",254,0.12149,2.49414,0.5,0.42783,"[0.59459, 0.13333, 0.55556]",249,COMPLETED,39.613
8,20260111_191136,gaitpart_OUMVLP_LOW30.csv,30%,Preset_21,LSTM,42,256,3,"[256, 256, 256]",False,L2,0.0,[],[],last,256,silu,True,True,32,Adam,,0.001,1e-06,0.02,1.0,0.1072,2.48854,0.45455,0.40122,"[0.61905, 0.2, 0.38462]",624,0.14954,1.75975,0.61364,0.54204,"[0.71429, 0.26667, 0.64516]",542,COMPLETED,96.8
9,20260111_191136,gaitset_GREW_LOW30.csv,30%,Preset_21,LSTM,42,256,3,"[256, 256, 256]",False,L2,0.0,[],[],last,256,silu,True,True,32,Adam,,0.001,1e-06,0.02,1.0,1.10599,1.09266,0.36364,0.17778,"[0.0, 0.0, 0.53333]",135,1.10599,1.09266,0.36364,0.17778,"[0.0, 0.0, 0.53333]",135,STOPPED,27.775
10,20260111_191136,gaitset_LOW30.csv,30%,Preset_21,LSTM,42,256,3,"[256, 256, 256]",False,L2,0.0,[],[],last,256,silu,True,True,32,Adam,,0.001,1e-06,0.02,1.0,0.10203,2.1072,0.52273,0.46357,"[0.62222, 0.28571, 0.48276]",182,0.13235,1.83001,0.61364,0.55272,"[0.69565, 0.4, 0.5625]",148,COMPLETED,36.873
11,20260111_191136,gaitset_OUMVLP_LOW30.csv,30%,Preset_21,LSTM,42,256,3,"[256, 256, 256]",False,L2,0.0,[],[],last,256,silu,True,True,32,Adam,,0.001,1e-06,0.02,1.0,1.10587,1.10645,0.15909,0.0915,"[0.0, 0.27451, 0.0]",123,1.10587,1.10645,0.15909,0.0915,"[0.0, 0.27451, 0.0]",123,STOPPED,25.112
12,20260111_191136,gln_phase1_LOW30.csv,30%,Preset_21,LSTM,42,256,3,"[256, 256, 256]",False,L2,0.0,[],[],last,256,silu,True,True,32,Adam,,0.001,1e-06,0.02,1.0,0.1031,2.78515,0.38636,0.29825,"[0.47368, 0.0, 0.42105]",161,0.27907,2.13835,0.47727,0.40663,"[0.52941, 0.16667, 0.52381]",96,COMPLETED,37.23
13,20260111_191136,gln_phase2_LOW30.csv,30%,Preset_21,LSTM,42,256,3,"[256, 256, 256]",False,L2,0.0,[],[],last,256,silu,True,True,32,Adam,,0.001,1e-06,0.02,1.0,0.10384,2.35443,0.47727,0.35877,"[0.55, 0.0, 0.52632]",139,0.23532,2.16651,0.5,0.4596,"[0.54545, 0.33333, 0.5]",96,COMPLETED,32.177

14,20260111_191136,baseline_CASIAB_LOW30.csv,30%,Preset_2,LSTM,42,256,1,[256],False,minmax,0.0,[],[],last,256,relu,True,True,32,Adam,,0.0001,0.0,0.02,1.0,0.11916,2.11904,0.47727,0.4299,"[0.57143, 0.26667, 0.45161]",277,0.15481,1.8929,0.59091,0.50921,"[0.7234, 0.28571, 0.51852]",225,COMPLETED,36.079
15,20260111_191136,baseline_OUMVLP_LOW30.csv,30%,Preset_2,LSTM,42,256,1,[256],False,minmax,0.0,[],[],last,256,relu,True,True,32,Adam,,0.0001,0.0,0.02,1.0,0.11644,1.69549,0.47727,0.41758,"[0.59574, 0.22222, 0.43478]",296,0.35329,1.36336,0.63636,0.58744,"[0.69565, 0.4, 0.66667]",173,COMPLETED,38.838
16,20260111_191136,gaitgl_GREW_BNNeck_LOW30.csv,30%,Preset_2,LSTM,42,256,1,[256],False,minmax,0.0,[],[],last,256,relu,True,True,32,Adam,,0.0001,0.0,0.02,1.0,0.11571,2.45118,0.38636,0.35839,"[0.46154, 0.25, 0.36364]",273,0.19912,2.09769,0.47727,0.39766,"[0.59574, 0.22222, 0.375]",207,COMPLETED,40.798
17,20260111_191136,gaitgl_GREW_LOW30.csv,30%,Preset_2,LSTM,42,256,1,[256],False,minmax,0.0,[],[],last,256,relu,True,True,32,Adam,,0.0001,0.0,0.02,1.0,0.11508,1.8334,0.47727,0.44324,"[0.58537, 0.31579, 0.42857]",117,0.11532,1.80562,0.47727,0.44885,"[0.5641, 0.31579, 0.46667]",108,COMPLETED,17.474
18,20260111_191136,gaitgl_LOW30.csv,30%,Preset_2,LSTM,42,128,1,[256],False,minmax,0.0,[],[],last,256,relu,True,True,32,Adam,,0.0001,0.0,0.02,1.0,0.11596,1.81876,0.5,0.47426,"[0.55556, 0.35294, 0.51429]",185,0.28528,1.40814,0.52273,0.50918,"[0.52941, 0.46154, 0.53659]",115,COMPLETED,24.83
19,20260111_191136,gaitgl_OUMVLP_LOW30.csv,30%,Preset_2,LSTM,42,256,1,[256],False,minmax,0.0,[],[],last,256,relu,True,True,32,Adam,,0.0001,0.0,0.02,1.0,0.10694,2.12226,0.47727,0.35965,"[0.5, 0.0, 0.57895]",351,0.13957,2.4674,0.47727,0.41667,"[0.5, 0.125, 0.625]",313,COMPLETED,51.833
