id,timestamp,target_embedding,source_params,model,seed,num_layers,layer_sizes,bidirectional,norm,dropout,dropout_layers,norm_layers,pooling,fc_hidden,activation,norm_post_lstm,batch_size,optimizer,momentum_sgd,learning_rate,weight_decay,native_mode,input_dim,label_smoothing,clip_grad_norm,class_weights,train_loss,test_loss,accuracy,f1_macro,f1_per_class,best_accuracy,best_f1,best_f1_per_class,best_epoch,train_loss_best_state,test_loss_best_state,epochs_trained,training,duration_sec
792,20251213_045104,gln_phase1.csv,best_configs_v3,LSTM,42,2,"[160, 160]",True,minmax,0.2,[1],[],attention,128,relu,True,48,AdamW,,0.0002,2e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.10795,1.10269,0.15909,0.0915,"[0.0, 0.27451, 0.0]",0.15909,0.0915,"[0.0, 0.27451, 0.0]",119,1.10795,1.10269,119,STOPPED,47.14
793,20251213_045104,gln_phase2.csv,best_configs_v3,LSTM,42,2,"[160, 160]",True,minmax,0.2,[1],[],attention,128,relu,True,48,AdamW,,0.0002,2e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.11123,1.08678,0.47727,0.21538,"[0.64615, 0.0, 0.0]",0.47727,0.21538,"[0.64615, 0.0, 0.0]",119,1.11123,1.08678,119,STOPPED,47.751

612,20251213_045104,baseline_CASIAB.csv,best_configs_v3,LSTM,42,1,[192],True,L2,0.0,[],[],mean,128,relu,False,48,AdamW,,0.0003,1e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14079,2.73861,0.38636,0.36136,"[0.41026, 0.22222, 0.45161]",0.52273,0.49453,"[0.55, 0.35294, 0.58065]",136,0.43169,1.89272,545,STOPPED,75.462
613,20251213_045104,baseline_OUMVLP.csv,best_configs_v3,LSTM,42,1,[192],True,L2,0.0,[],[],mean,128,relu,False,48,AdamW,,0.0003,1e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14155,2.7494,0.38636,0.35833,"[0.45, 0.25, 0.375]",0.54545,0.50152,"[0.58537, 0.36364, 0.55556]",481,0.28606,1.96791,809,STOPPED,112.668
614,20251213_045104,gaitgl.csv,best_configs_v3,LSTM,42,1,[192],True,L2,0.0,[],[],mean,128,relu,False,48,AdamW,,0.0003,1e-06,True,128,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14082,2.35461,0.5,0.45238,"[0.57143, 0.28571, 0.5]",0.56818,0.53215,"[0.61538, 0.375, 0.60606]",311,0.41178,1.78533,550,STOPPED,98.838
615,20251213_045104,gaitgl_GREW.csv,best_configs_v3,LSTM,42,1,[192],True,L2,0.0,[],[],mean,128,relu,False,48,AdamW,,0.0003,1e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14747,2.51366,0.40909,0.30319,"[0.46512, 0.0, 0.44444]",0.54545,0.49734,"[0.5641, 0.33333, 0.59459]",129,0.41277,1.60299,388,STOPPED,73.491
616,20251213_045104,gaitgl_GREW_BNNeck.csv,best_configs_v3,LSTM,42,1,[192],True,L2,0.0,[],[],mean,128,relu,False,48,AdamW,,0.0003,1e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14257,1.89396,0.54545,0.51123,"[0.54545, 0.4, 0.58824]",0.56818,0.56438,"[0.53659, 0.54545, 0.61111]",468,0.14822,1.93094,518,STOPPED,98.085
617,20251213_045104,gaitgl_OUMVLP.csv,best_configs_v3,LSTM,42,1,[192],True,L2,0.0,[],[],mean,128,relu,False,48,AdamW,,0.0003,1e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14026,2.78583,0.38636,0.32646,"[0.48889, 0.13333, 0.35714]",0.61364,0.54828,"[0.68293, 0.33333, 0.62857]",261,0.64523,1.27192,1211,STOPPED,221.047
618,20251213_045104,gaitpart_GREW.csv,best_configs_v3,LSTM,42,1,[192],True,L2,0.0,[],[],mean,128,relu,False,48,AdamW,,0.0003,1e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14015,2.4269,0.40909,0.30111,"[0.58333, 0.0, 0.32]",0.5,0.40776,"[0.625, 0.15385, 0.44444]",189,0.25548,1.59784,491,STOPPED,51.789
619,20251213_045104,gaitpart_OUMVLP.csv,best_configs_v3,LSTM,42,1,[192],True,L2,0.0,[],[],mean,128,relu,False,48,AdamW,,0.0003,1e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14043,2.32068,0.47727,0.38372,"[0.65116, 0.0, 0.5]",0.5,0.47235,"[0.5641, 0.35294, 0.5]",199,0.60763,1.39565,993,STOPPED,122.311
620,20251213_045104,gaitset.csv,best_configs_v3,LSTM,42,1,[192],True,L2,0.0,[],[],mean,128,relu,False,48,AdamW,,0.0003,1e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15393,2.67184,0.38636,0.36451,"[0.51163, 0.375, 0.2069]",0.47727,0.44246,"[0.61905, 0.375, 0.33333]",679,0.1837,2.25334,720,STOPPED,130.352
621,20251213_045104,gaitset_GREW.csv,best_configs_v3,LSTM,42,1,[192],True,L2,0.0,[],[],mean,128,relu,False,48,AdamW,,0.0003,1e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14954,2.67807,0.40909,0.35269,"[0.52632, 0.14286, 0.38889]",0.52273,0.43865,"[0.63415, 0.18182, 0.5]",628,0.1689,2.18878,746,STOPPED,136.611
622,20251213_045104,gaitset_OUMVLP.csv,best_configs_v3,LSTM,42,1,[192],True,L2,0.0,[],[],mean,128,relu,False,48,AdamW,,0.0003,1e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.37072,2.43908,0.40909,0.35988,"[0.53333, 0.25, 0.2963]",0.54545,0.5303,"[0.5, 0.5, 0.59091]",268,0.70919,1.19821,1252,STOPPED,219.347
623,20251213_045104,gln_phase1.csv,best_configs_v3,LSTM,42,1,[192],True,L2,0.0,[],[],mean,128,relu,False,48,AdamW,,0.0003,1e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.1405,2.46365,0.38636,0.29972,"[0.42857, 0.0, 0.47059]",0.54545,0.52748,"[0.59459, 0.46154, 0.52632]",275,0.61585,1.45246,831,STOPPED,185.097
624,20251213_045104,gln_phase2.csv,best_configs_v3,LSTM,42,1,[192],True,L2,0.0,[],[],mean,128,relu,False,48,AdamW,,0.0003,1e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14065,2.64771,0.40909,0.31667,"[0.45, 0.0, 0.5]",0.5,0.45504,"[0.52941, 0.28571, 0.55]",255,0.62927,1.90983,628,STOPPED,144.393

378,20251213_143905,baseline_CASIAB.csv,best_configs_v3,LSTM,42,1,[256],False,minmax,0.0,[],[],last,128,gelu,True,96,Adam,,0.0002,1e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13993,1.803,0.54545,0.49448,"[0.60465, 0.33333, 0.54545]",0.61364,0.60108,"[0.65116, 0.57143, 0.58065]",232,0.399,1.45475,840,STOPPED,52.98
379,20251213_143905,baseline_OUMVLP.csv,best_configs_v3,LSTM,42,1,[256],False,minmax,0.0,[],[],last,128,gelu,True,96,Adam,,0.0002,1e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14169,1.90787,0.47727,0.41081,"[0.53659, 0.13333, 0.5625]",0.52273,0.47578,"[0.5641, 0.30769, 0.55556]",337,0.34313,1.9623,875,STOPPED,53.404
380,20251213_143905,gaitgl.csv,best_configs_v3,LSTM,42,1,[256],False,minmax,0.0,[],[],last,128,gelu,True,96,Adam,,0.0002,1e-06,True,128,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.1446,1.87635,0.54545,0.45148,"[0.6383, 0.2, 0.51613]",0.59091,0.53093,"[0.66667, 0.36364, 0.5625]",469,0.14219,1.94754,556,STOPPED,40.162
381,20251213_143905,gaitgl_GREW.csv,best_configs_v3,LSTM,42,1,[256],False,minmax,0.0,[],[],last,128,gelu,True,96,Adam,,0.0002,1e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14013,1.85054,0.5,0.35964,"[0.61224, 0.0, 0.46667]",0.54545,0.45004,"[0.65217, 0.18182, 0.51613]",155,0.24429,2.05564,373,STOPPED,31.003
382,20251213_143905,gaitgl_GREW_BNNeck.csv,best_configs_v3,LSTM,42,1,[256],False,minmax,0.0,[],[],last,128,gelu,True,96,Adam,,0.0002,1e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14266,2.27868,0.45455,0.37278,"[0.59574, 0.2, 0.32258]",0.5,0.46483,"[0.59091, 0.375, 0.42857]",499,0.25834,2.26911,1107,STOPPED,86.612
383,20251213_143905,gaitgl_OUMVLP.csv,best_configs_v3,LSTM,42,1,[256],False,minmax,0.0,[],[],last,128,gelu,True,96,Adam,,0.0002,1e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.23594,2.24353,0.38636,0.33333,"[0.5, 0.125, 0.375]",0.5,0.45503,"[0.51429, 0.22222, 0.62857]",310,0.5289,2.0016,1057,STOPPED,83.801
384,20251213_143905,gaitpart_GREW.csv,best_configs_v3,LSTM,42,1,[256],False,minmax,0.0,[],[],last,128,gelu,True,96,Adam,,0.0002,1e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14129,2.07663,0.45455,0.41636,"[0.57778, 0.375, 0.2963]",0.5,0.49286,"[0.55, 0.5, 0.42857]",240,0.48972,1.45578,645,STOPPED,32.539
385,20251213_143905,gaitpart_OUMVLP.csv,best_configs_v3,LSTM,42,1,[256],False,minmax,0.0,[],[],last,128,gelu,True,96,Adam,,0.0002,1e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.10682,1.09579,0.45455,0.21164,"[0.63492, 0.0, 0.0]",0.45455,0.21164,"[0.63492, 0.0, 0.0]",209,1.10682,1.09579,209,STOPPED,10.461
386,20251213_143905,gaitset.csv,best_configs_v3,LSTM,42,1,[256],False,minmax,0.0,[],[],last,128,gelu,True,96,Adam,,0.0002,1e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14388,1.99619,0.38636,0.37651,"[0.42857, 0.38095, 0.32]",0.5,0.47302,"[0.55, 0.35294, 0.51613]",141,0.66259,1.16765,682,STOPPED,52.665
387,20251213_143905,gaitset_GREW.csv,best_configs_v3,LSTM,42,1,[256],False,minmax,0.0,[],[],last,128,gelu,True,96,Adam,,0.0002,1e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14373,1.78114,0.45455,0.41364,"[0.55, 0.26667, 0.42424]",0.52273,0.49167,"[0.6, 0.375, 0.5]",547,0.15168,1.71045,789,STOPPED,64.016
388,20251213_143905,gaitset_OUMVLP.csv,best_configs_v3,LSTM,42,1,[256],False,minmax,0.0,[],[],last,128,gelu,True,96,Adam,,0.0002,1e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.10709,1.09477,0.36364,0.17778,"[0.0, 0.0, 0.53333]",0.36364,0.17778,"[0.0, 0.0, 0.53333]",139,1.10709,1.09477,139,STOPPED,11.764
389,20251213_143905,gln_phase1.csv,best_configs_v3,LSTM,42,1,[256],False,minmax,0.0,[],[],last,128,gelu,True,96,Adam,,0.0002,1e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14233,1.28436,0.59091,0.5865,"[0.57895, 0.55556, 0.625]",0.75,0.73088,"[0.75676, 0.66667, 0.76923]",211,0.59253,0.78127,901,STOPPED,85.684
390,20251213_143905,gln_phase2.csv,best_configs_v3,LSTM,42,1,[256],False,minmax,0.0,[],[],last,128,gelu,True,96,Adam,,0.0002,1e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14476,2.4617,0.45455,0.40731,"[0.55814, 0.25, 0.41379]",0.54545,0.50152,"[0.55556, 0.36364, 0.58537]",219,0.57909,1.3834,908,STOPPED,86.235

495,20251213_143905,baseline_CASIAB.csv,best_configs_v3,LSTM,42,3,"[768, 512, 256]",False,,0.3,[1],"[1, 2]",attention,256,elu,True,64,AdamW,,1e-05,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14108,2.11375,0.5,0.45439,"[0.6383, 0.42857, 0.2963]",0.61364,0.5739,"[0.69767, 0.46154, 0.5625]",654,0.14432,1.67825,839,STOPPED,145.036
496,20251213_143905,baseline_OUMVLP.csv,best_configs_v3,LSTM,42,3,"[768, 512, 256]",False,,0.3,[1],"[1, 2]",attention,256,elu,True,64,AdamW,,1e-05,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14128,1.77899,0.52273,0.44566,"[0.55814, 0.15385, 0.625]",0.59091,0.49517,"[0.65217, 0.16667, 0.66667]",679,0.15267,1.98522,1007,STOPPED,174.362
497,20251213_143905,gaitgl.csv,best_configs_v3,LSTM,42,3,"[768, 512, 256]",False,,0.3,[1],"[1, 2]",attention,256,elu,True,64,AdamW,,1e-05,1e-05,False,128,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14293,1.50474,0.45455,0.38959,"[0.51163, 0.2, 0.45714]",0.52273,0.483,"[0.58537, 0.36364, 0.5]",277,0.14404,1.47264,404,STOPPED,96.777
498,20251213_143905,gaitgl_GREW.csv,best_configs_v3,LSTM,42,3,"[768, 512, 256]",False,,0.3,[1],"[1, 2]",attention,256,elu,True,64,AdamW,,1e-05,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14171,1.21011,0.52273,0.40186,"[0.63415, 0.0, 0.57143]",0.63636,0.57862,"[0.75556, 0.42857, 0.55172]",146,0.14989,1.22612,394,STOPPED,99.243
499,20251213_143905,gaitgl_GREW_BNNeck.csv,best_configs_v3,LSTM,42,3,"[768, 512, 256]",False,,0.3,[1],"[1, 2]",attention,256,elu,True,64,AdamW,,1e-05,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14194,2.62628,0.40909,0.3532,"[0.46512, 0.14286, 0.45161]",0.45455,0.39437,"[0.46154, 0.13333, 0.58824]",1114,0.1593,2.42573,1305,STOPPED,328.139
500,20251213_143905,gaitgl_OUMVLP.csv,best_configs_v3,LSTM,42,3,"[768, 512, 256]",False,,0.3,[1],"[1, 2]",attention,256,elu,True,64,AdamW,,1e-05,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13996,2.08937,0.45455,0.41032,"[0.55814, 0.28571, 0.3871]",0.5,0.46111,"[0.58333, 0.4, 0.4]",735,0.1423,1.84768,978,STOPPED,257.611
501,20251213_143905,gaitpart_GREW.csv,best_configs_v3,LSTM,42,3,"[768, 512, 256]",False,,0.3,[1],"[1, 2]",attention,256,elu,True,64,AdamW,,1e-05,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14995,2.13427,0.5,0.46193,"[0.61905, 0.35294, 0.41379]",0.54545,0.50636,"[0.65, 0.35294, 0.51613]",1078,0.142,2.16203,1137,STOPPED,179.953
502,20251213_143905,gaitpart_OUMVLP.csv,best_configs_v3,LSTM,42,3,"[768, 512, 256]",False,,0.3,[1],"[1, 2]",attention,256,elu,True,64,AdamW,,1e-05,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14104,2.0897,0.5,0.37945,"[0.62222, 0.0, 0.51613]",0.59091,0.56268,"[0.61538, 0.46154, 0.61111]",275,0.64415,1.32758,1449,STOPPED,230.361
503,20251213_143905,gaitset.csv,best_configs_v3,LSTM,42,3,"[768, 512, 256]",False,,0.3,[1],"[1, 2]",attention,256,elu,True,64,AdamW,,1e-05,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14905,2.5013,0.31818,0.22394,"[0.47826, 0.0, 0.19355]",0.36364,0.35,"[0.45, 0.33333, 0.26667]",88,0.74104,1.41849,977,STOPPED,245.036
504,20251213_143905,gaitset_GREW.csv,best_configs_v3,LSTM,42,3,"[768, 512, 256]",False,,0.3,[1],"[1, 2]",attention,256,elu,True,64,AdamW,,1e-05,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.1408,1.98974,0.5,0.37302,"[0.61905, 0.0, 0.5]",0.59091,0.49415,"[0.68421, 0.16667, 0.63158]",607,0.16827,1.89747,1037,STOPPED,273.36
505,20251213_143905,gaitset_OUMVLP.csv,best_configs_v3,LSTM,42,3,"[768, 512, 256]",False,,0.3,[1],"[1, 2]",attention,256,elu,True,64,AdamW,,1e-05,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14094,2.01543,0.52273,0.43863,"[0.60465, 0.18182, 0.52941]",0.56818,0.51667,"[0.66667, 0.33333, 0.55]",1793,0.14379,1.95578,1957,STOPPED,704.898
506,20251213_143905,gln_phase1.csv,best_configs_v3,LSTM,42,3,"[768, 512, 256]",False,,0.3,[1],"[1, 2]",attention,256,elu,True,64,AdamW,,1e-05,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14206,1.86687,0.5,0.42342,"[0.59091, 0.22222, 0.45714]",0.5,0.47939,"[0.58537, 0.42857, 0.42424]",70,0.74069,1.13588,915,STOPPED,321.865
507,20251213_143905,gln_phase2.csv,best_configs_v3,LSTM,42,3,"[768, 512, 256]",False,,0.3,[1],"[1, 2]",attention,256,elu,True,64,AdamW,,1e-05,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14249,2.20173,0.40909,0.30438,"[0.42424, 0.0, 0.48889]",0.54545,0.45734,"[0.66667, 0.14286, 0.5625]",935,0.14111,1.68242,983,STOPPED,326.804

1470,20251213_143905,baseline_CASIAB.csv,best_configs_v3,LSTM,42,2,"[1024, 1536]",False,L2,0.3,[1],[1],last,512,gelu,True,32,AdamW,,0.0001,1e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14074,2.01977,0.5,0.4614,"[0.53659, 0.33333, 0.51429]",0.54545,0.54228,"[0.5641, 0.53333, 0.52941]",101,0.25078,1.77284,278,STOPPED,110.282
1471,20251213_143905,baseline_OUMVLP.csv,best_configs_v3,LSTM,42,2,"[1024, 1536]",False,L2,0.3,[1],[1],last,512,gelu,True,32,AdamW,,0.0001,1e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14123,1.88735,0.54545,0.51351,"[0.54054, 0.35294, 0.64706]",0.59091,0.55235,"[0.63636, 0.4, 0.62069]",329,0.14531,1.60224,351,STOPPED,139.956
1472,20251213_143905,gaitgl.csv,best_configs_v3,LSTM,42,2,"[1024, 1536]",False,L2,0.3,[1],[1],last,512,gelu,True,32,AdamW,,0.0001,1e-06,False,128,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.1406,1.7195,0.56818,0.50823,"[0.63636, 0.30769, 0.58065]",0.56818,0.54432,"[0.6, 0.46154, 0.57143]",77,0.1427,1.69469,190,STOPPED,110.675
1473,20251213_143905,gaitgl_GREW.csv,best_configs_v3,LSTM,42,2,"[1024, 1536]",False,L2,0.3,[1],[1],last,512,gelu,True,32,AdamW,,0.0001,1e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.1405,1.90616,0.52273,0.50427,"[0.51282, 0.42857, 0.57143]",0.61364,0.60388,"[0.63415, 0.57143, 0.60606]",81,0.1429,1.63248,186,STOPPED,111.146
1474,20251213_143905,gaitgl_GREW_BNNeck.csv,best_configs_v3,LSTM,42,2,"[1024, 1536]",False,L2,0.3,[1],[1],last,512,gelu,True,32,AdamW,,0.0001,1e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14277,1.93261,0.45455,0.38641,"[0.52174, 0.2, 0.4375]",0.5,0.47998,"[0.52381, 0.4, 0.51613]",64,0.20557,2.1051,249,STOPPED,148.72
1475,20251213_143905,gaitgl_OUMVLP.csv,best_configs_v3,LSTM,42,2,"[1024, 1536]",False,L2,0.3,[1],[1],last,512,gelu,True,32,AdamW,,0.0001,1e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.27171,2.01829,0.43182,0.32089,"[0.47619, 0.0, 0.48649]",0.56818,0.42572,"[0.65217, 0.0, 0.625]",71,0.61945,1.39084,325,STOPPED,193.547
1476,20251213_143905,gaitpart_GREW.csv,best_configs_v3,LSTM,42,2,"[1024, 1536]",False,L2,0.3,[1],[1],last,512,gelu,True,32,AdamW,,0.0001,1e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14036,2.09903,0.5,0.44564,"[0.65, 0.23529, 0.45161]",0.61364,0.56068,"[0.61538, 0.4, 0.66667]",222,0.15189,1.68497,369,STOPPED,123.689
1477,20251213_143905,gaitpart_OUMVLP.csv,best_configs_v3,LSTM,42,2,"[1024, 1536]",False,L2,0.3,[1],[1],last,512,gelu,True,32,AdamW,,0.0001,1e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.47713,1.40208,0.56818,0.5417,"[0.63415, 0.46154, 0.52941]",0.68182,0.6686,"[0.73913, 0.66667, 0.6]",253,0.4333,1.14313,480,STOPPED,184.299
1478,20251213_143905,gaitset.csv,best_configs_v3,LSTM,42,2,"[1024, 1536]",False,L2,0.3,[1],[1],last,512,gelu,True,32,AdamW,,0.0001,1e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14687,2.04497,0.34091,0.29464,"[0.42857, 0.14286, 0.3125]",0.47727,0.43865,"[0.56522, 0.36364, 0.3871]",54,0.62886,1.66798,243,STOPPED,181.351
1479,20251213_143905,gaitset_GREW.csv,best_configs_v3,LSTM,42,2,"[1024, 1536]",False,L2,0.3,[1],[1],last,512,gelu,True,32,AdamW,,0.0001,1e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14338,2.96871,0.31818,0.28607,"[0.4, 0.10526, 0.35294]",0.38636,0.37646,"[0.375, 0.33333, 0.42105]",79,0.48669,1.97899,303,STOPPED,172.897
1480,20251213_143905,gaitset_OUMVLP.csv,best_configs_v3,LSTM,42,2,"[1024, 1536]",False,L2,0.3,[1],[1],last,512,gelu,True,32,AdamW,,0.0001,1e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15498,1.93988,0.54545,0.44502,"[0.68, 0.13333, 0.52174]",0.61364,0.50798,"[0.69565, 0.22222, 0.60606]",491,0.20045,1.59636,617,STOPPED,585.591
1481,20251213_143905,gln_phase1.csv,best_configs_v3,LSTM,42,2,"[1024, 1536]",False,L2,0.3,[1],[1],last,512,gelu,True,32,AdamW,,0.0001,1e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14434,1.57032,0.56818,0.4852,"[0.70833, 0.28571, 0.46154]",0.65909,0.64843,"[0.68421, 0.57143, 0.68966]",55,0.57191,1.05049,254,STOPPED,209.543
1482,20251213_143905,gln_phase2.csv,best_configs_v3,LSTM,42,2,"[1024, 1536]",False,L2,0.3,[1],[1],last,512,gelu,True,32,AdamW,,0.0001,1e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14117,2.21507,0.40909,0.31559,"[0.47619, 0.0, 0.47059]",0.5,0.47944,"[0.55814, 0.42857, 0.45161]",44,0.72368,1.41997,287,STOPPED,223.652

261,20251213_143905,baseline_CASIAB.csv,best_configs_v3,LSTM,42,1,[256],True,L2,0.0,[],[],mean,,,False,64,AdamW,,0.0005,1e-05,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13991,2.57527,0.40909,0.35084,"[0.48889, 0.2, 0.36364]",0.52273,0.50594,"[0.57143, 0.46154, 0.48485]",85,0.56853,1.66106,818,STOPPED,79.914
262,20251213_143905,baseline_OUMVLP.csv,best_configs_v3,LSTM,42,1,[256],True,L2,0.0,[],[],mean,,,False,64,AdamW,,0.0005,1e-05,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.45751,2.08532,0.47727,0.4433,"[0.48889, 0.30769, 0.53333]",0.61364,0.55806,"[0.60465, 0.36364, 0.70588]",314,0.29646,1.60131,729,STOPPED,71.531
263,20251213_143905,gaitgl.csv,best_configs_v3,LSTM,42,1,[256],True,L2,0.0,[],[],mean,,,False,64,AdamW,,0.0005,1e-05,True,128,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.17685,2.57857,0.38636,0.33491,"[0.5, 0.11765, 0.3871]",0.52273,0.48215,"[0.62222, 0.4, 0.42424]",166,0.48304,1.63305,743,STOPPED,94.279
264,20251213_143905,gaitgl_GREW.csv,best_configs_v3,LSTM,42,1,[256],True,L2,0.0,[],[],mean,,,False,64,AdamW,,0.0005,1e-05,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14423,2.23168,0.43182,0.3561,"[0.54167, 0.18182, 0.34483]",0.52273,0.51375,"[0.6087, 0.54545, 0.3871]",560,0.19078,1.9448,706,STOPPED,95.908
265,20251213_143905,gaitgl_GREW_BNNeck.csv,best_configs_v3,LSTM,42,1,[256],True,L2,0.0,[],[],mean,,,False,64,AdamW,,0.0005,1e-05,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15251,2.2537,0.45455,0.425,"[0.54167, 0.4, 0.33333]",0.52273,0.48245,"[0.59574, 0.4, 0.45161]",523,0.14354,2.08945,566,STOPPED,76.92
266,20251213_143905,gaitgl_OUMVLP.csv,best_configs_v3,LSTM,42,1,[256],True,L2,0.0,[],[],mean,,,False,64,AdamW,,0.0005,1e-05,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.21012,2.17683,0.47727,0.34615,"[0.57692, 0.0, 0.46154]",0.59091,0.55357,"[0.61905, 0.375, 0.66667]",711,0.17836,1.99409,852,STOPPED,115.76
267,20251213_143905,gaitpart_GREW.csv,best_configs_v3,LSTM,42,1,[256],True,L2,0.0,[],[],mean,,,False,64,AdamW,,0.0005,1e-05,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14098,1.98975,0.45455,0.30792,"[0.62745, 0.0, 0.2963]",0.63636,0.55009,"[0.75, 0.30769, 0.59259]",245,0.21508,1.5542,642,STOPPED,51.533
268,20251213_143905,gaitpart_OUMVLP.csv,best_configs_v3,LSTM,42,1,[256],True,L2,0.0,[],[],mean,,,False,64,AdamW,,0.0005,1e-05,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.16346,2.76815,0.43182,0.37381,"[0.55, 0.0, 0.57143]",0.59091,0.55211,"[0.66667, 0.3, 0.68966]",1023,0.26695,2.37376,1175,STOPPED,94.702
269,20251213_143905,gaitset.csv,best_configs_v3,LSTM,42,1,[256],True,L2,0.0,[],[],mean,,,False,64,AdamW,,0.0005,1e-05,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14298,2.84055,0.31818,0.23632,"[0.35897, 0.0, 0.35]",0.45455,0.43289,"[0.53659, 0.375, 0.3871]",103,0.62182,1.70312,858,STOPPED,114.916
270,20251213_143905,gaitset_GREW.csv,best_configs_v3,LSTM,42,1,[256],True,L2,0.0,[],[],mean,,,False,64,AdamW,,0.0005,1e-05,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14033,2.54639,0.43182,0.36233,"[0.55814, 0.15385, 0.375]",0.52273,0.45034,"[0.55556, 0.25, 0.54545]",231,0.67704,1.22321,683,STOPPED,97.152
271,20251213_143905,gaitset_OUMVLP.csv,best_configs_v3,LSTM,42,1,[256],True,L2,0.0,[],[],mean,,,False,64,AdamW,,0.0005,1e-05,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.45299,1.65747,0.45455,0.38803,"[0.45714, 0.14286, 0.5641]",0.54545,0.49095,"[0.55556, 0.28571, 0.63158]",670,0.72829,1.27862,798,STOPPED,114.231
