id,timestamp,target_embedding,source_params,model,seed,num_layers,layer_sizes,bidirectional,norm,dropout,dropout_layers,norm_layers,pooling,fc_hidden,activation,norm_post_lstm,batch_size,optimizer,momentum_sgd,learning_rate,weight_decay,native_mode,input_dim,label_smoothing,clip_grad_norm,class_weights,train_loss,test_loss,accuracy,f1_macro,f1_per_class,best_accuracy,best_f1,best_f1_per_class,best_epoch,train_loss_best_state,test_loss_best_state,epochs_trained,training,duration_sec
222,20251212_204045,baseline_CASIAB.csv,best_configs_v3,LSTM,42,2,"[512, 512]",True,minmax,0.1,[1],[1],last,128,relu,True,96,AdamW,,0.0002,2e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14,2.23839,0.43182,0.35568,"[0.57778, 0.16667, 0.32258]",0.5,0.46407,"[0.57143, 0.36364, 0.45714]",175,0.41904,1.5836,500,STOPPED,81.234
223,20251212_204045,baseline_OUMVLP.csv,best_configs_v3,LSTM,42,2,"[512, 512]",True,minmax,0.1,[1],[1],last,128,relu,True,96,AdamW,,0.0002,2e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.1709,1.68744,0.5,0.45462,"[0.5, 0.23529, 0.62857]",0.59091,0.58048,"[0.52941, 0.52632, 0.68571]",245,0.19257,1.40246,658,STOPPED,106.514
224,20251212_204045,gaitgl.csv,best_configs_v3,LSTM,42,2,"[512, 512]",True,minmax,0.1,[1],[1],last,128,relu,True,96,AdamW,,0.0002,2e-06,False,128,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14061,1.64936,0.45455,0.41361,"[0.55814, 0.30769, 0.375]",0.54545,0.52124,"[0.54054, 0.42857, 0.59459]",117,0.20731,1.79941,322,STOPPED,77.066
225,20251212_204045,gaitgl_GREW.csv,best_configs_v3,LSTM,42,2,"[512, 512]",True,minmax,0.1,[1],[1],last,128,relu,True,96,AdamW,,0.0002,2e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14036,1.34536,0.59091,0.48984,"[0.66667, 0.22222, 0.58065]",0.59091,0.57576,"[0.63636, 0.54545, 0.54545]",170,0.1419,1.31477,455,STOPPED,114.703
226,20251212_204045,gaitgl_GREW_BNNeck.csv,best_configs_v3,LSTM,42,2,"[512, 512]",True,minmax,0.1,[1],[1],last,128,relu,True,96,AdamW,,0.0002,2e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14693,2.04218,0.47727,0.48226,"[0.47619, 0.5, 0.47059]",0.52273,0.52024,"[0.57778, 0.54545, 0.4375]",577,0.14164,1.93206,772,STOPPED,195.176
227,20251212_204045,gaitgl_OUMVLP.csv,best_configs_v3,LSTM,42,2,"[512, 512]",True,minmax,0.1,[1],[1],last,128,relu,True,96,AdamW,,0.0002,2e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.42009,1.78245,0.5,0.32485,"[0.65455, 0.0, 0.32]",0.59091,0.52991,"[0.61538, 0.30769, 0.66667]",620,0.17847,1.87408,865,STOPPED,218.951
228,20251212_204045,gaitpart_GREW.csv,best_configs_v3,LSTM,42,2,"[512, 512]",True,minmax,0.1,[1],[1],last,128,relu,True,96,AdamW,,0.0002,2e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13981,1.78924,0.52273,0.51268,"[0.59091, 0.53333, 0.41379]",0.61364,0.58455,"[0.69388, 0.625, 0.43478]",252,0.23601,1.58504,519,STOPPED,61.668
229,20251212_204045,gaitpart_OUMVLP.csv,best_configs_v3,LSTM,42,2,"[512, 512]",True,minmax,0.1,[1],[1],last,128,relu,True,96,AdamW,,0.0002,2e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13997,1.52949,0.52273,0.44147,"[0.61905, 0.14286, 0.5625]",0.63636,0.58744,"[0.69767, 0.375, 0.68966]",853,0.58757,1.38981,1107,STOPPED,132.125
230,20251212_204045,gaitset.csv,best_configs_v3,LSTM,42,2,"[512, 512]",True,minmax,0.1,[1],[1],last,128,relu,True,96,AdamW,,0.0002,2e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13995,1.43162,0.47727,0.42911,"[0.60465, 0.30769, 0.375]",0.54545,0.51183,"[0.61111, 0.35294, 0.57143]",247,0.16733,1.50909,710,STOPPED,176.149
231,20251212_204045,gaitset_GREW.csv,best_configs_v3,LSTM,42,2,"[512, 512]",True,minmax,0.1,[1],[1],last,128,relu,True,96,AdamW,,0.0002,2e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14028,2.04277,0.36364,0.31025,"[0.45455, 0.14286, 0.33333]",0.5,0.41734,"[0.58824, 0.25, 0.41379]",477,0.14808,1.81996,520,STOPPED,128.726
232,20251212_204045,gaitset_OUMVLP.csv,best_configs_v3,LSTM,42,2,"[512, 512]",True,minmax,0.1,[1],[1],last,128,relu,True,96,AdamW,,0.0002,2e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14177,1.48169,0.47727,0.39665,"[0.63636, 0.125, 0.42857]",0.54545,0.50946,"[0.68421, 0.27273, 0.57143]",866,0.14764,1.66425,1088,STOPPED,268.7
233,20251212_204045,gln_phase1.csv,best_configs_v3,LSTM,42,2,"[512, 512]",True,minmax,0.1,[1],[1],last,128,relu,True,96,AdamW,,0.0002,2e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13996,1.27748,0.65909,0.63093,"[0.71429, 0.53333, 0.64516]",0.70455,0.6768,"[0.73171, 0.57143, 0.72727]",529,0.1426,1.15163,708,STOPPED,240.543
234,20251212_204045,gln_phase2.csv,best_configs_v3,LSTM,42,2,"[512, 512]",True,minmax,0.1,[1],[1],last,128,relu,True,96,AdamW,,0.0002,2e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13999,2.24074,0.43182,0.37075,"[0.4878, 0.15385, 0.47059]",0.47727,0.45628,"[0.48649, 0.35294, 0.52941]",251,0.36013,1.64577,635,STOPPED,215.441

885,20251212_204045,baseline_CASIAB.csv,best_configs_v3,LSTM,42,2,"[96, 128]",True,L2,0.15,[1],[],mean,128,gelu,True,64,AdamW,,0.00025,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14018,2.07173,0.5,0.44733,"[0.60465, 0.28571, 0.45161]",0.56818,0.54058,"[0.65116, 0.47059, 0.5]",224,0.32666,1.84359,578,STOPPED,87.574
886,20251212_204045,baseline_OUMVLP.csv,best_configs_v3,LSTM,42,2,"[96, 128]",True,L2,0.15,[1],[],mean,128,gelu,True,64,AdamW,,0.00025,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.20047,2.52831,0.43182,0.37135,"[0.42105, 0.16667, 0.52632]",0.56818,0.55672,"[0.5641, 0.5, 0.60606]",76,0.74047,1.16144,886,STOPPED,134.049
887,20251212_204045,gaitgl.csv,best_configs_v3,LSTM,42,2,"[96, 128]",True,L2,0.15,[1],[],mean,128,gelu,True,64,AdamW,,0.00025,1e-05,False,128,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14042,2.33107,0.45455,0.37783,"[0.60465, 0.15385, 0.375]",0.52273,0.47243,"[0.63158, 0.28571, 0.5]",391,0.1628,2.21208,681,STOPPED,143.939
888,20251212_204045,gaitgl_GREW.csv,best_configs_v3,LSTM,42,2,"[96, 128]",True,L2,0.15,[1],[],mean,128,gelu,True,64,AdamW,,0.00025,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14024,1.92207,0.54545,0.41565,"[0.61538, 0.0, 0.63158]",0.61364,0.54685,"[0.64865, 0.30769, 0.68421]",494,0.14028,1.65959,574,STOPPED,126.233
889,20251212_204045,gaitgl_GREW_BNNeck.csv,best_configs_v3,LSTM,42,2,"[96, 128]",True,L2,0.15,[1],[],mean,128,gelu,True,64,AdamW,,0.00025,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14021,2.49184,0.40909,0.3529,"[0.45455, 0.16667, 0.4375]",0.5,0.4594,"[0.46154, 0.25, 0.66667]",340,0.40196,1.89572,551,STOPPED,121.241
890,20251212_204045,gaitgl_OUMVLP.csv,best_configs_v3,LSTM,42,2,"[96, 128]",True,L2,0.15,[1],[],mean,128,gelu,True,64,AdamW,,0.00025,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.62112,1.9371,0.38636,0.35789,"[0.47368, 0.2, 0.4]",0.47727,0.455,"[0.54054, 0.27273, 0.55172]",1039,0.34097,1.758,1075,STOPPED,237.594
891,20251212_204045,gaitpart_GREW.csv,best_configs_v3,LSTM,42,2,"[96, 128]",True,L2,0.15,[1],[],mean,128,gelu,True,64,AdamW,,0.00025,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14004,2.35589,0.45455,0.38812,"[0.59574, 0.23529, 0.33333]",0.54545,0.45842,"[0.65, 0.15385, 0.57143]",272,0.51579,1.91641,609,STOPPED,73.122
892,20251212_204045,gaitpart_OUMVLP.csv,best_configs_v3,LSTM,42,2,"[96, 128]",True,L2,0.15,[1],[],mean,128,gelu,True,64,AdamW,,0.00025,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.45047,1.75875,0.38636,0.26894,"[0.625, 0.18182, 0.0]",0.61364,0.5977,"[0.61111, 0.53333, 0.64865]",397,0.5473,1.29798,529,STOPPED,63.463
893,20251212_204045,gaitset.csv,best_configs_v3,LSTM,42,2,"[96, 128]",True,L2,0.15,[1],[],mean,128,gelu,True,64,AdamW,,0.00025,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13971,2.50999,0.45455,0.3782,"[0.60465, 0.14286, 0.3871]",0.5,0.46822,"[0.60465, 0.4, 0.4]",488,0.15295,2.36474,669,STOPPED,144.885
894,20251212_204045,gaitset_GREW.csv,best_configs_v3,LSTM,42,2,"[96, 128]",True,L2,0.15,[1],[],mean,128,gelu,True,64,AdamW,,0.00025,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14113,2.65197,0.34091,0.25397,"[0.42857, 0.0, 0.33333]",0.5,0.45665,"[0.57143, 0.28571, 0.51282]",100,0.67274,1.26796,683,STOPPED,148.251
895,20251212_204045,gaitset_OUMVLP.csv,best_configs_v3,LSTM,42,2,"[96, 128]",True,L2,0.15,[1],[],mean,128,gelu,True,64,AdamW,,0.00025,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.70873,1.75948,0.29545,0.2705,"[0.09091, 0.25, 0.47059]",0.54545,0.45823,"[0.58824, 0.18182, 0.60465]",292,0.68823,1.32262,448,STOPPED,97.243
896,20251212_204045,gln_phase1.csv,best_configs_v3,LSTM,42,2,"[96, 128]",True,L2,0.15,[1],[],mean,128,gelu,True,64,AdamW,,0.00025,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13958,2.46554,0.43182,0.36789,"[0.53659, 0.14286, 0.42424]",0.52273,0.44274,"[0.5641, 0.2, 0.5641]",314,0.1787,1.78605,525,STOPPED,148.158
897,20251212_204045,gln_phase2.csv,best_configs_v3,LSTM,42,2,"[96, 128]",True,L2,0.15,[1],[],mean,128,gelu,True,64,AdamW,,0.00025,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.31684,2.72489,0.38636,0.35236,"[0.47619, 0.21053, 0.37037]",0.54545,0.51933,"[0.52941, 0.42857, 0.6]",240,0.37376,1.63366,744,STOPPED,210.866

1522,20251213_045104,baseline_CASIAB.csv,best_configs_v3,LSTM,42,4,"[512, 256, 128, 64]",True,,0.25,"[1, 2, 3]","[1, 3]",last,768,elu,False,16,SGD,0.7,0.001,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.16004,2.17388,0.52273,0.43135,"[0.61224, 0.18182, 0.5]",0.56818,0.46,"[0.68, 0.2, 0.5]",1348,0.23038,2.32968,2170,STOPPED,1939.928
1523,20251213_045104,baseline_OUMVLP.csv,best_configs_v3,LSTM,42,4,"[512, 256, 128, 64]",True,,0.25,"[1, 2, 3]","[1, 3]",last,768,elu,False,16,SGD,0.7,0.001,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.19461,1.66699,0.52273,0.43838,"[0.61905, 0.16667, 0.52941]",0.56818,0.525,"[0.66667, 0.375, 0.53333]",664,0.64872,1.33307,2049,STOPPED,1889.149
1524,20251213_045104,gaitgl.csv,best_configs_v3,LSTM,42,4,"[512, 256, 128, 64]",True,,0.25,"[1, 2, 3]","[1, 3]",last,768,elu,False,16,SGD,0.7,0.001,1e-05,False,128,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15777,1.99119,0.40909,0.3471,"[0.52381, 0.15385, 0.36364]",0.5,0.45287,"[0.58824, 0.4, 0.37037]",394,0.22382,1.75131,776,STOPPED,1067.433
1525,20251213_045104,gaitgl_GREW.csv,best_configs_v3,LSTM,42,4,"[512, 256, 128, 64]",True,,0.25,"[1, 2, 3]","[1, 3]",last,768,elu,False,16,SGD,0.7,0.001,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14829,1.59561,0.52273,0.44233,"[0.57143, 0.2, 0.55556]",0.56818,0.47632,"[0.57895, 0.2, 0.65]",423,0.16409,1.52865,700,STOPPED,969.697
1526,20251213_045104,gaitgl_GREW_BNNeck.csv,best_configs_v3,LSTM,42,4,"[512, 256, 128, 64]",True,,0.25,"[1, 2, 3]","[1, 3]",last,768,elu,False,16,SGD,0.7,0.001,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.24429,1.8767,0.40909,0.35504,"[0.46512, 0.13333, 0.46667]",0.56818,0.48235,"[0.57778, 0.22222, 0.64706]",2420,0.24909,1.91153,2476,STOPPED,3433.84
1527,20251213_045104,gaitgl_OUMVLP.csv,best_configs_v3,LSTM,42,4,"[512, 256, 128, 64]",True,,0.25,"[1, 2, 3]","[1, 3]",last,768,elu,False,16,SGD,0.7,0.001,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15841,1.90249,0.43182,0.3674,"[0.53659, 0.15385, 0.41176]",0.59091,0.48187,"[0.69388, 0.2, 0.55172]",856,0.25047,1.69024,1472,STOPPED,2043.873
1528,20251213_045104,gaitpart_GREW.csv,best_configs_v3,LSTM,42,4,"[512, 256, 128, 64]",True,,0.25,"[1, 2, 3]","[1, 3]",last,768,elu,False,16,SGD,0.7,0.001,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.38523,1.8185,0.38636,0.35573,"[0.54054, 0.18182, 0.34483]",0.5,0.49333,"[0.57143, 0.48, 0.42857]",1015,0.5056,1.77116,1306,STOPPED,924.647
1529,20251213_045104,gaitpart_OUMVLP.csv,best_configs_v3,LSTM,42,4,"[512, 256, 128, 64]",True,,0.25,"[1, 2, 3]","[1, 3]",last,768,elu,False,16,SGD,0.7,0.001,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.47263,1.81162,0.5,0.45589,"[0.52632, 0.23529, 0.60606]",0.52273,0.49334,"[0.58824, 0.28571, 0.60606]",1761,0.4901,1.88665,1889,STOPPED,1337.861
1530,20251213_045104,gaitset.csv,best_configs_v3,LSTM,42,4,"[512, 256, 128, 64]",True,,0.25,"[1, 2, 3]","[1, 3]",last,768,elu,False,16,SGD,0.7,0.001,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.17608,2.60399,0.40909,0.34866,"[0.56522, 0.25, 0.23077]",0.43182,0.39549,"[0.54545, 0.33333, 0.30769]",1616,0.19413,2.72519,2065,STOPPED,2810.627
1531,20251213_045104,gaitset_GREW.csv,best_configs_v3,LSTM,42,4,"[512, 256, 128, 64]",True,,0.25,"[1, 2, 3]","[1, 3]",last,768,elu,False,16,SGD,0.7,0.001,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.18667,2.49669,0.34091,0.31929,"[0.4, 0.23529, 0.32258]",0.45455,0.43508,"[0.41176, 0.35294, 0.54054]",1758,0.22167,2.48065,2119,STOPPED,2885.78
1532,20251213_045104,gaitset_OUMVLP.csv,best_configs_v3,LSTM,42,4,"[512, 256, 128, 64]",True,,0.25,"[1, 2, 3]","[1, 3]",last,768,elu,False,16,SGD,0.7,0.001,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.69772,1.54217,0.5,0.4614,"[0.53659, 0.33333, 0.51429]",0.54545,0.50223,"[0.5641, 0.36364, 0.57895]",1081,0.72713,1.29225,1438,STOPPED,1961.997
1533,20251213_045104,gln_phase1.csv,best_configs_v3,LSTM,42,4,"[512, 256, 128, 64]",True,,0.25,"[1, 2, 3]","[1, 3]",last,768,elu,False,16,SGD,0.7,0.001,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.17427,1.65944,0.47727,0.40571,"[0.55814, 0.14286, 0.51613]",0.56818,0.51297,"[0.63415, 0.33333, 0.57143]",638,0.52436,1.10469,1806,STOPPED,3210.06
1534,20251213_045104,gln_phase2.csv,best_configs_v3,LSTM,42,4,"[512, 256, 128, 64]",True,,0.25,"[1, 2, 3]","[1, 3]",last,768,elu,False,16,SGD,0.7,0.001,1e-05,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.18579,1.96422,0.5,0.45399,"[0.54054, 0.25, 0.57143]",0.56818,0.53846,"[0.61538, 0.42857, 0.57143]",444,0.6892,1.23513,1462,STOPPED,2625.72

287,20251213_045104,baseline_CASIAB.csv,best_configs_v3,LSTM,42,2,"[384, 384]",False,L2,0.0,[],[],last,,,False,96,AdamW,,0.0008,5e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14029,2.11424,0.43182,0.41071,"[0.5, 0.375, 0.35714]",0.54545,0.5404,"[0.48485, 0.54545, 0.59091]",174,0.43042,1.46938,442,STOPPED,34.888
288,20251213_045104,baseline_OUMVLP.csv,best_configs_v3,LSTM,42,2,"[384, 384]",False,L2,0.0,[],[],last,,,False,96,AdamW,,0.0008,5e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13956,2.20161,0.45455,0.3875,"[0.52381, 0.15385, 0.48485]",0.54545,0.49231,"[0.61538, 0.4, 0.46154]",145,0.55666,1.40835,491,STOPPED,38.75
289,20251213_045104,gaitgl.csv,best_configs_v3,LSTM,42,2,"[384, 384]",False,L2,0.0,[],[],last,,,False,96,AdamW,,0.0008,5e-06,True,128,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13972,2.40585,0.36364,0.2658,"[0.44444, 0.0, 0.35294]",0.47727,0.45031,"[0.56522, 0.42857, 0.35714]",51,0.68667,1.46515,308,STOPPED,32.761
290,20251213_045104,gaitgl_GREW.csv,best_configs_v3,LSTM,42,2,"[384, 384]",False,L2,0.0,[],[],last,,,False,96,AdamW,,0.0008,5e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13979,2.01957,0.43182,0.36906,"[0.48889, 0.16667, 0.45161]",0.54545,0.49132,"[0.6, 0.28571, 0.58824]",48,0.39247,1.7661,254,STOPPED,29.936
291,20251213_045104,gaitgl_GREW_BNNeck.csv,best_configs_v3,LSTM,42,2,"[384, 384]",False,L2,0.0,[],[],last,,,False,96,AdamW,,0.0008,5e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13975,2.71371,0.29545,0.26212,"[0.35, 0.13333, 0.30303]",0.45455,0.42307,"[0.42424, 0.33333, 0.51163]",138,0.27822,2.49684,340,STOPPED,38.184
292,20251213_045104,gaitgl_OUMVLP.csv,best_configs_v3,LSTM,42,2,"[384, 384]",False,L2,0.0,[],[],last,,,False,96,AdamW,,0.0008,5e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14004,1.66432,0.45455,0.33333,"[0.57143, 0.0, 0.42857]",0.56818,0.41479,"[0.6383, 0.0, 0.60606]",224,0.39342,1.4586,600,STOPPED,69.782
293,20251213_045104,gaitpart_GREW.csv,best_configs_v3,LSTM,42,2,"[384, 384]",False,L2,0.0,[],[],last,,,False,96,AdamW,,0.0008,5e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.1398,1.99178,0.47727,0.4299,"[0.57143, 0.26667, 0.45161]",0.59091,0.54298,"[0.57895, 0.4, 0.65]",213,0.26957,1.6366,417,STOPPED,24.618
294,20251213_045104,gaitpart_OUMVLP.csv,best_configs_v3,LSTM,42,2,"[384, 384]",False,L2,0.0,[],[],last,,,False,96,AdamW,,0.0008,5e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.48355,1.72739,0.5,0.42239,"[0.5, 0.18182, 0.58537]",0.59091,0.54545,"[0.72727, 0.45455, 0.45455]",645,0.41434,2.06923,694,STOPPED,40.662
295,20251213_045104,gaitset.csv,best_configs_v3,LSTM,42,2,"[384, 384]",False,L2,0.0,[],[],last,,,False,96,AdamW,,0.0008,5e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13961,2.77925,0.31818,0.27291,"[0.4, 0.14286, 0.27586]",0.40909,0.37848,"[0.47368, 0.25, 0.41176]",185,0.29725,2.13196,426,STOPPED,47.683
296,20251213_045104,gaitset_GREW.csv,best_configs_v3,LSTM,42,2,"[384, 384]",False,L2,0.0,[],[],last,,,False,96,AdamW,,0.0008,5e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13987,2.28322,0.45455,0.4198,"[0.47368, 0.28571, 0.5]",0.52273,0.51401,"[0.57143, 0.5, 0.47059]",154,0.55382,1.43953,416,STOPPED,46.036
297,20251213_045104,gaitset_OUMVLP.csv,best_configs_v3,LSTM,42,2,"[384, 384]",False,L2,0.0,[],[],last,,,False,96,AdamW,,0.0008,5e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15276,2.01123,0.5,0.41919,"[0.59091, 0.16667, 0.5]",0.56818,0.53411,"[0.68293, 0.38095, 0.53846]",612,0.37863,1.96632,1214,STOPPED,135.014
298,20251213_045104,gln_phase1.csv,best_configs_v3,LSTM,42,2,"[384, 384]",False,L2,0.0,[],[],last,,,False,96,AdamW,,0.0008,5e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.10762,1.10818,0.15909,0.0915,"[0.0, 0.27451, 0.0]",0.15909,0.0915,"[0.0, 0.27451, 0.0]",118,1.10762,1.10818,118,STOPPED,17.523
299,20251213_045104,gln_phase2.csv,best_configs_v3,LSTM,42,2,"[384, 384]",False,L2,0.0,[],[],last,,,False,96,AdamW,,0.0008,5e-06,True,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13978,1.95477,0.45455,0.39337,"[0.6087, 0.28571, 0.28571]",0.5,0.46832,"[0.58537, 0.35294, 0.46667]",212,0.36695,2.14973,345,STOPPED,50.103

781,20251213_045104,baseline_CASIAB.csv,best_configs_v3,LSTM,42,2,"[160, 160]",True,minmax,0.2,[1],[],attention,128,relu,True,48,AdamW,,0.0002,2e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14424,1.9361,0.56818,0.526,"[0.66667, 0.42857, 0.48276]",0.63636,0.58982,"[0.72727, 0.46154, 0.58065]",521,0.25789,1.51502,740,STOPPED,150.125
782,20251213_045104,baseline_OUMVLP.csv,best_configs_v3,LSTM,42,2,"[160, 160]",True,minmax,0.2,[1],[],attention,128,relu,True,48,AdamW,,0.0002,2e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14277,1.84242,0.52273,0.48045,"[0.53659, 0.33333, 0.57143]",0.5,0.49413,"[0.42424, 0.5, 0.55814]",457,0.19949,2.03379,925,STOPPED,203.393
783,20251213_045104,gaitgl.csv,best_configs_v3,LSTM,42,2,"[160, 160]",True,minmax,0.2,[1],[],attention,128,relu,True,48,AdamW,,0.0002,2e-06,False,128,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.10854,1.09393,0.43182,0.30747,"[0.51064, 0.0, 0.41176]",0.43182,0.30747,"[0.51064, 0.0, 0.41176]",147,1.10854,1.09393,147,STOPPED,43.746
784,20251213_045104,gaitgl_GREW.csv,best_configs_v3,LSTM,42,2,"[160, 160]",True,minmax,0.2,[1],[],attention,128,relu,True,48,AdamW,,0.0002,2e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14107,2.20372,0.43182,0.31869,"[0.51163, 0.0, 0.44444]",0.5,0.4547,"[0.51429, 0.28571, 0.5641]",195,0.41832,1.78715,405,STOPPED,126.076
785,20251213_045104,gaitgl_GREW_BNNeck.csv,best_configs_v3,LSTM,42,2,"[160, 160]",True,minmax,0.2,[1],[],attention,128,relu,True,48,AdamW,,0.0002,2e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.11017,1.0896,0.36364,0.17778,"[0.0, 0.0, 0.53333]",0.36364,0.17778,"[0.0, 0.0, 0.53333]",106,1.11017,1.0896,106,STOPPED,32.5
786,20251213_045104,gaitgl_OUMVLP.csv,best_configs_v3,LSTM,42,2,"[160, 160]",True,minmax,0.2,[1],[],attention,128,relu,True,48,AdamW,,0.0002,2e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.1093,1.12176,0.15909,0.0915,"[0.0, 0.27451, 0.0]",0.15909,0.0915,"[0.0, 0.27451, 0.0]",148,1.1093,1.12176,148,STOPPED,46.589
787,20251213_045104,gaitpart_GREW.csv,best_configs_v3,LSTM,42,2,"[160, 160]",True,minmax,0.2,[1],[],attention,128,relu,True,48,AdamW,,0.0002,2e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14116,2.33163,0.47727,0.40648,"[0.61905, 0.11765, 0.48276]",0.54545,0.52407,"[0.65, 0.47059, 0.45161]",248,0.70697,1.37825,830,STOPPED,147.049
788,20251213_045104,gaitpart_OUMVLP.csv,best_configs_v3,LSTM,42,2,"[160, 160]",True,minmax,0.2,[1],[],attention,128,relu,True,48,AdamW,,0.0002,2e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.1092,1.08796,0.36364,0.17778,"[0.0, 0.0, 0.53333]",0.36364,0.17778,"[0.0, 0.0, 0.53333]",147,1.1092,1.08796,147,STOPPED,26.378
789,20251213_045104,gaitset.csv,best_configs_v3,LSTM,42,2,"[160, 160]",True,minmax,0.2,[1],[],attention,128,relu,True,48,AdamW,,0.0002,2e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14211,1.80429,0.45455,0.3907,"[0.47368, 0.14286, 0.55556]",0.52273,0.49741,"[0.53659, 0.375, 0.58065]",738,0.14865,1.84991,782,STOPPED,241.96
790,20251213_045104,gaitset_GREW.csv,best_configs_v3,LSTM,42,2,"[160, 160]",True,minmax,0.2,[1],[],attention,128,relu,True,48,AdamW,,0.0002,2e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.11001,1.10782,0.15909,0.0915,"[0.0, 0.27451, 0.0]",0.15909,0.0915,"[0.0, 0.27451, 0.0]",161,1.11001,1.10782,161,STOPPED,50.126
791,20251213_045104,gaitset_OUMVLP.csv,best_configs_v3,LSTM,42,2,"[160, 160]",True,minmax,0.2,[1],[],attention,128,relu,True,48,AdamW,,0.0002,2e-06,False,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.109,1.09905,0.15909,0.0915,"[0.0, 0.27451, 0.0]",0.15909,0.0915,"[0.0, 0.27451, 0.0]",136,1.109,1.09905,136,STOPPED,41.897
