id,timestamp,target_embedding,top_variant,source_params,model,seed,input_dim,num_layers,layer_sizes,bidirectional,norm,dropout,dropout_layers,norm_layers,pooling,fc_hidden,activation,norm_post_lstm,native_mode,batch_size,optimizer,momentum_sgd,learning_rate,weight_decay,label_smoothing,clip_grad_norm,train_loss,test_loss,accuracy,f1_macro,f1_per_class,epochs_trained,train_loss_best_state,test_loss_best_state,best_accuracy,best_f1,best_f1_per_class,best_epoch,training,duration_sec
34,20260111_191136,gaitpart_OUMVLP_LOW50.csv,50%,Preset_18,LSTM,42,256,1,[128],False,nan,0.0,[],[],last,,nan,False,True,64,Adam,,0.003,0.0,0.02,1.0,0.10547,1.99819,0.38636,0.292,"[0.48889, 0.0, 0.3871]",259,0.44588,1.82135,0.52273,0.4443,"[0.54545, 0.22222, 0.56522]",167,COMPLETED,14.739
35,20260111_191136,gaitset_GREW_LOW50.csv,50%,Preset_18,LSTM,42,256,1,[128],False,nan,0.0,[],[],last,,nan,False,True,64,Adam,,0.003,0.0,0.02,1.0,0.105,2.29038,0.40909,0.35017,"[0.46809, 0.15385, 0.42857]",75,0.5384,1.56463,0.54545,0.49304,"[0.6, 0.30769, 0.57143]",31,COMPLETED,6.134
36,20260111_191136,gaitset_LOW50.csv,50%,Preset_18,LSTM,42,256,1,[128],False,nan,0.0,[],[],last,,nan,False,True,64,Adam,,0.003,0.0,0.02,1.0,0.10807,2.25643,0.38636,0.292,"[0.48889, 0.0, 0.3871]",73,0.13035,2.25016,0.5,0.47691,"[0.52632, 0.375, 0.52941]",66,COMPLETED,5.913
37,20260111_191136,gaitset_OUMVLP_LOW50.csv,50%,Preset_18,LSTM,42,256,1,[128],False,nan,0.0,[],[],last,,nan,False,True,64,Adam,,0.003,0.0,0.02,1.0,0.11579,2.30904,0.43182,0.38906,"[0.58537, 0.18182, 0.4]",586,0.22698,2.30834,0.52273,0.47467,"[0.6383, 0.5, 0.28571]",483,COMPLETED,46.414
38,20260111_191136,gln_phase1_LOW50.csv,50%,Preset_18,LSTM,42,256,1,[128],False,nan,0.0,[],[],last,,nan,False,True,64,Adam,,0.003,0.0,0.02,1.0,0.10648,2.43363,0.40909,0.34121,"[0.54545, 0.13333, 0.34483]",75,0.12575,2.19266,0.5,0.45189,"[0.56522, 0.30769, 0.48276]",64,COMPLETED,6.769
39,20260111_191136,gln_phase2_LOW50.csv,50%,Preset_18,LSTM,42,256,1,[128],False,nan,0.0,[],[],last,,nan,False,True,64,Adam,,0.003,0.0,0.02,1.0,0.11993,1.97974,0.43182,0.31341,"[0.56522, 0.0, 0.375]",62,0.13771,2.39812,0.45455,0.43489,"[0.48649, 0.33333, 0.48485]",55,COMPLETED,5.489

40,20260111_191136,baseline_CASIAB_LOW50.csv,50%,Preset_1,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,1024,silu,True,True,32,Adam,,0.001,1e-06,0.02,1.0,0.11049,1.70964,0.52273,0.47416,"[0.58537, 0.30769, 0.52941]",106,0.11049,1.70964,0.52273,0.47416,"[0.58537, 0.30769, 0.52941]",106,COMPLETED,12.996
41,20260111_191136,baseline_OUMVLP_LOW50.csv,50%,Preset_1,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,1024,silu,True,True,32,Adam,,0.001,1e-06,0.02,1.0,0.109,1.58845,0.47727,0.4416,"[0.46154, 0.30769, 0.55556]",132,0.21173,1.53533,0.63636,0.58171,"[0.68, 0.44444, 0.62069]",119,COMPLETED,15.949
42,20260111_191136,gaitgl_GREW_BNNeck_LOW50.csv,50%,Preset_1,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,1024,silu,True,True,32,Adam,,0.001,1e-06,0.02,1.0,0.11199,2.17098,0.34091,0.31933,"[0.44444, 0.21053, 0.30303]",61,0.51522,1.53809,0.47727,0.44444,"[0.6, 0.33333, 0.4]",24,COMPLETED,8.737
43,20260111_191136,gaitgl_GREW_LOW50.csv,50%,Preset_1,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,1024,silu,True,True,32,Adam,,0.001,1e-06,0.02,1.0,0.10477,2.06925,0.40909,0.35143,"[0.47619, 0.15385, 0.42424]",37,0.1492,2.45316,0.43182,0.41054,"[0.52632, 0.26087, 0.44444]",26,COMPLETED,5.24
44,20260111_191136,gaitgl_LOW50.csv,50%,Preset_1,LSTM,42,128,1,[448],False,L2,0.0,[],[],last,1024,silu,True,True,32,Adam,,0.001,1e-06,0.02,1.0,0.10545,2.09729,0.38636,0.32189,"[0.4898, 0.2, 0.27586]",45,0.43982,2.20247,0.45455,0.44678,"[0.5, 0.42857, 0.41176]",18,COMPLETED,6.316
45,20260111_191136,gaitgl_OUMVLP_LOW50.csv,50%,Preset_1,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,1024,silu,True,True,32,Adam,,0.001,1e-06,0.02,1.0,0.11189,1.95775,0.5,0.36623,"[0.55814, 0.0, 0.54054]",97,0.33355,2.01858,0.52273,0.44115,"[0.58537, 0.16667, 0.57143]",72,COMPLETED,13.854
46,20260111_191136,gaitpart_GREW_LOW50.csv,50%,Preset_1,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,1024,silu,True,True,32,Adam,,0.001,1e-06,0.02,1.0,0.10499,2.46885,0.36364,0.29276,"[0.51064, 0.11765, 0.25]",155,0.40296,1.90462,0.54545,0.45707,"[0.6087, 0.2, 0.5625]",60,COMPLETED,16.96
47,20260111_191136,gaitpart_OUMVLP_LOW50.csv,50%,Preset_1,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,1024,silu,True,True,32,Adam,,0.001,1e-06,0.02,1.0,0.10456,2.4992,0.38636,0.36159,"[0.52632, 0.27273, 0.28571]",411,0.18546,2.42012,0.47727,0.4505,"[0.52632, 0.36364, 0.46154]",405,COMPLETED,45.416
48,20260111_191136,gaitset_GREW_LOW50.csv,50%,Preset_1,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,1024,silu,True,True,32,Adam,,0.001,1e-06,0.02,1.0,0.10908,2.4036,0.43182,0.39535,"[0.52632, 0.22222, 0.4375]",88,0.10908,2.4036,0.43182,0.39535,"[0.52632, 0.22222, 0.4375]",88,COMPLETED,12.448
49,20260111_191136,gaitset_LOW50.csv,50%,Preset_1,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,1024,silu,True,True,32,Adam,,0.001,1e-06,0.02,1.0,0.11056,1.94091,0.5,0.45013,"[0.56522, 0.26667, 0.51852]",84,0.33212,1.71305,0.59091,0.56654,"[0.57143, 0.46154, 0.66667]",42,COMPLETED,11.842
50,20260111_191136,gaitset_OUMVLP_LOW50.csv,50%,Preset_1,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,1024,silu,True,True,32,Adam,,0.001,1e-06,0.02,1.0,1.105,1.09712,0.47727,0.21538,"[0.64615, 0.0, 0.0]",208,1.105,1.09712,0.47727,0.21538,"[0.64615, 0.0, 0.0]",208,STOPPED,29.265
51,20260111_191136,gln_phase1_LOW50.csv,50%,Preset_1,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,1024,silu,True,True,32,Adam,,0.001,1e-06,0.02,1.0,0.1095,2.45348,0.38636,0.36063,"[0.47619, 0.28571, 0.32]",85,0.20495,2.04059,0.45455,0.41567,"[0.52381, 0.28571, 0.4375]",65,COMPLETED,13.329
52,20260111_191136,gln_phase2_LOW50.csv,50%,Preset_1,LSTM,42,256,1,[448],False,L2,0.0,[],[],last,1024,silu,True,True,32,Adam,,0.001,1e-06,0.02,1.0,0.10366,1.88712,0.43182,0.35499,"[0.57778, 0.15385, 0.33333]",80,0.51261,1.48201,0.52273,0.483,"[0.58537, 0.36364, 0.5]",34,COMPLETED,12.702

53,20260111_191136,baseline_CASIAB_LOW50.csv,50%,Preset_6,LSTM,42,256,2,"[512, 512]",True,minmax,0.1,[1],[1],last,128,relu,True,False,96,AdamW,,0.0002,2e-06,0.02,1.0,0.10905,2.03344,0.47727,0.43554,"[0.52381, 0.26667, 0.51613]",253,0.37888,1.71636,0.54545,0.49034,"[0.60465, 0.28571, 0.58065]",178,COMPLETED,29.628
54,20260111_191136,baseline_OUMVLP_LOW50.csv,50%,Preset_6,LSTM,42,256,2,"[512, 512]",True,minmax,0.1,[1],[1],last,128,relu,True,False,96,AdamW,,0.0002,2e-06,0.02,1.0,0.11025,2.14692,0.34091,0.29589,"[0.4, 0.14286, 0.34483]",282,0.17558,1.78249,0.54545,0.46275,"[0.57778, 0.22222, 0.58824]",227,COMPLETED,33.426
55,20260111_191136,gaitgl_GREW_BNNeck_LOW50.csv,50%,Preset_6,LSTM,42,256,2,"[512, 512]",True,minmax,0.1,[1],[1],last,128,relu,True,False,96,AdamW,,0.0002,2e-06,0.02,1.0,0.10948,2.29261,0.36364,0.30354,"[0.46809, 0.16667, 0.27586]",393,0.30804,1.79346,0.43182,0.41481,"[0.44444, 0.3, 0.5]",322,COMPLETED,59.689
56,20260111_191136,gaitgl_GREW_LOW50.csv,50%,Preset_6,LSTM,42,256,2,"[512, 512]",True,minmax,0.1,[1],[1],last,128,relu,True,False,96,AdamW,,0.0002,2e-06,0.02,1.0,0.10744,2.0136,0.47727,0.33024,"[0.57692, 0.0, 0.41379]",114,0.11315,2.01804,0.56818,0.41333,"[0.64, 0.0, 0.6]",111,COMPLETED,17.275
57,20260111_191136,gaitgl_LOW50.csv,50%,Preset_6,LSTM,42,128,2,"[512, 512]",True,minmax,0.1,[1],[1],last,128,relu,True,False,96,AdamW,,0.0002,2e-06,0.02,1.0,0.10874,2.0771,0.43182,0.30161,"[0.56, 0.0, 0.34483]",133,0.15931,1.93771,0.5,0.47465,"[0.5641, 0.375, 0.48485]",100,COMPLETED,19.028
58,20260111_191136,gaitgl_OUMVLP_LOW50.csv,50%,Preset_6,LSTM,42,256,2,"[512, 512]",True,minmax,0.1,[1],[1],last,128,relu,True,False,96,AdamW,,0.0002,2e-06,0.02,1.0,0.11281,1.83301,0.52273,0.37425,"[0.65217, 0.0, 0.47059]",338,0.53422,1.41454,0.59091,0.47248,"[0.73469, 0.2, 0.48276]",208,COMPLETED,50.928
59,20260111_191136,gaitpart_GREW_LOW50.csv,50%,Preset_6,LSTM,42,256,2,"[512, 512]",True,minmax,0.1,[1],[1],last,128,relu,True,False,96,AdamW,,0.0002,2e-06,0.02,1.0,0.10954,2.33997,0.40909,0.33273,"[0.55319, 0.125, 0.32]",272,0.69874,1.27054,0.52273,0.44637,"[0.57143, 0.22222, 0.54545]",158,COMPLETED,25.627
60,20260111_191136,gaitpart_OUMVLP_LOW50.csv,50%,Preset_6,LSTM,42,256,2,"[512, 512]",True,minmax,0.1,[1],[1],last,128,relu,True,False,96,AdamW,,0.0002,2e-06,0.02,1.0,0.11453,2.03288,0.5,0.40787,"[0.65217, 0.14286, 0.42857]",507,0.59404,1.38807,0.54545,0.49393,"[0.52941, 0.33333, 0.61905]",263,COMPLETED,48.235
61,20260111_191136,gaitset_GREW_LOW50.csv,50%,Preset_6,LSTM,42,256,2,"[512, 512]",True,minmax,0.1,[1],[1],last,128,relu,True,False,96,AdamW,,0.0002,2e-06,0.02,1.0,0.11025,2.64258,0.40909,0.32917,"[0.55, 0.0, 0.4375]",298,0.22754,1.94507,0.52273,0.39811,"[0.57895, 0.0, 0.61538]",230,COMPLETED,44.372
62,20260111_191136,gaitset_LOW50.csv,50%,Preset_6,LSTM,42,256,2,"[512, 512]",True,minmax,0.1,[1],[1],last,128,relu,True,False,96,AdamW,,0.0002,2e-06,0.02,1.0,0.10791,1.91241,0.40909,0.28615,"[0.53846, 0.0, 0.32]",187,0.66963,1.1604,0.52273,0.46879,"[0.60465, 0.25, 0.55172]",107,COMPLETED,27.943
63,20260111_191136,gaitset_OUMVLP_LOW50.csv,50%,Preset_6,LSTM,42,256,2,"[512, 512]",True,minmax,0.1,[1],[1],last,128,relu,True,False,96,AdamW,,0.0002,2e-06,0.02,1.0,0.10558,2.16567,0.40909,0.37509,"[0.47619, 0.23529, 0.41379]",1263,0.41277,2.05468,0.52273,0.50646,"[0.57895, 0.34783, 0.59259]",694,COMPLETED,188.939
64,20260111_191136,gln_phase1_LOW50.csv,50%,Preset_6,LSTM,42,256,2,"[512, 512]",True,minmax,0.1,[1],[1],last,128,relu,True,False,96,AdamW,,0.0002,2e-06,0.02,1.0,0.11349,1.88239,0.40909,0.30794,"[0.52381, 0.0, 0.4]",295,0.23483,1.71691,0.5,0.37879,"[0.63636, 0.0, 0.5]",237,COMPLETED,54.893
65,20260111_191136,gln_phase2_LOW50.csv,50%,Preset_6,LSTM,42,256,2,"[512, 512]",True,minmax,0.1,[1],[1],last,128,relu,True,False,96,AdamW,,0.0002,2e-06,0.02,1.0,0.11361,2.00145,0.47727,0.36618,"[0.56522, 0.0, 0.53333]",268,0.18305,2.03151,0.52273,0.44156,"[0.57143, 0.18182, 0.57143]",232,COMPLETED,50.079
