id,timestamp,target_embedding,source_params,model,seed,input_dim,num_layers,layer_sizes,bidirectional,norm,dropout,dropout_layers,norm_layers,pooling,fc_hidden,activation,norm_post_lstm,native_mode,batch_size,optimizer,momentum_sgd,learning_rate,weight_decay,class_weights,label_smoothing,clip_grad_norm,train_loss,test_loss,accuracy,f1_macro,f1_per_class,epochs_trained,train_loss_best_state,test_loss_best_state,best_accuracy,best_f1,best_f1_per_class,best_epoch,training,duration_sec
23,20251219_022834,gaitpart_16steps_concat.csv,Preset_5,LSTM,42,512,1,[256],True,nan,0.0,[],[],last,,nan,False,True,64,AdamW,,0.0005,1e-05,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11139,1.30426,0.54545,0.49231,"[0.60606, 0.22222, 0.64865]",180,0.16024,1.42148,0.61364,0.5848,"[0.66667, 0.42105, 0.66667]",105,COMPLETED,14.72
24,20251219_022834,gaitset_62steps_concat.csv,Preset_5,LSTM,42,768,1,[256],True,nan,0.0,[],[],last,,nan,False,True,64,AdamW,,0.0005,1e-05,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.1072,1.90467,0.43182,0.37422,"[0.48485, 0.125, 0.51282]",109,0.63226,1.27793,0.45455,0.41418,"[0.5641, 0.26667, 0.41176]",29,COMPLETED,18.291
25,20251219_022834,gln_93steps_concat.csv,Preset_5,LSTM,42,512,1,[256],True,nan,0.0,[],[],last,,nan,False,True,64,AdamW,,0.0005,1e-05,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11514,1.58121,0.52273,0.43322,"[0.6383, 0.14286, 0.51852]",65,0.12318,1.75368,0.52273,0.45932,"[0.61224, 0.28571, 0.48]",58,COMPLETED,12.651

26,20251219_022834,baseline_31steps_concat.csv,Preset_6,LSTM,42,512,2,"[512, 512]",True,minmax,0.1,[1],[1],last,128,relu,True,False,96,AdamW,,0.0002,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.1053,2.11511,0.45455,0.3537,"[0.45, 0.0, 0.61111]",351,0.19693,2.10532,0.54545,0.49473,"[0.57778, 0.28571, 0.62069]",310,COMPLETED,54.193
27,20251219_022834,gaitgl_64steps_concat.csv,Preset_6,LSTM,42,768,2,"[512, 512]",True,minmax,0.1,[1],[1],last,128,relu,True,False,96,AdamW,,0.0002,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11165,1.73366,0.59091,0.49349,"[0.65217, 0.22222, 0.60606]",194,0.15401,1.7742,0.61364,0.58574,"[0.65116, 0.5, 0.60606]",165,COMPLETED,52.056
28,20251219_022834,gaitpart_16steps_concat.csv,Preset_6,LSTM,42,512,2,"[512, 512]",True,minmax,0.1,[1],[1],last,128,relu,True,False,96,AdamW,,0.0002,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11164,1.44632,0.59091,0.53093,"[0.66667, 0.36364, 0.5625]",409,0.47364,1.02066,0.68182,0.5625,"[0.75, 0.25, 0.6875]",387,COMPLETED,47.06
29,20251219_022834,gaitset_62steps_concat.csv,Preset_6,LSTM,42,768,2,"[512, 512]",True,minmax,0.1,[1],[1],last,128,relu,True,False,96,AdamW,,0.0002,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10977,2.39101,0.36364,0.27833,"[0.54167, 0.13333, 0.16]",357,0.74102,1.24469,0.47727,0.46718,"[0.48649, 0.42857, 0.48649]",176,COMPLETED,93.245
30,20251219_022834,gln_93steps_concat.csv,Preset_6,LSTM,42,512,2,"[512, 512]",True,minmax,0.1,[1],[1],last,128,relu,True,False,96,AdamW,,0.0002,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10563,1.91528,0.5,0.43485,"[0.61224, 0.30769, 0.38462]",335,0.56944,1.35036,0.63636,0.60526,"[0.63158, 0.5, 0.68421]",234,COMPLETED,108.92

