number,value,state,datetime_start,datetime_complete,duration,hidden_layers,norm_layers,dropout_layers,activation,base_dim,batch_size,dropout,lr,norm,num_layers,pattern,pca_frac,pooling,use_pca,weight_decay
14,0.46316871050254393,COMPLETE,2025-11-26 01:31:14.419512,2025-11-26 01:31:24.985612,0 days 00:00:10.566100,[128],[],[],leakyrelu,128,128,,0.001,minmax,1,increasing,,mean,False,1e-05
15,0.3183357522980164,PRUNED,2025-11-26 01:31:24.987624,2025-11-26 01:31:25.773811,0 days 00:00:00.786187,[128],[],[],leakyrelu,128,128,,0.0005,minmax,1,increasing,,mean,False,1e-05
16,0.08333333333333333,PRUNED,2025-11-26 01:31:25.774816,2025-11-26 01:31:31.726764,0 days 00:00:05.951948,[128],[],[],leakyrelu,128,128,,0.0001,minmax,1,increasing,,max,False,1e-05
17,0.21839080459770113,PRUNED,2025-11-26 01:31:31.726764,2025-11-26 01:31:38.458480,0 days 00:00:06.731716,"[64, 128]",[0],[],leakyrelu,128,32,,2e-05,minmax,2,increasing,,mean,False,1e-05
18,0.32085490508429576,PRUNED,2025-11-26 01:31:38.459483,2025-11-26 01:31:47.043050,0 days 00:00:08.583567,"[64, 112, 224, 448, 896]","[2, 3]","[1, 2]",elu,896,64,0.3,0.0002,minmax,5,increasing,,mean,False,0.0
19,0.21839080459770113,PRUNED,2025-11-26 01:31:47.044053,2025-11-26 01:31:49.245883,0 days 00:00:02.201830,[768],[],[],gelu,768,48,,0.001,minmax,1,increasing,,max,False,1e-05
20,0.21839080459770113,PRUNED,2025-11-26 01:31:49.246886,2025-11-26 01:31:54.409314,0 days 00:00:05.162428,"[64, 64, 64, 96, 192, 384]","[0, 3, 4]","[0, 1, 2]",tanh,384,128,0.4,0.001,minmax,6,increasing,,mean,False,0.0
21,0.43389172804308274,COMPLETE,2025-11-26 01:31:54.410507,2025-11-26 01:32:06.164276,0 days 00:00:11.753769,"[640, 320, 160, 80]","[1, 2]",[],relu,640,96,,0.001,minmax,4,decreasing,0.6,mean,True,1e-06
22,0.21839080459770113,PRUNED,2025-11-26 01:32:06.166281,2025-11-26 01:32:10.023784,0 days 00:00:03.857503,"[512, 256, 128, 64]","[1, 2]",[],leakyrelu,512,48,,0.001,minmax,4,decreasing,0.6,mean,True,1e-06
23,0.21637426900584797,PRUNED,2025-11-26 01:32:10.023784,2025-11-26 01:32:17.232356,0 days 00:00:07.208572,"[256, 256, 256, 256, 256]","[1, 2]",[3],leakyrelu,256,128,0.2,0.001,minmax,5,uniform,0.6,mean,True,0.0001
24,0.21839080459770113,PRUNED,2025-11-26 01:32:17.233359,2025-11-26 01:32:21.367367,0 days 00:00:04.134008,"[160, 320, 640]",[1],[],relu,640,96,,0.0002,minmax,3,increasing,,mean,False,1e-05
25,0.2695035460992908,PRUNED,2025-11-26 01:32:21.368369,2025-11-26 01:32:31.730006,0 days 00:00:10.361637,"[128, 64, 64, 64]","[1, 2]",[],leakyrelu,128,32,,0.001,minmax,4,decreasing,,mean,False,0.0
26,0.10236533492347445,PRUNED,2025-11-26 01:32:31.731009,2025-11-26 01:32:37.833234,0 days 00:00:06.102225,"[64, 128]",[],[],tanh,128,64,,5e-05,minmax,2,increasing,0.6,max,True,1e-06
27,0.19500412395428302,PRUNED,2025-11-26 01:32:37.833234,2025-11-26 01:32:45.371859,0 days 00:00:07.538625,"[64, 80, 160, 320, 640]","[1, 2, 3]",[2],elu,640,48,0.3,1e-05,minmax,5,increasing,,mean,False,1e-05
28,0.24640522875816995,PRUNED,2025-11-26 01:32:45.372862,2025-11-26 01:32:47.217465,0 days 00:00:01.844603,"[128, 128, 128, 128]","[1, 2]",[0],gelu,128,128,0.3,2e-05,minmax,4,uniform,0.7,max,True,0.0
29,0.21839080459770113,PRUNED,2025-11-26 01:32:47.217465,2025-11-26 01:32:54.021187,0 days 00:00:06.803722,"[512, 256, 128]",[0],[1],relu,512,16,0.4,0.0005,minmax,3,decreasing,0.9,max,True,1e-06
30,0.45782966094243127,COMPLETE,2025-11-26 01:32:54.022190,2025-11-26 01:33:11.904410,0 days 00:00:17.882220,"[768, 768, 768, 768, 768, 768]","[1, 2]","[2, 3, 4]",leakyrelu,768,96,0.2,0.0001,minmax,6,uniform,,mean,False,1e-06
31,0.33022598870056497,PRUNED,2025-11-26 01:33:11.907049,2025-11-26 01:33:13.503116,0 days 00:00:01.596067,"[768, 768, 768, 768, 768, 768]","[1, 2]","[2, 3, 4]",leakyrelu,768,96,0.2,0.0001,minmax,6,uniform,,mean,False,1e-06
32,0.21839080459770113,PRUNED,2025-11-26 01:33:13.504495,2025-11-26 01:33:16.352119,0 days 00:00:02.847624,"[768, 768, 768, 768, 768, 768]","[1, 2]","[2, 3, 4]",leakyrelu,768,96,0.2,0.0001,minmax,6,uniform,,mean,False,1e-06
33,0.4346250331955674,COMPLETE,2025-11-26 01:33:16.359107,2025-11-26 01:33:28.750148,0 days 00:00:12.391041,"[768, 768, 768, 768, 768]","[1, 2]","[2, 3]",leakyrelu,768,96,0.2,0.0001,minmax,5,uniform,,mean,False,1e-06
34,0.21839080459770113,PRUNED,2025-11-26 01:33:28.750148,2025-11-26 01:33:33.009026,0 days 00:00:04.258878,"[768, 768, 768, 768, 768, 768]","[1, 2]","[2, 3, 4]",leakyrelu,768,96,0.2,0.0001,minmax,6,uniform,,mean,False,1e-06
35,0.21637426900584797,PRUNED,2025-11-26 01:33:33.010029,2025-11-26 01:33:40.677822,0 days 00:00:07.667793,"[768, 768, 768, 768]",[1],[2],leakyrelu,768,96,0.2,0.0001,minmax,4,uniform,,mean,False,1e-06
36,0.21839080459770113,PRUNED,2025-11-26 01:33:40.678825,2025-11-26 01:33:43.402045,0 days 00:00:02.723220,"[768, 768, 768, 768, 768]","[1, 2]",[3],silu,768,96,0.2,0.0001,minmax,5,uniform,,mean,False,1e-06
37,0.31649831649831645,PRUNED,2025-11-26 01:33:43.403047,2025-11-26 01:33:44.878455,0 days 00:00:01.475408,"[640, 640, 640, 640]","[1, 2]",[2],relu,640,96,0.2,0.001,minmax,4,uniform,0.6,mean,True,1e-06
38,0.3194444444444444,PRUNED,2025-11-26 01:33:44.879481,2025-11-26 01:33:46.487624,0 days 00:00:01.608143,"[384, 384, 384, 384, 384]","[1, 2]","[2, 3]",leakyrelu,384,96,0.2,0.0001,L2,5,uniform,,mean,False,1e-07
39,0.31016987327666934,PRUNED,2025-11-26 01:33:46.488310,2025-11-26 01:33:52.194478,0 days 00:00:05.706168,"[1024, 512, 256, 128, 64]",[0],[3],silu,1024,64,0.2,0.001,minmax,5,decreasing,,mean,False,1e-06
40,0.46588936240079803,COMPLETE,2025-11-26 01:33:52.195491,2025-11-26 01:34:37.185874,0 days 00:00:44.990383,"[640, 640, 640]",[1],"[0, 1]",elu,640,16,0.1,5e-05,L2,3,uniform,,mean,False,0.0001
41,0.3268936440555604,PRUNED,2025-11-26 01:34:37.191180,2025-11-26 01:34:56.748601,0 days 00:00:19.557421,"[640, 640, 640]",[1],"[0, 1]",elu,640,16,0.1,5e-05,L2,3,uniform,,mean,False,0.0001
42,0.4425810189531556,COMPLETE,2025-11-26 01:34:56.749608,2025-11-26 01:35:59.621137,0 days 00:01:02.871529,"[640, 640]",[],[0],elu,640,16,0.1,5e-05,L2,2,uniform,,mean,False,0.0001
43,0.21839080459770113,PRUNED,2025-11-26 01:35:59.623151,2025-11-26 01:36:02.972826,0 days 00:00:03.349675,"[640, 640]",[],[0],elu,640,16,0.1,5e-05,L2,2,uniform,,mean,False,0.0001
44,0.21839080459770113,PRUNED,2025-11-26 01:36:02.979811,2025-11-26 01:36:05.932949,0 days 00:00:02.953138,[768],[],[],elu,768,16,,5e-05,L2,1,uniform,,mean,False,0.0001
45,0.21839080459770113,PRUNED,2025-11-26 01:36:05.933952,2025-11-26 01:36:09.205072,0 days 00:00:03.271120,"[256, 256]",[],[0],elu,256,16,0.1,5e-05,L2,2,uniform,,mean,False,0.0001
46,0.30591503984791985,PRUNED,2025-11-26 01:36:09.206075,2025-11-26 01:36:31.455207,0 days 00:00:22.249132,"[640, 640]",[],[0],elu,640,16,0.1,5e-05,L2,2,uniform,,mean,False,0.0001
47,0.21839080459770113,PRUNED,2025-11-26 01:36:31.455972,2025-11-26 01:36:36.435840,0 days 00:00:04.979868,[896],[],[],elu,896,16,,1e-05,L2,1,uniform,,mean,False,0.0001
48,0.40083629249195923,COMPLETE,2025-11-26 01:36:36.442839,2025-11-26 01:36:52.650846,0 days 00:00:16.208007,"[1024, 1024, 1024]",[0],"[0, 1]",elu,1024,128,0.1,5e-05,L2,3,uniform,,mean,False,1e-07
49,0.4776821369822827,COMPLETE,2025-11-26 01:36:52.653402,2025-11-26 01:37:46.847122,0 days 00:00:54.193720,[768],[],[],gelu,768,16,,0.0005,L2,1,uniform,,mean,False,0.0001
