number,value,state,datetime_start,datetime_complete,duration,hidden_layers,norm_layers,dropout_layers,activation,base_dim,batch_size,dropout,lr,norm,num_layers,pattern,pca_frac,pooling,use_pca,weight_decay
0,0.42410625100970367,COMPLETE,2025-11-26 01:28:30.028220,2025-11-26 01:28:55.860630,0 days 00:00:25.832410,"[64, 64, 64, 64, 128]","[1, 2, 3]",[2],leakyrelu,128,48,0.3,0.0002,minmax,5,increasing,,max,False,0.0
1,0.41333227715260856,COMPLETE,2025-11-26 01:28:55.862636,2025-11-26 01:29:40.323594,0 days 00:00:44.460958,"[1024, 1024, 1024, 1024]",[],[],silu,1024,16,,5e-05,minmax,4,uniform,0.9,max,True,1e-06
2,0.42016031482818617,COMPLETE,2025-11-26 01:29:40.325635,2025-11-26 01:29:53.060056,0 days 00:00:12.734421,"[640, 320, 160, 80]","[1, 2]",[],relu,640,96,,0.001,minmax,4,decreasing,0.8,mean,True,1e-06
3,0.333645443196005,PRUNED,2025-11-26 01:29:53.063204,2025-11-26 01:29:54.528809,0 days 00:00:01.465605,"[640, 320, 160]",[0],[1],silu,640,64,0.1,0.001,L2,3,decreasing,0.5,max,True,1e-07
4,0.22248122248122248,PRUNED,2025-11-26 01:29:54.529809,2025-11-26 01:29:58.307552,0 days 00:00:03.777743,"[256, 512, 1024]","[0, 1]",[0],silu,1024,128,0.5,1e-05,L2,3,increasing,,mean,False,0.0
5,0.21758419036095988,COMPLETE,2025-11-26 01:29:58.308555,2025-11-26 01:30:42.846234,0 days 00:00:44.537679,"[64, 64, 96, 192, 384]",[3],"[0, 1]",silu,384,16,0.3,0.001,L2,5,increasing,,max,False,0.0
6,0.21839080459770113,PRUNED,2025-11-26 01:30:42.849256,2025-11-26 01:30:45.952258,0 days 00:00:03.103002,"[640, 320]",[0],[0],elu,640,16,0.1,0.0005,L2,2,decreasing,,max,False,0.0001
7,0.21839080459770113,PRUNED,2025-11-26 01:30:45.953315,2025-11-26 01:30:48.135691,0 days 00:00:02.182376,"[128, 128, 128, 128, 128]","[1, 3]","[2, 3]",relu,128,48,0.5,1e-05,L2,5,uniform,,max,False,1e-05
8,0.21839080459770113,PRUNED,2025-11-26 01:30:48.136694,2025-11-26 01:30:51.700038,0 days 00:00:03.563344,"[256, 128, 64]",[1],"[0, 1]",gelu,256,48,0.5,5e-05,L2,3,decreasing,,max,False,1e-07
9,0.21839080459770113,PRUNED,2025-11-26 01:30:51.701042,2025-11-26 01:30:54.138864,0 days 00:00:02.437822,"[1024, 1024]",[0],[0],leakyrelu,1024,96,0.1,0.0002,L2,2,uniform,0.5,max,True,1e-07
10,0.35638707869105174,PRUNED,2025-11-26 01:30:54.139867,2025-11-26 01:31:00.576072,0 days 00:00:06.436205,"[64, 64, 96, 192, 384, 768]","[1, 2]","[2, 4]",leakyrelu,768,32,0.3,0.0002,minmax,6,increasing,,mean,False,0.0
11,0.21839080459770113,PRUNED,2025-11-26 01:31:00.576072,2025-11-26 01:31:02.076264,0 days 00:00:01.500192,"[64, 64, 128, 256, 512]","[1, 2, 3]",[],relu,512,96,,2e-05,minmax,5,increasing,0.8,mean,True,1e-06
12,0.2783882783882784,PRUNED,2025-11-26 01:31:02.083262,2025-11-26 01:31:11.051561,0 days 00:00:08.968299,"[128, 64, 64, 64, 64, 64]","[1, 2, 4]","[2, 3]",tanh,128,96,0.4,0.0001,minmax,6,decreasing,0.8,mean,True,1e-06
13,0.21839080459770113,PRUNED,2025-11-26 01:31:11.052710,2025-11-26 01:31:14.418310,0 days 00:00:03.365600,"[896, 448, 224, 112]","[1, 2]",[2],relu,896,48,0.2,0.0002,minmax,4,decreasing,0.7,mean,True,0.0001
