number,value,state,datetime_start,datetime_complete,duration,hidden_layers,norm_layers,dropout_layers,activation,base_dim,batch_size,dropout,lr,norm,num_layers,pattern,pca_frac,pooling,use_pca,weight_decay
0,0.4325051615614017,COMPLETE,2025-11-26 00:08:53.332969,2025-11-26 00:09:10.121518,0 days 00:00:16.788549,[640],[],[],relu,640,32,,0.0005,minmax,1,uniform,,mean,False,0.0001
1,0.21758419036095988,COMPLETE,2025-11-26 00:09:10.122260,2025-11-26 00:09:21.951585,0 days 00:00:11.829325,"[128, 128]",[0],[],elu,128,48,,1e-05,minmax,2,uniform,,max,False,0.0001
2,0.39553159959687867,COMPLETE,2025-11-26 00:09:21.953617,2025-11-26 00:10:16.996771,0 days 00:00:55.043154,"[640, 320, 160, 80, 64]","[1, 3]",[],elu,640,16,,0.0001,L2,5,decreasing,,mean,False,0.0
3,0.3532225288927837,COMPLETE,2025-11-26 00:10:16.998771,2025-11-26 00:10:53.887474,0 days 00:00:36.888703,"[640, 320, 160, 80, 64]",[3],[],relu,640,32,,1e-05,minmax,5,decreasing,,max,False,1e-05
4,0.21839080459770113,PRUNED,2025-11-26 00:10:53.887474,2025-11-26 00:10:55.147036,0 days 00:00:01.259562,"[64, 64, 128]",[],[0],silu,128,64,0.4,5e-05,L2,3,increasing,0.7,mean,True,1e-05
5,0.21052631578947367,PRUNED,2025-11-26 00:10:55.147036,2025-11-26 00:10:58.601437,0 days 00:00:03.454401,"[768, 768, 768]",[0],[],leakyrelu,768,16,,1e-05,minmax,3,uniform,0.5,max,True,1e-07
6,0.08888888888888889,PRUNED,2025-11-26 00:10:58.602437,2025-11-26 00:11:02.198646,0 days 00:00:03.596209,"[896, 448, 224, 112]","[0, 2]",[2],relu,896,96,0.3,1e-05,minmax,4,decreasing,,max,False,0.0001
7,0.21758419036095988,COMPLETE,2025-11-26 00:11:02.200141,2025-11-26 00:11:11.060599,0 days 00:00:08.860458,"[64, 64, 64, 128]","[1, 2]",[1],relu,128,128,0.4,5e-05,minmax,4,increasing,0.8,mean,True,1e-06
8,0.1761006289308176,PRUNED,2025-11-26 00:11:11.060599,2025-11-26 00:11:16.041616,0 days 00:00:04.981017,"[64, 64, 64, 64, 64, 128]","[0, 4]","[0, 1, 2, 3]",tanh,128,96,0.2,1e-05,L2,6,increasing,,mean,False,0.0
9,0.1761006289308176,PRUNED,2025-11-26 00:11:16.041616,2025-11-26 00:11:18.546604,0 days 00:00:02.504988,"[640, 320, 160, 80, 64, 64]",[],"[0, 1, 2, 4]",relu,640,96,0.3,5e-05,L2,6,decreasing,,max,False,1e-05
10,0.21238938053097345,PRUNED,2025-11-26 00:11:18.546604,2025-11-26 00:11:29.503437,0 days 00:00:10.956833,[512],[],[],tanh,512,32,,0.0005,minmax,1,uniform,0.9,mean,True,0.0001
11,0.21839080459770113,PRUNED,2025-11-26 00:11:29.504442,2025-11-26 00:11:42.607971,0 days 00:00:13.103529,[640],[],[],gelu,640,16,,0.0001,L2,1,uniform,,mean,False,0.0
12,0.4230267591473935,COMPLETE,2025-11-26 00:11:42.609027,2025-11-26 00:12:47.366272,0 days 00:01:04.757245,"[256, 128, 64, 64, 64]","[1, 3]",[],elu,256,16,,0.001,L2,5,decreasing,,mean,False,0.0
13,0.40447315987965826,COMPLETE,2025-11-26 00:12:47.368282,2025-11-26 00:13:05.351069,0 days 00:00:17.982787,"[256, 128]",[],[0],elu,256,32,0.5,0.001,L2,2,decreasing,,mean,False,1e-06
14,0.21839080459770113,PRUNED,2025-11-26 00:13:05.353079,2025-11-26 00:13:07.514965,0 days 00:00:02.161886,"[256, 256, 256, 256, 256]","[1, 3]",[3],gelu,256,128,0.1,0.0005,minmax,5,uniform,,mean,False,1e-07
15,0.21839080459770113,PRUNED,2025-11-26 00:13:07.514965,2025-11-26 00:13:10.142404,0 days 00:00:02.627439,"[384, 192]",[],[],silu,384,48,,0.001,L2,2,decreasing,,mean,False,0.0001
16,0.21637426900584797,PRUNED,2025-11-26 00:13:10.143611,2025-11-26 00:13:20.605954,0 days 00:00:10.462343,"[1024, 1024, 1024, 1024]","[0, 1, 2]","[0, 1]",leakyrelu,1024,64,0.1,0.0002,minmax,4,uniform,,mean,False,0.0
17,0.4125193953480085,COMPLETE,2025-11-26 00:13:20.606960,2025-11-26 00:14:16.978974,0 days 00:00:56.372014,"[256, 128, 64]",[1],[],elu,256,16,,2e-05,L2,3,decreasing,,mean,False,0.0001
18,0.43104156294903084,COMPLETE,2025-11-26 00:14:16.980978,2025-11-26 00:14:44.483847,0 days 00:00:27.502869,"[896, 896, 896, 896, 896]","[1, 3]",[],relu,896,32,,0.0005,L2,5,uniform,0.6,mean,True,0.0
19,0.21839080459770113,PRUNED,2025-11-26 00:14:44.489092,2025-11-26 00:14:50.077162,0 days 00:00:05.588070,[896],[],[],relu,896,32,,0.0005,minmax,1,uniform,0.6,mean,True,1e-06
20,0.1761006289308176,PRUNED,2025-11-26 00:14:50.077162,2025-11-26 00:15:00.310038,0 days 00:00:10.232876,"[896, 896, 896, 896, 896, 896]","[0, 1, 2, 3]","[0, 1, 2, 4]",relu,896,32,0.5,0.0005,L2,6,uniform,0.6,mean,True,1e-07
21,0.4228408087228173,COMPLETE,2025-11-26 00:15:00.311039,2025-11-26 00:15:27.147937,0 days 00:00:26.836898,"[384, 384, 384, 384, 384]","[1, 3]",[],relu,384,32,,0.001,L2,5,uniform,0.6,mean,True,0.0
22,0.2144927536231884,PRUNED,2025-11-26 00:15:27.147937,2025-11-26 00:15:32.468826,0 days 00:00:05.320889,"[512, 512, 512, 512, 512]","[1, 3]",[],elu,512,32,,0.0005,L2,5,uniform,0.7,mean,True,0.0
23,0.21839080459770113,PRUNED,2025-11-26 00:15:32.468826,2025-11-26 00:15:40.001348,0 days 00:00:07.532522,"[96, 192, 384, 768]",[1],[],relu,768,16,,0.0002,L2,4,increasing,0.9,mean,True,0.0
24,0.18238993710691823,PRUNED,2025-11-26 00:15:40.001348,2025-11-26 00:15:59.084957,0 days 00:00:19.083609,"[1024, 1024, 1024, 1024, 1024, 1024]","[1, 3, 4]",[],tanh,1024,32,,2e-05,L2,6,uniform,,mean,False,0.0
25,0.3968400586684493,COMPLETE,2025-11-26 00:15:59.085957,2025-11-26 00:16:25.058428,0 days 00:00:25.972471,"[896, 448, 224, 112, 64]",[1],[3],gelu,896,48,0.2,0.001,L2,5,decreasing,,mean,False,0.0001
26,0.21839080459770113,PRUNED,2025-11-26 00:16:25.065367,2025-11-26 00:16:30.234242,0 days 00:00:05.168875,"[256, 256, 256, 256]",[1],[],leakyrelu,256,64,,0.0005,minmax,4,uniform,0.5,max,True,0.0
27,0.29884453781512604,PRUNED,2025-11-26 00:16:30.234242,2025-11-26 00:16:31.357203,0 days 00:00:01.122961,"[896, 896, 896]",[1],[],silu,896,128,,0.0005,L2,3,uniform,,mean,False,0.0
28,0.4348122780251139,COMPLETE,2025-11-26 00:16:31.357203,2025-11-26 00:17:09.634575,0 days 00:00:38.277372,"[320, 640]",[0],[],elu,640,16,,0.001,minmax,2,increasing,0.8,mean,True,0.0001
29,0.45289921037393316,COMPLETE,2025-11-26 00:17:09.636601,2025-11-26 00:17:24.282046,0 days 00:00:14.645445,"[320, 640]",[0],[0],elu,640,48,0.5,0.0005,minmax,2,increasing,0.8,max,True,0.0001
30,0.23859649122807017,PRUNED,2025-11-26 00:17:24.282046,2025-11-26 00:17:30.227339,0 days 00:00:05.945293,"[320, 640]",[0],[0],elu,640,48,0.5,2e-05,minmax,2,increasing,0.8,max,True,0.0001
31,0.4462505846692325,COMPLETE,2025-11-26 00:17:30.227339,2025-11-26 00:17:47.247096,0 days 00:00:17.019757,[640],[],[],elu,640,48,,0.0005,minmax,1,increasing,0.8,max,True,0.0001
32,0.44612407177932767,COMPLETE,2025-11-26 00:17:47.249097,2025-11-26 00:18:03.039888,0 days 00:00:15.790791,[640],[],[],elu,640,48,,0.0005,minmax,1,increasing,0.8,max,True,0.0001
33,0.4392659711517191,COMPLETE,2025-11-26 00:18:03.041898,2025-11-26 00:18:16.885243,0 days 00:00:13.843345,[640],[],[],elu,640,48,,0.0005,minmax,1,increasing,0.8,max,True,0.0001
34,0.44645460143687626,COMPLETE,2025-11-26 00:18:16.887252,2025-11-26 00:18:31.666353,0 days 00:00:14.779101,[640],[],[],elu,640,48,,0.0005,minmax,1,increasing,0.8,max,True,0.0001
35,0.21238938053097345,PRUNED,2025-11-26 00:18:31.669408,2025-11-26 00:18:43.598992,0 days 00:00:11.929584,[640],[],[],elu,640,48,,0.0005,minmax,1,increasing,0.8,max,True,0.0001
36,0.3124579124579125,PRUNED,2025-11-26 00:18:43.598992,2025-11-26 00:18:49.540359,0 days 00:00:05.941367,[640],[],[],elu,640,48,,0.0001,minmax,1,increasing,0.8,max,True,0.0001
37,0.44962378353382454,COMPLETE,2025-11-26 00:18:49.540359,2025-11-26 00:19:04.039165,0 days 00:00:14.498806,"[320, 640]",[0],[0],elu,640,48,0.5,0.0005,minmax,2,increasing,0.8,max,True,0.0001
38,0.1761006289308176,PRUNED,2025-11-26 00:19:04.041166,2025-11-26 00:19:06.874893,0 days 00:00:02.833727,"[320, 640]",[0],[0],elu,640,48,0.5,0.0005,minmax,2,increasing,0.8,max,True,0.0001
39,0.45325317341634214,COMPLETE,2025-11-26 00:19:06.875895,2025-11-26 00:19:24.105100,0 days 00:00:17.229205,"[320, 640]",[0],[0],elu,640,48,0.5,0.0005,minmax,2,increasing,0.8,max,True,1e-05
40,0.21839080459770113,PRUNED,2025-11-26 00:19:24.107135,2025-11-26 00:19:30.313644,0 days 00:00:06.206509,"[384, 768]",[0],[0],elu,768,48,0.5,0.0002,minmax,2,increasing,0.8,max,True,1e-05
41,0.45356509256922395,COMPLETE,2025-11-26 00:19:30.315677,2025-11-26 00:19:46.979677,0 days 00:00:16.664000,"[320, 640]",[0],[0],elu,640,48,0.5,0.0005,minmax,2,increasing,0.8,max,True,1e-05
42,0.23389475687505948,PRUNED,2025-11-26 00:19:46.981685,2025-11-26 00:19:52.533606,0 days 00:00:05.551921,"[320, 640]",[0],[0],elu,640,48,0.5,0.0005,minmax,2,increasing,0.8,max,True,1e-05
43,0.2650939274792486,PRUNED,2025-11-26 00:19:52.534606,2025-11-26 00:20:01.453650,0 days 00:00:08.919044,"[160, 320, 640]",[0],"[0, 1]",elu,640,48,0.5,5e-05,minmax,3,increasing,0.8,max,True,1e-05
44,0.21637426900584797,PRUNED,2025-11-26 00:20:01.455655,2025-11-26 00:20:13.347873,0 days 00:00:11.892218,"[160, 320, 640]",[0],"[0, 1]",elu,640,48,0.5,0.0005,minmax,3,increasing,0.8,max,True,1e-05
45,0.21839080459770113,PRUNED,2025-11-26 00:20:13.347873,2025-11-26 00:20:14.889523,0 days 00:00:01.541650,"[64, 128]",[0],[0],elu,128,48,0.5,1e-05,minmax,2,increasing,0.8,max,True,1e-05
