number,value,state,datetime_start,datetime_complete,duration,hidden_layers,norm_layers,dropout_layers,activation,base_dim,batch_size,dropout,lr,norm,num_layers,pattern,pca_frac,pooling,use_pca,weight_decay
0,0.499815386925479,COMPLETE,2025-11-26 01:37:49.333347,2025-11-26 01:38:09.342144,0 days 00:00:20.008797,"[768, 768, 768, 768, 768]","[0, 3]","[0, 1]",elu,768,96,0.5,0.0001,L2,5,uniform,0.8,mean,True,1e-07
1,0.5064767258326592,COMPLETE,2025-11-26 01:38:09.344154,2025-11-26 01:38:17.773242,0 days 00:00:08.429088,"[640, 640]",[],[],elu,640,128,,0.001,L2,2,uniform,0.6,mean,True,1e-07
2,0.40826932810175814,COMPLETE,2025-11-26 01:38:17.775253,2025-11-26 01:38:46.363914,0 days 00:00:28.588661,"[128, 128, 128, 128]","[0, 1]","[0, 2]",leakyrelu,128,48,0.4,5e-05,L2,4,uniform,0.8,max,True,0.0001
3,0.21637426900584797,PRUNED,2025-11-26 01:38:46.364471,2025-11-26 01:38:58.234034,0 days 00:00:11.869563,"[384, 384, 384, 384, 384]","[0, 1, 2, 3]","[0, 2]",gelu,384,96,0.4,5e-05,minmax,5,uniform,,mean,False,1e-05
4,0.21839080459770113,PRUNED,2025-11-26 01:38:58.234034,2025-11-26 01:39:02.053573,0 days 00:00:03.819539,"[768, 384, 192]",[],[],tanh,768,48,,0.0001,L2,3,decreasing,,mean,False,0.0001
5,0.21839080459770113,PRUNED,2025-11-26 01:39:02.053573,2025-11-26 01:39:07.256843,0 days 00:00:05.203270,"[128, 128, 128, 128, 128]","[0, 1, 3]","[1, 3]",silu,128,16,0.5,1e-05,minmax,5,uniform,0.5,max,True,1e-06
6,0.21839080459770113,PRUNED,2025-11-26 01:39:07.257846,2025-11-26 01:39:10.034176,0 days 00:00:02.776330,"[1024, 512, 256]",[],"[0, 1]",relu,1024,48,0.5,5e-05,L2,3,decreasing,,max,False,1e-05
7,0.46173877049470524,COMPLETE,2025-11-26 01:39:10.034176,2025-11-26 01:39:30.050590,0 days 00:00:20.016414,"[384, 384, 384, 384, 384]","[0, 1, 2, 3]","[0, 3]",tanh,384,128,0.2,1e-05,minmax,5,uniform,,mean,False,0.0001
8,0.21839080459770113,PRUNED,2025-11-26 01:39:30.050590,2025-11-26 01:39:31.585514,0 days 00:00:01.534924,"[768, 384]",[0],[0],relu,768,128,0.1,0.0002,L2,2,decreasing,,max,False,0.0001
9,0.4663201212908816,PRUNED,2025-11-26 01:39:31.586735,2025-11-26 01:39:36.861064,0 days 00:00:05.274329,"[112, 224, 448, 896]","[0, 1]",[1],silu,896,96,0.1,0.0005,L2,4,increasing,0.6,max,True,1e-05
10,0.4289645370582148,COMPLETE,2025-11-26 01:39:36.862462,2025-11-26 01:39:55.389103,0 days 00:00:18.526641,[640],[],[],elu,640,32,,0.001,minmax,1,increasing,0.6,mean,True,1e-07
11,0.4738389182833627,PRUNED,2025-11-26 01:39:55.391161,2025-11-26 01:40:01.729063,0 days 00:00:06.337902,"[640, 640, 640, 640, 640, 640]",[],"[1, 4]",elu,640,64,0.3,0.0001,L2,6,uniform,0.9,mean,True,1e-07
12,0.2984126984126984,PRUNED,2025-11-26 01:40:01.729063,2025-11-26 01:40:04.791314,0 days 00:00:03.062251,[512],[],[],elu,512,96,,2e-05,L2,1,uniform,0.7,mean,True,0.0
13,0.21839080459770113,PRUNED,2025-11-26 01:40:04.792319,2025-11-26 01:40:06.804084,0 days 00:00:02.011765,"[640, 640]",[],[],elu,640,128,,0.001,L2,2,uniform,0.8,mean,True,1e-07
14,0.38131399772791386,PRUNED,2025-11-26 01:40:06.805925,2025-11-26 01:40:32.550418,0 days 00:00:25.744493,"[256, 256, 256, 256, 256, 256]",[4],[1],elu,256,16,0.5,0.001,L2,6,uniform,0.8,mean,True,1e-07
15,0.21637426900584797,PRUNED,2025-11-26 01:40:32.551431,2025-11-26 01:40:49.414178,0 days 00:00:16.862747,"[384, 768]",[],[0],leakyrelu,768,32,0.2,0.0001,L2,2,increasing,0.6,mean,True,1e-07
16,0.3458333333333334,PRUNED,2025-11-26 01:40:49.415180,2025-11-26 01:40:50.871618,0 days 00:00:01.456438,"[256, 256, 256]",[0],"[0, 1]",gelu,256,64,0.3,0.0002,L2,3,uniform,0.5,mean,True,0.0
