number,value,state,datetime_start,datetime_complete,duration,hidden_layers,norm_layers,dropout_layers,activation,base_dim,batch_size,dropout,lr,norm,num_layers,pattern,pca_frac,pooling,use_pca,weight_decay
17,0.47130647130647124,PRUNED,2025-11-26 01:40:50.872627,2025-11-26 01:40:56.080404,0 days 00:00:05.207777,"[1024, 1024, 1024, 1024]",[2],"[1, 2]",elu,1024,96,0.5,2e-05,L2,4,uniform,0.9,mean,True,1e-06
18,0.31866151866151865,PRUNED,2025-11-26 01:40:56.081408,2025-11-26 01:40:58.207103,0 days 00:00:02.125695,"[64, 64, 128, 256, 512]","[0, 3]","[0, 1]",elu,512,128,0.5,0.0005,minmax,5,increasing,0.7,mean,True,1e-07
19,0.35446369817942536,PRUNED,2025-11-26 01:40:58.208106,2025-11-26 01:41:02.988344,0 days 00:00:04.780238,"[896, 448]",[],[],elu,896,96,,0.001,L2,2,decreasing,0.6,mean,True,1e-07
20,0.2842490842490843,PRUNED,2025-11-26 01:41:02.989347,2025-11-26 01:41:04.612806,0 days 00:00:01.623459,[640],[],[],relu,640,128,,0.0001,L2,1,uniform,0.8,mean,True,1e-07
21,0.4751406410018283,COMPLETE,2025-11-26 01:41:04.613836,2025-11-26 01:41:23.936263,0 days 00:00:19.322427,"[384, 384, 384, 384, 384]","[0, 1, 2, 3]","[0, 3]",tanh,384,128,0.2,1e-05,minmax,5,uniform,,mean,False,0.0001
22,0.21839080459770113,PRUNED,2025-11-26 01:41:23.938393,2025-11-26 01:41:27.053158,0 days 00:00:03.114765,"[384, 384, 384, 384, 384, 384]","[0, 1, 2, 3, 4]","[0, 3]",tanh,384,128,0.2,1e-05,minmax,6,uniform,,mean,False,0.0001
23,0.3806267806267806,PRUNED,2025-11-26 01:41:27.060144,2025-11-26 01:41:29.269163,0 days 00:00:02.209019,"[768, 768, 768, 768]","[0, 1, 2]",[0],tanh,768,128,0.2,1e-05,minmax,4,uniform,,mean,False,0.0
24,0.4971266228170692,COMPLETE,2025-11-26 01:41:29.269163,2025-11-26 01:41:44.736249,0 days 00:00:15.467086,"[384, 384, 384, 384, 384]","[0, 1, 2, 3]","[0, 3]",tanh,384,128,0.2,0.001,minmax,5,uniform,,mean,False,1e-06
25,0.1761006289308176,PRUNED,2025-11-26 01:41:44.736249,2025-11-26 01:41:52.746511,0 days 00:00:08.010262,"[384, 384, 384, 384, 384, 384]","[0, 3]","[0, 2, 4]",leakyrelu,384,32,0.1,0.001,minmax,6,uniform,,mean,False,1e-06
26,0.35674603174603176,PRUNED,2025-11-26 01:41:52.747513,2025-11-26 01:41:54.334776,0 days 00:00:01.587263,"[640, 640, 640]",[1],[],silu,640,64,,0.001,minmax,3,uniform,,max,False,1e-06
27,0.21839080459770113,PRUNED,2025-11-26 01:41:54.334776,2025-11-26 01:42:12.141122,0 days 00:00:17.806346,"[768, 768, 768, 768]","[0, 2]","[0, 1]",gelu,768,16,0.3,0.001,L2,4,uniform,0.6,mean,True,1e-06
28,0.42083902083902086,PRUNED,2025-11-26 01:42:12.142125,2025-11-26 01:42:17.718575,0 days 00:00:05.576450,"[256, 128, 64, 64, 64]","[0, 1]","[0, 3]",tanh,256,96,0.4,0.0001,minmax,5,decreasing,,mean,False,1e-06
29,0.21839080459770113,PRUNED,2025-11-26 01:42:17.719578,2025-11-26 01:42:26.987527,0 days 00:00:09.267949,"[64, 64, 64, 128]",[2],[1],leakyrelu,128,48,0.2,0.001,L2,4,increasing,0.8,max,True,1e-07
30,0.41017316017316013,PRUNED,2025-11-26 01:42:26.988531,2025-11-26 01:42:33.011259,0 days 00:00:06.022728,"[896, 896, 896, 896, 896, 896]","[0, 1, 3, 4]","[0, 2, 4]",elu,896,128,0.5,2e-05,L2,6,uniform,0.5,mean,True,1e-07
31,0.33951478896643406,PRUNED,2025-11-26 01:42:33.012262,2025-11-26 01:42:34.293328,0 days 00:00:01.281066,"[384, 384, 384, 384, 384]","[0, 1, 2, 3]","[0, 3]",tanh,384,128,0.2,1e-05,minmax,5,uniform,,mean,False,0.0001
32,0.21839080459770113,PRUNED,2025-11-26 01:42:34.294331,2025-11-26 01:42:36.756747,0 days 00:00:02.462416,"[384, 384, 384, 384, 384]","[0, 1, 2, 3]","[0, 3]",tanh,384,128,0.2,5e-05,minmax,5,uniform,,mean,False,0.0001
33,0.21839080459770113,PRUNED,2025-11-26 01:42:36.756747,2025-11-26 01:42:39.160576,0 days 00:00:02.403829,"[384, 384, 384, 384, 384]","[0, 1, 2, 3]","[0, 3]",tanh,384,128,0.2,0.0001,minmax,5,uniform,,mean,False,1e-05
34,0.1761006289308176,PRUNED,2025-11-26 01:42:39.160576,2025-11-26 01:42:41.423588,0 days 00:00:02.263012,"[384, 384, 384, 384]","[0, 1, 2]",[0],tanh,384,128,0.2,0.0005,minmax,4,uniform,,mean,False,0.0001
35,0.2144927536231884,PRUNED,2025-11-26 01:42:41.424591,2025-11-26 01:42:43.908871,0 days 00:00:02.484280,"[128, 128, 128, 128, 128]","[0, 1, 2, 3]","[0, 3]",tanh,128,48,0.2,1e-05,minmax,5,uniform,,mean,False,1e-06
36,0.35406885758998435,PRUNED,2025-11-26 01:42:43.909875,2025-11-26 01:42:45.731249,0 days 00:00:01.821374,"[768, 768, 768, 768, 768]","[0, 2, 3]","[0, 1, 3]",gelu,768,96,0.5,5e-05,minmax,5,uniform,,max,False,1e-05
37,0.1761006289308176,PRUNED,2025-11-26 01:42:45.731249,2025-11-26 01:42:53.943667,0 days 00:00:08.212418,"[1024, 512, 256]","[0, 1]",[],relu,1024,16,,0.0002,minmax,3,decreasing,,mean,False,0.0001
38,0.35833333333333334,PRUNED,2025-11-26 01:42:53.944670,2025-11-26 01:42:59.850944,0 days 00:00:05.906274,"[384, 384, 384, 384, 384, 384]","[1, 2]",[0],tanh,384,128,0.4,1e-05,L2,6,uniform,,mean,False,1e-06
39,0.21839080459770113,PRUNED,2025-11-26 01:42:59.850944,2025-11-26 01:43:01.679077,0 days 00:00:01.828133,"[512, 512, 512]","[0, 1]",[0],silu,512,128,0.3,0.001,minmax,3,uniform,0.7,max,True,0.0
40,0.21839080459770113,PRUNED,2025-11-26 01:43:01.680079,2025-11-26 01:43:02.967798,0 days 00:00:01.287719,"[640, 320, 160, 80]",[],"[1, 2]",elu,640,96,0.4,0.0001,L2,4,decreasing,,mean,False,1e-07
41,0.2732366259881802,PRUNED,2025-11-26 01:43:02.968803,2025-11-26 01:43:04.380537,0 days 00:00:01.411734,"[384, 384, 384, 384, 384]","[0, 1, 2, 3]","[0, 3]",tanh,384,128,0.2,1e-05,minmax,5,uniform,,mean,False,0.0001
42,0.38095238095238093,PRUNED,2025-11-26 01:43:04.381550,2025-11-26 01:43:06.861028,0 days 00:00:02.479478,"[384, 384, 384, 384, 384]","[0, 1, 2, 3]","[0, 3]",tanh,384,128,0.2,1e-05,minmax,5,uniform,,mean,False,0.0001
43,0.32626949220311874,PRUNED,2025-11-26 01:43:06.862031,2025-11-26 01:43:09.205710,0 days 00:00:02.343679,"[384, 384, 384, 384, 384]","[0, 1, 2, 3]","[0, 3]",tanh,384,128,0.2,1e-05,minmax,5,uniform,,mean,False,0.0001
44,0.21839080459770113,PRUNED,2025-11-26 01:43:09.206452,2025-11-26 01:43:15.875867,0 days 00:00:06.669415,"[64, 64, 96, 192, 384, 768]","[0, 1, 2, 3]","[0, 3]",elu,768,32,0.2,0.001,minmax,6,increasing,,mean,False,0.0001
45,0.21839080459770113,PRUNED,2025-11-26 01:43:15.877876,2025-11-26 01:43:21.567530,0 days 00:00:05.689654,"[384, 384]",[0],[0],relu,384,48,0.1,0.0002,L2,2,uniform,0.9,mean,True,1e-05
46,0.1761006289308176,PRUNED,2025-11-26 01:43:21.568533,2025-11-26 01:43:24.444006,0 days 00:00:02.875473,"[128, 128, 128, 128]","[0, 1, 2]",[],silu,128,64,,1e-05,minmax,4,uniform,0.6,max,True,1e-07
47,0.4673277396389524,PRUNED,2025-11-26 01:43:24.444702,2025-11-26 01:43:30.642250,0 days 00:00:06.197548,"[640, 640, 640, 640, 640, 640]","[1, 3, 4]","[0, 1, 2, 3, 4]",elu,640,128,0.5,0.0005,L2,6,uniform,,mean,False,0.0001
48,0.4786454367894324,COMPLETE,2025-11-26 01:43:30.642807,2025-11-26 01:43:50.549659,0 days 00:00:19.906852,"[64, 128, 256, 512, 1024]","[0, 2, 3]",[3],tanh,1024,96,0.2,5e-05,L2,5,increasing,0.8,mean,True,1e-07
49,0.44109659339738794,COMPLETE,2025-11-26 01:43:50.550284,2025-11-26 01:44:04.884690,0 days 00:00:14.334406,"[64, 128, 256, 512, 1024]","[2, 3]",[],leakyrelu,1024,96,,5e-05,L2,5,increasing,0.8,mean,True,1e-07
