number,value,state,datetime_start,datetime_complete,duration,hidden_layers,norm_layers,dropout_layers,activation,base_dim,batch_size,dropout,lr,norm,num_layers,pattern,pca_frac,pooling,use_pca,weight_decay
0,0.37050050679656454,COMPLETE,2025-11-26 01:44:07.414103,2025-11-26 01:44:30.791598,0 days 00:00:23.377495,[512],[],[],gelu,512,48,,0.0001,L2,1,uniform,,mean,False,1e-05
1,0.44038758726273847,COMPLETE,2025-11-26 01:44:30.794323,2025-11-26 01:44:52.500013,0 days 00:00:21.705690,"[640, 320, 160]",[0],[0],relu,640,48,0.2,0.0001,minmax,3,decreasing,0.8,mean,True,1e-06
2,0.26205264714581483,PRUNED,2025-11-26 01:44:52.503113,2025-11-26 01:44:54.355940,0 days 00:00:01.852827,"[256, 512, 1024]",[1],[1],silu,1024,48,0.1,0.0002,minmax,3,increasing,0.5,max,True,1e-07
3,0.37626614045539875,COMPLETE,2025-11-26 01:44:54.355940,2025-11-26 01:45:18.283676,0 days 00:00:23.927736,"[192, 384, 768]",[0],[1],leakyrelu,768,48,0.3,5e-05,minmax,3,increasing,0.5,mean,True,1e-05
4,0.1761006289308176,PRUNED,2025-11-26 01:45:18.286714,2025-11-26 01:45:21.285871,0 days 00:00:02.999157,"[320, 640]",[0],[],relu,640,128,,2e-05,L2,2,increasing,,max,False,1e-07
5,0.18300653594771243,PRUNED,2025-11-26 01:45:21.286873,2025-11-26 01:45:24.611088,0 days 00:00:03.324215,[128],[],[],tanh,128,32,,5e-05,L2,1,increasing,0.8,mean,True,1e-07
6,0.3189402076620122,PRUNED,2025-11-26 01:45:24.612165,2025-11-26 01:45:26.284560,0 days 00:00:01.672395,"[64, 64, 64, 64, 128]","[1, 2]",[3],gelu,128,96,0.4,0.0002,minmax,5,increasing,,mean,False,0.0
7,0.48355630690014184,COMPLETE,2025-11-26 01:45:26.285563,2025-11-26 01:46:07.704329,0 days 00:00:41.418766,"[192, 384, 768]","[0, 1]",[],tanh,768,16,,2e-05,minmax,3,increasing,,max,False,0.0
8,0.21839080459770113,PRUNED,2025-11-26 01:46:07.706368,2025-11-26 01:46:35.708057,0 days 00:00:28.001689,"[896, 896, 896, 896, 896, 896]","[0, 1, 4]","[0, 2, 3]",elu,896,16,0.5,0.001,minmax,6,uniform,0.5,max,True,0.0
9,0.36177524310886894,PRUNED,2025-11-26 01:46:35.708057,2025-11-26 01:46:42.603071,0 days 00:00:06.895014,"[384, 192]",[0],[0],relu,384,64,0.4,5e-05,minmax,2,decreasing,,mean,False,0.0
