number,value,state,datetime_start,datetime_complete,duration,hidden_layers,norm_layers,dropout_layers,activation,base_dim,batch_size,dropout,lr,norm,num_layers,pattern,pca_frac,pooling,use_pca,weight_decay
10,0.25245098039215685,PRUNED,2025-11-26 01:04:47.295930,2025-11-26 01:04:49.937198,0 days 00:00:02.641268,"[768, 768, 768, 768, 768]",[3],"[0, 3]",gelu,768,32,0.5,0.0002,minmax,5,uniform,,max,False,1e-07
11,0.08888888888888889,PRUNED,2025-11-26 01:04:49.938204,2025-11-26 01:04:52.465368,0 days 00:00:02.527164,"[512, 512, 512, 512, 512, 512]",[2],"[0, 1, 2, 3]",leakyrelu,512,96,0.1,1e-05,minmax,6,uniform,0.5,max,True,0.0001
12,0.0898876404494382,PRUNED,2025-11-26 01:04:52.466368,2025-11-26 01:04:57.702618,0 days 00:00:05.236250,"[896, 896, 896, 896, 896]","[2, 3]","[1, 3]",elu,896,32,0.5,0.0005,minmax,5,uniform,0.8,max,True,0.0
13,0.40632037619948924,COMPLETE,2025-11-26 01:04:57.702618,2025-11-26 01:05:59.097855,0 days 00:01:01.395237,"[896, 896, 896, 896, 896, 896]","[2, 4]","[0, 2, 3]",elu,896,16,0.2,0.0002,L2,6,uniform,0.9,mean,True,1e-05
14,0.3196171495250163,PRUNED,2025-11-26 01:05:59.099864,2025-11-26 01:06:02.202076,0 days 00:00:03.102212,"[896, 896, 896, 896, 896]",[1],"[1, 3]",gelu,896,64,0.5,0.0002,L2,5,uniform,0.5,mean,True,1e-06
15,0.17777777777777778,PRUNED,2025-11-26 01:06:02.218089,2025-11-26 01:06:04.907432,0 days 00:00:02.689343,"[512, 512, 512, 512, 512, 512]","[2, 3]","[0, 2, 3]",tanh,512,96,0.1,1e-05,minmax,6,uniform,0.6,max,True,0.0001
16,0.08333333333333333,PRUNED,2025-11-26 01:06:04.907432,2025-11-26 01:06:09.745337,0 days 00:00:04.837905,"[384, 192, 96, 64]",[],[1],leakyrelu,384,128,0.3,2e-05,minmax,4,decreasing,0.8,max,True,1e-06
17,0.23704954954954957,PRUNED,2025-11-26 01:06:09.746359,2025-11-26 01:06:26.879819,0 days 00:00:17.133460,"[768, 768, 768, 768, 768]","[1, 2, 3]","[1, 2, 3]",silu,768,32,0.5,0.0005,L2,5,uniform,0.7,mean,True,0.0001
18,0.18238993710691823,PRUNED,2025-11-26 01:06:26.880823,2025-11-26 01:06:38.829334,0 days 00:00:11.948511,"[640, 640, 640]",[],[0],elu,640,32,0.2,0.0002,minmax,3,uniform,,max,False,1e-05
19,0.21839080459770113,PRUNED,2025-11-26 01:06:38.830337,2025-11-26 01:06:42.170690,0 days 00:00:03.340353,"[1024, 512, 256, 128, 64, 64]","[2, 4]","[2, 4]",gelu,1024,128,0.5,0.0001,L2,6,decreasing,0.5,mean,True,1e-07
20,0.39263143705239384,COMPLETE,2025-11-26 01:06:42.170690,2025-11-26 01:06:56.032957,0 days 00:00:13.862267,"[512, 512, 512, 512]",[],"[0, 1]",elu,512,96,0.2,0.0001,L2,4,uniform,0.9,mean,True,0.0
21,0.2142857142857143,PRUNED,2025-11-26 01:06:56.034962,2025-11-26 01:07:36.327184,0 days 00:00:40.292222,"[896, 896, 896, 896, 896, 896]","[2, 4]","[0, 2, 3]",elu,896,16,0.2,0.0002,L2,6,uniform,0.9,mean,True,1e-05
22,0.41630233265560845,COMPLETE,2025-11-26 01:07:36.331136,2025-11-26 01:08:39.668770,0 days 00:01:03.337634,"[896, 896, 896, 896, 896, 896]","[2, 4]","[0, 2, 3]",elu,896,16,0.2,0.0002,L2,6,uniform,0.9,mean,True,1e-05
23,0.36681091818129574,COMPLETE,2025-11-26 01:08:39.671778,2025-11-26 01:09:31.310787,0 days 00:00:51.639009,"[896, 896, 896, 896, 896]",[2],"[0, 2, 3]",elu,896,16,0.2,0.0002,L2,5,uniform,0.9,mean,True,1e-05
24,0.2272875816993464,PRUNED,2025-11-26 01:09:31.313679,2025-11-26 01:09:37.453688,0 days 00:00:06.140009,"[896, 896, 896, 896, 896, 896]","[2, 4]","[0, 2, 3]",gelu,896,16,0.2,0.0002,L2,6,uniform,0.9,mean,True,1e-05
25,0.31706486964808384,PRUNED,2025-11-26 01:09:37.454695,2025-11-26 01:09:39.245080,0 days 00:00:01.790385,"[896, 896, 896, 896, 896]","[1, 2, 3]","[0, 2, 3]",elu,896,64,0.4,0.0002,L2,5,uniform,0.5,mean,True,0.0001
26,0.1761006289308176,PRUNED,2025-11-26 01:09:39.246084,2025-11-26 01:09:42.826619,0 days 00:00:03.580535,"[512, 512, 512, 512, 512, 512]",[],"[0, 1, 3]",silu,512,48,0.1,1e-05,minmax,6,uniform,,max,False,1e-06
27,0.3112910481331534,PRUNED,2025-11-26 01:09:42.826619,2025-11-26 01:09:44.084040,0 days 00:00:01.257421,"[896, 896, 896, 896, 896]","[0, 2, 3]",[2],tanh,896,128,0.3,5e-05,L2,5,uniform,0.9,mean,True,1e-05
28,0.3918748342428785,COMPLETE,2025-11-26 01:09:44.085113,2025-11-26 01:10:21.224060,0 days 00:00:37.138947,"[1024, 512, 256, 128, 64, 64]",[4],"[0, 3]",leakyrelu,1024,32,0.5,2e-05,minmax,6,decreasing,0.7,max,True,0.0001
29,0.21839080459770113,PRUNED,2025-11-26 01:10:21.228237,2025-11-26 01:10:30.226484,0 days 00:00:08.998247,"[64, 64, 64, 128]","[1, 2]","[1, 2]",silu,128,16,0.2,0.001,L2,4,increasing,0.8,mean,True,1e-06
30,0.21839080459770113,PRUNED,2025-11-26 01:10:30.226484,2025-11-26 01:10:36.734052,0 days 00:00:06.507568,"[96, 192, 384, 768]","[0, 2]","[0, 2]",gelu,768,128,0.2,0.001,L2,4,increasing,0.6,mean,True,1e-06
31,0.21839080459770113,PRUNED,2025-11-26 01:10:36.735052,2025-11-26 01:10:48.804093,0 days 00:00:12.069041,"[896, 896, 896, 896, 896, 896]","[2, 4]","[0, 2, 3]",elu,896,16,0.2,0.0002,L2,6,uniform,0.9,mean,True,1e-05
32,0.2953256704980843,PRUNED,2025-11-26 01:10:48.804093,2025-11-26 01:10:54.996969,0 days 00:00:06.192876,"[896, 896, 896, 896, 896, 896]","[2, 4]","[0, 2, 3]",elu,896,16,0.2,0.0002,L2,6,uniform,0.9,mean,True,1e-05
33,0.39829002121217183,COMPLETE,2025-11-26 01:10:54.998341,2025-11-26 01:11:55.639011,0 days 00:01:00.640670,"[256, 256, 256, 256, 256]",[2],"[0, 2, 3]",elu,256,16,0.2,0.0002,L2,5,uniform,0.9,mean,True,1e-05
34,0.23952470293933711,PRUNED,2025-11-26 01:11:55.639011,2025-11-26 01:12:02.108333,0 days 00:00:06.469322,"[896, 896, 896, 896, 896, 896]","[2, 4]","[0, 2, 3]",elu,896,16,0.2,0.0001,L2,6,uniform,0.9,mean,True,1e-05
35,0.16666666666666666,PRUNED,2025-11-26 01:12:02.108333,2025-11-26 01:12:04.317619,0 days 00:00:02.209286,[256],[],[],elu,256,64,,0.0002,L2,1,increasing,0.5,mean,True,1e-07
36,0.18238993710691823,PRUNED,2025-11-26 01:12:04.318625,2025-11-26 01:12:14.789074,0 days 00:00:10.470449,"[128, 128, 128, 128, 128, 128]",[0],"[0, 3, 4]",elu,128,48,0.2,0.0001,L2,6,uniform,,max,False,0.0001
37,0.39572927331684615,COMPLETE,2025-11-26 01:12:14.790080,2025-11-26 01:12:46.911708,0 days 00:00:32.121628,"[384, 384, 384, 384, 384]","[2, 3]","[0, 2, 3]",gelu,384,32,0.4,0.0002,L2,5,uniform,0.9,mean,True,0.0
38,0.44756450868560044,COMPLETE,2025-11-26 01:12:46.913716,2025-11-26 01:14:01.322010,0 days 00:01:14.408294,"[640, 320, 160, 80, 64, 64]","[1, 4]",[3],relu,640,16,0.2,0.0005,minmax,6,decreasing,,mean,False,1e-06
39,0.1761006289308176,PRUNED,2025-11-26 01:14:01.324508,2025-11-26 01:14:05.773715,0 days 00:00:04.449207,"[640, 320, 160, 80, 64]","[0, 1]",[1],relu,640,128,0.5,0.0005,minmax,5,decreasing,,max,False,1e-06
40,0.2698092031425365,PRUNED,2025-11-26 01:14:05.773715,2025-11-26 01:14:08.803632,0 days 00:00:03.029917,"[640, 320]",[],[],relu,640,16,,0.0005,minmax,2,decreasing,,mean,False,1e-06
41,0.21839080459770113,PRUNED,2025-11-26 01:14:08.805636,2025-11-26 01:14:14.171821,0 days 00:00:05.366185,"[640, 320, 160, 80, 64, 64]","[1, 4]",[3],relu,640,16,0.2,0.0005,minmax,6,decreasing,,mean,False,1e-06
42,0.21839080459770113,PRUNED,2025-11-26 01:14:14.172918,2025-11-26 01:14:24.409774,0 days 00:00:10.236856,"[512, 256, 128, 64, 64, 64]","[1, 4]",[3],relu,512,16,0.2,5e-05,minmax,6,decreasing,,mean,False,1e-06
43,0.43459733660193606,COMPLETE,2025-11-26 01:14:24.410793,2025-11-26 01:15:24.332342,0 days 00:00:59.921549,"[64, 64, 112, 224, 448, 896]","[1, 4]",[3],relu,896,16,0.2,0.0001,minmax,6,increasing,,mean,False,1e-05
44,0.4474172007126372,COMPLETE,2025-11-26 01:15:24.334414,2025-11-26 01:16:00.613803,0 days 00:00:36.279389,"[64, 64, 80, 160, 320, 640]","[1, 3, 4]",[3],relu,640,32,0.3,0.0001,minmax,6,increasing,,mean,False,1e-07
45,0.42479105263717276,COMPLETE,2025-11-26 01:16:00.615811,2025-11-26 01:16:35.662301,0 days 00:00:35.046490,"[64, 64, 80, 160, 320, 640]","[1, 3, 4]",[3],relu,640,32,0.3,0.0001,minmax,6,increasing,,mean,False,1e-07
46,0.4303487425181074,COMPLETE,2025-11-26 01:16:35.664327,2025-11-26 01:17:06.790066,0 days 00:00:31.125739,"[64, 80, 160, 320, 640]","[1, 3]",[3],relu,640,32,0.3,0.0001,minmax,5,increasing,,mean,False,1e-07
47,0.21839080459770113,PRUNED,2025-11-26 01:17:06.792076,2025-11-26 01:17:16.557460,0 days 00:00:09.765384,"[64, 80, 160, 320, 640]","[1, 3]",[],relu,640,32,,0.0001,minmax,5,increasing,,max,False,1e-07
48,0.21839080459770113,PRUNED,2025-11-26 01:17:16.558460,2025-11-26 01:17:24.894570,0 days 00:00:08.336110,"[160, 320, 640]","[0, 1]",[],relu,640,32,,0.0001,minmax,3,increasing,,mean,False,1e-07
49,0.2913827048311373,PRUNED,2025-11-26 01:17:24.894570,2025-11-26 01:17:27.733505,0 days 00:00:02.838935,"[64, 80, 160, 320, 640]","[1, 3]",[3],relu,640,32,0.3,0.0001,minmax,5,increasing,,max,False,1e-07
