number,value,state,datetime_start,datetime_complete,duration,activation,batch_size,bidirectional,dropout,fc_hidden,lr,momentum_sgd,norm,norm_post_lstm,num_layers,optimizer,pooling,weight_decay,layer_sizes,dropout_layers,norm_layers,native_mode
0,0.21758419036095988,COMPLETE,2025-11-22 16:06:42.197051,2025-11-22 16:10:30.117521,0 days 00:03:47.920470,,16,False,0.5,,0.001,0.5,minmax,True,2,SGD,attention,1e-05,"[128, 128]",[],[],True
1,0.2137500986660352,PRUNED,2025-11-22 16:10:30.120589,2025-11-22 16:11:28.208040,0 days 00:00:58.087451,silu,32,False,0.1,1024.0,2e-05,,minmax,True,4,AdamW,last,0.0,"[64, 128, 192, 256]",[2],"[2, 3]",False
2,0.46814961537197763,COMPLETE,2025-11-22 16:11:28.209060,2025-11-22 16:14:29.786713,0 days 00:03:01.577653,tanh,48,False,0.0,1024.0,5e-05,,minmax,False,1,AdamW,last,2e-06,[896],[],[],True
3,0.46236336079052603,COMPLETE,2025-11-22 16:14:29.789752,2025-11-22 16:22:19.987778,0 days 00:07:50.198026,,48,True,0.2,,5e-05,,L2,True,3,RMSprop,mean,2e-06,"[640, 512, 448]","[1, 2, 3]","[1, 2, 3]",False
4,0.47739406654180006,COMPLETE,2025-11-22 16:22:19.991034,2025-11-22 16:24:13.109902,0 days 00:01:53.118868,tanh,32,False,0.0,768.0,5e-05,,L2,True,1,AdamW,last,5e-07,[512],[],[],True
5,0.21839080459770113,PRUNED,2025-11-22 16:24:13.112406,2025-11-22 16:25:20.835333,0 days 00:01:07.722927,relu,16,True,0.0,256.0,0.01,0.7000000000000001,L2,True,3,SGD,attention,2e-07,"[448, 384, 256]","[2, 3]","[1, 2, 3]",False
6,0.21839080459770113,PRUNED,2025-11-22 16:25:20.836356,2025-11-22 16:25:44.502164,0 days 00:00:23.665808,,32,True,0.0,,0.002,0.1,minmax,True,2,SGD,attention,2e-06,"[384, 384]",[],[],True
7,0.1761006289308176,PRUNED,2025-11-22 16:25:44.503668,2025-11-22 16:27:21.264162,0 days 00:01:36.760494,gelu,16,True,0.4,768.0,1e-05,0.9,minmax,False,2,SGD,max,0.0,"[768, 896]","[1, 2, 3]","[1, 2, 3]",False
8,0.43514758420507355,COMPLETE,2025-11-22 16:27:21.265162,2025-11-22 16:30:51.258500,0 days 00:03:29.993338,gelu,64,False,0.2,256.0,0.001,,L2,False,4,Adam,attention,0.0,"[64, 128, 192, 256]",[1],"[1, 3]",False
9,0.1761006289308176,PRUNED,2025-11-22 16:30:51.260516,2025-11-22 16:31:00.733696,0 days 00:00:09.473180,leakyrelu,96,False,0.0,768.0,0.001,0.9,minmax,False,1,SGD,mean,1e-05,[128],[],[],True
10,0.3654736277687098,PRUNED,2025-11-22 16:31:00.734696,2025-11-22 16:31:12.157178,0 days 00:00:11.422482,tanh,128,False,0.0,128.0,0.0002,,L2,True,1,AdamW,last,5e-07,[768],[],[],True
11,0.21839080459770113,PRUNED,2025-11-22 16:31:12.158179,2025-11-22 16:32:18.255870,0 days 00:01:06.097691,tanh,48,False,0.0,512.0,5e-05,,L2,False,1,AdamW,last,1e-06,[1024],[],[],True
12,0.21839080459770113,PRUNED,2025-11-22 16:32:18.256870,2025-11-22 16:32:37.213421,0 days 00:00:18.956551,elu,48,False,0.0,1024.0,5e-05,,L2,False,1,AdamW,last,1e-07,[512],[],[],True
13,0.48670849269935257,COMPLETE,2025-11-22 16:32:37.214888,2025-11-22 16:34:41.059442,0 days 00:02:03.844554,tanh,32,False,0.0,1024.0,0.0001,,minmax,False,1,AdamW,last,5e-07,[640],[],[],True
14,0.21839080459770113,PRUNED,2025-11-22 16:34:41.061452,2025-11-22 16:34:56.444849,0 days 00:00:15.383397,tanh,32,False,0.4,768.0,0.0001,,minmax,True,2,RMSprop,max,5e-07,"[448, 448]",[],[],True
15,0.1806853582554517,PRUNED,2025-11-22 16:34:56.444849,2025-11-22 16:35:39.424774,0 days 00:00:42.979925,tanh,32,False,0.0,128.0,0.0001,,L2,False,1,Adam,last,5e-07,[640],[],[],True
16,0.21839080459770113,PRUNED,2025-11-22 16:35:39.425775,2025-11-22 16:36:37.269216,0 days 00:00:57.843441,relu,32,False,0.30000000000000004,512.0,0.0001,,minmax,False,3,AdamW,last,5e-07,"[1024, 896, 768]",[3],[3],False
17,0.22028985507246376,PRUNED,2025-11-22 16:36:37.270216,2025-11-22 16:37:00.371406,0 days 00:00:23.101190,leakyrelu,128,False,0.4,768.0,0.01,,L2,True,2,AdamW,last,5e-07,"[256, 256]",[],[],True
18,0.21839080459770113,PRUNED,2025-11-22 16:37:00.372911,2025-11-22 16:37:30.491576,0 days 00:00:30.118665,silu,96,True,0.0,1024.0,1e-05,,minmax,True,1,AdamW,mean,1e-07,[640],[],[],True
19,0.1761006289308176,PRUNED,2025-11-22 16:37:30.493079,2025-11-22 16:37:48.390679,0 days 00:00:17.897600,elu,64,False,0.1,768.0,2e-05,,L2,False,2,Adam,max,2e-07,"[384, 256]","[1, 2, 3]","[2, 3]",False
20,0.23727422003284074,PRUNED,2025-11-22 16:37:48.391682,2025-11-22 16:38:50.048075,0 days 00:01:01.656393,tanh,32,False,0.0,1024.0,0.002,,minmax,False,1,RMSprop,last,1e-06,[192],[],[],True
21,0.36130536130536123,PRUNED,2025-11-22 16:38:50.050217,2025-11-22 16:39:29.124220,0 days 00:00:39.074003,tanh,48,False,0.0,1024.0,5e-05,,minmax,False,1,AdamW,last,2e-06,[896],[],[],True
22,0.46837287599737626,COMPLETE,2025-11-22 16:39:29.126239,2025-11-22 16:42:31.375193,0 days 00:03:02.248954,tanh,32,False,0.0,1024.0,5e-05,,minmax,False,1,AdamW,last,2e-06,[768],[],[],True
23,0.29148629148629146,PRUNED,2025-11-22 16:42:31.378937,2025-11-22 16:42:53.326622,0 days 00:00:21.947685,tanh,32,False,0.0,1024.0,0.0002,,minmax,False,1,AdamW,last,5e-07,[512],[],[],True
24,0.33236415325967567,PRUNED,2025-11-22 16:42:53.327623,2025-11-22 16:43:25.104507,0 days 00:00:31.776884,tanh,32,False,0.2,1024.0,0.0001,,minmax,False,2,AdamW,last,5e-07,"[640, 640]",[],[],True
25,0.3042443779261647,PRUNED,2025-11-22 16:43:25.105953,2025-11-22 16:43:45.715709,0 days 00:00:20.609756,tanh,32,False,0.0,128.0,5e-05,,minmax,False,1,AdamW,last,2e-06,[448],[],[],True
26,0.21839080459770113,PRUNED,2025-11-22 16:43:45.716714,2025-11-22 16:45:08.711354,0 days 00:01:22.994640,tanh,32,True,0.1,256.0,5e-05,,L2,True,2,AdamW,last,5e-07,"[768, 768]",[],[],True
27,0.21839080459770113,PRUNED,2025-11-22 16:45:08.713360,2025-11-22 16:45:28.694074,0 days 00:00:19.980714,elu,32,False,0.0,512.0,0.0001,,minmax,False,1,AdamW,mean,2e-07,[512],[],[],True
28,0.48691538755898833,COMPLETE,2025-11-22 16:45:28.694074,2025-11-22 16:49:26.787121,0 days 00:03:58.093047,relu,64,False,0.30000000000000004,768.0,5e-05,,L2,True,3,Adam,max,1e-06,"[256, 384, 448]",[3],[3],False
29,0.08888888888888889,PRUNED,2025-11-22 16:49:26.790154,2025-11-22 16:49:52.840595,0 days 00:00:26.050441,relu,64,False,0.5,768.0,1e-05,,L2,True,3,Adam,max,1e-06,"[256, 384, 448]",[3],[3],False
30,0.2829638234992137,COMPLETE,2025-11-22 16:49:52.841599,2025-11-22 16:52:51.499305,0 days 00:02:58.657706,relu,64,False,0.4,768.0,0.0002,,L2,True,4,Adam,max,1e-05,"[192, 256, 384, 448]",[3],[],False
31,0.21839080459770113,PRUNED,2025-11-22 16:52:51.501308,2025-11-22 16:53:29.138941,0 days 00:00:37.637633,relu,64,False,0.30000000000000004,768.0,5e-05,,L2,True,3,Adam,max,1e-06,"[448, 512, 640]",[3],[3],False
32,0.30512820512820515,PRUNED,2025-11-22 16:53:29.139943,2025-11-22 16:54:14.865079,0 days 00:00:45.725136,,96,False,0.30000000000000004,,5e-05,,L2,True,3,Adam,max,1e-06,"[256, 384, 448]",[3],[3],False
33,0.1806853582554517,PRUNED,2025-11-22 16:54:14.867085,2025-11-22 16:54:57.103008,0 days 00:00:42.235923,silu,128,False,0.1,1024.0,2e-05,,minmax,True,4,AdamW,last,2e-06,"[192, 256, 384, 448]","[2, 3]",[2],False
34,0.4437857635309529,COMPLETE,2025-11-22 16:54:57.105060,2025-11-22 16:57:27.348502,0 days 00:02:30.243442,gelu,32,False,0.0,1024.0,5e-05,,L2,True,1,RMSprop,attention,1e-07,[640],[],[],True
35,0.3927692824819674,COMPLETE,2025-11-22 16:57:27.348502,2025-11-22 17:04:33.795009,0 days 00:07:06.446507,leakyrelu,16,False,0.4,768.0,5e-05,,minmax,True,2,AdamW,last,1e-05,"[768, 768]",[],[],True
36,0.21839080459770113,PRUNED,2025-11-22 17:04:33.797013,2025-11-22 17:05:53.022011,0 days 00:01:19.224998,,64,True,0.1,,0.01,,L2,True,3,Adam,max,2e-06,"[1024, 1024, 1024]",[],[],True
37,0.21839080459770113,PRUNED,2025-11-22 17:05:53.024017,2025-11-22 17:06:59.405363,0 days 00:01:06.381346,silu,32,False,0.0,1024.0,0.002,0.0,minmax,False,2,SGD,attention,0.0,"[896, 768]","[1, 2, 3]","[1, 2, 3]",False
38,0.0898876404494382,PRUNED,2025-11-22 17:06:59.411880,2025-11-22 17:12:46.220696,0 days 00:05:46.808816,relu,16,True,0.30000000000000004,256.0,0.001,,L2,True,3,RMSprop,mean,1e-06,"[448, 512, 640]",[3],[3],False
39,0.21839080459770113,PRUNED,2025-11-22 17:12:46.222696,2025-11-22 17:13:12.151421,0 days 00:00:25.928725,tanh,32,False,0.0,768.0,5e-05,,minmax,False,1,AdamW,last,5e-07,[512],[],[],True
40,0.1761006289308176,PRUNED,2025-11-22 17:13:12.152577,2025-11-22 17:13:28.168039,0 days 00:00:16.015462,tanh,64,False,0.1,1024.0,2e-05,0.30000000000000004,minmax,True,2,SGD,attention,2e-06,"[384, 384]",[],[],True
41,0.21839080459770113,PRUNED,2025-11-22 17:13:28.168039,2025-11-22 17:13:51.427748,0 days 00:00:23.259709,tanh,48,False,0.0,1024.0,5e-05,,minmax,False,1,AdamW,last,2e-06,[896],[],[],True
42,0.21839080459770113,PRUNED,2025-11-22 17:13:51.428955,2025-11-22 17:14:16.313624,0 days 00:00:24.884669,tanh,48,False,0.0,1024.0,5e-05,,minmax,False,1,AdamW,last,2e-06,[896],[],[],True
43,0.21839080459770113,PRUNED,2025-11-22 17:14:16.313624,2025-11-22 17:14:31.245805,0 days 00:00:14.932181,,48,False,0.0,,5e-05,,minmax,False,1,AdamW,last,0.0,[768],[],[],True
44,0.21839080459770113,PRUNED,2025-11-22 17:14:31.245805,2025-11-22 17:14:45.706802,0 days 00:00:14.460997,gelu,96,True,0.0,128.0,5e-05,,minmax,False,1,AdamW,last,2e-06,[640],[],[],True
45,0.1806853582554517,PRUNED,2025-11-22 17:14:45.707808,2025-11-22 17:15:16.177859,0 days 00:00:30.470051,tanh,48,False,0.0,768.0,0.001,0.30000000000000004,L2,False,1,SGD,last,2e-07,[896],[],[],True
46,0.1761006289308176,PRUNED,2025-11-22 17:15:16.179866,2025-11-22 17:15:24.475960,0 days 00:00:08.296094,relu,128,False,0.0,1024.0,0.0001,,L2,False,1,AdamW,max,5e-07,[256],[],[],True
47,0.0898876404494382,PRUNED,2025-11-22 17:15:24.475960,2025-11-22 17:16:40.784678,0 days 00:01:16.308718,tanh,32,False,0.2,512.0,0.01,,minmax,False,2,Adam,mean,2e-06,"[448, 448]",[],[],True
48,0.1761006289308176,PRUNED,2025-11-22 17:16:40.784678,2025-11-22 17:18:20.741600,0 days 00:01:39.956922,leakyrelu,16,False,0.30000000000000004,256.0,5e-05,,minmax,True,4,AdamW,last,1e-05,"[128, 192, 256, 384]","[2, 3]","[2, 3]",False
49,0.10698165754345529,PRUNED,2025-11-22 17:18:20.743101,2025-11-22 17:18:54.411723,0 days 00:00:33.668622,tanh,32,True,0.0,768.0,0.002,,L2,False,1,AdamW,last,5e-07,[1024],[],[],True
