number,value,datetime_start,datetime_complete,duration,params_activation,params_architecture_pattern,params_batch_size,params_bidirectional,params_dropout,params_dropout_layer_1,params_dropout_layer_2,params_dropout_layer_3,params_dropout_layer_4,params_fc_hidden,params_first_size_idx,params_lr,params_momentum,params_norm,params_norm_layer_1,params_norm_layer_2,params_norm_layer_3,params_norm_layer_4,params_norm_post_lstm,params_num_layers,params_optimizer,params_pooling,params_size_idx,params_weight_decay,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,system_attrs_completed_rung_4,state
10,0.27348871799598135,2025-09-11 18:19:06.248822,2025-09-11 18:19:14.808749,0 days 00:00:08.559927,,uniform,32,False,0.2,,,,,,,0.01,,L2,,,,,False,1,RMSprop,max,0.0,1e-05,0.21761658031088082,0.21875,0.21875,0.21640488656195464,,COMPLETE
11,0.17702448210922786,2025-09-11 18:19:14.809750,2025-09-11 18:19:15.550917,0 days 00:00:00.741167,,uniform,32,False,0.2,,,,,,,0.01,,L2,,,,,False,1,RMSprop,max,0.0,1e-05,0.17702448210922786,,,,,PRUNED
12,0.08888888888888889,2025-09-11 18:19:15.551916,2025-09-11 18:19:16.400107,0 days 00:00:00.848191,elu,uniform,32,False,0.1,,,,,256.0,,0.01,,L2,,,,,False,1,RMSprop,max,0.0,1e-05,0.08888888888888889,,,,,PRUNED
13,0.17702448210922786,2025-09-11 18:19:16.401107,2025-09-11 18:19:18.282531,0 days 00:00:01.881424,,uniform,32,False,0.30000000000000004,False,,,,,,0.01,,L2,True,,,,False,2,RMSprop,max,5.0,1e-05,0.21761658031088082,0.17702448210922786,,,,PRUNED
14,0.21640488656195464,2025-09-11 18:19:18.283531,2025-09-11 18:19:27.760664,0 days 00:00:09.477133,,uniform,32,False,0.1,True,True,False,,,,0.001,,L2,True,True,True,,True,4,RMSprop,max,3.0,1e-07,0.21761658031088082,0.21761658031088082,0.21875,0.21875,0.21640488656195464,PRUNED
15,0.1974659893735038,2025-09-11 18:19:27.761665,2025-09-11 18:19:32.197663,0 days 00:00:04.435998,,uniform,16,False,0.30000000000000004,,,,,,,0.002,,L2,,,,,False,1,RMSprop,max,2.0,0.0,0.21761658031088082,0.21761658031088082,0.1974659893735038,,,PRUNED
16,0.17702448210922786,2025-09-11 18:19:32.198664,2025-09-11 18:19:33.162881,0 days 00:00:00.964217,leakyrelu,decreasing,32,False,0.2,False,,,,256.0,6.0,2e-05,,L2,True,,,,True,2,RMSprop,max,,1e-05,0.17702448210922786,,,,,PRUNED
17,0.36481518367909843,2025-09-11 18:19:33.163880,2025-09-11 18:20:34.297641,0 days 00:01:01.133761,gelu,uniform,16,False,0.0,False,True,,,1024.0,,0.0002,,L2,True,True,,,False,3,RMSprop,max,7.0,1e-05,0.21875,0.178030303030303,,,,COMPLETE
18,0.17702448210922786,2025-09-11 18:20:34.298640,2025-09-11 18:20:41.275211,0 days 00:00:06.976571,gelu,uniform,16,False,0.0,False,True,False,,1024.0,,0.0002,,L2,True,True,True,,True,4,RMSprop,max,9.0,2e-06,0.17702448210922786,,,,,PRUNED
19,0.178030303030303,2025-09-11 18:20:41.277211,2025-09-11 18:21:06.090796,0 days 00:00:24.813585,gelu,decreasing,16,False,0.5,False,True,True,,1024.0,13.0,0.0002,,L2,True,True,False,,False,4,Adam,last,,1e-07,0.21761658031088082,0.21761658031088082,0.178030303030303,,,PRUNED
20,0.178030303030303,2025-09-11 18:21:06.092798,2025-09-11 18:21:18.343554,0 days 00:00:12.250756,tanh,uniform,16,False,0.0,False,True,,,512.0,,1e-05,,L2,True,True,,,True,3,RMSprop,max,6.0,0.0,0.21761658031088082,0.21761658031088082,0.29905123339658446,0.178030303030303,,PRUNED
21,0.35903582778990484,2025-09-11 18:21:18.344555,2025-09-11 18:22:21.331787,0 days 00:01:02.987232,elu,uniform,16,False,0.1,False,,,,1024.0,,5e-05,,L2,True,,,,False,2,RMSprop,max,9.0,1e-05,0.21761658031088082,0.21761658031088082,0.2846908804355613,0.21875,0.3810365500702886,COMPLETE
22,0.3358844671931958,2025-09-11 18:22:21.331787,2025-09-11 18:23:26.056562,0 days 00:01:04.724775,elu,uniform,16,False,0.1,False,True,,,1024.0,,5e-05,,L2,True,True,,,False,3,RMSprop,max,8.0,1e-05,0.34804646788174587,0.21640488656195464,,,,COMPLETE
23,0.36703032789848766,2025-09-11 18:23:26.056562,2025-09-11 18:25:47.873567,0 days 00:02:21.817005,elu,uniform,16,False,0.0,False,True,,,1024.0,,5e-05,,L2,True,True,,,False,3,RMSprop,max,11.0,1e-05,0.21761658031088082,0.3738298738298738,0.21875,0.21640488656195464,,COMPLETE
24,0.30346377443294065,2025-09-11 18:25:47.874291,2025-09-11 18:26:12.703387,0 days 00:00:24.829096,elu,uniform,16,False,0.0,False,True,,,1024.0,,5e-05,,L2,True,True,,,False,3,RMSprop,max,12.0,1e-05,0.21761658031088082,0.30346377443294065,,,,PRUNED
25,0.17702448210922786,2025-09-11 18:26:12.704311,2025-09-11 18:26:14.823906,0 days 00:00:02.119595,gelu,uniform,64,False,0.0,False,True,False,,1024.0,,0.001,,L2,True,True,False,,False,4,RMSprop,max,11.0,1e-05,0.17702448210922786,,,,,PRUNED
26,0.178030303030303,2025-09-11 18:26:14.824905,2025-09-11 18:26:25.637516,0 days 00:00:10.812611,elu,uniform,16,True,0.0,False,True,,,1024.0,,0.0002,,minmax,True,True,,,False,3,RMSprop,max,6.0,1e-05,0.178030303030303,,,,,PRUNED
27,0.21640488656195464,2025-09-11 18:26:25.638516,2025-09-11 18:26:32.068209,0 days 00:00:06.429693,gelu,uniform,128,False,0.4,True,True,,,256.0,,5e-05,,L2,False,True,,,False,3,Adam,max,7.0,1e-05,0.21761658031088082,0.21761658031088082,0.21875,0.21875,0.21640488656195464,PRUNED
28,0.178030303030303,2025-09-11 18:26:32.068209,2025-09-11 18:26:34.673118,0 days 00:00:02.604909,leakyrelu,decreasing,96,False,0.1,False,True,True,,512.0,5.0,0.0002,,L2,True,True,True,,True,4,AdamW,last,,5e-07,0.21761658031088082,0.178030303030303,,,,PRUNED
29,0.17702448210922786,2025-09-11 18:26:34.673118,2025-09-11 18:26:35.337889,0 days 00:00:00.664771,relu,increasing,96,False,0.0,False,,,,64.0,0.0,0.0001,0.5,minmax,True,,,,False,2,SGD,mean,,0.0,0.17702448210922786,,,,,PRUNED
30,0.178030303030303,2025-09-11 18:26:35.338889,2025-09-11 18:26:48.244068,0 days 00:00:12.905179,tanh,decreasing,16,False,0.1,False,True,,,128.0,4.0,0.001,,L2,True,True,,,False,3,RMSprop,last,,1e-07,0.21761658031088082,0.21761658031088082,0.21875,0.21875,0.178030303030303,PRUNED
31,0.21640488656195464,2025-09-11 18:26:48.244068,2025-09-11 18:27:37.259648,0 days 00:00:49.015580,elu,uniform,16,False,0.1,False,,,,1024.0,,5e-05,,L2,True,,,,False,2,RMSprop,max,9.0,1e-05,0.21761658031088082,0.21761658031088082,0.2300103287388254,0.3551206857658471,0.21640488656195464,PRUNED
32,0.1884469696969697,2025-09-11 18:27:37.260648,2025-09-11 18:27:39.272111,0 days 00:00:02.011463,elu,uniform,16,False,0.0,False,,,,1024.0,,5e-05,,L2,True,,,,False,2,RMSprop,max,10.0,1e-05,0.1884469696969697,,,,,PRUNED
33,0.21759048895761182,2025-09-11 18:27:39.272111,2025-09-11 18:28:03.660415,0 days 00:00:24.388304,elu,uniform,16,False,0.1,False,False,,,1024.0,,1e-05,,L2,True,False,,,False,3,RMSprop,max,8.0,1e-06,0.21761658031088082,0.21761658031088082,0.21875,0.21875,0.21640488656195464,COMPLETE
34,0.21875,2025-09-11 18:28:03.662416,2025-09-11 18:28:26.431001,0 days 00:00:22.768585,elu,uniform,16,True,0.0,False,,,,768.0,,5e-05,,minmax,True,,,,False,2,Adam,mean,11.0,1e-05,0.21875,,,,,PRUNED
35,0.08888888888888889,2025-09-11 18:28:26.431001,2025-09-11 18:28:27.438463,0 days 00:00:01.007462,gelu,uniform,128,False,0.2,False,True,,,1024.0,,0.0002,,L2,False,True,,,True,3,RMSprop,max,8.0,2e-06,0.08888888888888889,,,,,PRUNED
36,0.21875,2025-09-11 18:28:27.438463,2025-09-11 18:28:29.556815,0 days 00:00:02.118352,silu,increasing,96,True,0.4,False,,,,64.0,2.0,2e-05,,minmax,True,,,,True,2,RMSprop,max,,1e-06,0.21761658031088082,0.21875,,,,PRUNED
37,0.21875,2025-09-11 18:28:29.556815,2025-09-11 18:28:33.224338,0 days 00:00:03.667523,elu,uniform,16,False,0.30000000000000004,,,,,128.0,,0.0001,,L2,,,,,False,1,AdamW,last,5.0,2e-07,0.21761658031088082,0.21875,,,,PRUNED
38,0.21759048895761182,2025-09-11 18:28:33.224338,2025-09-11 18:28:57.206244,0 days 00:00:23.981906,relu,decreasing,16,False,0.1,False,True,,,768.0,9.0,0.001,0.0,L2,False,True,,,True,3,SGD,mean,,1e-05,0.21875,0.21875,0.21640488656195464,,,COMPLETE
39,0.21875,2025-09-11 18:28:57.207243,2025-09-11 18:29:01.950665,0 days 00:00:04.743422,elu,increasing,64,True,0.0,True,,,,512.0,7.0,5e-05,,minmax,True,,,,False,2,Adam,max,,5e-07,0.21875,,,,,PRUNED
40,0.17702448210922786,2025-09-11 18:29:01.951664,2025-09-11 18:29:07.277385,0 days 00:00:05.325721,gelu,uniform,128,False,0.5,False,False,,,1024.0,,0.002,,L2,False,False,,,True,3,AdamW,max,13.0,1e-05,0.17702448210922786,,,,,PRUNED
41,0.17702448210922786,2025-09-11 18:29:07.277385,2025-09-11 18:29:11.749343,0 days 00:00:04.471958,elu,uniform,16,False,0.1,False,True,,,1024.0,,5e-05,,L2,True,True,,,False,3,RMSprop,max,8.0,1e-05,0.21761658031088082,0.17702448210922786,,,,PRUNED
42,0.35339101757736874,2025-09-11 18:29:11.750343,2025-09-11 18:30:21.354910,0 days 00:01:09.604567,elu,uniform,16,False,0.1,False,True,False,,1024.0,,5e-05,,L2,True,True,True,,False,4,RMSprop,max,7.0,1e-05,0.27152579378905073,0.350667308665753,0.21640488656195464,,,COMPLETE
43,0.3195304442829788,2025-09-11 18:30:21.357249,2025-09-11 18:31:43.623780,0 days 00:01:22.266531,elu,uniform,16,False,0.2,False,True,False,True,1024.0,,5e-05,,L2,True,True,True,True,False,5,RMSprop,max,7.0,1e-05,0.21761658031088082,0.21761658031088082,0.21875,0.21875,0.35454392350944075,COMPLETE
44,0.36613536934229135,2025-09-11 18:31:43.625781,2025-09-11 18:33:03.028120,0 days 00:01:19.402339,,uniform,16,False,0.0,False,True,False,,,,5e-05,,L2,True,True,True,,False,4,RMSprop,max,5.0,2e-07,0.31271112370963555,0.28770463253221873,0.287506819421713,0.21875,0.33539877843675314,COMPLETE
45,0.178030303030303,2025-09-11 18:33:03.030120,2025-09-11 18:33:13.380632,0 days 00:00:10.350512,,uniform,16,False,0.0,True,True,False,False,,,0.001,,L2,True,True,True,True,False,5,RMSprop,max,4.0,2e-07,0.21761658031088082,0.178030303030303,,,,PRUNED
46,0.178030303030303,2025-09-11 18:33:13.380927,2025-09-11 18:33:30.178264,0 days 00:00:16.797337,,uniform,16,False,0.0,False,True,False,,,,1e-05,0.6000000000000001,L2,True,True,True,,False,4,SGD,mean,10.0,2e-07,0.21761658031088082,0.21761658031088082,0.178030303030303,,,PRUNED
47,0.178030303030303,2025-09-11 18:33:30.178264,2025-09-11 18:33:33.078183,0 days 00:00:02.899919,,uniform,64,True,0.0,False,,,,,,5e-05,,L2,True,,,,False,2,RMSprop,max,2.0,2e-07,0.2745098039215686,0.21761658031088082,0.178030303030303,,,PRUNED
48,0.178030303030303,2025-09-11 18:33:33.078183,2025-09-11 18:33:43.651080,0 days 00:00:10.572897,,increasing,16,False,0.0,True,True,True,,,2.0,2e-05,,L2,False,True,False,,True,4,RMSprop,max,,2e-07,0.178030303030303,,,,,PRUNED
49,0.21875,2025-09-11 18:33:43.652080,2025-09-11 18:33:46.330159,0 days 00:00:02.678079,,uniform,96,False,0.4,,,,,,,0.0002,,L2,,,,,False,1,RMSprop,last,10.0,2e-06,0.21875,,,,,PRUNED
