number,value,datetime_start,datetime_complete,duration,params_activation,params_architecture_pattern,params_batch_size,params_bidirectional,params_dropout,params_dropout_layer_1,params_dropout_layer_2,params_dropout_layer_3,params_dropout_layer_4,params_fc_hidden,params_first_size_idx,params_lr,params_momentum,params_norm,params_norm_layer_1,params_norm_layer_2,params_norm_layer_3,params_norm_layer_4,params_norm_post_lstm,params_num_layers,params_optimizer,params_pooling,params_size_idx,params_weight_decay,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,system_attrs_completed_rung_4,state
0,0.3797332231454558,2025-09-11 18:15:53.274389,2025-09-11 18:16:38.493567,0 days 00:00:45.219178,,uniform,16,False,0.5,False,,,,,,0.001,,L2,True,,,,True,2,RMSprop,max,2.0,1e-05,0.17702448210922786,0.21761658031088082,0.1990539469007191,0.21875,0.3285849952516619,COMPLETE
1,0.17702448210922786,2025-09-11 18:16:38.495568,2025-09-11 18:16:40.792084,0 days 00:00:02.296516,silu,decreasing,96,False,0.1,False,True,False,True,64.0,9.0,0.0001,0.30000000000000004,minmax,False,False,True,False,False,5,SGD,last,,2e-07,0.17702448210922786,0.17702448210922786,,,,PRUNED
2,0.21640488656195464,2025-09-11 18:16:40.793084,2025-09-11 18:16:56.413600,0 days 00:00:15.620516,relu,decreasing,16,True,0.4,False,False,,,512.0,3.0,1e-05,,minmax,False,False,,,True,3,Adam,mean,,5e-07,0.21761658031088082,0.21761658031088082,0.21875,0.21875,0.21640488656195464,PRUNED
3,0.178030303030303,2025-09-11 18:16:56.414601,2025-09-11 18:17:01.016637,0 days 00:00:04.602036,tanh,increasing,96,True,0.4,,,,,128.0,12.0,0.0002,,minmax,,,,,True,1,Adam,mean,,1e-06,0.21761658031088082,0.21761658031088082,0.178030303030303,,,PRUNED
4,0.21759048895761182,2025-09-11 18:17:01.017637,2025-09-11 18:17:14.685714,0 days 00:00:13.668077,leakyrelu,uniform,128,False,0.30000000000000004,True,False,,,768.0,,0.001,0.0,L2,False,False,,,True,3,SGD,last,10.0,2e-07,0.21875,0.21875,0.21640488656195464,,,COMPLETE
5,0.22908189567995063,2025-09-11 18:17:14.687714,2025-09-11 18:18:01.305205,0 days 00:00:46.617491,gelu,increasing,128,True,0.0,False,False,True,False,128.0,7.0,2e-05,,minmax,True,False,False,True,True,5,AdamW,last,,1e-06,0.21761658031088082,0.21761658031088082,0.21875,0.21640488656195464,,COMPLETE
6,0.178030303030303,2025-09-11 18:18:01.307206,2025-09-11 18:18:36.018018,0 days 00:00:34.710812,silu,uniform,16,True,0.5,True,,,,768.0,,0.0001,,L2,True,,,,True,2,AdamW,mean,13.0,2e-07,0.178030303030303,,,,,PRUNED
7,0.178030303030303,2025-09-11 18:18:36.019020,2025-09-11 18:18:41.607277,0 days 00:00:05.588257,,increasing,64,False,0.2,True,,,,,10.0,0.001,,L2,True,,,,False,2,AdamW,max,,2e-07,0.21761658031088082,0.21761658031088082,0.178030303030303,,,PRUNED
8,0.17702448210922786,2025-09-11 18:18:41.608276,2025-09-11 18:18:42.758535,0 days 00:00:01.150259,relu,increasing,64,False,0.5,False,,,,64.0,0.0,5e-05,0.9,minmax,False,,,,False,2,SGD,max,,2e-06,0.17702448210922786,,,,,PRUNED
9,0.21640488656195464,2025-09-11 18:18:42.758535,2025-09-11 18:19:06.247822,0 days 00:00:23.489287,silu,uniform,16,True,0.4,False,False,True,False,1024.0,,0.002,0.9,L2,True,True,False,False,True,5,SGD,mean,3.0,5e-07,0.21761658031088082,0.21761658031088082,0.21875,0.21875,0.21640488656195464,PRUNED
