number,value,state,datetime_start,datetime_complete,duration,activation,batch_size,bidirectional,dropout,fc_hidden,lr,momentum_sgd,norm,norm_post_lstm,num_layers,optimizer,pooling,weight_decay,layer_sizes,dropout_layers,norm_layers,native_mode
0,0.23144661912294512,COMPLETE,2025-11-22 06:13:40.436441,2025-11-22 06:16:39.360617,0 days 00:02:58.924176,,16,False,0.5,,0.001,0.5,minmax,True,2,SGD,attention,1e-05,"[128, 128]",[],[],True
1,0.21758419036095988,COMPLETE,2025-11-22 06:16:39.364144,2025-11-22 06:19:50.010980,0 days 00:03:10.646836,silu,32,False,0.1,1024.0,2e-05,,minmax,True,4,AdamW,last,0.0,"[64, 128, 192, 256]",[2],"[2, 3]",False
2,0.2944051676738112,COMPLETE,2025-11-22 06:19:50.012486,2025-11-22 06:21:32.990071,0 days 00:01:42.977585,tanh,48,False,0.0,1024.0,5e-05,,minmax,False,1,AdamW,last,2e-06,[896],[],[],True
3,0.21839080459770113,PRUNED,2025-11-22 06:21:32.992575,2025-11-22 06:22:34.776248,0 days 00:01:01.783673,,48,True,0.2,,5e-05,,L2,True,3,RMSprop,mean,2e-06,"[640, 512, 448]","[1, 2, 3]","[1, 2, 3]",False
4,0.40973983597201113,COMPLETE,2025-11-22 06:22:34.777248,2025-11-22 06:23:58.210833,0 days 00:01:23.433585,tanh,32,False,0.0,768.0,5e-05,,L2,True,1,AdamW,last,5e-07,[512],[],[],True
5,0.21839080459770113,PRUNED,2025-11-22 06:23:58.213854,2025-11-22 06:25:31.591874,0 days 00:01:33.378020,relu,16,True,0.0,256.0,0.01,0.7000000000000001,L2,True,3,SGD,attention,2e-07,"[448, 384, 256]","[2, 3]","[1, 2, 3]",False
6,0.1806853582554517,PRUNED,2025-11-22 06:25:31.592906,2025-11-22 06:26:35.538461,0 days 00:01:03.945555,,32,True,0.0,,0.002,0.1,minmax,True,2,SGD,attention,2e-06,"[384, 384]",[],[],True
7,0.21839080459770113,PRUNED,2025-11-22 06:26:35.539461,2025-11-22 06:28:00.467135,0 days 00:01:24.927674,gelu,16,True,0.4,768.0,1e-05,0.9,minmax,False,2,SGD,max,0.0,"[768, 896]","[1, 2, 3]","[1, 2, 3]",False
8,0.352940653101558,COMPLETE,2025-11-22 06:28:00.468135,2025-11-22 06:31:09.170527,0 days 00:03:08.702392,gelu,64,False,0.2,256.0,0.001,,L2,False,4,Adam,attention,0.0,"[64, 128, 192, 256]",[1],"[1, 3]",False
9,0.1806853582554517,PRUNED,2025-11-22 06:31:09.173072,2025-11-22 06:31:23.047204,0 days 00:00:13.874132,leakyrelu,96,False,0.0,768.0,0.001,0.9,minmax,False,1,SGD,mean,1e-05,[128],[],[],True
10,0.20833333333333334,PRUNED,2025-11-22 06:31:23.048213,2025-11-22 06:31:53.365769,0 days 00:00:30.317556,tanh,128,False,0.0,128.0,0.0002,,L2,True,1,AdamW,last,5e-07,[768],[],[],True
11,0.3989567464451464,COMPLETE,2025-11-22 06:31:53.366769,2025-11-22 06:35:30.528269,0 days 00:03:37.161500,elu,64,False,0.30000000000000004,256.0,0.0001,,L2,False,4,Adam,max,1e-06,"[192, 256, 384, 448]",[1],[3],False
12,0.3184030376562551,COMPLETE,2025-11-22 06:35:30.530303,2025-11-22 06:37:42.970722,0 days 00:02:12.440419,elu,64,False,0.30000000000000004,512.0,0.0001,,L2,False,3,Adam,max,1e-06,"[256, 384, 448]","[1, 3]",[3],False
13,0.1761006289308176,PRUNED,2025-11-22 06:37:42.973230,2025-11-22 06:38:03.773961,0 days 00:00:20.800731,elu,64,False,0.4,256.0,0.0001,,L2,False,4,Adam,max,1e-06,"[448, 448, 448, 448]",[],[],True
14,0.21839080459770113,PRUNED,2025-11-22 06:38:03.775992,2025-11-22 06:38:46.419943,0 days 00:00:42.643951,tanh,32,False,0.4,768.0,0.0001,,L2,True,2,RMSprop,max,5e-07,"[1024, 896]","[2, 3]","[2, 3]",False
15,0.08888888888888889,PRUNED,2025-11-22 06:38:46.420943,2025-11-22 06:38:59.932733,0 days 00:00:13.511790,elu,128,False,0.30000000000000004,512.0,5e-05,,L2,False,3,Adam,last,1e-07,"[256, 384, 448]","[1, 3]",[3],False
16,0.3856279002499424,COMPLETE,2025-11-22 06:38:59.933740,2025-11-22 06:40:58.363006,0 days 00:01:58.429266,relu,96,False,0.2,128.0,0.01,,L2,False,4,AdamW,max,1e-06,"[64, 64, 64, 64]",[],[],True
17,0.3931869873414764,COMPLETE,2025-11-22 06:40:58.366069,2025-11-22 06:41:45.949363,0 days 00:00:47.583294,leakyrelu,64,False,0.0,768.0,0.0002,,L2,True,1,AdamW,last,2e-07,[640],[],[],True
18,0.21758419036095988,COMPLETE,2025-11-22 06:41:45.951882,2025-11-22 06:44:31.721959,0 days 00:02:45.770077,silu,32,True,0.30000000000000004,256.0,2e-05,,L2,True,2,Adam,mean,5e-07,"[192, 256]","[2, 3]","[2, 3]",False
19,0.21839080459770113,PRUNED,2025-11-22 06:44:31.723979,2025-11-22 06:45:10.544229,0 days 00:00:38.820250,elu,64,False,0.1,768.0,0.002,,L2,False,3,RMSprop,max,1e-07,"[448, 384, 256]","[1, 3]",[3],False
20,0.1761006289308176,PRUNED,2025-11-22 06:45:10.545270,2025-11-22 06:45:25.444962,0 days 00:00:14.899692,tanh,32,False,0.0,256.0,1e-05,,L2,True,1,AdamW,last,1e-06,[384],[],[],True
21,0.1761006289308176,PRUNED,2025-11-22 06:45:25.445968,2025-11-22 06:45:35.887791,0 days 00:00:10.441823,leakyrelu,64,False,0.0,768.0,0.0002,,L2,True,1,AdamW,last,2e-07,[640],[],[],True
22,0.1761006289308176,PRUNED,2025-11-22 06:45:35.888802,2025-11-22 06:45:45.741817,0 days 00:00:09.853015,leakyrelu,64,False,0.0,768.0,0.0002,,L2,True,1,AdamW,last,2e-07,[512],[],[],True
23,0.4284431368500279,COMPLETE,2025-11-22 06:45:45.742864,2025-11-22 06:46:37.157540,0 days 00:00:51.414676,leakyrelu,64,False,0.0,768.0,0.0001,,L2,True,1,AdamW,last,5e-07,[256],[],[],True
24,0.38178514378243494,COMPLETE,2025-11-22 06:46:37.160582,2025-11-22 06:47:51.164736,0 days 00:01:14.004154,tanh,64,False,0.5,768.0,0.0001,,L2,True,2,Adam,last,5e-07,"[256, 256]",[],[],True
25,0.41773670045051725,COMPLETE,2025-11-22 06:47:51.167737,2025-11-22 06:48:47.315052,0 days 00:00:56.147315,elu,48,False,0.0,512.0,0.0001,,L2,True,1,AdamW,last,5e-07,[192],[],[],True
26,0.41468940545497174,COMPLETE,2025-11-22 06:48:47.318112,2025-11-22 06:50:23.842462,0 days 00:01:36.524350,leakyrelu,48,True,0.0,512.0,5e-05,,L2,True,1,AdamW,last,5e-07,[192],[],[],True
27,0.42498311440340625,COMPLETE,2025-11-22 06:50:23.845504,2025-11-22 06:51:46.386555,0 days 00:01:22.541051,leakyrelu,48,True,0.0,512.0,0.0001,,L2,True,1,AdamW,last,5e-07,[192],[],[],True
28,0.21839080459770113,PRUNED,2025-11-22 06:51:46.389578,2025-11-22 06:52:16.793679,0 days 00:00:30.404101,leakyrelu,48,True,0.0,512.0,0.0001,,L2,True,1,AdamW,last,5e-07,[192],[],[],True
29,0.21839080459770113,PRUNED,2025-11-22 06:52:16.794683,2025-11-22 06:52:30.121535,0 days 00:00:13.326852,leakyrelu,48,True,0.5,512.0,0.0001,,minmax,True,2,AdamW,last,1e-05,"[256, 256]",[],[],True
30,0.41032675264558555,COMPLETE,2025-11-22 06:52:30.122554,2025-11-22 06:54:02.219730,0 days 00:01:32.097176,leakyrelu,48,True,0.0,512.0,0.0001,,L2,True,1,AdamW,last,5e-07,[128],[],[],True
31,0.4328048337385574,COMPLETE,2025-11-22 06:54:02.222247,2025-11-22 06:55:38.530355,0 days 00:01:36.308108,leakyrelu,48,True,0.0,512.0,0.0001,,L2,True,1,AdamW,last,5e-07,[192],[],[],True
32,0.21839080459770113,PRUNED,2025-11-22 06:55:38.532871,2025-11-22 06:55:55.028653,0 days 00:00:16.495782,leakyrelu,48,True,0.0,512.0,0.0001,,L2,True,1,AdamW,last,5e-07,[256],[],[],True
33,0.4375061875061876,PRUNED,2025-11-22 06:55:55.029654,2025-11-22 06:56:30.452751,0 days 00:00:35.423097,silu,48,True,0.0,512.0,0.0001,,L2,True,1,AdamW,last,5e-07,[192],[],[],True
34,0.21758419036095988,COMPLETE,2025-11-22 06:56:30.453756,2025-11-22 06:57:35.326342,0 days 00:01:04.872586,leakyrelu,48,True,0.0,1024.0,2e-05,,minmax,True,1,AdamW,last,5e-07,[64],[],[],True
35,0.42779063509505144,COMPLETE,2025-11-22 06:57:35.328356,2025-11-22 07:00:22.367510,0 days 00:02:47.039154,leakyrelu,48,True,0.5,512.0,0.0001,,L2,True,2,AdamW,mean,5e-07,"[384, 384]",[],[],True
36,0.38382670728214735,PRUNED,2025-11-22 07:00:22.369989,2025-11-22 07:01:19.555567,0 days 00:00:57.185578,leakyrelu,48,True,0.5,1024.0,0.0001,,L2,True,2,RMSprop,mean,5e-07,"[384, 384]",[],[],True
37,0.21839080459770113,PRUNED,2025-11-22 07:01:19.556567,2025-11-22 07:02:21.752923,0 days 00:01:02.196356,,16,True,0.4,,0.01,,minmax,True,2,AdamW,mean,2e-06,"[1024, 896]","[2, 3]","[1, 2, 3]",False
38,0.21839080459770113,PRUNED,2025-11-22 07:02:21.753955,2025-11-22 07:02:46.363550,0 days 00:00:24.609595,leakyrelu,48,True,0.5,512.0,0.002,,L2,True,2,AdamW,mean,5e-07,"[384, 384]",[],[],True
39,0.08888888888888889,PRUNED,2025-11-22 07:02:46.365642,2025-11-22 07:02:53.256251,0 days 00:00:06.890609,relu,128,True,0.4,128.0,1e-05,0.0,L2,True,2,SGD,attention,0.0,"[128, 128]",[],[],True
40,0.21839080459770113,PRUNED,2025-11-22 07:02:53.258252,2025-11-22 07:03:18.249038,0 days 00:00:24.990786,,96,True,0.0,,0.001,,minmax,True,1,AdamW,mean,1e-05,[640],[],[],True
41,0.4524670627744769,PRUNED,2025-11-22 07:03:18.250044,2025-11-22 07:03:48.441548,0 days 00:00:30.191504,gelu,48,True,0.0,512.0,0.0001,,L2,True,1,AdamW,last,5e-07,[256],[],[],True
42,0.44365738164820046,COMPLETE,2025-11-22 07:03:48.442575,2025-11-22 07:05:39.949012,0 days 00:01:51.506437,leakyrelu,48,True,0.0,512.0,0.0001,,L2,True,1,AdamW,attention,5e-07,[192],[],[],True
43,0.17777777777777778,PRUNED,2025-11-22 07:05:39.952549,2025-11-22 07:06:36.800765,0 days 00:00:56.848216,leakyrelu,48,True,0.0,512.0,0.0001,,L2,True,1,AdamW,attention,5e-07,[384],[],[],True
44,0.1761006289308176,PRUNED,2025-11-22 07:06:36.801766,2025-11-22 07:07:17.012108,0 days 00:00:40.210342,leakyrelu,16,True,0.0,512.0,0.0001,,L2,True,1,AdamW,attention,1e-07,[192],[],[],True
45,0.1761006289308176,PRUNED,2025-11-22 07:07:17.013110,2025-11-22 07:07:33.072961,0 days 00:00:16.059851,leakyrelu,48,True,0.0,512.0,0.0001,0.30000000000000004,L2,True,1,SGD,attention,2e-06,[256],[],[],True
46,0.40607734023253383,COMPLETE,2025-11-22 07:07:33.073969,2025-11-22 07:10:22.437116,0 days 00:02:49.363147,leakyrelu,48,True,0.4,1024.0,0.0001,,L2,True,2,RMSprop,attention,5e-07,"[128, 128]",[],[],True
47,0.375,PRUNED,2025-11-22 07:10:22.440138,2025-11-22 07:11:13.677841,0 days 00:00:51.237703,gelu,48,True,0.0,512.0,2e-05,,L2,True,1,AdamW,mean,0.0,[448],[],[],True
48,0.21839080459770113,PRUNED,2025-11-22 07:11:13.679858,2025-11-22 07:11:21.947902,0 days 00:00:08.268044,silu,96,True,0.1,128.0,0.0001,,minmax,True,2,AdamW,attention,5e-07,"[128, 128]",[],[],True
49,0.1761006289308176,PRUNED,2025-11-22 07:11:21.948913,2025-11-22 07:11:37.713865,0 days 00:00:15.764952,leakyrelu,128,True,0.0,512.0,0.001,,L2,True,1,AdamW,mean,5e-07,[768],[],[],True
