number,value,state,datetime_start,datetime_complete,duration,activation,batch_size,bidirectional,dropout,fc_hidden,lr,momentum_sgd,norm,norm_post_lstm,num_layers,optimizer,pooling,weight_decay,layer_sizes,dropout_layers,norm_layers,native_mode
10,0.21839080459770113,PRUNED,2025-11-22 04:38:15.051041,2025-11-22 04:38:33.721228,0 days 00:00:18.670187,tanh,48,False,0.0,1024.0,0.0002,,minmax,False,1,AdamW,last,1e-06,[1024],[],[],True
11,0.42546015340743626,COMPLETE,2025-11-22 04:38:33.721228,2025-11-22 04:41:35.953312,0 days 00:03:02.232084,elu,64,False,0.2,256.0,0.0001,,L2,False,4,Adam,max,1e-07,"[192, 256, 384, 448]",[1],[3],False
12,0.1761006289308176,PRUNED,2025-11-22 04:41:35.957318,2025-11-22 04:41:56.589620,0 days 00:00:20.632302,gelu,64,False,0.30000000000000004,128.0,5e-05,,L2,False,3,Adam,attention,2e-06,"[384, 448, 512]","[1, 3]",[3],False
13,0.4771634642367772,COMPLETE,2025-11-22 04:41:56.590717,2025-11-22 04:45:52.599972,0 days 00:03:56.009255,gelu,128,False,0.1,512.0,0.001,,L2,False,4,Adam,last,0.0,"[1024, 1024, 1024, 1024]",[],[],True
14,0.1806853582554517,PRUNED,2025-11-22 04:45:52.603777,2025-11-22 04:46:27.952593,0 days 00:00:35.348816,tanh,128,False,0.1,512.0,2e-05,,L2,False,2,RMSprop,last,1e-06,"[1024, 1024]",[],[],True
15,0.21839080459770113,PRUNED,2025-11-22 04:46:27.953098,2025-11-22 04:46:46.687762,0 days 00:00:18.734664,leakyrelu,128,False,0.0,512.0,0.002,,minmax,False,3,Adam,last,1e-07,"[768, 768, 768]",[],[],True
16,0.21758419036095988,COMPLETE,2025-11-22 04:46:46.688762,2025-11-22 04:48:19.991010,0 days 00:01:33.302248,relu,128,False,0.1,1024.0,0.0001,,minmax,False,4,AdamW,last,5e-07,"[640, 640, 640, 640]",[],[],True
17,0.41026725727062996,COMPLETE,2025-11-22 04:48:19.993541,2025-11-22 04:49:59.587395,0 days 00:01:39.593854,elu,48,False,0.0,512.0,0.0002,,L2,False,1,AdamW,last,2e-07,[1024],[],[],True
18,0.21839080459770113,PRUNED,2025-11-22 04:49:59.591531,2025-11-22 04:50:40.519332,0 days 00:00:40.927801,silu,96,True,0.2,128.0,0.01,,minmax,False,2,Adam,last,2e-06,"[1024, 896]","[2, 3]","[2, 3]",False
19,0.17777777777777778,PRUNED,2025-11-22 04:50:40.521355,2025-11-22 04:51:38.900352,0 days 00:00:58.378997,gelu,48,False,0.0,1024.0,1e-05,,L2,False,3,RMSprop,mean,0.0,"[384, 384, 384]",[],[],True
20,0.2182890855457227,PRUNED,2025-11-22 04:51:38.901440,2025-11-22 04:51:48.623826,0 days 00:00:09.722386,tanh,128,False,0.0,512.0,5e-05,,minmax,False,1,AdamW,max,0.0,[768],[],[],True
21,0.4254717849195152,COMPLETE,2025-11-22 04:51:48.624827,2025-11-22 04:54:18.744508,0 days 00:02:30.119681,gelu,64,False,0.2,256.0,0.001,,L2,False,4,Adam,attention,0.0,"[192, 256, 384, 448]","[1, 3]",[1],False
22,0.4481231257331304,COMPLETE,2025-11-22 04:54:18.747534,2025-11-22 04:57:11.779671,0 days 00:02:53.032137,gelu,64,False,0.2,256.0,0.001,,L2,False,4,Adam,attention,0.0,"[64, 128, 192, 256]","[1, 3]","[1, 3]",False
23,0.21758419036095988,COMPLETE,2025-11-22 04:57:11.783219,2025-11-22 04:59:46.758347,0 days 00:02:34.975128,gelu,128,False,0.1,512.0,0.001,,L2,False,4,Adam,last,0.0,"[1024, 896, 768, 640]","[1, 3]",[1],False
24,0.1761006289308176,PRUNED,2025-11-22 04:59:46.761514,2025-11-22 05:00:31.413632,0 days 00:00:44.652118,gelu,48,False,0.4,1024.0,0.001,,L2,False,4,Adam,last,2e-06,"[768, 768, 768, 768]",[],[],True
25,0.21839080459770113,PRUNED,2025-11-22 05:00:31.414658,2025-11-22 05:01:17.771532,0 days 00:00:46.356874,tanh,64,False,0.1,256.0,0.001,,L2,False,3,Adam,attention,0.0,"[384, 448, 512]","[1, 2, 3]","[1, 2, 3]",False
26,0.1761006289308176,PRUNED,2025-11-22 05:01:17.773034,2025-11-22 05:01:39.376183,0 days 00:00:21.603149,gelu,96,True,0.2,128.0,5e-05,,L2,False,4,Adam,mean,1e-06,"[64, 64, 64, 64]",[],[],True
27,0.21839080459770113,PRUNED,2025-11-22 05:01:39.377200,2025-11-22 05:02:13.472554,0 days 00:00:34.095354,relu,48,False,0.0,1024.0,0.001,,L2,False,3,AdamW,max,5e-07,"[896, 896, 896]",[],[],True
28,0.21758419036095988,COMPLETE,2025-11-22 05:02:13.474567,2025-11-22 05:03:58.422479,0 days 00:01:44.947912,leakyrelu,128,False,0.30000000000000004,512.0,0.0002,,minmax,False,4,RMSprop,last,1e-07,"[768, 640, 512, 448]","[1, 3]",[1],False
29,0.21758419036095988,COMPLETE,2025-11-22 05:03:58.425535,2025-11-22 05:07:27.308051,0 days 00:03:28.882516,,16,False,0.1,,0.001,,minmax,True,2,Adam,attention,1e-05,"[256, 384]","[1, 2, 3]","[1, 2, 3]",False
30,0.1761006289308176,PRUNED,2025-11-22 05:07:27.311053,2025-11-22 05:07:52.084849,0 days 00:00:24.773796,elu,64,False,0.4,256.0,0.0001,,L2,False,3,AdamW,attention,2e-07,"[512, 512, 512]",[],[],True
31,0.1761006289308176,PRUNED,2025-11-22 05:07:52.085858,2025-11-22 05:08:20.411506,0 days 00:00:28.325648,gelu,64,False,0.2,256.0,0.001,,L2,False,4,Adam,attention,0.0,"[64, 128, 192, 256]",[1],"[1, 3]",False
32,0.1761006289308176,PRUNED,2025-11-22 05:08:20.413009,2025-11-22 05:09:02.052499,0 days 00:00:41.639490,gelu,64,False,0.2,256.0,0.001,,L2,False,4,Adam,attention,0.0,"[128, 192, 256, 384]",[1],"[1, 3]",False
33,0.1761006289308176,PRUNED,2025-11-22 05:09:02.054515,2025-11-22 05:09:25.652367,0 days 00:00:23.597852,gelu,64,False,0.2,256.0,2e-05,,L2,False,4,Adam,attention,0.0,"[64, 128, 192, 256]","[1, 3]","[1, 3]",False
34,0.39292347546163187,COMPLETE,2025-11-22 05:09:25.653419,2025-11-22 05:13:21.782346,0 days 00:03:56.128927,silu,32,False,0.1,256.0,0.001,,L2,True,4,Adam,attention,0.0,"[128, 192, 256, 384]",[1],"[1, 3]",False
35,0.4657406750550745,COMPLETE,2025-11-22 05:13:21.785422,2025-11-22 05:16:05.684081,0 days 00:02:43.898659,gelu,64,False,0.2,1024.0,5e-05,,L2,True,4,AdamW,last,2e-06,"[192, 256, 384, 448]","[1, 3]","[1, 3]",False
36,0.17777777777777778,PRUNED,2025-11-22 05:16:05.687119,2025-11-22 05:18:55.059920,0 days 00:02:49.372801,tanh,48,True,0.30000000000000004,1024.0,5e-05,,L2,True,3,AdamW,last,2e-06,"[448, 384, 256]","[1, 3]","[1, 3]",False
37,0.41363012800515736,COMPLETE,2025-11-22 05:18:55.060920,2025-11-22 05:24:21.650614,0 days 00:05:26.589694,silu,32,False,0.1,1024.0,5e-05,,minmax,True,4,AdamW,last,2e-06,"[192, 256, 384, 448]",[3],[],False
38,0.4400600296470138,COMPLETE,2025-11-22 05:24:21.653124,2025-11-22 05:32:47.995548,0 days 00:08:26.342424,,16,True,0.0,,5e-05,,L2,True,3,AdamW,last,2e-06,"[192, 192, 192]",[],[],True
39,0.3583808792463763,COMPLETE,2025-11-22 05:32:47.998566,2025-11-22 05:33:47.221458,0 days 00:00:59.222892,gelu,64,False,0.0,768.0,0.01,0.0,minmax,True,1,SGD,last,2e-06,[256],[],[],True
40,0.21021021021021022,PRUNED,2025-11-22 05:33:47.223963,2025-11-22 05:34:23.695566,0 days 00:00:36.471603,tanh,128,True,0.2,1024.0,1e-05,,L2,True,2,AdamW,mean,1e-05,"[896, 896]",[],[],True
41,0.46364369910608366,COMPLETE,2025-11-22 05:34:23.696575,2025-11-22 05:41:33.466848,0 days 00:07:09.770273,,16,True,0.0,,5e-05,,L2,True,3,AdamW,last,2e-06,"[192, 192, 192]",[],[],True
42,0.45741783541783543,COMPLETE,2025-11-22 05:41:33.470000,2025-11-22 05:50:42.828142,0 days 00:09:09.358142,,16,True,0.0,,5e-05,,L2,True,4,AdamW,last,2e-06,"[256, 256, 256, 256]",[],[],True
43,0.1761006289308176,PRUNED,2025-11-22 05:50:42.830185,2025-11-22 05:52:01.985114,0 days 00:01:19.154929,,16,True,0.0,,5e-05,,L2,True,3,AdamW,last,2e-06,"[256, 256, 256]",[],[],True
44,0.21637426900584797,PRUNED,2025-11-22 05:52:01.986124,2025-11-22 05:58:07.933156,0 days 00:06:05.947032,,16,True,0.0,,5e-05,,L2,True,4,AdamW,last,2e-06,"[192, 192, 192, 192]",[],[],True
45,0.45331689657445295,COMPLETE,2025-11-22 05:58:07.935176,2025-11-22 06:04:16.059528,0 days 00:06:08.124352,,16,True,0.0,,5e-05,,L2,True,3,AdamW,last,2e-06,"[256, 256, 256]",[],[],True
46,0.1761006289308176,PRUNED,2025-11-22 06:04:16.060528,2025-11-22 06:06:07.868955,0 days 00:01:51.808427,,16,True,0.0,,0.002,,minmax,True,4,AdamW,last,2e-06,"[448, 448, 448, 448]",[],[],True
47,0.21637426900584797,PRUNED,2025-11-22 06:06:07.870955,2025-11-22 06:08:11.413094,0 days 00:02:03.542139,,16,True,0.0,,5e-05,,L2,True,2,AdamW,last,2e-06,"[128, 128]",[],[],True
48,0.4117461045118035,COMPLETE,2025-11-22 06:08:11.414189,2025-11-22 06:11:01.464453,0 days 00:02:50.050264,relu,16,True,0.0,768.0,5e-05,,L2,True,1,AdamW,last,2e-06,[256],[],[],True
49,0.17777777777777778,PRUNED,2025-11-22 06:11:01.467468,2025-11-22 06:13:38.573368,0 days 00:02:37.105900,leakyrelu,96,True,0.1,1024.0,5e-05,0.30000000000000004,minmax,True,3,SGD,last,5e-07,"[896, 896, 896]",[],[],True
