number,value,datetime_start,datetime_complete,duration,params_activation,params_architecture_pattern,params_batch_size,params_bidirectional,params_dropout,params_dropout_layer_1,params_dropout_layer_2,params_dropout_layer_3,params_dropout_layer_4,params_fc_hidden,params_first_size_idx,params_lr,params_momentum,params_norm,params_norm_layer_1,params_norm_layer_2,params_norm_layer_3,params_norm_layer_4,params_norm_post_lstm,params_num_layers,params_optimizer,params_pooling,params_size_idx,params_weight_decay,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,state
40,0.178030303030303,2025-09-12 06:14:18.552404,2025-09-12 06:15:10.612422,0 days 00:00:52.060018,gelu,increasing,96,True,0.5,True,False,,,128.0,5.0,0.0001,,minmax,False,False,,,False,3,AdamW,last,,5e-07,0.178030303030303,,,,PRUNED
41,0.43196831084294923,2025-09-12 06:15:10.613422,2025-09-12 06:17:17.814980,0 days 00:02:07.201558,gelu,decreasing,96,True,0.4,True,False,,,128.0,5.0,0.0001,,minmax,False,False,,,True,3,AdamW,last,,5e-07,0.21875,0.3586885927311459,,,COMPLETE
42,0.47053104557797926,2025-09-12 06:17:17.816981,2025-09-12 06:19:48.949393,0 days 00:02:31.132412,gelu,decreasing,96,True,0.4,True,False,,,128.0,5.0,0.0001,,minmax,False,False,,,True,3,AdamW,last,,5e-07,0.21875,0.3846649804096612,,,COMPLETE
43,0.4654299179359945,2025-09-12 06:19:48.951395,2025-09-12 06:22:52.636260,0 days 00:03:03.684865,gelu,decreasing,96,True,0.4,True,False,,,128.0,6.0,0.0001,,minmax,False,False,,,True,3,AdamW,last,,5e-07,0.21875,0.4459808259587021,,,COMPLETE
44,0.4546965604039454,2025-09-12 06:22:52.639262,2025-09-12 06:25:48.843116,0 days 00:02:56.203854,gelu,decreasing,96,True,0.4,True,False,,,128.0,6.0,0.0001,,minmax,False,False,,,True,3,AdamW,last,,5e-07,0.21761658031088082,0.4059063110288827,0.21875,0.35920735150675087,COMPLETE
45,0.4535350610943058,2025-09-12 06:25:48.846117,2025-09-12 06:28:17.813748,0 days 00:02:28.967631,gelu,decreasing,96,True,0.5,True,False,False,,128.0,5.0,0.0001,,minmax,False,False,False,,True,4,AdamW,last,,5e-07,0.36198462613556953,0.21875,0.392266586005243,,COMPLETE
46,0.21640488656195464,2025-09-12 06:28:17.815748,2025-09-12 06:29:35.942868,0 days 00:01:18.127120,gelu,uniform,96,True,0.4,True,False,,,128.0,,0.0001,,minmax,False,False,,,False,3,AdamW,last,5.0,5e-07,0.21875,0.21875,0.21640488656195464,,PRUNED
47,0.178030303030303,2025-09-12 06:29:35.943868,2025-09-12 06:31:03.442183,0 days 00:01:27.498315,gelu,increasing,96,True,0.5,True,False,True,,128.0,5.0,0.0001,,minmax,False,False,True,,True,4,AdamW,last,,5e-07,0.178030303030303,,,,PRUNED
48,0.4682411510418178,2025-09-12 06:31:03.444184,2025-09-12 06:35:25.287796,0 days 00:04:21.843612,gelu,decreasing,96,True,0.4,True,False,,,128.0,7.0,0.0001,,minmax,False,False,,,True,3,AdamW,last,,5e-07,0.3744271655022162,0.38988672392033735,0.21875,0.3242529026454134,COMPLETE
49,0.178030303030303,2025-09-12 06:35:25.289796,2025-09-12 06:37:24.852639,0 days 00:01:59.562843,gelu,uniform,128,True,0.5,True,False,,,128.0,,2e-05,,minmax,False,False,,,False,3,AdamW,last,9.0,5e-07,0.178030303030303,,,,PRUNED
