number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout,params_hidden_dim,params_lr,params_norm,params_num_layers,state
0,0.41279350533873227,2025-06-11 02:55:44.801683,2025-06-11 02:59:10.750036,0 days 00:03:25.948353,64,False,0.1,128,0.0001,L2,2,COMPLETE
1,0.46749686698729487,2025-06-11 02:55:44.805684,2025-06-11 02:58:14.181659,0 days 00:02:29.375975,128,False,0.3,128,0.001,L2,3,COMPLETE
2,0.2643961127821818,2025-06-11 02:55:44.808685,2025-06-11 03:01:02.709842,0 days 00:05:17.901157,32,False,0.4,64,1e-05,minmax,1,COMPLETE
3,0.2625256439226162,2025-06-11 02:55:44.811685,2025-06-11 03:00:30.282438,0 days 00:04:45.470753,32,False,0.3,64,1e-05,minmax,2,COMPLETE
4,0.2944451733476246,2025-06-11 02:58:14.185660,2025-06-11 03:00:29.432246,0 days 00:02:15.246586,128,False,0.4,128,1e-05,minmax,2,COMPLETE
5,0.536323632174877,2025-06-11 02:59:10.753036,2025-06-11 03:04:38.323460,0 days 00:05:27.570424,64,True,0.2,256,0.001,minmax,1,COMPLETE
6,0.45628236352503515,2025-06-11 03:00:29.434247,2025-06-11 03:10:42.095201,0 days 00:10:12.660954,32,False,0.3,64,0.001,L2,2,COMPLETE
7,0.4642753435277263,2025-06-11 03:00:30.292440,2025-06-11 03:08:13.944388,0 days 00:07:43.651948,64,True,0.0,256,0.0001,minmax,3,COMPLETE
8,0.23556751472239928,2025-06-11 03:01:02.712843,2025-06-11 03:10:18.557937,0 days 00:09:15.845094,32,False,0.3,64,1e-05,L2,3,COMPLETE
9,0.4658066935364264,2025-06-11 03:04:38.326460,2025-06-11 03:08:16.178892,0 days 00:03:37.852432,128,False,0.1,128,0.001,minmax,2,COMPLETE
10,0.2691189209227246,2025-06-11 03:08:13.946388,2025-06-11 03:10:45.055815,0 days 00:02:31.109427,64,False,0.5,64,0.0001,L2,2,COMPLETE
11,0.22927683565383533,2025-06-11 03:08:16.180893,2025-06-11 03:11:34.211368,0 days 00:03:18.030475,64,False,0.2,128,1e-05,L2,3,COMPLETE
12,0.25681150936073893,2025-06-11 03:10:18.557937,2025-06-11 03:16:58.270671,0 days 00:06:39.712734,64,True,0.4,64,1e-05,L2,3,COMPLETE
13,0.5597580517204144,2025-06-11 03:10:42.096326,2025-06-11 03:16:59.130720,0 days 00:06:17.034394,64,True,0.2,256,0.001,minmax,1,COMPLETE
14,0.5186131109971053,2025-06-11 03:10:45.057817,2025-06-11 03:13:17.142402,0 days 00:02:32.084585,128,True,0.2,256,0.001,L2,1,COMPLETE
15,0.49193446019294196,2025-06-11 03:11:34.213369,2025-06-11 03:14:23.530710,0 days 00:02:49.317341,128,True,0.2,256,0.001,L2,1,COMPLETE
16,0.5384467659099389,2025-06-11 03:13:17.144402,2025-06-11 03:15:58.501341,0 days 00:02:41.356939,128,True,0.2,256,0.001,minmax,1,COMPLETE
17,0.5211086520197014,2025-06-11 03:14:23.532711,2025-06-11 03:17:07.267815,0 days 00:02:43.735104,128,True,0.2,256,0.001,minmax,1,COMPLETE
18,0.5440163380041912,2025-06-11 03:15:58.509187,2025-06-11 03:19:06.152477,0 days 00:03:07.643290,64,True,0.2,256,0.001,minmax,1,COMPLETE
19,0.5354280962906586,2025-06-11 03:16:58.273377,2025-06-11 03:18:56.709530,0 days 00:01:58.436153,128,True,0.2,256,0.001,minmax,1,COMPLETE
